df_id,lat,lon,manual_id,state,source,elev2,country,ownership,tot,n2,p
4264,50.71756,-120.67709,45850,British Columbia,Defoliation surveys,593,Canada,State (Public),50,42,0.84
4265,50.7176,-111.50412,72853,Alberta,Synthetic data,730,Canada,Corporate/Other (Private),52,52,1
4266,50.71772,-120.27099,46337,British Columbia,Defoliation surveys,589,Canada,Tribal,52,52,1
4267,50.71779,-119.4955,28376,British Columbia,Synthetic data,1155,Canada,State (Public),50,50,1
4268,50.71834,-120.83451,46982,British Columbia,Defoliation surveys,824,Canada,State (Public),50,50,1
4269,50.71877,-120.24676,46395,British Columbia,Defoliation surveys,792,Canada,Tribal,50,50,1
4270,50.71935,-114.39623,28377,Alberta,Synthetic data,1294,Canada,Corporate/Other (Private),49,49,1
4271,50.71943,-120.83273,46283,British Columbia,Defoliation surveys,816,Canada,State (Public),52,52,1
4272,50.71946,-121.05444,28378,British Columbia,Synthetic data,981,Canada,State (Public),52,52,1
4273,50.71947,-120.94738,46945,British Columbia,Defoliation surveys,764,Canada,State (Public),52,52,1
4274,50.71959,-109.88631,65601,Saskatchewan,Synthetic data,731,Canada,State (Public),49,41,0.8367346938775511
4275,50.71962,-120.78768,46284,British Columbia,Defoliation surveys,761,Canada,State (Public),50,35,0.7
4276,50.71981,-106.11855,67057,Saskatchewan,Synthetic data,616,Canada,Corporate/Other (Private),50,50,1
4277,50.71998,-120.89863,46285,British Columbia,Defoliation surveys,791,Canada,State (Public),52,52,1
4278,50.7203,-120.69082,45851,British Columbia,Defoliation surveys,702,Canada,State (Public),51,48,0.9411764705882353
4279,50.7203,-120.6832,45852,British Columbia,Defoliation surveys,626,Canada,State (Public),51,43,0.8431372549019608
4280,50.72069,-112.57209,64691,Alberta,Synthetic data,882,Canada,Tribal,51,51,1
4281,50.72088,-108.31895,28379,Saskatchewan,Synthetic data,613,Canada,Corporate/Other (Private),49,31,0.6326530612244898
4282,50.72088,-105.34374,67330,Saskatchewan,Synthetic data,561,Canada,Corporate/Other (Private),51,51,1
4283,50.72094,-112.05627,28380,Alberta,Synthetic data,755,Canada,Corporate/Other (Private),49,49,1
4284,50.72095,-120.24428,46396,British Columbia,Defoliation surveys,766,Canada,Tribal,47,47,1
4285,50.72104,-120.89554,46946,British Columbia,Defoliation surveys,752,Canada,State (Public),50,48,0.96
4286,50.72155,-120.98121,46947,British Columbia,Defoliation surveys,762,Canada,State (Public),50,50,1
4287,50.7217,-120.88699,46983,British Columbia,Defoliation surveys,722,Canada,State (Public),50,40,0.8
4288,50.72176,-121.17968,28381,British Columbia,Synthetic data,945,Canada,State (Public),48,32,0.6666666666666666
4289,50.72177,-120.76819,46286,British Columbia,Defoliation surveys,791,Canada,State (Public),49,40,0.8163265306122449
4290,50.72229,-120.79208,46984,British Columbia,Defoliation surveys,769,Canada,State (Public),50,36,0.72
4291,50.72257,-121.20207,46915,British Columbia,Defoliation surveys,946,Canada,State (Public),50,49,0.98
4292,50.72288,-120.69344,45853,British Columbia,Defoliation surveys,613,Canada,State (Public),47,47,1
4293,50.72289,-112.43505999999999,72489,Alberta,Synthetic data,801,Canada,Corporate/Other (Private),51,51,1
4294,50.72309,-120.92419,46948,British Columbia,Defoliation surveys,805,Canada,State (Public),51,51,1
4295,50.72313,-118.18813,28382,British Columbia,Synthetic data,2275,Canada,State (Public),50,50,1
4296,50.72316,-121.00881,46944,British Columbia,Defoliation surveys,858,Canada,State (Public),51,51,1
4297,50.7235,-120.75569,46287,British Columbia,Defoliation surveys,808,Canada,State (Public),51,51,1
4298,50.72363,-120.86509,46288,British Columbia,Defoliation surveys,763,Canada,State (Public),49,40,0.8163265306122449
4299,50.7237,-120.19491,46499,British Columbia,Defoliation surveys,752,Canada,Tribal,52,52,1
4300,50.72375,-120.23561,46397,British Columbia,Defoliation surveys,741,Canada,Tribal,50,50,1
4301,50.72387,-120.82292,46985,British Columbia,Defoliation surveys,761,Canada,State (Public),51,51,1
4302,50.72388,-120.82538,4048,British Columbia,Pheromone trapping,752,Canada,State (Public),50,50,1
4303,50.72418,-120.97047,46949,British Columbia,Defoliation surveys,741,Canada,State (Public),51,51,1
4304,50.72418,-112.89865,28383,Alberta,Synthetic data,872,Canada,Tribal,50,50,1
4305,50.7243,-120.92054,46140,British Columbia,Defoliation surveys,833,Canada,State (Public),51,51,1
4306,50.72474,-122.75077,68839,British Columbia,Synthetic data,1758,Canada,State (Public),50,50,1
4307,50.72486,-120.26782,46338,British Columbia,Defoliation surveys,561,Canada,Tribal,52,52,1
4308,50.72488,-120.96974,46141,British Columbia,Defoliation surveys,714,Canada,State (Public),50,50,1
4309,50.72502,-121.15309,46142,British Columbia,Defoliation surveys,996,Canada,State (Public),51,51,1
4310,50.72503,-120.05051,28385,British Columbia,Synthetic data,901,Canada,Corporate/Other (Private),50,32,0.64
4311,50.72518,-111.69451,72762,Alberta,Synthetic data,718,Canada,Corporate/Other (Private),51,51,1
4312,50.72527,-120.95214,46143,British Columbia,Defoliation surveys,659,Canada,State (Public),50,50,1
4313,50.72527,-110.78083,65328,Alberta,Synthetic data,819,Canada,Corporate/Other (Private),52,52,1
4314,50.72608,-121.006,46146,British Columbia,Defoliation surveys,776,Canada,State (Public),51,51,1
4315,50.72614,-120.95899,46145,British Columbia,Defoliation surveys,683,Canada,State (Public),52,52,1
4316,50.72629,-127.63384,60037,British Columbia,Synthetic data,363,Canada,State (Public),51,51,1
4317,50.7263,-116.98686,28386,British Columbia,Synthetic data,2077,Canada,State (Public),51,51,1
4318,50.72654,-108.59094,28387,Saskatchewan,Synthetic data,640,Canada,Corporate/Other (Private),48,39,0.8125
4319,50.72656,-120.95975,46950,British Columbia,Defoliation surveys,667,Canada,State (Public),52,52,1
4320,50.7266,-121.01769,46144,British Columbia,Defoliation surveys,859,Canada,State (Public),51,51,1
4321,50.72672,-121.17598,46147,British Columbia,Defoliation surveys,978,Canada,State (Public),49,44,0.8979591836734694
4322,50.72698,-120.22401,46398,British Columbia,Defoliation surveys,719,Canada,Tribal,51,51,1
4323,50.72721,-120.79319,46290,British Columbia,Defoliation surveys,712,Canada,State (Public),51,31,0.6078431372549019
4324,50.72739,-120.69985,46292,British Columbia,Defoliation surveys,624,Canada,State (Public),48,44,0.9166666666666666
4325,50.72743,-120.81441,46291,British Columbia,Defoliation surveys,809,Canada,State (Public),50,50,1
4326,50.72773,-119.10139,28388,British Columbia,Synthetic data,916,Canada,State (Public),52,52,1
4327,50.72795,-120.69827,45854,British Columbia,Defoliation surveys,542,Canada,State (Public),52,46,0.8846153846153846
4328,50.72855,-120.17669,46500,British Columbia,Defoliation surveys,843,Canada,State (Public),51,29,0.5686274509803921
4329,50.72859,-109.63887,65692,Saskatchewan,Synthetic data,712,Canada,Corporate/Other (Private),51,51,1
4330,50.7287,-113.66134,64236,Alberta,Synthetic data,1075,Canada,Corporate/Other (Private),47,47,1
4331,50.72877,-120.21953,46399,British Columbia,Defoliation surveys,684,Canada,Tribal,51,51,1
4332,50.72911,-120.74535,45855,British Columbia,Defoliation surveys,666,Canada,State (Public),51,50,0.9803921568627451
4333,50.72917,-105.43219,67239,Saskatchewan,Synthetic data,574,Canada,Corporate/Other (Private),51,41,0.803921568627451
4334,50.7293,-120.21124,46501,British Columbia,Defoliation surveys,713,Canada,Tribal,49,49,1
4335,50.7294,-120.25586,46400,British Columbia,Defoliation surveys,594,Canada,Tribal,52,52,1
4336,50.72952,-120.31012,47070,British Columbia,Defoliation surveys,814,Canada,Tribal,49,49,1
4337,50.72958,-120.80214,46293,British Columbia,Defoliation surveys,838,Canada,State (Public),50,40,0.8
4338,50.72982,-120.98009,46148,British Columbia,Defoliation surveys,660,Canada,State (Public),51,51,1
4339,50.73003,-120.73313,46289,British Columbia,Defoliation surveys,671,Canada,State (Public),48,47,0.9791666666666666
4340,50.7308,-109.8835,73399,Saskatchewan,Synthetic data,727,Canada,State (Public),47,47,1
4341,50.73085,-120.19822,46502,British Columbia,Defoliation surveys,666,Canada,Tribal,50,50,1
4342,50.73087,-120.74959,45856,British Columbia,Defoliation surveys,653,Canada,State (Public),49,48,0.9795918367346939
4343,50.73126,-120.89191,46294,British Columbia,Defoliation surveys,520,Canada,State (Public),51,44,0.8627450980392157
4344,50.73146,-121.16542,46149,British Columbia,Defoliation surveys,1019,Canada,State (Public),51,51,1
4345,50.73147,-120.72486,45857,British Columbia,Defoliation surveys,644,Canada,State (Public),50,49,0.98
4346,50.73149,-120.7126,4004,British Columbia,Pheromone trapping,558,Canada,State (Public),52,42,0.8076923076923077
4347,50.73191,-113.48075,72125,Alberta,Synthetic data,1042,Canada,Corporate/Other (Private),50,50,1
4348,50.732,-119.25,50452,British Columbia,iNaturalist,540,Canada,Corporate/Other (Private),50,50,1
4349,50.73205,-120.211,46503,British Columbia,Defoliation surveys,674,Canada,Tribal,52,52,1
4350,50.73215,-121.0288,46150,British Columbia,Defoliation surveys,787,Canada,State (Public),50,50,1
4351,50.73244,-120.97429,46151,British Columbia,Defoliation surveys,606,Canada,State (Public),52,52,1
4352,50.73267,-120.81078,46295,British Columbia,Defoliation surveys,740,Canada,State (Public),49,43,0.8775510204081632
4353,50.7334,-120.90309,46296,British Columbia,Defoliation surveys,507,Canada,State (Public),51,41,0.803921568627451
4354,50.73377,-120.72769,45858,British Columbia,Defoliation surveys,600,Canada,State (Public),48,46,0.9583333333333334
4355,50.73415,-121.04273,42839,British Columbia,Defoliation surveys,891,Canada,State (Public),49,49,1
4356,50.73425,-120.79867,46297,British Columbia,Defoliation surveys,671,Canada,Corporate/Other (Private),50,28,0.56
4357,50.73438,-113.28032,28389,Alberta,Synthetic data,928,Canada,Corporate/Other (Private),50,50,1
4358,50.73441,-113.93705,28390,Alberta,Synthetic data,1085,Canada,Corporate/Other (Private),51,51,1
4359,50.73456,-110.73896,28391,Alberta,Synthetic data,820,Canada,Corporate/Other (Private),50,50,1
4360,50.73463,-116.95692,63065,British Columbia,Synthetic data,2672,Canada,State (Public),49,49,1
4361,50.73477,-121.14956,46152,British Columbia,Defoliation surveys,924,Canada,State (Public),51,51,1
4362,50.73498,-104.63696,28392,Saskatchewan,Synthetic data,631,Canada,Corporate/Other (Private),50,50,1
4363,50.73514,-120.85513,46298,British Columbia,Defoliation surveys,806,Canada,State (Public),52,52,1
4364,50.73526,-120.46126,46986,British Columbia,Defoliation surveys,800,Canada,State (Public),50,50,1
4365,50.73551,-123.50865,28393,British Columbia,Synthetic data,1888,Canada,State (Public),50,50,1
4366,50.73574,-120.87792,46299,British Columbia,Defoliation surveys,595,Canada,State (Public),52,49,0.9423076923076923
4367,50.73595,-121.19125,46153,British Columbia,Defoliation surveys,942,Canada,State (Public),50,50,1
4368,50.73636,-121.15121,46916,British Columbia,Defoliation surveys,910,Canada,State (Public),50,50,1
4369,50.73652,-120.18597,46504,British Columbia,Defoliation surveys,783,Canada,Tribal,51,44,0.8627450980392157
4370,50.73687,-120.72078,46300,British Columbia,Defoliation surveys,549,Canada,State (Public),50,39,0.78
4371,50.73703,-121.04281,46154,British Columbia,Defoliation surveys,812,Canada,State (Public),52,52,1
4372,50.73708,-126.62584,28394,British Columbia,Synthetic data,89,Canada,State (Public),49,30,0.6122448979591837
4373,50.7373,-120.76906,46301,British Columbia,Defoliation surveys,684,Canada,State (Public),51,49,0.9607843137254902
4374,50.73791,-120.84958,46987,British Columbia,Defoliation surveys,699,Canada,State (Public),51,46,0.9019607843137255
4375,50.73792,-121.1803,46917,British Columbia,Defoliation surveys,1000,Canada,State (Public),51,51,1
4376,50.73837,-117.45859,62889,British Columbia,Synthetic data,1383,Canada,State (Public),50,50,1
4377,50.73868,-120.85973,46988,British Columbia,Defoliation surveys,760,Canada,State (Public),50,49,0.98
4378,50.73873,-118.44901,28395,British Columbia,Synthetic data,1862,Canada,State (Public),50,50,1
4379,50.73875,-112.24231,72580,Alberta,Synthetic data,785,Canada,Corporate/Other (Private),52,52,1
4380,50.73877,-107.03426,28396,Saskatchewan,Synthetic data,551,Canada,State (Public),51,23,0.45098039215686275
4381,50.73917,-121.1063,46951,British Columbia,Defoliation surveys,912,Canada,State (Public),47,41,0.8723404255319149
4382,50.73925,-119.15256,62273,British Columbia,Synthetic data,1197,Canada,State (Public),51,51,1
4383,50.73948,-119.85911,28397,British Columbia,Synthetic data,1116,Canada,State (Public),50,50,1
4384,50.73968,-121.17068,46155,British Columbia,Defoliation surveys,978,Canada,State (Public),52,52,1
4385,50.73995,-112.38464,28398,Alberta,Synthetic data,786,Canada,Corporate/Other (Private),51,51,1
4386,50.74035,-114.37463,71852,Alberta,Synthetic data,1258,Canada,Corporate/Other (Private),50,50,1
4387,50.74057,-116.42586,28399,British Columbia,Synthetic data,1696,Canada,State (Public),48,48,1
4388,50.74065,-121.38999,46918,British Columbia,Defoliation surveys,1134,Canada,State (Public),47,47,1
4389,50.74072,-110.44755,65419,Alberta,Synthetic data,674,Canada,Corporate/Other (Private),52,52,1
4390,50.74085,-109.4816,65783,Saskatchewan,Synthetic data,704,Canada,Corporate/Other (Private),50,50,1
4391,50.74136,-119.39515,28400,British Columbia,Synthetic data,1391,Canada,State (Public),52,52,1
4392,50.74143,-121.14302,46156,British Columbia,Defoliation surveys,854,Canada,State (Public),51,51,1
4393,50.74156,-119.84161,28401,British Columbia,Synthetic data,992,Canada,State (Public),50,50,1
4394,50.74185,-121.16094,46919,British Columbia,Defoliation surveys,938,Canada,State (Public),51,51,1
4395,50.74186,-121.16053,46157,British Columbia,Defoliation surveys,938,Canada,State (Public),50,50,1
4397,50.74213,-120.47167,46989,British Columbia,Defoliation surveys,924,Canada,State (Public),52,51,0.9807692307692307
4398,50.74252,-120.47935,46990,British Columbia,Defoliation surveys,851,Canada,State (Public),52,52,1
4399,50.74273,-104.94121,28402,Saskatchewan,Synthetic data,541,Canada,Corporate/Other (Private),51,51,1
4400,50.74323,-121.36569,46920,British Columbia,Defoliation surveys,844,Canada,State (Public),50,50,1
4401,50.74329,-121.04405,46952,British Columbia,Defoliation surveys,743,Canada,State (Public),51,51,1
4402,50.74394,-127.50284,28403,British Columbia,Synthetic data,78,Canada,State (Public),48,33,0.6875
4403,50.74402,-121.07455,42840,British Columbia,Defoliation surveys,977,Canada,State (Public),51,51,1
4404,50.74448,-116.38366,63241,British Columbia,Synthetic data,1199,Canada,State (Public),50,48,0.96
4405,50.74488,-125.91082,68010,British Columbia,Synthetic data,1210,Canada,State (Public),51,51,1
4406,50.74502,-107.65407,66420,Saskatchewan,Synthetic data,743,Canada,State (Public),52,52,1
4407,50.74519,-124.03855,68399,British Columbia,Synthetic data,2316,Canada,State (Public),50,50,1
4408,50.74523,-116.48015,28404,British Columbia,Synthetic data,2440,Canada,State (Public),52,52,1
4409,50.74544,-109.42921,28405,Saskatchewan,Synthetic data,719,Canada,Corporate/Other (Private),49,49,1
4410,50.7455,-121.13476,42838,British Columbia,Defoliation surveys,854,Canada,State (Public),52,52,1
4411,50.74559,-120.11375,62009,British Columbia,Synthetic data,826,Canada,State (Public),51,23,0.45098039215686275
4412,50.74573,-107.33488,66602,Saskatchewan,Synthetic data,668,Canada,Corporate/Other (Private),52,52,1
4413,50.74586,-121.33918,46158,British Columbia,Defoliation surveys,814,Canada,Tribal,51,40,0.7843137254901961
4414,50.74626,-120.47788,28406,British Columbia,Synthetic data,821,Canada,State (Public),50,47,0.94
4415,50.74651,-120.48621,46991,British Columbia,Defoliation surveys,751,Canada,State (Public),51,51,1
4416,50.74678,-121.3392,47256,British Columbia,Defoliation surveys,829,Canada,Tribal,51,39,0.7647058823529411
4417,50.74698,-118.38074,70335,British Columbia,Synthetic data,1165,Canada,State (Public),49,49,1
4418,50.74722,-120.2398,46401,British Columbia,Defoliation surveys,798,Canada,Tribal,51,51,1
4419,50.74772,-120.45246,46992,British Columbia,Defoliation surveys,810,Canada,State (Public),50,42,0.84
4420,50.74781,-111.96062,28407,Alberta,Synthetic data,756,Canada,Corporate/Other (Private),52,52,1
4421,50.74783,-120.23636,46402,British Columbia,Defoliation surveys,771,Canada,Tribal,52,52,1
4422,50.74808,-118.56224,28408,British Columbia,Synthetic data,674,Canada,State (Public),49,49,1
4423,50.74865,-124.85322,28409,British Columbia,Synthetic data,107,Canada,State (Public),50,23,0.46
4424,50.74886,-121.13587,46159,British Columbia,Defoliation surveys,791,Canada,State (Public),47,47,1
4425,50.74944,-105.06546,28410,Saskatchewan,Synthetic data,513,Canada,Corporate/Other (Private),52,48,0.9230769230769231
4426,50.74973,-120.54461,46993,British Columbia,Defoliation surveys,776,Canada,State (Public),50,50,1
4427,50.74999,-120.76031,46994,British Columbia,Defoliation surveys,701,Canada,State (Public),49,49,1
4428,50.75048,-120.50514,46995,British Columbia,Defoliation surveys,505,Canada,State (Public),51,51,1
4429,50.75076,-108.33691,74036,Saskatchewan,Synthetic data,613,Canada,Corporate/Other (Private),51,43,0.8431372549019608
4430,50.75136,-120.48918,46996,British Columbia,Defoliation surveys,708,Canada,State (Public),52,52,1
4432,50.75142,-126.15628,60187,British Columbia,Synthetic data,60,Canada,State (Public),48,18,0.375
4433,50.7515,-115.92006,63417,British Columbia,Synthetic data,1126,Canada,State (Public),51,50,0.9803921568627451
4434,50.75159,-117.46919,70687,British Columbia,Synthetic data,2050,Canada,State (Public),47,47,1
4435,50.75179,-121.34996,28412,British Columbia,Synthetic data,1111,Canada,State (Public),50,37,0.74
4436,50.7521,-112.13973,28413,Alberta,Synthetic data,768,Canada,Corporate/Other (Private),49,49,1
4437,50.75238,-120.23543,46403,British Columbia,Defoliation surveys,857,Canada,Tribal,50,50,1
4438,50.75244,-126.27691,28414,British Columbia,Synthetic data,871,Canada,State (Public),51,51,1
4439,50.75291,-121.92508,46849,British Columbia,Defoliation surveys,412,Canada,Tribal,49,24,0.4897959183673469
4440,50.75327,-120.7528,46302,British Columbia,Defoliation surveys,702,Canada,State (Public),50,50,1
4441,50.75336,-121.15297,46161,British Columbia,Defoliation surveys,832,Canada,State (Public),50,50,1
4442,50.75358,-108.09695,28415,Saskatchewan,Synthetic data,670,Canada,Corporate/Other (Private),51,51,1
4443,50.753660000000004,-121.09556,46160,British Columbia,Defoliation surveys,924,Canada,State (Public),51,51,1
4444,50.7541,-121.10513,42837,British Columbia,Defoliation surveys,926,Canada,State (Public),49,49,1
4445,50.75454,-120.46977,46997,British Columbia,Defoliation surveys,812,Canada,State (Public),51,40,0.7843137254901961
4446,50.75467,-121.11853,69455,British Columbia,Synthetic data,918,Canada,State (Public),52,52,1
4447,50.75549,-112.21862,64782,Alberta,Synthetic data,755,Canada,Corporate/Other (Private),49,49,1
4448,50.75567,-117.32876,62977,British Columbia,Synthetic data,1999,Canada,State (Public),50,50,1
4449,50.756,-120.869,50326,British Columbia,iNaturalist,358,Canada,State (Public),50,27,0.54
4450,50.75615,-107.39972,28416,Saskatchewan,Synthetic data,720,Canada,Corporate/Other (Private),51,51,1
4451,50.75628,-121.12769,46162,British Columbia,Defoliation surveys,838,Canada,State (Public),52,52,1
4452,50.75632,-120.48633,46998,British Columbia,Defoliation surveys,794,Canada,State (Public),49,49,1
4453,50.75644,-121.90502,46850,British Columbia,Defoliation surveys,457,Canada,State (Public),51,34,0.6666666666666666
4454,50.75689,-120.98587,28417,British Columbia,Synthetic data,328,Canada,Corporate/Other (Private),51,38,0.7450980392156863
4455,50.75695,-119.95437,28418,British Columbia,Synthetic data,1138,Canada,State (Public),50,45,0.9
4456,50.75717,-120.49039,46999,British Columbia,Defoliation surveys,774,Canada,State (Public),50,50,1
4457,50.75722,-121.33976,46921,British Columbia,Defoliation surveys,894,Canada,State (Public),50,34,0.68
4458,50.75739,-110.901,28419,Alberta,Synthetic data,770,Canada,Corporate/Other (Private),50,50,1
4459,50.75821,-116.8778,70863,British Columbia,Synthetic data,2640,Canada,State (Public),49,49,1
4460,50.75834,-110.8395,28420,Alberta,Synthetic data,820,Canada,Corporate/Other (Private),50,50,1
4461,50.75847,-114.22339,64054,Alberta,Synthetic data,1179,Canada,Corporate/Other (Private),50,50,1
4462,50.75902,-120.52921,47000,British Columbia,Defoliation surveys,915,Canada,State (Public),51,51,1
4463,50.75915,-120.76329,47001,British Columbia,Defoliation surveys,672,Canada,State (Public),50,50,1
4464,50.75968,-124.7708,60337,British Columbia,Synthetic data,1621,Canada,State (Public),50,50,1
4465,50.75978,-120.50078,47002,British Columbia,Defoliation surveys,616,Canada,State (Public),50,50,1
4466,50.76048,-115.02004,28422,Alberta,Synthetic data,2203,Canada,State (Public),50,50,1
4467,50.76095,-120.03363,28423,British Columbia,Synthetic data,1184,Canada,State (Public),49,44,0.8979591836734694
4468,50.76096,-115.16688,28424,Alberta,Synthetic data,1912,Canada,State (Public),52,52,1
4469,50.7623,-121.33022,46163,British Columbia,Defoliation surveys,759,Canada,State (Public),51,45,0.8823529411764706
4470,50.76244,-120.52099,47003,British Columbia,Defoliation surveys,685,Canada,State (Public),50,50,1
4471,50.76341,-109.51038,28425,Saskatchewan,Synthetic data,695,Canada,Corporate/Other (Private),47,47,1
4472,50.76352,-121.86058,46164,British Columbia,Defoliation surveys,736,Canada,State (Public),50,50,1
4473,50.76404,-115.27117,71488,Alberta,Synthetic data,1835,Canada,State (Public),50,50,1
4474,50.76426,-120.212,46505,British Columbia,Defoliation surveys,812,Canada,Tribal,51,51,1
4475,50.7648,-127.08032,67910,British Columbia,Synthetic data,43,Canada,State (Public),50,6,0.12
4476,50.7651,-120.59723,47004,British Columbia,Defoliation surveys,744,Canada,State (Public),49,49,1
4477,50.76516,-122.44326,28426,British Columbia,Synthetic data,2134,Canada,State (Public),51,51,1
4478,50.76525,-126.03263,28427,British Columbia,Synthetic data,926,Canada,State (Public),51,51,1
4479,50.76525,-109.28435,65874,Saskatchewan,Synthetic data,715,Canada,Corporate/Other (Private),50,50,1
4480,50.76577,-112.8862,28428,Alberta,Synthetic data,872,Canada,Tribal,52,52,1
4481,50.7662,-120.6618,47330,British Columbia,Defoliation surveys,639,Canada,State (Public),51,51,1
4482,50.76653,-111.17823,28429,Alberta,Synthetic data,740,Canada,Corporate/Other (Private),47,47,1
4483,50.76671,-121.09695,46165,British Columbia,Defoliation surveys,645,Canada,State (Public),51,51,1
4484,50.76695,-120.608,47006,British Columbia,Defoliation surveys,755,Canada,State (Public),52,52,1
4485,50.76705,-108.61865,66147,Saskatchewan,Synthetic data,573,Canada,Corporate/Other (Private),50,50,1
4486,50.76753,-126.0164,28430,British Columbia,Synthetic data,566,Canada,State (Public),50,50,1
4487,50.76765,-121.10136,46166,British Columbia,Defoliation surveys,657,Canada,State (Public),49,49,1
4488,50.76776,-120.66652,47331,British Columbia,Defoliation surveys,615,Canada,State (Public),49,49,1
4489,50.76786,-118.82882,28431,British Columbia,Synthetic data,2158,Canada,State (Public),50,50,1
4490,50.76833,-104.96895,75219,Saskatchewan,Synthetic data,533,Canada,Corporate/Other (Private),50,40,0.8
4491,50.76875,-124.86376,68135,British Columbia,Synthetic data,221,Canada,State (Public),48,40,0.8333333333333334
4492,50.76943,-108.05368,28432,Saskatchewan,Synthetic data,674,Canada,Corporate/Other (Private),51,51,1
4493,50.76954,-123.2636,28433,British Columbia,Synthetic data,1512,Canada,State (Public),50,50,1
4494,50.76958,-113.30679,72216,Alberta,Synthetic data,944,Canada,Corporate/Other (Private),51,51,1
4495,50.76968,-123.6746,28434,British Columbia,Synthetic data,1940,Canada,State (Public),50,50,1
4496,50.76993,-121.11702,46167,British Columbia,Defoliation surveys,634,Canada,State (Public),51,50,0.9803921568627451
4497,50.77181,-121.81605,47194,British Columbia,Defoliation surveys,921,Canada,State (Public),51,51,1
4498,50.77186,-121.33503,47257,British Columbia,Defoliation surveys,849,Canada,State (Public),51,51,1
4499,50.77227,-110.51109,28436,Alberta,Synthetic data,698,Canada,Corporate/Other (Private),48,48,1
4500,50.77237,-121.82793,47193,British Columbia,Defoliation surveys,548,Canada,State (Public),51,34,0.6666666666666666
4501,50.77281,-115.44244,28437,Alberta,Synthetic data,2240,Canada,State (Public),50,50,1
4502,50.77339,-121.85776,47195,British Columbia,Defoliation surveys,520,Canada,State (Public),51,49,0.9607843137254902
4503,50.77365,-121.3367,46168,British Columbia,Defoliation surveys,844,Canada,State (Public),50,50,1
4504,50.77454,-111.42739,28438,Alberta,Synthetic data,726,Canada,Corporate/Other (Private),50,45,0.9
4505,50.77472,-123.58894,68575,British Columbia,Synthetic data,2181,Canada,State (Public),49,49,1
4506,50.77522,-120.26731,69719,British Columbia,Synthetic data,1091,Canada,Tribal,48,45,0.9375
4507,50.77536,-115.21392,63690,Alberta,Synthetic data,2529,Canada,State (Public),52,52,1
4508,50.7755,-124.83572,28439,British Columbia,Synthetic data,577,Canada,State (Public),51,51,1
4509,50.77551,-120.37372,47073,British Columbia,Defoliation surveys,772,Canada,State (Public),50,50,1
4510,50.7757,-122.45517,28440,British Columbia,Synthetic data,1957,Canada,State (Public),51,51,1
4511,50.77575,-112.7625,28441,Alberta,Synthetic data,843,Canada,Tribal,50,50,1
4512,50.77589,-120.56361,47007,British Columbia,Defoliation surveys,1182,Canada,State (Public),51,51,1
4513,50.77636,-117.47533,28442,British Columbia,Synthetic data,1977,Canada,State (Public),50,50,1
4514,50.77643,-120.50158,47008,British Columbia,Defoliation surveys,823,Canada,State (Public),47,47,1
4515,50.77693,-110.60411,73217,Alberta,Synthetic data,712,Canada,Corporate/Other (Private),48,48,1
4516,50.77702,-118.7265,28443,British Columbia,Synthetic data,1446,Canada,State (Public),51,51,1
4517,50.77744,-120.73688,28444,British Columbia,Synthetic data,336,Canada,Corporate/Other (Private),51,4,0.0784313725490196
4518,50.77749,-122.70097,28445,British Columbia,Synthetic data,2008,Canada,State (Public),52,52,1
4519,50.77757,-125.11772,28446,British Columbia,Synthetic data,1060,Canada,State (Public),52,52,1
4520,50.77838,-106.30056,66966,Saskatchewan,Synthetic data,600,Canada,Corporate/Other (Private),49,38,0.7755102040816326
4521,50.77924,-120.53755,47005,British Columbia,Defoliation surveys,876,Canada,State (Public),49,49,1
4522,50.7796,-121.42472,28447,British Columbia,Synthetic data,1142,Canada,State (Public),50,42,0.84
4523,50.78018,-121.70394,61393,British Columbia,Synthetic data,1795,Canada,State (Public),51,51,1
4524,50.78076,-104.26141,75492,Saskatchewan,Synthetic data,492,Canada,Tribal,50,46,0.92
4525,50.78105,-124.52048,68223,British Columbia,Synthetic data,1383,Canada,State (Public),48,48,1
4526,50.78137,-106.19937,28448,Saskatchewan,Synthetic data,619,Canada,Corporate/Other (Private),50,50,1
4527,50.78142,-114.60493,71761,Alberta,Synthetic data,1622,Canada,State (Public),51,51,1
4528,50.78167,-112.00046,28449,Alberta,Synthetic data,751,Canada,Corporate/Other (Private),52,52,1
4529,50.78175,-120.99723,46169,British Columbia,Defoliation surveys,768,Canada,State (Public),52,52,1
4530,50.7824,-117.14605,28450,British Columbia,Synthetic data,2396,Canada,State (Public),50,50,1
4531,50.78249,-119.66973,62097,British Columbia,Synthetic data,766,Canada,State (Public),52,35,0.6730769230769231
4532,50.78308,-121.33872,46170,British Columbia,Defoliation surveys,837,Canada,State (Public),51,51,1
4533,50.78312,-121.33493,46922,British Columbia,Defoliation surveys,748,Canada,State (Public),50,48,0.96
4534,50.78341,-120.85072,47332,British Columbia,Defoliation surveys,917,Canada,State (Public),51,51,1
4535,50.784,-106.44089,28451,Saskatchewan,Synthetic data,600,Canada,Corporate/Other (Private),51,51,1
4536,50.78409,-126.00836,28452,British Columbia,Synthetic data,466,Canada,State (Public),48,42,0.875
4537,50.7844,-123.22301,28453,British Columbia,Synthetic data,1235,Canada,State (Public),47,47,1
4538,50.78468,-109.33177,28454,Saskatchewan,Synthetic data,704,Canada,Corporate/Other (Private),51,51,1
