df_id,lat,lon,manual_id,state,source,elev2,country,ownership,tot,n2,p
2819,50.26654,-110.28358,27852,Alberta,Synthetic data,751,Canada,Corporate/Other (Private),51,51,1
2820,50.26661,-127.53647,27853,British Columbia,Synthetic data,453,Canada,State (Public),50,50,1
2821,50.26856,-124.28253,60511,British Columbia,Synthetic data,1774,Canada,State (Public),47,47,1
2822,50.26931,-104.44073,27854,Saskatchewan,Synthetic data,574,Canada,Corporate/Other (Private),50,50,1
2823,50.26946,-126.07267,27855,British Columbia,Synthetic data,1058,Canada,State (Public),51,51,1
2824,50.26963,-126.17266,60185,British Columbia,Synthetic data,1410,Canada,State (Public),52,52,1
2825,50.26992,-121.61841,27856,British Columbia,Synthetic data,254,Canada,Tribal,49,20,0.40816326530612246
2826,50.27046,-121.05983,27857,British Columbia,Synthetic data,1369,Canada,State (Public),51,51,1
2827,50.27056,-126.5493,60160,British Columbia,Synthetic data,649,Canada,State (Public),52,52,1
2828,50.27093,-118.4637,70333,British Columbia,Synthetic data,889,Canada,State (Public),50,50,1
2829,50.27172,-115.20747,27858,British Columbia,Synthetic data,1435,Canada,State (Public),49,49,1
2830,50.27203,-119.21535,45555,British Columbia,Defoliation surveys,701,Canada,Corporate/Other (Private),52,52,1
2831,50.27227,-106.6556,74580,Saskatchewan,Synthetic data,710,Canada,Corporate/Other (Private),51,27,0.5294117647058824
2832,50.27231,-110.21794,73306,Alberta,Synthetic data,798,Canada,Corporate/Other (Private),47,47,1
2833,50.27596,-124.20985,27859,British Columbia,Synthetic data,1662,Canada,State (Public),50,50,1
2834,50.27666,-116.10345,27860,British Columbia,Synthetic data,1729,Canada,State (Public),50,50,1
2835,50.27675,-118.28797,70421,British Columbia,Synthetic data,2033,Canada,State (Public),51,51,1
2836,50.27827,-120.84309,27861,British Columbia,Synthetic data,887,Canada,Corporate/Other (Private),49,33,0.673469387755102
2837,50.27909,-106.3707,66964,Saskatchewan,Synthetic data,708,Canada,Corporate/Other (Private),51,51,1
2838,50.2792,-106.90794,27862,Saskatchewan,Synthetic data,722,Canada,Corporate/Other (Private),51,51,1
2839,50.27951,-105.59109,27863,Saskatchewan,Synthetic data,597,Canada,Corporate/Other (Private),48,48,1
2840,50.28106,-118.58874,27864,British Columbia,Synthetic data,540,Canada,Corporate/Other (Private),51,38,0.7450980392156863
2841,50.2812,-117.93718,27865,British Columbia,Synthetic data,1213,Canada,State (Public),50,50,1
2842,50.28179,-106.81486,27866,Saskatchewan,Synthetic data,731,Canada,Corporate/Other (Private),52,52,1
2843,50.28217,-122.43465,27867,British Columbia,Synthetic data,1306,Canada,State (Public),49,49,1
2844,50.28287,-112.61794,72487,Alberta,Synthetic data,842,Canada,Corporate/Other (Private),48,48,1
2845,50.28559,-123.22573,60863,British Columbia,Synthetic data,1166,Canada,State (Public),50,50,1
2846,50.28632,-114.41149,63961,Alberta,Synthetic data,1676,Canada,State (Public),50,50,1
2847,50.28674,-106.93753,27868,Saskatchewan,Synthetic data,722,Canada,Corporate/Other (Private),50,50,1
2848,50.28699,-113.05594,72305,Alberta,Synthetic data,960,Canada,Corporate/Other (Private),51,51,1
2849,50.28757,-105.5872,27869,Saskatchewan,Synthetic data,595,Canada,Corporate/Other (Private),50,50,1
2851,50.28795,-122.39518,68925,British Columbia,Synthetic data,1348,Canada,State (Public),50,50,1
2852,50.28807,-118.15625,27871,British Columbia,Synthetic data,1000,Canada,State (Public),51,51,1
2853,50.28811,-117.99739,27872,British Columbia,Synthetic data,1196,Canada,State (Public),51,51,1
2854,50.28918,-120.29989,27873,British Columbia,Synthetic data,1175,Canada,State (Public),52,52,1
2855,50.28964,-109.28025,65872,Saskatchewan,Synthetic data,726,Canada,State (Public),49,49,1
2856,50.2898,-103.92745,27874,Saskatchewan,Synthetic data,656,Canada,Corporate/Other (Private),52,52,1
2857,50.29022,-114.52514,71759,Alberta,Synthetic data,2499,Canada,State (Public),50,50,1
2858,50.29095,-109.92448,27875,Saskatchewan,Synthetic data,774,Canada,Corporate/Other (Private),51,48,0.9411764705882353
2859,50.29106,-105.24767,67328,Saskatchewan,Synthetic data,563,Canada,Corporate/Other (Private),50,50,1
2860,50.29132,-118.94842,27877,British Columbia,Synthetic data,570,Canada,Corporate/Other (Private),47,46,0.9787234042553191
2861,50.29132,-104.99055,27876,Saskatchewan,Synthetic data,584,Canada,Corporate/Other (Private),50,50,1
2862,50.292230000000004,-104.91192,27878,Saskatchewan,Synthetic data,594,Canada,Corporate/Other (Private),50,50,1
2863,50.29317,-106.02991,27879,Saskatchewan,Synthetic data,731,Canada,Corporate/Other (Private),49,46,0.9387755102040817
2864,50.29375,-119.55106,27880,British Columbia,Synthetic data,1105,Canada,State (Public),51,51,1
2865,50.29385,-121.15712,27881,British Columbia,Synthetic data,633,Canada,State (Public),50,37,0.74
2866,50.29461,-122.24691,27882,British Columbia,Synthetic data,2131,Canada,State (Public),50,50,1
2867,50.29479,-114.70943,27883,Alberta,Synthetic data,1872,Canada,State (Public),49,49,1
2868,50.29495,-124.9054,27884,British Columbia,Synthetic data,485,Canada,State (Public),49,47,0.9591836734693877
2869,50.29595,-116.10341,27885,British Columbia,Synthetic data,2296,Canada,State (Public),52,52,1
2870,50.29622,-108.83336,27886,Saskatchewan,Synthetic data,736,Canada,Corporate/Other (Private),52,52,1
2871,50.29707,-123.43205,27887,British Columbia,Synthetic data,1587,Canada,State (Public),49,49,1
2872,50.29748,-119.09116,70157,British Columbia,Synthetic data,951,Canada,State (Public),50,50,1
2873,50.29767,-118.71912,62447,British Columbia,Synthetic data,1388,Canada,State (Public),50,50,1
2874,50.29769,-105.81974,27888,Saskatchewan,Synthetic data,697,Canada,Corporate/Other (Private),51,32,0.6274509803921569
2875,50.29817,-125.27097,27889,British Columbia,Synthetic data,36,Canada,State (Public),49,41,0.8367346938775511
2876,50.29867,-108.0489,27890,Saskatchewan,Synthetic data,732,Canada,State (Public),52,52,1
2877,50.29885,-109.34495,27891,Saskatchewan,Synthetic data,746,Canada,Corporate/Other (Private),50,50,1
2878,50.29936,-126.69838,27892,British Columbia,Synthetic data,1023,Canada,State (Public),48,48,1
2879,50.29958,-114.75306,63870,Alberta,Synthetic data,2827,Canada,State (Public),49,49,1
2880,50.29968,-117.96602,62711,British Columbia,Synthetic data,1148,Canada,State (Public),51,51,1
2881,50.30019,-123.8051,60687,British Columbia,Synthetic data,1700,Canada,State (Public),49,49,1
2882,50.3003,-105.91711,27893,Saskatchewan,Synthetic data,754,Canada,Corporate/Other (Private),52,37,0.7115384615384616
2883,50.30051,-120.44905,27894,British Columbia,Synthetic data,766,Canada,Corporate/Other (Private),52,38,0.7307692307692307
2884,50.30051,-119.1556,70069,British Columbia,Synthetic data,1186,Canada,State (Public),51,42,0.8235294117647058
2885,50.30102,-123.04269,68749,British Columbia,Synthetic data,1234,Canada,State (Public),51,51,1
2886,50.30137,-108.59768,27895,Saskatchewan,Synthetic data,720,Canada,Corporate/Other (Private),49,49,1
2887,50.30242,-119.19481,45556,British Columbia,Defoliation surveys,733,Canada,Corporate/Other (Private),51,51,1
2888,50.30274,-109.72384,73488,Saskatchewan,Synthetic data,789,Canada,Corporate/Other (Private),50,50,1
2889,50.30346,-107.62592,66418,Saskatchewan,Synthetic data,794,Canada,Corporate/Other (Private),51,51,1
2890,50.30365,-105.63952,74944,Saskatchewan,Synthetic data,593,Canada,Corporate/Other (Private),51,51,1
2891,50.30384,-119.19765,4013,British Columbia,Pheromone trapping,689,Canada,Corporate/Other (Private),49,49,1
2892,50.30405,-123.2966,27897,British Columbia,Synthetic data,2171,Canada,State (Public),52,52,1
2893,50.30572,-124.46515,68221,British Columbia,Synthetic data,510,Canada,State (Public),50,50,1
2894,50.3058,-127.27116,67883,British Columbia,Synthetic data,793,Canada,State (Public),49,49,1
2895,50.30607,-109.71437,65690,Saskatchewan,Synthetic data,791,Canada,Corporate/Other (Private),51,51,1
2896,50.30644,-104.29792,75490,Saskatchewan,Synthetic data,582,Canada,Corporate/Other (Private),50,50,1
2897,50.30648,-115.93101,63415,British Columbia,Synthetic data,1043,Canada,State (Public),49,49,1
2898,50.3069,-117.31212,70773,British Columbia,Synthetic data,1586,Canada,State (Public),52,52,1
2899,50.30695,-121.94497,69101,British Columbia,Synthetic data,643,Canada,State (Public),49,47,0.9591836734693877
2900,50.30705,-104.86853,27898,Saskatchewan,Synthetic data,585,Canada,Corporate/Other (Private),51,51,1
2901,50.30906,-110.88164,27899,Alberta,Synthetic data,705,Canada,Federal (Public),49,49,1
2902,50.30943,-104.11365,67783,Saskatchewan,Synthetic data,617,Canada,Corporate/Other (Private),51,51,1
2903,50.30967,-115.85248,27900,British Columbia,Synthetic data,915,Canada,State (Public),50,28,0.56
2904,50.31021,-104.05621,75581,Saskatchewan,Synthetic data,655,Canada,Corporate/Other (Private),49,49,1
2905,50.31034,-106.54145,74671,Saskatchewan,Synthetic data,675,Canada,State (Public),50,39,0.78
2906,50.31106,-119.03399,27901,British Columbia,Synthetic data,1055,Canada,State (Public),50,50,1
2907,50.31135,-116.627,27902,British Columbia,Synthetic data,2700,Canada,State (Public),50,50,1
2908,50.31222,-120.6001,27903,British Columbia,Synthetic data,1621,Canada,State (Public),49,49,1
2909,50.31346,-127.54475,67858,British Columbia,Synthetic data,710,Canada,State (Public),48,48,1
2910,50.31381,-106.81731,27904,Saskatchewan,Synthetic data,710,Canada,Corporate/Other (Private),51,51,1
2911,50.31394,-116.03657,71213,British Columbia,Synthetic data,1721,Canada,State (Public),52,52,1
2912,50.31411,-115.47725,27905,British Columbia,Synthetic data,1731,Canada,State (Public),50,50,1
2913,50.31424,-105.27899,75126,Saskatchewan,Synthetic data,567,Canada,Corporate/Other (Private),50,50,1
2914,50.31436,-112.60846,27906,Alberta,Synthetic data,851,Canada,Corporate/Other (Private),48,48,1
2915,50.31458,-109.90506,27907,Saskatchewan,Synthetic data,765,Canada,Corporate/Other (Private),48,46,0.9583333333333334
2916,50.31468,-121.18786,61567,British Columbia,Synthetic data,890,Canada,State (Public),52,52,1
2917,50.31476,-117.0341,27908,British Columbia,Synthetic data,765,Canada,State (Public),52,52,1
2918,50.3169,-106.41401,27909,Saskatchewan,Synthetic data,700,Canada,Corporate/Other (Private),49,27,0.5510204081632653
2919,50.31737,-109.58088,73579,Saskatchewan,Synthetic data,744,Canada,Corporate/Other (Private),52,52,1
2920,50.31826,-107.34806,74398,Saskatchewan,Synthetic data,746,Canada,Corporate/Other (Private),52,52,1
2921,50.31945,-106.35438,27910,Saskatchewan,Synthetic data,712,Canada,Corporate/Other (Private),52,32,0.6153846153846154
2922,50.31953,-120.42104,46224,British Columbia,Defoliation surveys,821,Canada,Corporate/Other (Private),50,45,0.9
2923,50.31956,-126.14653,27911,British Columbia,Synthetic data,829,Canada,State (Public),48,48,1
2924,50.31963,-117.3705,27912,British Columbia,Synthetic data,1991,Canada,State (Public),50,50,1
2925,50.32058,-117.80632,70597,British Columbia,Synthetic data,1513,Canada,State (Public),51,51,1
2926,50.32059,-121.45003,61479,British Columbia,Synthetic data,1409,Canada,State (Public),49,49,1
2927,50.32082,-110.64103,65326,Alberta,Synthetic data,709,Canada,State (Public),52,52,1
2928,50.32091,-126.97658,67908,British Columbia,Synthetic data,638,Canada,State (Public),49,49,1
2929,50.32098,-111.46064,27913,Alberta,Synthetic data,744,Canada,Corporate/Other (Private),50,50,1
2930,50.3213,-112.34249,72578,Alberta,Synthetic data,789,Canada,Corporate/Other (Private),50,50,1
2931,50.32184,-106.46532,66873,Saskatchewan,Synthetic data,702,Canada,Corporate/Other (Private),52,42,0.8076923076923077
2932,50.32251,-117.17888,62975,British Columbia,Synthetic data,1572,Canada,State (Public),52,52,1
2933,50.32272,-113.57624,27914,Alberta,Synthetic data,1010,Canada,Corporate/Other (Private),50,50,1
2934,50.32352,-108.40094,27915,Saskatchewan,Synthetic data,710,Canada,Corporate/Other (Private),50,50,1
2935,50.32424,-106.33332,74762,Saskatchewan,Synthetic data,708,Canada,Corporate/Other (Private),51,39,0.7647058823529411
2936,50.32436,-123.8202,27916,British Columbia,Synthetic data,2261,Canada,State (Public),52,52,1
2937,50.32474,-107.53201,27917,Saskatchewan,Synthetic data,741,Canada,Corporate/Other (Private),51,51,1
2938,50.325,-108.00876,27918,Saskatchewan,Synthetic data,728,Canada,State (Public),50,41,0.82
2939,50.32669,-121.2106,27919,British Columbia,Synthetic data,606,Canada,State (Public),50,42,0.84
2940,50.32685,-104.59565,67601,Saskatchewan,Synthetic data,571,Canada,Corporate/Other (Private),50,42,0.84
2941,50.32717,-108.58394,66145,Saskatchewan,Synthetic data,738,Canada,Corporate/Other (Private),51,51,1
2942,50.32796,-127.2636,27920,British Columbia,Synthetic data,657,Canada,State (Public),50,50,1
2943,50.32838,-119.30139,27921,British Columbia,Synthetic data,426,Canada,Tribal,50,47,0.94
2944,50.32847,-120.39048,46225,British Columbia,Defoliation surveys,847,Canada,Corporate/Other (Private),50,46,0.92
2945,50.3285,-127.67781,27922,British Columbia,Synthetic data,390,Canada,State (Public),50,50,1
2946,50.32863,-127.00589,60110,British Columbia,Synthetic data,232,Canada,State (Public),52,52,1
2947,50.32889,-120.83729,27923,British Columbia,Synthetic data,1071,Canada,State (Public),49,40,0.8163265306122449
2948,50.32942,-122.81944,27924,British Columbia,Synthetic data,289,Canada,Corporate/Other (Private),51,27,0.5294117647058824
2949,50.33077,-123.65764,27925,British Columbia,Synthetic data,1098,Canada,State (Public),50,50,1
2950,50.33163,-112.9901,27926,Alberta,Synthetic data,980,Canada,Corporate/Other (Private),49,49,1
2951,50.33191,-115.27514,27927,British Columbia,Synthetic data,1981,Canada,State (Public),47,47,1
2952,50.33299,-104.85814,67510,Saskatchewan,Synthetic data,578,Canada,Corporate/Other (Private),48,48,1
2953,50.33303,-109.93411,27928,Saskatchewan,Synthetic data,781,Canada,Corporate/Other (Private),52,52,1
2954,50.33377,-126.66707,27929,British Columbia,Synthetic data,1490,Canada,State (Public),50,50,1
2955,50.33379,-118.2169,27930,British Columbia,Synthetic data,1418,Canada,State (Public),49,49,1
2956,50.33422,-112.0056,64871,Alberta,Synthetic data,771,Canada,Corporate/Other (Private),50,50,1
2957,50.33509,-120.38881,46226,British Columbia,Defoliation surveys,807,Canada,Corporate/Other (Private),51,38,0.7450980392156863
2958,50.33509,-111.20784,27931,Alberta,Synthetic data,740,Canada,Corporate/Other (Private),50,43,0.86
2959,50.33555,-112.23178,64780,Alberta,Synthetic data,767,Canada,Corporate/Other (Private),51,51,1
2960,50.33574,-125.19468,60285,British Columbia,Synthetic data,49,Canada,State (Public),47,47,1
2961,50.33614,-124.705,27932,British Columbia,Synthetic data,50,Canada,State (Public),48,27,0.5625
2962,50.33665,-112.37212,27933,Alberta,Synthetic data,798,Canada,Corporate/Other (Private),50,50,1
2963,50.3371,-110.06973,65599,Alberta,Synthetic data,792,Canada,Corporate/Other (Private),50,43,0.86
2964,50.33765,-120.39869,46227,British Columbia,Defoliation surveys,774,Canada,Corporate/Other (Private),51,31,0.6078431372549019
2965,50.33785,-127.92576,27934,British Columbia,Synthetic data,251,Canada,State (Public),51,51,1
2966,50.33833,-106.5157,27935,Saskatchewan,Synthetic data,686,Canada,State (Public),50,50,1
2967,50.33879,-114.90355,27936,British Columbia,Synthetic data,1522,Canada,State (Public),50,48,0.96
2968,50.33972,-114.61917,27937,Alberta,Synthetic data,1730,Canada,State (Public),50,50,1
2969,50.3403,-127.49171,27938,British Columbia,Synthetic data,637,Canada,State (Public),49,49,1
2970,50.34124,-123.95018,68397,British Columbia,Synthetic data,1784,Canada,State (Public),50,50,1
2971,50.34201,-106.45586,27939,Saskatchewan,Synthetic data,703,Canada,Corporate/Other (Private),51,46,0.9019607843137255
2972,50.34249,-107.52693,74307,Saskatchewan,Synthetic data,721,Canada,Corporate/Other (Private),49,49,1
2973,50.34254,-127.16089,60085,British Columbia,Synthetic data,805,Canada,State (Public),50,50,1
2974,50.3433,-124.05957,60599,British Columbia,Synthetic data,964,Canada,State (Public),52,52,1
2975,50.34332,-117.65385,27940,British Columbia,Synthetic data,1734,Canada,State (Public),49,49,1
2976,50.34339,-123.59964,60775,British Columbia,Synthetic data,479,Canada,State (Public),49,49,1
2977,50.34368,-120.39842,46228,British Columbia,Defoliation surveys,824,Canada,Corporate/Other (Private),52,22,0.4230769230769231
2978,50.3438,-119.7094,27941,British Columbia,Synthetic data,1710,Canada,State (Public),52,52,1
2979,50.3444,-120.62184,61831,British Columbia,Synthetic data,1381,Canada,State (Public),51,51,1
2980,50.34549,-111.83764,64962,Alberta,Synthetic data,745,Canada,Corporate/Other (Private),51,51,1
2981,50.34562,-116.10063,27942,British Columbia,Synthetic data,1550,Canada,State (Public),50,50,1
2982,50.34586,-122.80729,27943,British Columbia,Synthetic data,430,Canada,State (Public),50,32,0.64
2983,50.34599,-115.48713,63597,British Columbia,Synthetic data,1931,Canada,State (Public),47,47,1
2984,50.34619,-110.21513,27944,Alberta,Synthetic data,837,Canada,Corporate/Other (Private),51,51,1
2985,50.34622,-125.89356,60210,British Columbia,Synthetic data,220,Canada,State (Public),47,33,0.7021276595744681
2986,50.34721,-120.393,4009,British Columbia,Pheromone trapping,761,Canada,Corporate/Other (Private),50,20,0.4
2987,50.34739,-114.03355,27945,Alberta,Synthetic data,1219,Canada,Corporate/Other (Private),50,50,1
2988,50.34778,-121.15205,27946,British Columbia,Synthetic data,1096,Canada,State (Public),50,40,0.8
2989,50.34782,-127.52127,27947,British Columbia,Synthetic data,331,Canada,State (Public),48,48,1
2990,50.34796,-113.13447,27948,Alberta,Synthetic data,1010,Canada,Corporate/Other (Private),51,51,1
2991,50.34857,-108.81958,27949,Saskatchewan,Synthetic data,737,Canada,Corporate/Other (Private),50,50,1
2992,50.34906,-120.36613,45859,British Columbia,Defoliation surveys,774,Canada,State (Public),51,33,0.6470588235294118
2993,50.34956,-120.3674,46229,British Columbia,Defoliation surveys,787,Canada,State (Public),51,33,0.6470588235294118
2994,50.34989,-120.48394,27950,British Columbia,Synthetic data,1247,Canada,State (Public),50,50,1
2995,50.35004,-112.90871,27951,Alberta,Synthetic data,985,Canada,Corporate/Other (Private),50,50,1
2996,50.35039,-115.61196,71395,British Columbia,Synthetic data,1001,Canada,State (Public),50,49,0.98
2997,50.35063,-116.87606,70861,British Columbia,Synthetic data,1947,Canada,State (Public),48,48,1
2998,50.35085,-119.43102,27952,British Columbia,Synthetic data,1271,Canada,State (Public),51,51,1
2999,50.35098,-113.47347,72123,Alberta,Synthetic data,1015,Canada,Corporate/Other (Private),51,51,1
3000,50.35115,-124.9175,68108,British Columbia,Synthetic data,1280,Canada,State (Public),50,50,1
3001,50.35118,-110.46155,65417,Alberta,Synthetic data,765,Canada,Corporate/Other (Private),50,50,1
3002,50.35162,-105.61366,67237,Saskatchewan,Synthetic data,566,Canada,Corporate/Other (Private),50,50,1
3003,50.35208,-106.9987,66691,Saskatchewan,Synthetic data,725,Canada,Corporate/Other (Private),49,49,1
3004,50.35294,-120.38487,46230,British Columbia,Defoliation surveys,803,Canada,Corporate/Other (Private),51,13,0.2549019607843137
3004,50.35294,-120.38487,46230,British Columbia,Defoliation surveys,803,Canada,State (Public),51,13,0.2549019607843137
3005,50.35369,-107.31176,27953,Saskatchewan,Synthetic data,758,Canada,Corporate/Other (Private),51,51,1
3006,50.35388,-120.54981,69629,British Columbia,Synthetic data,1598,Canada,State (Public),47,46,0.9787234042553191
3007,50.35407,-112.60238,27954,Alberta,Synthetic data,856,Canada,Corporate/Other (Private),50,50,1
3008,50.35422,-108.4889,73943,Saskatchewan,Synthetic data,697,Canada,Corporate/Other (Private),52,52,1
3009,50.35425,-122.97189,60951,British Columbia,Synthetic data,1304,Canada,State (Public),51,51,1
3010,50.35434,-126.11348,27955,British Columbia,Synthetic data,403,Canada,State (Public),52,52,1
3011,50.3545,-124.33337,27956,British Columbia,Synthetic data,1500,Canada,State (Public),51,51,1
3012,50.3546,-120.37946,47065,British Columbia,Defoliation surveys,771,Canada,Corporate/Other (Private),50,11,0.22
3012,50.3546,-120.37946,47065,British Columbia,Defoliation surveys,771,Canada,State (Public),50,11,0.22
3013,50.35486,-113.98351,27957,Alberta,Synthetic data,1158,Canada,Corporate/Other (Private),51,51,1
3014,50.3549,-120.1381,61919,British Columbia,Synthetic data,1263,Canada,State (Public),51,51,1
3015,50.35509,-112.36973,27958,Alberta,Synthetic data,793,Canada,Corporate/Other (Private),50,50,1
3016,50.35623,-110.70577,73124,Alberta,Synthetic data,683,Canada,Federal (Public),51,43,0.8431372549019608
3017,50.35649,-108.81785,66054,Saskatchewan,Synthetic data,763,Canada,Corporate/Other (Private),47,47,1
3018,50.35677,-124.298,27959,British Columbia,Synthetic data,998,Canada,State (Public),49,49,1
3019,50.35802,-109.55778,27960,Saskatchewan,Synthetic data,767,Canada,Corporate/Other (Private),51,51,1
3020,50.35811,-111.57362,65053,Alberta,Synthetic data,746,Canada,Corporate/Other (Private),50,50,1
3021,50.35915,-107.8792,27961,Saskatchewan,Synthetic data,736,Canada,Corporate/Other (Private),52,52,1
3022,50.35923,-123.12682,68661,British Columbia,Synthetic data,1647,Canada,State (Public),50,50,1
3023,50.35944,-121.09081,27962,British Columbia,Synthetic data,1689,Canada,State (Public),49,49,1
3024,50.36034,-113.542,27963,Alberta,Synthetic data,977,Canada,Corporate/Other (Private),51,51,1
3025,50.36066,-106.89458,74489,Saskatchewan,Synthetic data,726,Canada,Corporate/Other (Private),51,51,1
3026,50.36204,-127.73539,27964,British Columbia,Synthetic data,298,Canada,State (Public),50,50,1
3027,50.3625,-105.67915,27965,Saskatchewan,Synthetic data,572,Canada,Corporate/Other (Private),51,51,1
3028,50.36308,-104.88069,67419,Saskatchewan,Synthetic data,575,Canada,Corporate/Other (Private),50,50,1
3029,50.36357,-116.14191,63327,British Columbia,Synthetic data,2274,Canada,State (Public),51,51,1
3030,50.36383,-119.47758,27966,British Columbia,Synthetic data,710,Canada,Corporate/Other (Private),49,30,0.6122448979591837
3031,50.36472,-109.75584,27967,Saskatchewan,Synthetic data,798,Canada,Corporate/Other (Private),47,47,1
3032,50.36549,-107.69318,27968,Saskatchewan,Synthetic data,748,Canada,Corporate/Other (Private),49,49,1
3033,50.36618,-114.16833,27969,Alberta,Synthetic data,1347,Canada,Corporate/Other (Private),47,47,1
3035,50.36701,-120.11949,27971,British Columbia,Synthetic data,1337,Canada,State (Public),51,51,1
3036,50.36706,-124.5952,27972,British Columbia,Synthetic data,1427,Canada,State (Public),50,50,1
3037,50.36898,-120.34395,46310,British Columbia,Defoliation surveys,852,Canada,Corporate/Other (Private),50,20,0.4
3038,50.36917,-119.23961,62271,British Columbia,Synthetic data,409,Canada,Corporate/Other (Private),52,52,1
3039,50.36936,-105.99134,74853,Saskatchewan,Synthetic data,655,Canada,Corporate/Other (Private),48,42,0.875
3040,50.36938,-109.05599,27973,Saskatchewan,Synthetic data,719,Canada,State (Public),52,52,1
3041,50.36943,-120.34543,45860,British Columbia,Defoliation surveys,842,Canada,Corporate/Other (Private),51,17,0.3333333333333333
3042,50.37035,-113.26282,72214,Alberta,Synthetic data,1043,Canada,Corporate/Other (Private),50,50,1
3043,50.37083,-115.07708,63779,British Columbia,Synthetic data,2560,Canada,State (Public),49,49,1
3044,50.37099,-120.34512,45861,British Columbia,Defoliation surveys,795,Canada,Corporate/Other (Private),51,15,0.29411764705882354
3045,50.37123,-127.56441,60060,British Columbia,Synthetic data,853,Canada,State (Public),50,50,1
3046,50.37319,-118.66252,27974,British Columbia,Synthetic data,1512,Canada,State (Public),51,51,1
3047,50.37319,-109.91287,73397,Saskatchewan,Synthetic data,820,Canada,Corporate/Other (Private),50,50,1
3048,50.37347,-116.68397,70949,British Columbia,Synthetic data,1567,Canada,State (Public),51,51,1
3049,50.37373,-109.03343,65963,Saskatchewan,Synthetic data,720,Canada,State (Public),52,52,1
3050,50.37374,-112.07605,72669,Alberta,Synthetic data,766,Canada,Corporate/Other (Private),50,50,1
3051,50.3741,-118.21352,27975,British Columbia,Synthetic data,1253,Canada,State (Public),50,50,1
3052,50.37474,-122.71208,61039,British Columbia,Synthetic data,605,Canada,State (Public),50,49,0.98
3053,50.37488,-121.96003,27976,British Columbia,Synthetic data,2021,Canada,State (Public),50,50,1
3054,50.37498,-107.9067,74125,Saskatchewan,Synthetic data,725,Canada,Corporate/Other (Private),51,51,1
3055,50.37633,-109.68547,65691,Saskatchewan,Synthetic data,774,Canada,Corporate/Other (Private),49,49,1
3056,50.37874,-120.08444,62008,British Columbia,Synthetic data,1540,Canada,State (Public),51,51,1
3057,50.37952,-119.5085,69982,British Columbia,Synthetic data,1028,Canada,State (Public),50,45,0.9
3058,50.37983,-109.90082,27977,Saskatchewan,Synthetic data,805,Canada,Corporate/Other (Private),48,48,1
3059,50.37995,-122.74484,27978,British Columbia,Synthetic data,1016,Canada,State (Public),51,51,1
3060,50.38028,-110.01539,65600,Alberta,Synthetic data,797,Canada,Corporate/Other (Private),49,49,1
3061,50.38079,-109.6778,73489,Saskatchewan,Synthetic data,768,Canada,Corporate/Other (Private),51,51,1
3062,50.38088,-115.89062,71214,British Columbia,Synthetic data,831,Canada,Tribal,51,40,0.7843137254901961
3063,50.38186,-106.2439,27979,Saskatchewan,Synthetic data,744,Canada,Corporate/Other (Private),49,49,1
3064,50.38219,-116.94815,27980,British Columbia,Synthetic data,654,Canada,State (Public),50,20,0.4
3065,50.38265,-119.78581,27981,British Columbia,Synthetic data,1225,Canada,State (Public),50,50,1
3066,50.38279,-113.22245,64417,Alberta,Synthetic data,1021,Canada,Corporate/Other (Private),50,50,1
3067,50.38298,-111.03205,27982,Alberta,Synthetic data,796,Canada,Federal (Public),51,51,1
3068,50.38323,-120.48165,69630,British Columbia,Synthetic data,1364,Canada,State (Public),52,52,1
3069,50.38338,-116.21307,27983,British Columbia,Synthetic data,2333,Canada,State (Public),50,50,1
3070,50.38419,-118.72214,62448,British Columbia,Synthetic data,666,Canada,State (Public),52,36,0.6923076923076923
3071,50.38429,-124.72702,27984,British Columbia,Synthetic data,922,Canada,State (Public),49,49,1
3072,50.38512,-106.28009,66965,Saskatchewan,Synthetic data,730,Canada,State (Public),49,49,1
3073,50.38521,-123.78179,60688,British Columbia,Synthetic data,2108,Canada,State (Public),52,52,1
3074,50.38562,-108.98576,65964,Saskatchewan,Synthetic data,724,Canada,State (Public),50,50,1
3075,50.38608,-124.21715,27985,British Columbia,Synthetic data,1451,Canada,State (Public),52,52,1
3076,50.3875,-122.07162,27986,British Columbia,Synthetic data,2076,Canada,State (Public),49,49,1
3077,50.38784,-104.43636,75400,Saskatchewan,Synthetic data,579,Canada,Corporate/Other (Private),50,50,1
3078,50.38806,-104.38666,67602,Saskatchewan,Synthetic data,585,Canada,Corporate/Other (Private),48,48,1
3079,50.38824,-122.76719,27987,British Columbia,Synthetic data,1179,Canada,State (Public),51,51,1
3080,50.38949,-115.58076,71396,British Columbia,Synthetic data,1133,Canada,State (Public),51,51,1
3081,50.38964,-111.23262,65145,Alberta,Synthetic data,751,Canada,Corporate/Other (Private),49,49,1
3082,50.38982,-109.00368,73762,Saskatchewan,Synthetic data,718,Canada,State (Public),51,51,1
3083,50.39166,-111.67678,72761,Alberta,Synthetic data,744,Canada,Corporate/Other (Private),51,51,1
3084,50.3919,-122.07815,61304,British Columbia,Synthetic data,1982,Canada,State (Public),50,50,1
3085,50.39296,-115.32718,71487,British Columbia,Synthetic data,1688,Canada,State (Public),50,50,1
3086,50.39422,-115.59793,27988,British Columbia,Synthetic data,1027,Canada,State (Public),49,49,1
3087,50.3944,-111.07918,73034,Alberta,Synthetic data,763,Canada,Federal (Public),51,45,0.8823529411764706
