tot,false_positive,true_positive,false_negative,true_negative,thresh,lag_pr,lag_rh,lag_temp
43219,245,8176,3038,31760,0.6000000000000001,39,39,39
43219,218,8036,3178,31787,0.625,39,39,39
43219,192,7855,3359,31813,0.65,39,39,39
43219,159,7696,3518,31846,0.675,39,39,39
43219,132,7491,3723,31873,0.7000000000000001,39,39,39
43219,114,7246,3968,31891,0.7250000000000001,39,39,39
43219,88,6979,4235,31917,0.75,39,39,39
43219,73,6655,4559,31932,0.775,39,39,39
43219,60,6288,4926,31945,0.8,39,39,39
43219,48,5892,5322,31957,0.8250000000000001,39,39,39
43219,40,5388,5826,31965,0.8500000000000001,39,39,39
43219,26,4891,6323,31979,0.875,39,39,39
43219,24,4314,6900,31981,0.9,39,39,39
43219,15,3533,7681,31990,0.925,39,39,39
43219,9,2602,8612,31996,0.9500000000000001,39,39,39
43219,5,1533,9681,32000,0.9750000000000001,39,39,39
43219,0,0,11214,32005,1,39,39,39
43206,31992,11214,0,0,0,40,40,40
43206,11496,11086,128,20496,0.025,40,40,40
43206,8755,10986,228,23237,0.05,40,40,40
43206,6982,10935,279,25010,0.07500000000000001,40,40,40
43206,5501,10856,358,26491,0.1,40,40,40
43206,4175,10736,478,27817,0.125,40,40,40
43206,3201,10661,553,28791,0.15000000000000002,40,40,40
43206,2585,10561,653,29407,0.17500000000000002,40,40,40
43206,2125,10445,769,29867,0.2,40,40,40
43206,1818,10325,889,30174,0.225,40,40,40
43206,1521,10184,1030,30471,0.25,40,40,40
43206,1257,10030,1184,30735,0.275,40,40,40
43206,1071,9875,1339,30921,0.30000000000000004,40,40,40
43206,914,9703,1511,31078,0.325,40,40,40
43206,797,9536,1678,31195,0.35000000000000003,40,40,40
43206,717,9394,1820,31275,0.375,40,40,40
43206,644,9264,1950,31348,0.4,40,40,40
43206,583,9119,2095,31409,0.42500000000000004,40,40,40
43206,514,9002,2212,31478,0.45,40,40,40
43206,454,8901,2313,31538,0.47500000000000003,40,40,40
43206,410,8768,2446,31582,0.5,40,40,40
43206,366,8635,2579,31626,0.525,40,40,40
43206,324,8462,2752,31668,0.55,40,40,40
43206,295,8339,2875,31697,0.5750000000000001,40,40,40
43206,255,8219,2995,31737,0.6000000000000001,40,40,40
43206,223,8105,3109,31769,0.625,40,40,40
43206,196,7974,3240,31796,0.65,40,40,40
43206,164,7797,3417,31828,0.675,40,40,40
43206,148,7625,3589,31844,0.7000000000000001,40,40,40
43206,122,7430,3784,31870,0.7250000000000001,40,40,40
43206,105,7198,4016,31887,0.75,40,40,40
43206,86,6942,4272,31906,0.775,40,40,40
43206,69,6604,4610,31923,0.8,40,40,40
43206,51,6154,5060,31941,0.8250000000000001,40,40,40
43206,40,5647,5567,31952,0.8500000000000001,40,40,40
43206,30,5091,6123,31962,0.875,40,40,40
43206,23,4486,6728,31969,0.9,40,40,40
43206,16,3727,7487,31976,0.925,40,40,40
43206,12,2788,8426,31980,0.9500000000000001,40,40,40
43206,4,1663,9551,31988,0.9750000000000001,40,40,40
43206,0,0,11214,31992,1,40,40,40
