estimate,b1,b2,ci1,ci2,metric,thresh,lag_pr,lag_rh,lag_temp
0.4876714745710379,0.4811675336701016,0.494179650381273,0.48116480611516477,0.494178143026911,precision,0.025,1,1,1
0.6389605545366945,0.63369555228500285,0.6441919174744091,0.6337120190017533,0.6442090900716357,specificity,0.025,1,1,1
0.6525601298509665,NA,NA,0.6474901945027433,0.6576300651991897,F1,0.025,1,1,1
0.9794007490636704,0.9766014371789462,0.9818672308032603,0.9767718027010158,0.9820296954263249,recall,0.05,1,1,1
0.7858706926357036,0.781985074356277,0.7897049940715445,0.7820105809265064,0.7897308043449008,accuracy,0.05,1,1,1
0.5479992016764794,0.5411001750795675,0.5548795778288876,0.5411087910133489,0.55488961233961,precision,0.05,1,1,1
0.7184109912654254,0.7134699082963142,0.7232992017407789,0.7134960523505547,0.7233259301802961,specificity,0.05,1,1,1
0.7027770668031738,NA,NA,0.6977102019498825,0.707843931656465,F1,0.05,1,1,1
0.9744069912609239,0.9713160776066107,0.9771685320732081,0.9714841403484337,0.9773298421734141,recall,0.07500000000000001,1,1,1
0.8261841650339979,0.8225890922178647,0.8297206843557265,0.8226182632811309,0.829750066786865,accuracy,0.07500000000000001,1,1,1
0.6010120455420493,0.59387301038787,0.6081078148715897,0.5938938704209769,0.6081302206631218,precision,0.07500000000000001,1,1,1
0.7745174225233906,0.7699177903242977,0.7790506001531664,0.7699507919274327,0.7790840531193486,specificity,0.07500000000000001,1,1,1
0.74345977207008,NA,NA,0.7384671830838213,0.7484523610563386,F1,0.07500000000000001,1,1,1
0.9644194756554307,0.9608270845281275,0.9676894171278562,0.9609908903975343,0.9678480609133272,recall,0.1,1,1,1
0.8601129422611502,0.8568166554429525,0.8633445850821619,0.85684892249842,0.8633769620238804,accuracy,0.1,1,1,1
0.6560509554140127,0.6487634117777503,0.6632647834210905,0.6487994623573052,0.6633024484707202,precision,0.1,1,1,1
0.8237543128904914,0.8195515462783451,0.8278787058749761,0.8195905893023314,0.8279180364786514,specificity,0.1,1,1,1
0.7808946171341926,NA,NA,0.7760232959584547,0.7857659383099306,F1,0.1,1,1,1
0.953629391831639,0.9495777858084449,0.9573660334349101,0.9497372648086295,0.9575215188546484,recall,0.125,1,1,1
0.8850985363604933,0.8820631249748654,0.8880648186611884,0.8820976823888689,0.8880993903321177,accuracy,0.125,1,1,1
0.7054555049805397,0.6981469614450029,0.7126585072924331,0.6981989404208707,0.7127120695402086,precision,0.125,1,1,1
0.8612104068881913,0.8573887895715295,0.8649445834409136,0.8574324510508943,0.8649883627254883,specificity,0.125,1,1,1
0.8109809274636939,NA,NA,0.8062555724954513,0.8157062824319364,F1,0.125,1,1,1
0.9465846263599073,0.9422660155112598,0.9505931613805493,0.9424227549830559,0.9507464977367586,recall,0.15000000000000002,1,1,1
0.9041834735507664,0.9013774447114845,0.9069169474656953,0.9014137605838851,0.9069531865176478,accuracy,0.15000000000000002,1,1,1
0.7489592887885416,0.7417527967851649,0.7560289968935239,0.74182046993740125,0.7560981076396819,precision,0.15000000000000002,1,1,1
0.8894035000466258,0.8859291065831897,0.8927836280285859,0.8859762649257247,0.892830735167527,specificity,0.15000000000000002,1,1,1
