value,yhat,lb1,lb2,lb3,ub1,ub2,ub3,outcome,param
0,0.045576523445941076,0,0,0,0.26871875,0.1435,0.06325,absent,mean_cover
1.97280353200883,0.04619817402578693,0,2.5e-4,7.5e-4,0.27271875,0.14475,0.063,absent,mean_cover
3.94560706401766,0.04751988943311964,0,2.5e-4,0.001,0.2784375,0.14825,0.06425,absent,mean_cover
5.91841059602649,0.04858464488943312,0,7.5e-4,0.002,0.2805,0.148,0.06425,absent,mean_cover
7.89121412803532,0.04801548656630411,0,7.5e-4,0.00275,0.27625,0.14225,0.05975,absent,mean_cover
9.86401766004415,0.04871249909961824,2.5e-4,0.001,0.003,0.2775,0.14275,0.0605,absent,mean_cover
11.836821192053,0.05277983865158827,0.00225,0.00775,0.01375,0.262,0.13275,0.059,absent,mean_cover
13.8096247240618,0.055888631779874666,0.00275,0.009,0.01725,0.2581875,0.13175,0.06575,absent,mean_cover
15.7824282560706,0.05777047468126486,0.00275,0.0095,0.01925,0.25771875,0.1335,0.0685,absent,mean_cover
17.7552317880795,0.05925316934380177,0.003,0.01025,0.02075,0.25775,0.13525,0.07025,absent,mean_cover
19.7280353200883,0.06051910610098681,0.00325,0.011,0.02275,0.25621874999999994,0.13525,0.0711875,absent,mean_cover
21.7008388520971,0.06239881509760138,0.004,0.01175,0.02475,0.25271875,0.1365,0.07325,absent,mean_cover
23.673642384106,0.06301779154361449,0.004,0.012,0.0255,0.25175,0.137,0.07425,absent,mean_cover
25.6464459161148,0.06336346610963048,0.00425,0.01175,0.02575,0.25246875,0.138,0.07493749999999999,absent,mean_cover
27.6192494481236,0.06344027767773536,0.0045,0.01175,0.02575,0.25025,0.13875,0.0745,absent,mean_cover
29.5920529801324,0.06634718720737592,0.00525,0.01325,0.029,0.25568749999999996,0.1415,0.07725,absent,mean_cover
31.5648565121413,0.06788721818050854,0.005,0.0135,0.0305,0.25725,0.1435,0.079,absent,mean_cover
33.5376600441501,0.06989877007851329,0.00525,0.014,0.03225,0.2595,0.1455,0.082,absent,mean_cover
35.5104635761589,0.07227779478498884,0.005,0.01475,0.0345,0.26621875,0.148,0.0855,absent,mean_cover
37.4832671081678,0.07286949866743499,0.005,0.01475,0.03475,0.26871875,0.14875,0.08575,absent,mean_cover
39.4560706401766,0.0735453252178924,0.005,0.01475,0.0355,0.26925,0.1495,0.087,absent,mean_cover
41.4288741721854,0.07470993301159692,0.00475,0.01475,0.036,0.27471875,0.1505,0.088,absent,mean_cover
43.4016777041942,0.07546099546207592,0.00475,0.01475,0.0365,0.27625,0.151,0.08875,absent,mean_cover
45.3744812362031,0.07585644313188793,0.00475,0.0145,0.0365,0.27725,0.15125,0.08925,absent,mean_cover
47.3472847682119,0.07605095260390404,0.00425,0.014,0.0365,0.278,0.1515,0.0895,absent,mean_cover
49.3200883002207,0.0765354930490528,0.004,0.01375,0.03675,0.2791875,0.15275,0.09025,absent,mean_cover
51.2928918322296,0.0771214795073111,0.00375,0.01375,0.03725,0.2795,0.15375,0.09075,absent,mean_cover
53.2656953642384,0.07713807354318232,0.00375,0.01375,0.03725,0.27971875,0.15387499999999998,0.09075,absent,mean_cover
55.2384988962472,0.07720373838507527,0.00375,0.0135,0.03725,0.28,0.154,0.091,absent,mean_cover
57.2113024282561,0.077441844342001,0.00375,0.0135,0.0375,0.28096875,0.15475,0.091,absent,mean_cover
59.1841059602649,0.07751839479939494,0.00375,0.01325,0.03725,0.28275,0.1545,0.09125,absent,mean_cover
61.1569094922737,0.0778329971908089,0.00325,0.0125,0.03775,0.28225,0.15475,0.09175,absent,mean_cover
63.1297130242825,0.07889721241806526,0.00325,0.01225,0.0385,0.28325,0.15625,0.09325,absent,mean_cover
65.1025165562914,0.0795821238204999,0.003,0.012,0.0385,0.2835,0.157,0.09425,absent,mean_cover
67.0753200883002,0.07906858207880142,0.00275,0.011,0.03775,0.28321875,0.1565,0.094,absent,mean_cover
69.048123620309,0.07867446697399698,0.00275,0.0105,0.037,0.28271875,0.15575,0.09375,absent,mean_cover
71.0209271523179,0.0785237700785133,0.00225,0.00975,0.03675,0.2825,0.1555,0.09375,absent,mean_cover
72.9937306843267,0.07847650903983289,0.00225,0.0095,0.03675,0.28275,0.1555,0.09375,absent,mean_cover
74.9665342163355,0.07826923215443349,0.002,0.00875,0.0365,0.28196875,0.155,0.09375,absent,mean_cover
76.9393377483444,0.07842254916084421,0.002,0.00875,0.037,0.28196875,0.15475,0.09375,absent,mean_cover
78.9121412803532,0.07838521032917957,0.00175,0.0085,0.037,0.2825,0.15475,0.09375,absent,mean_cover
80.884944812362,0.07869842613268026,0.00175,0.0085,0.0375,0.283,0.15475,0.09425,absent,mean_cover
82.8577483443708,0.07868164301663906,0.00175,0.0085,0.0375,0.28325,0.15475,0.09425,absent,mean_cover
84.8305518763797,0.07883316826334366,0.0015,0.00825,0.038,0.283,0.155,0.0945,absent,mean_cover
86.8033554083885,0.0788749009580062,0.0015,0.00825,0.038,0.28275,0.1545,0.0945,absent,mean_cover
88.7761589403973,0.07911433047612189,0.00175,0.00925,0.03875,0.28025,0.1545,0.0945,absent,mean_cover
90.7489624724062,0.07937116437369444,0.002,0.01025,0.0395,0.2795,0.1545,0.09475,absent,mean_cover
92.721766004415,0.07939369192537636,0.002,0.0105,0.0395,0.27921875,0.15437499999999998,0.09475,absent,mean_cover
94.6945695364238,0.07937054311027875,0.002,0.0105,0.0395,0.27875,0.1545,0.09475,absent,mean_cover
96.6673730684327,0.07942830260030252,0.00225,0.01075,0.03975,0.2785,0.1545,0.09475,absent,mean_cover
98.6401766004415,0.0798177087084924,0.0045,0.01225,0.04025,0.2785,0.1545,0.095,absent,mean_cover
0,0.5369490659757747,0.2471125,0.38220000000000004,0.4405,0.8435,0.7565,0.61975,present,mean_cover
1.97280353200883,0.5434228439882505,0.24986250000000002,0.38625,0.44425,0.864,0.7658000000000003,0.62625,present,mean_cover
3.94560706401766,0.5681923660846894,0.2645,0.4105,0.47225,0.9043874999999998,0.77975,0.65025,present,mean_cover
5.91841059602649,0.6291694775405128,0.28325,0.459,0.5451250000000001,0.93275,0.814,0.70975,present,mean_cover
7.89121412803532,0.7006471088154724,0.31125,0.50275,0.61275,0.9685,0.88325,0.7975,present,mean_cover
9.86401766004415,0.7151184692564111,0.318,0.50725,0.627,0.9756374999999998,0.8935,0.816,present,mean_cover
11.836821192053,0.7823140202646952,0.36475,0.57525,0.70475,0.98775,0.94275,0.8825,present,mean_cover
13.8096247240618,0.8069754364830523,0.38625,0.6095,0.7335,0.99425,0.9613000000000003,0.90425,present,mean_cover
15.7824282560706,0.8205719413181953,0.4085,0.63,0.748375,0.99525,0.9685,0.91575,present,mean_cover
17.7552317880795,0.8244597676490973,0.41725,0.6355,0.75325,0.99575,0.97075,0.9185,present,mean_cover
19.7280353200883,0.8321034687613452,0.4473625,0.6449500000000001,0.76525,0.9956374999999998,0.973,0.924,present,mean_cover
21.7008388520971,0.8584291890821478,0.54875,0.67445,0.79725,0.99525,0.9785,0.94425,present,mean_cover
23.673642384106,0.8759606587676161,0.5728625,0.69375,0.815,0.99725,0.98425,0.96075,present,mean_cover
25.6464459161148,0.8877088022707019,0.60075,0.70975,0.8315,0.998,0.9875,0.969,present,mean_cover
27.6192494481236,0.9079473662497113,0.6418625,0.746,0.85075,0.99825,0.99375,0.98375,present,mean_cover
29.5920529801324,0.9235470065018647,0.70175,0.78975,0.87225,0.999,0.99625,0.98825,present,mean_cover
31.5648565121413,0.9299409303937424,0.7205,0.8057,0.88425,0.99925,0.99675,0.98975,present,mean_cover
33.5376600441501,0.9337851414238094,0.73,0.816,0.894,0.99925,0.99725,0.99075,present,mean_cover
35.5104635761589,0.9419333971418199,0.7583625,0.83925,0.9095,0.9995,0.99775,0.9925,present,mean_cover
37.4832671081678,0.9457288194329846,0.7745,0.85225,0.91625,0.9995,0.998,0.99325,present,mean_cover
39.4560706401766,0.948635763556553,0.78175,0.8615,0.9205,0.99975,0.99825,0.99425,present,mean_cover
