thresh,false_positive,true_negative,true_positive,false_negative,TPR,FPR,diff,maximized,lag_pr,lag_rh,lag_temp,filenum
0.975,2.1761432524015296e-4,0.99978238567476,0.14027108970929195,0.8597289102907081,0.14027108970929195,2.1761432524015296e-4,0.1400534753840518,0,10,10,10,lag101010
1,0,1,0,1,0,0,0,0,10,10,10,lag101010
0,1,0,1,0,1,1,0,0,1,1,1,lag111
0.025,0.36103944546330546,0.6389605545366945,0.9859104690565365,0.01408953094346352,0.9859104690565365,0.36103944546330546,0.624871023593231,0,1,1,1,lag111
0.05,0.2815890087345746,0.7184109912654254,0.9794007490636704,0.02059925093632958,0.9794007490636704,0.2815890087345746,0.6978117403290958,0,1,1,1,lag111
0.07500000000000001,0.22548257747660935,0.7745174225233906,0.974406991260924,0.02559300873907615,0.974406991260924,0.22548257747660935,0.7489244137843145,0,1,1,1,lag111
0.1,0.17624568710950855,0.8237543128904914,0.9644194756554308,0.03558052434456928,0.9644194756554308,0.17624568710950855,0.7881737885459221,0,1,1,1,lag111
0.125,0.13878959311180877,0.8612104068881913,0.953629391831639,0.04637060816836098,0.953629391831639,0.13878959311180877,0.8148397987198301,0,1,1,1,lag111
0.15000000000000002,0.11059649995337416,0.8894035000466258,0.9465846263599073,0.05341537364009274,0.9465846263599073,0.11059649995337416,0.8359881264065331,0,1,1,1,lag111
0.17500000000000002,0.09073389077119144,0.9092661092288086,0.9389156411628322,0.06108435883716782,0.9389156411628322,0.09073389077119144,0.8481817503916408,0,1,1,1,lag111
0.2,0.07749215131640297,0.922507848683597,0.9306224362404136,0.06937756375958623,0.9306224362404136,0.07749215131640297,0.8531302849240108,0,1,1,1,lag111
0.225,0.06540051599266421,0.9345994840073358,0.9188514357053684,0.08114856429463171,0.9188514357053684,0.06540051599266421,0.8534509197127041,1,1,1,1,lag111
0.25,0.05657268968947188,0.943427310310528,0.9097556625646512,0.09024433743534868,0.9097556625646512,0.05657268968947188,0.8531829728751794,0,1,1,1,lag111
0.275,0.04802461844518355,0.9519753815548164,0.8968253968253969,0.10317460317460315,0.8968253968253969,0.04802461844518355,0.8488007783802133,0,1,1,1,lag111
0.30000000000000004,0.04056448354107737,0.9594355164589228,0.8841626538255751,0.11583734617442484,0.8841626538255751,0.04056448354107737,0.8435981702844978,0,1,1,1,lag111
0.325,0.03555997637623947,0.9644400236237606,0.8747993579454254,0.12520064205457465,0.8747993579454254,0.03555997637623947,0.839239381569186,0,1,1,1,lag111
0.35000000000000003,0.03195424450592148,0.9680457554940786,0.8663278045300518,0.13367219546994827,0.8663278045300518,0.03195424450592148,0.8343735600241303,0,1,1,1,lag111
0.375,0.02906344223058033,0.9709365577694196,0.8579454253611557,0.1420545746388443,0.8579454253611557,0.02906344223058033,0.8288819831305754,0,1,1,1,lag111
0.4,0.02598613658263653,0.9740138634173636,0.8499197431781701,0.15008025682182985,0.8499197431781701,0.02598613658263653,0.8239336065955336,0,1,1,1,lag111
0.425,0.02362376052966958,0.9763762394703304,0.838772962368468,0.161227037631532,0.838772962368468,0.02362376052966958,0.8151492018387985,0,1,1,1,lag111
0.45,0.02095054552236486,0.9790494544776353,0.8303905831995719,0.16960941680042804,0.8303905831995719,0.02095054552236486,0.8094400376772071,0,1,1,1,lag111
0.475,0.01830841441049392,0.981691585589506,0.8208489388264669,0.17915106117353308,0.8208489388264669,0.01830841441049392,0.802540524415973,0,1,1,1,lag111
0.5,0.01647446457990115,0.9835255354200988,0.8105047262350633,0.1894952737649367,0.8105047262350633,0.01647446457990115,0.7940302616551621,0,1,1,1,lag111
0.525,0.01498243759907991,0.98501756240092,0.7986445514535402,0.2013554485464598,0.7986445514535402,0.01498243759907991,0.7836621138544603,0,1,1,1,lag111
0.55,0.01336607503652357,0.9866339249634763,0.7876761191367933,0.2123238808632067,0.7876761191367933,0.01336607503652357,0.7743100441002697,0,1,1,1,lag111
0.5750000000000001,0.01202946753287122,0.9879705324671288,0.7763509898341359,0.2236490101658641,0.7763509898341359,0.01202946753287122,0.7643215223012646,0,1,1,1,lag111
0.6000000000000001,0.01091044729725529,0.9890895527027448,0.7644908150526128,0.2355091849473872,0.7644908150526128,0.01091044729725529,0.7535803677553575,0,1,1,1,lag111
0.625,0.0094805881073016,0.9905194118926984,0.7520064205457464,0.2479935794542536,0.7520064205457464,0.0094805881073016,0.7425258324384448,0,1,1,1,lag111
0.65,0.00823723228995057,0.9917627677100496,0.7384519350811486,0.2615480649188514,0.7384519350811486,0.00823723228995057,0.730214702791198,0,1,1,1,lag111
0.675,0.00724254763606975,0.9927574523639302,0.7229356161940431,0.2770643838059568,0.7229356161940431,0.00724254763606975,0.7156930685579733,0,1,1,1,lag111
0.7000000000000001,0.00575052065524851,0.9942494793447516,0.7073301230604602,0.2926698769395399,0.7073301230604602,0.00575052065524851,0.7015796024052117,0,1,1,1,lag111
0.7250000000000001,0.00522209443287432,0.9947779055671256,0.6922596754057428,0.30774032459425715,0.6922596754057428,0.00522209443287432,0.6870375809728685,0,1,1,1,lag111
0.75,0.00456933262876503,0.995430667371235,0.6734439093989656,0.3265560906010344,0.6734439093989656,0.00456933262876503,0.6688745767702006,0,1,1,1,lag111
0.775,0.00382331913835441,0.9961766808616456,0.6517745675049046,0.3482254324950954,0.6517745675049046,0.00382331913835441,0.6479512483665502,0,1,1,1,lag111
0.8,0.00323272512511267,0.9967672748748874,0.6252006420545746,0.37479935794542535,0.6252006420545746,0.00323272512511267,0.621967916929462,0,1,1,1,lag111
0.8250000000000001,0.00273538279817226,0.9972646172018276,0.5971107544141252,0.4028892455858748,0.5971107544141252,0.00273538279817226,0.5943753716159529,0,1,1,1,lag111
0.8500000000000001,0.00198936930776164,0.9980106306922384,0.5564472980203318,0.4435527019796683,0.5564472980203318,0.00198936930776164,0.5544579287125702,0,1,1,1,lag111
0.875,0.00136769139908613,0.998632308600914,0.5057071517745675,0.4942928482254325,0.5057071517745675,0.00136769139908613,0.5043394603754814,0,1,1,1,lag111
0.9,8.703490721457213e-4,0.9991296509278544,0.4438202247191011,0.5561797752808989,0.4438202247191011,8.703490721457213e-4,0.44294987564695537,0,1,1,1,lag111
0.925,6.838456995430667e-4,0.999316154300457,0.3673978954877831,0.6326021045122169,0.3673978954877831,6.838456995430667e-4,0.36671404978824007,0,1,1,1,lag111
0.95,3.7300674520530914e-4,0.9996269932547946,0.27813447476368824,0.7218655252363118,0.27813447476368824,3.7300674520530914e-4,0.27776146801848295,0,1,1,1,lag111
0.975,1.2433558173510304e-4,0.9998756644182648,0.17014446227929375,0.8298555377207063,0.17014446227929375,1.2433558173510304e-4,0.17002012669755864,0,1,1,1,lag111
1,0,1,0,1,0,0,0,0,1,1,1,lag111
0,1,0,1,0,1,1,0,0,11,11,11,lag111111
0.025,0.3709862920021137,0.6290137079978863,0.986980560014268,0.01301943998573212,0.986980560014268,0.3709862920021137,0.6159942680121542,0,11,11,11,lag111111
0.05,0.2849771533368562,0.7150228466631439,0.9802924915284466,0.01970750847155341,0.9802924915284466,0.2849771533368562,0.6953153381915904,0,11,11,11,lag111111
0.07500000000000001,0.23499424947934475,0.7650057505206552,0.9747636882468343,0.02523631175316568,0.9747636882468343,0.23499424947934475,0.7397694387674896,0,11,11,11,lag111111
0.1,0.1946473532063038,0.8053526467936962,0.9655787408596396,0.03442125914036026,0.9655787408596396,0.1946473532063038,0.7709313876533359,0,11,11,11,lag111111
0.125,0.16014422927481273,0.8398557707251872,0.9567504904583556,0.04324950954164437,0.9567504904583556,0.16014422927481273,0.7966062611835428,0,11,11,11,lag111111
0.15000000000000002,0.12330981318578844,0.8766901868142115,0.9497948992331016,0.05020510076689852,0.9497948992331016,0.12330981318578844,0.826485086047313,0,11,11,11,lag111111
0.17500000000000002,0.09844269683876784,0.9015573031612322,0.941769217050116,0.05823078294988407,0.941769217050116,0.09844269683876784,0.8433265202113481,0,11,11,11,lag111111
0.2,0.08268316185384353,0.9173168381461564,0.9307116104868914,0.06928838951310862,0.9307116104868914,0.08268316185384353,0.8480284486330479,1,11,11,11,lag111111
0.225,0.0714307917068167,0.9285692082931832,0.9190297841983236,0.08097021580167647,0.9190297841983236,0.0714307917068167,0.8475989924915068,0,11,11,11,lag111111
0.25,0.06257188150819061,0.9374281184918094,0.9062778669520244,0.09372213304797576,0.9062778669520244,0.06257188150819061,0.8437059854438337,0,11,11,11,lag111111
0.275,0.05442790090454136,0.9455720990954588,0.8953094346352773,0.10469056536472268,0.8953094346352773,0.05442790090454136,0.840881533730736,0,11,11,11,lag111111
0.30000000000000004,0.04675017873239874,0.9532498212676012,0.883270911360799,0.116729088639201,0.883270911360799,0.04675017873239874,0.8365207326284003,0,11,11,11,lag111111
0.325,0.04047123185477604,0.959528768145224,0.8728375245229177,0.12716247547708223,0.8728375245229177,0.04047123185477604,0.8323662926681417,0,11,11,11,lag111111
0.35000000000000003,0.03630598986665009,0.96369401013335,0.8640092741216336,0.13599072587836633,0.8640092741216336,0.03630598986665009,0.8277032842549835,0,11,11,11,lag111111
0.375,0.032233999564825463,0.9677660004351746,0.8564294631710362,0.1435705368289638,0.8564294631710362,0.032233999564825463,0.8241954636062108,0,11,11,11,lag111111
0.4,0.02893910664884523,0.9710608933511548,0.8491171749598716,0.1508828250401284,0.8491171749598716,0.02893910664884523,0.8201780683110264,0,11,11,11,lag111111
0.425,0.02620372385067296,0.9737962761493272,0.8418940609951846,0.1581059390048154,0.8418940609951846,0.02620372385067296,0.8156903371445117,0,11,11,11,lag111111
0.45,0.02402785117030866,0.9759721488296912,0.8355626894952738,0.16443731050472624,0.8355626894952738,0.02402785117030866,0.8115348383249651,0,11,11,11,lag111111
0.475,0.02160330732647415,0.9783966926735258,0.8270019618334226,0.1729980381665775,0.8270019618334226,0.02160330732647415,0.8053986545069484,0,11,11,11,lag111111
0.5,0.01914767958720586,0.980852320412794,0.8172819689673623,0.18271803103263776,0.8172819689673623,0.01914767958720586,0.7981342893801564,0,11,11,11,lag111111
0.525,0.01718939417487799,0.982810605825122,0.8092562867843767,0.1907437132156233,0.8092562867843767,0.01718939417487799,0.7920668926094987,0,11,11,11,lag111111
0.55,0.01554194771688788,0.984458052283112,0.7993579454253612,0.20064205457463885,0.7993579454253612,0.01554194771688788,0.7838159977084733,0,11,11,11,lag111111
