lat,lon,manual_id,modis_id,source,classification,short,total,Temperate or sub-polar grassland,Tropical or sub-tropical shrubland,Temperate or sub-polar needleleaf forest,Temperate or sub-polar shrubland,Cropland,Urban and Built-up,Barren Lands,Wetland,Temperate or sub-polar broadleaf deciduous forest,Water,Tropical or sub-tropical grassland,Snow and Ice,No data,Mixed Forest,Sub-polar or polar grassland-lichen-moss,Sub-polar or polar barren-lichen-moss,near_needle
32.8533075817395,-110.44844586926048,10858,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1261,0.003965107057890563,NA,NA,0.9960348929421095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
32.90856764110461,-105.64849400873878,45142,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1262,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
32.949,-105.738,50351,1,iNaturalist,Temperate or sub-polar needleleaf forest,needleleaf,1254,NA,NA,0.9952153110047847,0.004784688995215311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
32.949,-105.748,50067,1,iNaturalist,Temperate or sub-polar needleleaf forest,needleleaf,1257,NA,NA,0.9952267303102625,0.00477326968973747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
32.95727432257263,-114.8880692149396,10901,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1255,NA,0.9561752988047809,NA,NA,NA,NA,0.043824701195219126,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
32.958,-105.737,50189,1,iNaturalist,Temperate or sub-polar needleleaf forest,needleleaf,1265,NA,NA,0.9952569169960475,0.0047430830039525695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
32.97384758538101,-107.75979379029012,10912,1,Synthetic data,Temperate or sub-polar needleleaf forest,needleleaf,1253,NA,NA,0.9002394253790902,0.0965682362330407,NA,NA,NA,NA,0.0031923383878691143,NA,NA,NA,NA,NA,NA,NA,TRUE
33.02365526347421,-109.6086177036632,10938,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1259,NA,0.14694201747418587,0.057188244638602066,0.795869737887212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.031699044513516,-111.21267562900904,10944,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1258,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.05103270307882,-112.851587163168,10963,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1260,0.030952380952380953,0.6349206349206349,NA,NA,0.09444444444444444,NA,NA,0.2396825396825397,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.10060437209904,-113.22667704487684,10995,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1254,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.104876150377095,-107.37271450721892,10996,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1255,NA,0.2844621513944223,NA,0.7155378486055777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.118345749448054,-114.66183742904104,11006,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1256,0.011146496815286623,0.8821656050955414,NA,NA,0.04219745222929936,NA,NA,0.06050955414012739,NA,0.003980891719745223,NA,NA,NA,NA,NA,NA,FALSE
33.24926912103547,-110.78185240842868,11079,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1253,NA,0.015163607342378291,0.11332801276935354,0.8715083798882681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.25321398873348,-111.20558370219078,11082,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1260,NA,0.9817460317460317,NA,0.018253968253968255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.37163557490567,-108.85056927526604,11150,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1255,0.008764940239043825,NA,0.2844621513944223,0.7067729083665338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.397312123910524,-107.8748118817457,11163,1,Synthetic data,Temperate or sub-polar needleleaf forest,needleleaf,1259,0.003971405877680699,NA,0.9475774424146147,0.048451151707704525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.437220171268564,-114.64963023044402,11190,15,Synthetic data,Cropland,cropland,1255,0.006374501992031873,0.28764940239043824,NA,NA,0.698804780876494,0.007171314741035857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.44464321201667,-104.10044392221609,11194,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1260,0.1523809523809524,NA,NA,0.8476190476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.453777012764476,-109.6258806551341,11197,1,Synthetic data,Temperate or sub-polar needleleaf forest,needleleaf,1255,NA,NA,0.8119521912350598,0.18804780876494023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.54698724404443,-107.67598666617414,11254,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1266,0.179304897314376,NA,NA,0.8206951026856241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.62105762014151,-105.36143893234728,48024,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1264,NA,NA,0.7096518987341772,0.2903481012658228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.68667757866206,-105.8021361620631,11327,10,Synthetic data,Temperate or sub-polar grassland,temperature_grass,1259,0.3399523431294678,NA,7.942811755361397e-4,0.659253375694996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.728090626362246,-113.98997372505256,11350,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1253,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.73633865674492,-115.03876499063335,11358,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1259,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.75024492602097,-105.9368159896112,11367,16,Synthetic data,Barren Lands,barren,1258,0.011128775834658187,NA,NA,0.43084260731319557,NA,NA,0.5580286168521462,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.75488361821044,-112.0021952073439,11369,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1257,0.003977724741447892,0.9689737470167065,NA,NA,NA,0.027048528241845664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
33.816588,-110.926355,31,1,Pheromone trapping,Temperate or sub-polar needleleaf forest,needleleaf,1258,NA,NA,0.7591414944356121,0.24085850556438793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.85346049402297,-110.91305198928544,45779,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1254,NA,NA,0.9035087719298246,0.09649122807017543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.8762405508443,-109.28443604685972,47156,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1258,0.003179650238473768,NA,0.9157392686804452,0.08108108108108109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
33.90033881762065,-107.55680559139,11456,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1256,NA,NA,0.8328025477707006,0.16719745222929935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.00499252177542,-115.1528813445475,11550,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1255,NA,0.8382470119521912,NA,NA,NA,NA,0.16175298804780877,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.011079172603786,-117.30465836275836,11557,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1259,NA,0.7204130262112788,NA,NA,0.006354249404289118,0.16123907863383638,NA,NA,NA,NA,0.11199364575059571,NA,NA,NA,NA,NA,FALSE
34.052901968650986,-109.5614798606257,11596,10,Synthetic data,Temperate or sub-polar grassland,temperature_grass,1250,0.4704,NA,0.4208,0.0608,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,TRUE
34.088,-116.884,51214,1,iNaturalist,Temperate or sub-polar needleleaf forest,needleleaf,1259,NA,NA,0.6282764098490866,0.33359809372517873,NA,NA,0.02779984114376489,NA,NA,NA,NA,0.010325655281969817,NA,NA,NA,NA,TRUE
34.09373295685509,-120.88287223805672,11636,0,Synthetic data,No data,no_data,1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE
34.09836527094551,-107.18543643325928,49937,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1256,0.052547770700636945,NA,0.3535031847133758,0.5939490445859873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.15809124766383,-121.37152383796638,11699,0,Synthetic data,No data,no_data,1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE
34.180657858087216,-117.54610083048463,11717,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1253,NA,0.48922585794094176,0.019154030327214685,0.237829209896249,0.06943335993615324,0.1516360734237829,NA,NA,NA,NA,0.03272146847565842,NA,NA,NA,NA,NA,TRUE
34.23490747669712,-116.2394878466148,11762,16,Synthetic data,Barren Lands,barren,1262,NA,0.4809825673534073,NA,NA,NA,NA,0.5190174326465927,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.248,-117.228,50545,1,iNaturalist,Temperate or sub-polar needleleaf forest,needleleaf,1253,NA,NA,0.5083798882681564,0.47805267358339987,NA,NA,NA,NA,NA,0.013567438148443736,NA,NA,NA,NA,NA,NA,TRUE
34.302535758994054,-111.81191230280092,11821,1,Synthetic data,Temperate or sub-polar needleleaf forest,needleleaf,1255,NA,NA,0.22788844621513943,0.7721115537848605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.31054166337708,-116.17417743097758,11828,16,Synthetic data,Barren Lands,barren,1258,NA,0.05246422893481717,NA,NA,NA,NA,0.9475357710651828,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.344044169352856,-115.06133427930764,11855,16,Synthetic data,Barren Lands,barren,1257,NA,0.26889419252187746,NA,NA,NA,NA,0.7311058074781225,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.356804484152235,-107.8978022428928,11868,1,Synthetic data,Temperate or sub-polar needleleaf forest,needleleaf,1258,NA,NA,0.2893481717011129,0.7106518282988871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.396803729003295,-108.56379936158191,11905,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1256,NA,NA,0.00875796178343949,0.9912420382165605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.46897527404205,-111.07789957587528,48950,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1250,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.53398677095538,-106.44594291283283,12030,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1253,NA,NA,0.4533120510774142,0.5466879489225858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.64867122626085,-106.4390447899612,49946,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1263,0.003167062549485352,NA,0.7648456057007126,0.23198733174980204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.65216197171525,-106.43977053987751,49948,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1252,0.003993610223642172,NA,0.7452076677316294,0.2507987220447284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.655572090588976,-105.12188967509428,12118,10,Synthetic data,Temperate or sub-polar grassland,temperature_grass,1258,0.9642289348171701,NA,NA,0.03577106518282989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.682146407081746,-110.84683941624826,12147,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1250,0.2064,NA,NA,0.7936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.719827367633116,-114.287760909996,12181,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1268,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.74224870886479,-106.38755013620286,49984,1,Defoliation surveys,Temperate or sub-polar needleleaf forest,needleleaf,1258,0.02066772655007949,NA,0.5429252782193958,0.32114467408585057,NA,NA,NA,NA,0.11526232114467408,NA,NA,NA,NA,NA,NA,NA,TRUE
34.7495375747676,-108.23957248905208,12207,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1254,NA,NA,0.44019138755980863,0.5598086124401914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.763053115748335,-106.83342649810947,12223,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1255,0.04462151394422311,NA,NA,0.9553784860557769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.778744803508744,-106.0700023493264,12235,10,Synthetic data,Temperate or sub-polar grassland,temperature_grass,1253,0.7126895450917797,NA,NA,0.2194732641660016,0.06783719074221868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.80378636106616,-110.9150572725921,12253,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1254,0.023923444976076555,NA,0.001594896331738437,0.9744816586921851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
34.82751056004781,-120.74843344994588,12274,0,Synthetic data,No data,no_data,1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE
34.88209884031676,-121.13048313604668,12319,0,Synthetic data,No data,no_data,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE
34.891660651075654,-121.94544683489949,12327,0,Synthetic data,No data,no_data,1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE
34.93247041408904,-117.15728397201748,12361,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1258,0.02782193958664547,0.7901430842607313,NA,0.11764705882352941,0.04372019077901431,NA,0.02066772655007949,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
34.95713964570314,-106.97642295865808,12389,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1253,0.03830806065442937,NA,NA,0.9616919393455706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
35.12439363100566,-112.84934697771678,12535,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1256,0.004777070063694267,0.0015923566878980893,0.04856687898089172,0.9450636942675159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
35.133065241214354,-115.61508126638364,12539,7,Synthetic data,Tropical or sub-tropical shrubland,tropical_shrub,1258,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
35.14521373086609,-104.6448810424772,12559,8,Synthetic data,Temperate or sub-polar shrubland,temperature_shrub,1254,0.7001594896331739,NA,NA,0.29984051036682613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
