manual_id,lat,lon,mean_biomass,max_biomass,mean_cover
48491,50.2484193474017,-119.39431499142552,18.600296423841005,228.61062,11.666666666666638
31997,53.835150660946965,-119.86447569384472,105.1888110738255,186.88011,68.91946308724832
27243,49.752554727718234,-111.72390270145844,0.42950794247787794,194.13759000000002,0.12168141592920403
46758,49.353078378070514,-119.605009311179,34.53123434734512,174.17952,24.12610619469029
45901,50.898722865637986,-120.28465286022278,63.66150667035393,228.61062,43.65486725663719
29540,51.7148615734186,-107.0673716678284,14.69119019867549,185.972925,4.5452538631346595
30501,52.55082596378634,-126.36604878940852,29.935106795154173,226.79625000000001,19.977973568281946
47342,50.8103042872726,-120.7619828062768,45.90396152317873,175.086705,30.452538631346503
26293,48.92774492956232,-127.1218033140758,0,0,0
45914,50.63302123488483,-120.17030295031267,43.50491590308366,228.61062,30.700440528634388
26887,49.44172942417208,-116.32214398804354,128.19745645695366,228.61062,86.50551876379691
31686,53.55767435609596,-115.4695129817701,74.96117824115044,165.10767,50.646017699115106
31026,53.000552454730496,-126.12196696503088,72.83856303964757,228.61062,85.58810572687224
29443,51.64197184663499,-123.21493474737508,65.81908161504424,153.314265,70.68584070796459
26668,49.2511814290192,-110.57154148246627,0,0,0.019867549668874104
27036,49.5665752365021,-112.45212819537846,0,0,0
31609,53.4786844648188,-104.57366079854546,21.67097851973686,185.972925,9.342105263157876
30682,52.68717558076605,-109.76878851110814,22.87944548458149,185.06574,8.722466960352419
27383,49.868126979854424,-116.48691544105532,64.52881330376943,226.79625000000001,63.72727272727271
29724,51.87681197648635,-115.12436145427635,78.22618205298019,172.36515,68.4900662251656
29405,51.596632078813855,-115.70335578080268,64.46053416666659,192.32322,32.715555555555596
30084,52.18000458489405,-108.59050948044752,0.41034532150776404,185.06574,0.06651884700665198
29249,51.47645993268816,-122.75309102371102,64.02162751655626,186.88011,53.434878587196486
32136,53.949775264190976,-123.51412690471624,50.790344304635745,228.61062,75.26048565121411
30493,52.54664961609524,-113.7255691739847,10.385772890109886,180.529815,3.002197802197805
28253,50.61543292127317,-116.73155055259122,77.56227429054051,231.332175,55.42792792792793
31639,53.50991152564529,-126.71162537363124,107.6057889159292,231.332175,87.50884955752213
30708,52.71659917430952,-116.80317752948032,107.84711193832598,149.685525,68.19162995594714
47223,50.907759131909714,-121.49490459549406,61.890398689427286,179.62263000000002,40.03524229074881
30142,52.234482966247015,-110.856620518025,0.8032783480176197,189.601665,0.5616740088105728
46912,50.66474157823026,-121.24207752505576,58.93305551762109,228.61062,45.70044052863439
27549,49.99692298693117,-127.4161485991208,3.4330326741572947,156.943005,6.982022471910112
27976,50.37488184828544,-121.96002650330774,51.24493811258282,204.116625,35.95143487858708
46247,50.64443230449158,-120.48374574509909,22.651650132158665,165.10767,14.176211453744415
3014,51.03309,-121.43594,66.89790003303972,228.61062,41.9229074889868
29364,51.56295724923257,-108.40029591997154,0,0,0.03318584070796446
31507,53.402927313931286,-124.74206917459378,79.34180195604395,156.943005,83.8923076923077
47005,50.7792443263857,-120.53755142445256,71.58092843333337,228.61062,48.54444444444447
29340,51.54753533261828,-114.9242867223802,96.33383496688744,167.829225,54.21854304635762
46446,49.38654598117364,-120.16094161971384,71.32457921412302,217.7244,52.922551252847384
31364,53.2892247493146,-104.4750218464178,103.44712662251652,176.901075,63.50772626931562
31267,53.19362098176498,-105.4109386803466,21.93429459251105,197.76633,8.224669603524234
46659,50.663227633954165,-119.88349635022252,17.282575165562907,181.437,9.240618101545266
27232,49.74087921495084,-109.0768685475341,14.438523126385771,174.17952,6.596452328159658
28718,51.010325006151106,-116.1777065290953,81.81649741189432,231.332175,63.51982378854631
28237,50.60167565749725,-124.5727914845338,19.69681717687075,202.302255,8.61904761904763
28806,51.0912726392271,-107.8550843730336,0,0,0.06167400881057286
29266,51.49236121389549,-118.95265665953048,68.05689854304633,228.61062,66.40397350993372
28773,51.05937560356688,-114.01970598974732,0.3813388274336274,172.36515,0.25663716814159304
31288,53.22118692845106,-114.12848436256172,9.855787149220474,174.17952,4.004454342984407
26404,49.018344650103245,-109.56888255651576,0,0,0.004415011037527584
29308,51.52788917795988,-124.36602461896835,62.784010894039724,207.745365,50.17880794701989
31960,53.7972102733911,-120.2906128744944,87.44544046255514,231.332175,70.32819383259915
45988,50.65976236660416,-120.1606887604838,17.767695690789452,185.972925,10.620614035087698
31893,53.74184688489186,-109.62445679953088,83.36510616740084,181.437,45.33259911894275
27042,49.56979122507619,-119.98894795094384,64.8566872616408,231.332175,82.13747228381376
27547,49.99629906838527,-126.90397962683346,139.2153518120805,231.332175,84.03131991051455
46024,50.622687557502545,-120.03503748254232,54.212890690423194,228.61062,31.492204899777253
30601,52.62881826609373,-106.63908270501996,1.6341345695364222,185.06574,0.6026490066225165
