elev2,lat,lon
1551,52.42708017,-124.7833315
1369,44.54064617,-120.1020241
3065,43.48241654,-110.4892381
NA,34.15809125,-121.3715238
673,47.83629,-117.23732
575,51.77023876,-122.3773717
606,53.74613116,-110.5576574
1790,37.52099356,-119.7167243
1860,49.08801294,-120.5046316
1757,38.42575499,-113.7707772
550,52.94653889,-108.8661135
3847,39.71090729,-105.8204034
920,48.11801807,-113.9952701
605,51.28713263,-126.0366758
1323,47.01840126,-114.4356949
1443,53.49382634,-120.787993
1043,50.89740413,-121.7557053
1656,31.884,-109.207
1352,45.72112422,-117.5710647
184,32.95727432,-114.8880692
1747,40.69508408,-119.0715545
1900,43.54557969,-115.3195894
1093,44.90649787,-121.6464845
2230,41.92318533,-115.511979
1201,37.92288176,-119.8258082
2283,34.35680448,-107.8978022
1154,46.90522,-121.08755
1371,48.13018293,-114.5263628
1762,38.8174764,-114.5096154
1977,43.65683413,-115.148872
2497,40.83076544,-106.2036478
798,44.86786412,-121.437397
514,53.69283345,-106.8050512
633,33.03169904,-111.2126756
1765,35.60991284,-112.3445841
653,36.49347343,-114.6652545
1077,52.13255829,-123.237633
1930,46.22750448,-111.7893139
2390,41.86958315,-115.4747873
1464,33.24926912,-110.7818524
304,39.86283598,-122.6218963
1174,47.72718719,-114.5550235
2529,36.274,-115.671
664,34.93247041,-117.157284
2235,37.62869717,-117.849467
2798,34.05290197,-109.5614799
730,50.24977359,-109.5636284
1295,48.13014017,-114.5100249
1982,42.4461614,-120.8249433
835,53.12362023,-114.6721512
1336,45.39952523,-118.1008869
1694,35.84952638,-110.6068377
1318,49.09514908,-114.5270169
696,47.52774139,-118.112089
1953,37.49973969,-112.144612
1636,36.50711176,-112.8438084
474,49.24723509,-120.015753
2210,45.29782887,-109.6580637
923,49.08955966,-111.6781173
1759,38.67088752,-112.0877818
1533,37.78246488,-117.9737784
1705,42.80901,-120.96813
999,47.26362511,-120.8086825
1878,45.02755251,-117.354933
1169,50.18102175,-122.8511414
506,42.8592892,-123.5660253
2078,45.52910736,-115.8989423
632,51.7952968,-122.3895411
491,49.46780932,-122.6368927
1224,48.53690192,-117.1969356
2080,46.45272706,-114.3914442
2002,35.23832797,-105.6488493
1223,47.26521473,-114.1523424
1316,45.75218832,-117.7056108
1055,48.42845121,-121.9425602
491,48.95207217,-119.7192466
2192,42.20854326,-113.7157513
1198,53.35337803,-117.1247257
1605,34.76305312,-106.8334265
592,47.74683835,-118.0571041
1532,47.15276675,-115.7902555
1748,42.06265095,-121.323719
874,50.87180618,-121.4363395
1654,44.25850545,-116.1977279
1659,41.70184992,-104.688218
1247,42.4812283,-114.1525767
1121,45.80285646,-117.6286134
1724,52.4337373,-116.0348293
1169,46.8247455,-116.8770389
1714,34.65557209,-105.1218897
2794,41.80637785,-115.3432586
2442,43.88557006,-110.9567983
1661,46.06907292,-117.6818805
1460,50.70769887,-123.9336235
1735,45.02182029,-117.3500787
NA,37.73487277,-124.5869592
1936,35.92937763,-110.2613292
927,49.11346549,-111.3611866
2298,41.90225887,-115.3474101
1917,44.31647817,-118.666497
1951,40.50659228,-107.982301
1858,44.8355356,-116.2889607
2667,45.219759,-117.2610614
15,38.1078765,-122.4975906
1398,52.10993916,-116.4349229
2032,43.78250932,-115.2833731
1243,48.68461172,-114.1149415
1004,50.48193403,-113.5969103
1780,40.28156027,-105.2104867
189,33.0510327,-112.8515872
1948,50.48503729,-114.7867598
610,48.50037408,-117.9308563
430,35.45967946,-119.8770602
1536,52.23483809,-119.8956035
NA,48.7221932,-126.5632164
3022,40.60441922,-111.675502
1270,46.88805718,-116.6187343
872,35.24953532,-120.1395683
988,48.06194,-120.06722
1714,45.9792672,-115.2444779
379,48.33154022,-119.6350916
1259,45.80250579,-117.7146977
964,49.46742606,-109.2711545
1456,46.59985246,-109.2939411
1312,45.91797278,-117.8804973
1070,48.57458642,-121.5697004
NA,48.32411803,-125.3838326
1885,43.39419273,-107.0295467
747,49.73180704,-106.8466427
908,51.1022311,-121.5640116
NA,48.4290566,-126.5855694
1133,51.9028926,-114.8306368
2547,32.72081067,-105.7292683
1644,49.56956929,-121.1548583
1539,47.37117146,-114.9660086
823,49.03391681,-106.9573313
1319,45.44244496,-118.0764734
674,48.38703953,-117.6968727
1524,44.86992097,-116.3182067
1307,43.29757243,-115.7009579
1423,50.92870905,-118.8844739
940,48.19112902,-114.388165
1888,45.08414453,-117.3790643
528,53.51315819,-106.7626115
1861,42.14389731,-117.4792063
1075,53.12037296,-116.0763183
2097,32.39564858,-110.7766319
179,36.3798027,-121.8771909
1720,36.31947508,-113.5111224
NA,36.9849323,-124.0240497
1004,44.73814619,-122.2560401
1588,53.83515066,-119.8644757
1347,44.67152777,-121.6440443
534,51.71486157,-107.0673717
1284,41.30426123,-118.0725271
1641,44.99017729,-116.2050217
1765,37.67565664,-111.0138963
1321,49.44172942,-116.322144
1071,53.00055245,-126.121967
1467,51.64197185,-123.2149347
2512,31.913,-109.268
2511,37.58180145,-118.1450591
14,38.87300381,-121.4790875
822,31.61180565,-111.9448983
2424,43.85967602,-114.4736743
1660,45.84865593,-115.341914
2184,51.59663208,-115.7033558
1146,47.15348407,-109.7053287
3284,37.70880609,-107.3972015
1430,40.61370135,-119.2069406
NA,36.95597671,-122.6954466
1896,35.15655864,-107.3921607
1610,44.32451807,-115.9102326
1397,40.211,-121.163
1448,40.59874059,-118.0712336
877,50.6444323,-120.4837457
565,48.61415,-119.71036
2627,35.2,-106.405
1215,40.1375547,-118.959111
451,53.19362098,-105.4109387
747,48.3615503,-108.3933141
72,33.43722017,-114.6496302
1955,50.60167566,-124.5727915
1237,45.99404457,-115.5024844
1876,37.47396182,-119.5935701
757,53.22118693,-114.1284844
NA,37.82524869,-123.4956981
NA,38.54674351,-124.3006499
2332,44.12939988,-114.194718
1756,44.33862668,-116.1012573
1739,44.63192732,-115.9938248
1933,36.55643836,-107.597468
1014,47.83894,-120.96229
2196,35.36006216,-107.2807359
1160,45.30391907,-105.9971384
1182,44.9216659,-119.6164938
2541,36.89161925,-105.4246548
2940,44.24991673,-109.688329
1266,44.48193934,-116.9477264
1534,46.57403143,-112.2708462
993,47.85399046,-111.1770896
509,47.00423215,-120.4467347
694,48.36805287,-104.0772992
1595,44.65326796,-116.9622231
1783,51.26160398,-124.5158307
2041,44.73513585,-118.5484512
913,49.52163514,-118.0750341
2314,39.568,-105.244
1233,46.91768045,-116.1229133
1790,42.2105412,-117.4014897
1370,46.90701341,-114.2274744
2215,37.47171644,-118.2750714
2024,35.2949704,-106.1120504
1043,48.18294663,-118.7915968
NA,46.50690821,-124.2749009
1055,47.993916,-118.7558618
1008,46.86879821,-116.6334138
1675,41.39574687,-114.5883018
1862,43.0247572,-107.2397644
1469,45.73854938,-117.2739612
2510,42.28950644,-107.3832819
1733,43.42228638,-113.5006635
2310,44.58969795,-112.8386235
NA,48.79896205,-127.5199093
643,50.48113891,-121.3167179
509,40.74287246,-122.1035787
1033,48.25184311,-118.7728804
1872,43.70597683,-115.284554
506,52.37900299,-105.9038179
NA,34.09373296,-120.8828722
79,48.10456288,-124.6891447
1787,40.19332647,-108.8163896
1591,38.80376607,-109.4370331
1018,51.19415605,-121.3756556
1338,42.16977852,-104.4891638
1063,45.99185698,-117.6027759
1940,43.53018549,-115.4011765
2464,41.68853798,-115.324206
599,31.78177438,-112.1323114
1254,47.1252,-120.9293
2406,43.92830588,-109.1278396
341,34.71982737,-114.2877609
1790,41.74389275,-118.0457684
1191,45.58804112,-118.0908427
2628,39.94428629,-106.6057115
828,47.5075193,-104.7957943
1640,38.62486547,-103.9895461
2702,32.949,-105.738
964,45.75369889,-107.3017778
738,48.0907612,-116.0054631
1460,43.80824592,-112.7694763
365,34.01107917,-117.3046584
1294,45.2943462,-116.8940678
736,48.0178,-118.78411
739,50.39665711,-107.8336524
852,52.00807615,-112.1218684
1209,45.29099,-118.9674
928,46.72803992,-104.2078678
2085,52.22186679,-118.2950116
2462,39.468,-105.252
