id,left,top,right,bottom,row_index,col_index,acres2,_count,_sum,_mean
2293,-104.375000000000000,51.125000000000000,-104.125000000000000,50.875000000000000,12,95,120608,7698,0,0
2294,-104.375000000000000,50.875000000000000,-104.125000000000000,50.625000000000000,13,95,121250,7751,0,0
2295,-104.375000000000000,50.625000000000000,-104.125000000000000,50.375000000000000,14,95,121889,7806,0,0
2296,-104.375000000000000,50.375000000000000,-104.125000000000000,50.125000000000000,15,95,122526,7857,0,0
2297,-104.375000000000000,50.125000000000000,-104.125000000000000,49.875000000000000,16,95,123161,7918,0,0
2298,-104.375000000000000,49.875000000000000,-104.125000000000000,49.625000000000000,17,95,123793,7969,0,0
2299,-104.375000000000000,49.625000000000000,-104.125000000000000,49.375000000000000,18,95,124423,8024,0,0
2300,-104.375000000000000,49.375000000000000,-104.125000000000000,49.125000000000000,19,95,125050,8082,0,0
2301,-104.375000000000000,49.125000000000000,-104.125000000000000,48.875000000000000,20,95,125675,4168,0,0
2302,-104.375000000000000,48.875000000000000,-104.125000000000000,48.625000000000000,21,95,126297,0,0,
2303,-104.375000000000000,48.625000000000000,-104.125000000000000,48.375000000000000,22,95,126917,0,0,
2304,-104.375000000000000,48.375000000000000,-104.125000000000000,48.125000000000000,23,95,127534,0,0,
2305,-104.125000000000000,54.125000000000000,-103.875000000000000,53.875000000000000,0,96,112725,7061,0,0
2306,-104.125000000000000,53.875000000000000,-103.875000000000000,53.625000000000000,1,96,113394,7112,0,0
2307,-104.125000000000000,53.625000000000000,-103.875000000000000,53.375000000000000,2,96,114062,7169,0,0
2308,-104.125000000000000,53.375000000000000,-103.875000000000000,53.125000000000000,3,96,114727,7209,0,0
2309,-104.125000000000000,53.125000000000000,-103.875000000000000,52.875000000000000,4,96,115389,7274,0,0
2310,-104.125000000000000,52.875000000000000,-103.875000000000000,52.625000000000000,5,96,116050,7318,0,0
2311,-104.125000000000000,52.625000000000000,-103.875000000000000,52.375000000000000,6,96,116708,7383,0,0
2312,-104.125000000000000,52.375000000000000,-103.875000000000000,52.125000000000000,7,96,117364,7427,0,0
2313,-104.125000000000000,52.125000000000000,-103.875000000000000,51.875000000000000,8,96,118018,7478,0,0
2314,-104.125000000000000,51.875000000000000,-103.875000000000000,51.625000000000000,9,96,118669,7533,0,0
2315,-104.125000000000000,51.625000000000000,-103.875000000000000,51.375000000000000,10,96,119318,7593,0,0
2316,-104.125000000000000,51.375000000000000,-103.875000000000000,51.125000000000000,11,96,119964,7640,0,0
2317,-104.125000000000000,51.125000000000000,-103.875000000000000,50.875000000000000,12,96,120608,7697,0,0
2318,-104.125000000000000,50.875000000000000,-103.875000000000000,50.625000000000000,13,96,121250,7752,0,0
2319,-104.125000000000000,50.625000000000000,-103.875000000000000,50.375000000000000,14,96,121889,7804,0,0
2320,-104.125000000000000,50.375000000000000,-103.875000000000000,50.125000000000000,15,96,122526,7862,0,0
2321,-104.125000000000000,50.125000000000000,-103.875000000000000,49.875000000000000,16,96,123161,7908,0,0
2322,-104.125000000000000,49.875000000000000,-103.875000000000000,49.625000000000000,17,96,123793,7972,0,0
2323,-104.125000000000000,49.625000000000000,-103.875000000000000,49.375000000000000,18,96,124423,8023,0,0
2324,-104.125000000000000,49.375000000000000,-103.875000000000000,49.125000000000000,19,96,125050,8086,0,0
2325,-104.125000000000000,49.125000000000000,-103.875000000000000,48.875000000000000,20,96,125675,4163,0,0
2326,-104.125000000000000,48.875000000000000,-103.875000000000000,48.625000000000000,21,96,126297,0,0,
2327,-104.125000000000000,48.625000000000000,-103.875000000000000,48.375000000000000,22,96,126917,0,0,
2328,-104.125000000000000,48.375000000000000,-103.875000000000000,48.125000000000000,23,96,127534,0,0,
2329,-103.875000000000000,54.125000000000000,-103.625000000000000,53.875000000000000,0,97,112725,7063,0,0
2330,-103.875000000000000,53.875000000000000,-103.625000000000000,53.625000000000000,1,97,113394,7112,0,0
2331,-103.875000000000000,53.625000000000000,-103.625000000000000,53.375000000000000,2,97,114062,7164,0,0
2332,-103.875000000000000,53.375000000000000,-103.625000000000000,53.125000000000000,3,97,114727,7219,0,0
2333,-103.875000000000000,53.125000000000000,-103.625000000000000,52.875000000000000,4,97,115389,7270,0,0
2334,-103.875000000000000,52.875000000000000,-103.625000000000000,52.625000000000000,5,97,116050,7323,0,0
2335,-103.875000000000000,52.625000000000000,-103.625000000000000,52.375000000000000,6,97,116708,7376,0,0
2336,-103.875000000000000,52.375000000000000,-103.625000000000000,52.125000000000000,7,97,117364,7427,0,0
2337,-103.875000000000000,52.125000000000000,-103.625000000000000,51.875000000000000,8,97,118018,7481,0,0
2338,-103.875000000000000,51.875000000000000,-103.625000000000000,51.625000000000000,9,97,118669,7535,0,0
2339,-103.875000000000000,51.625000000000000,-103.625000000000000,51.375000000000000,10,97,119318,7588,0,0
2340,-103.875000000000000,51.375000000000000,-103.625000000000000,51.125000000000000,11,97,119964,7644,0,0
2341,-103.875000000000000,51.125000000000000,-103.625000000000000,50.875000000000000,12,97,120608,7695,0,0
2342,-103.875000000000000,50.875000000000000,-103.625000000000000,50.625000000000000,13,97,121250,7748,0,0
2343,-103.875000000000000,50.625000000000000,-103.625000000000000,50.375000000000000,14,97,121889,7805,0,0
2344,-103.875000000000000,50.375000000000000,-103.625000000000000,50.125000000000000,15,97,122526,7860,0,0
2345,-103.875000000000000,50.125000000000000,-103.625000000000000,49.875000000000000,16,97,123161,7917,0,0
2346,-103.875000000000000,49.875000000000000,-103.625000000000000,49.625000000000000,17,97,123793,7971,0,0
2347,-103.875000000000000,49.625000000000000,-103.625000000000000,49.375000000000000,18,97,124423,8024,0,0
2348,-103.875000000000000,49.375000000000000,-103.625000000000000,49.125000000000000,19,97,125050,8080,0,0
2349,-103.875000000000000,49.125000000000000,-103.625000000000000,48.875000000000000,20,97,125675,4166,0,0
2350,-103.875000000000000,48.875000000000000,-103.625000000000000,48.625000000000000,21,97,126297,0,0,
2351,-103.875000000000000,48.625000000000000,-103.625000000000000,48.375000000000000,22,97,126917,0,0,
2352,-103.875000000000000,48.375000000000000,-103.625000000000000,48.125000000000000,23,97,127534,0,0,
2353,-103.625000000000000,54.125000000000000,-103.375000000000000,53.875000000000000,0,98,112725,7060,0,0
2354,-103.625000000000000,53.875000000000000,-103.375000000000000,53.625000000000000,1,98,113394,7115,0,0
2355,-103.625000000000000,53.625000000000000,-103.375000000000000,53.375000000000000,2,98,114062,7167,0,0
2356,-103.625000000000000,53.375000000000000,-103.375000000000000,53.125000000000000,3,98,114727,7218,0,0
2357,-103.625000000000000,53.125000000000000,-103.375000000000000,52.875000000000000,4,98,115389,7269,0,0
2358,-103.625000000000000,52.875000000000000,-103.375000000000000,52.625000000000000,5,98,116050,7321,0,0
2359,-103.625000000000000,52.625000000000000,-103.375000000000000,52.375000000000000,6,98,116708,7373,0,0
2360,-103.625000000000000,52.375000000000000,-103.375000000000000,52.125000000000000,7,98,117364,7431,0,0
2361,-103.625000000000000,52.125000000000000,-103.375000000000000,51.875000000000000,8,98,118018,7481,0,0
2362,-103.625000000000000,51.875000000000000,-103.375000000000000,51.625000000000000,9,98,118669,7536,0,0
2363,-103.625000000000000,51.625000000000000,-103.375000000000000,51.375000000000000,10,98,119318,7587,0,0
2364,-103.625000000000000,51.375000000000000,-103.375000000000000,51.125000000000000,11,98,119964,7642,0,0
2365,-103.625000000000000,51.125000000000000,-103.375000000000000,50.875000000000000,12,98,120608,7695,0,0
2366,-103.625000000000000,50.875000000000000,-103.375000000000000,50.625000000000000,13,98,121250,7754,0,0
2367,-103.625000000000000,50.625000000000000,-103.375000000000000,50.375000000000000,14,98,121889,7804,0,0
2368,-103.625000000000000,50.375000000000000,-103.375000000000000,50.125000000000000,15,98,122526,7861,0,0
2369,-103.625000000000000,50.125000000000000,-103.375000000000000,49.875000000000000,16,98,123161,7913,0,0
2370,-103.625000000000000,49.875000000000000,-103.375000000000000,49.625000000000000,17,98,123793,7968,0,0
2371,-103.625000000000000,49.625000000000000,-103.375000000000000,49.375000000000000,18,98,124423,8028,0,0
2372,-103.625000000000000,49.375000000000000,-103.375000000000000,49.125000000000000,19,98,125050,8082,0,0
2373,-103.625000000000000,49.125000000000000,-103.375000000000000,48.875000000000000,20,98,125675,4168,0,0
2374,-103.625000000000000,48.875000000000000,-103.375000000000000,48.625000000000000,21,98,126297,0,0,
2375,-103.625000000000000,48.625000000000000,-103.375000000000000,48.375000000000000,22,98,126917,0,0,
2376,-103.625000000000000,48.375000000000000,-103.375000000000000,48.125000000000000,23,98,127534,0,0,
2377,-103.375000000000000,54.125000000000000,-103.125000000000000,53.875000000000000,0,99,112725,7061,0,0
