lat,lon,total_acres,pseu_acres,abies_acres
52.75,-124.5,63.32014731960079,0,63.32014731960079
52.5,-124.5,586.7114130434784,586.7114130434784,0
52.25,-124.5,553.5291739657732,553.5291739657732,0
52,-124.5,17808.1013063183,17808.1013063183,0
51.75,-124.5,41647.648512220985,38022.00159404889,3814.8111052072322
51.5,-124.5,58229.19515406894,42847.00895443769,18367.493020805887
51.25,-124.5,8478.966168371364,3177.6459480723806,5726.055074744289
51,-124.5,16647.478034832304,9311.301273719775,12289.66363400052
51.5,-127.75,9672.289700996673,0,9672.289700996673
50.75,-124.5,28594.778623983453,11769.717309926427,23789.854137085375
50.5,-124.5,52005.97333333338,21144.71588652488,40474.06368794333
50.25,-124.5,82285.94939350469,40224.06964914573,57451.54167210122
50,-124.5,96303.51001658798,85522.7972438433,26386.030241163648
49.75,-124.5,114259.41707260498,114230.70146137792,344.5873347251217
49.5,-124.5,114708.2912912913,114708.2912912913,0
49.25,-124.5,113441.3065777664,90175.81741248877,40405.949480702686
51.25,-127.75,1820.8821428571396,1678.0678571428527,142.81428571428566
54,-124.25,734.5728856778575,734.5728856778575,0
53.75,-124.25,20995.94333006026,1336.1054846402046,19659.83784542008
53.5,-124.25,3176.3697173243754,1707.8972851945139,1500.3957458718196
53.25,-124.25,2509.2560908084192,2048.6964285714334,460.55966223698766
53,-124.25,79.34878283592248,79.34878283592248,0
52.75,-124.25,364.6877988796286,174.41590381199669,190.2718950676319
52.5,-124.25,712.5997286295794,696.7641791044772,15.835549525101067
52.25,-124.25,869.3629629629633,869.3629629629633,0
52,-124.25,8552.48551981849,8536.73508608034,15.75043373815536
51,-127.75,18150.906930693007,15165.560396039635,4418.312871287124
51.75,-124.25,17474.95963351481,13598.638560616071,4333.2857522241375
51.5,-124.25,43626.87109940756,20972.946675444393,24492.002896642585
51.25,-124.25,20659.5931847968,4465.239318479679,17546.503800786362
51,-124.25,33985.544369486284,15834.885313959567,25817.74779449917
50.75,-124.25,13726.415094339583,5844.695011630908,10999.935383820104
50.5,-124.25,55476.62610704664,26001.73507893728,40504.507893723545
50.25,-124.25,59516.63807584621,21299.378467803475,45904.370577755115
50,-124.25,98059.11163025632,64481.05897209238,50950.30130066922
49.75,-124.25,108986.48996155494,98807.01431012391,18693.218923536977
49.5,-124.25,119775.77026074703,115479.2748414376,17405.190627202213
50.75,-127.75,18244.240460763143,10457.703383729297,8100.79193664507
49.25,-124.25,114037.2483221476,111355.70469798661,7041.610738255029
54,-124,1532.8045325779083,1516.8378186968869,15.966713881019267
53.75,-124,8972.70864371047,3155.5884750527002,5944.618692902322
53.5,-124,3198.4461495535666,2927.9308035714334,270.51534598214334
53.25,-124,9622.880216276166,9145.712602245949,604.412311104949
53,-124,2951.3688118811906,2332.533415841582,634.7029702970297
50.5,-127.75,76705.8461895192,29016.70428196013,53492.48276395116
52.75,-124,681.6213632017489,523.104767108319,174.368255702773
52.5,-124,443.03470715835186,427.212039045553,15.822668112797654
52.25,-124,7503.082099596232,7503.082099596232,0
52,-124,2210.074906367038,2210.074906367038,0
51.75,-124,5493.497944024409,5493.497944024409,0
51.5,-124,28138.663590825203,12315.580543105685,16861.177959398865
51.25,-124,32105.47338129502,13134.057292347974,22251.007455853534
51,-124,24065.19719407642,6439.320342946221,21041.38009872691
50.75,-124,21804.963852310924,9767.621998450806,16482.862122385723
50.5,-124,35358.425332991756,14689.747566598375,27818.416752049125
53.25,-128,18946.531067525073,2714.0089833807474,17744.122024255088
50.25,-127.75,65325.37994971712,7239.122564424891,61879.09553739792
50.25,-124,51525.83443708606,20107.246887417263,39467.97774834435
50,-124,89931.96311535641,44359.67832476122,58132.71594415875
49.75,-124,108137.62609809666,94068.18008784774,27776.394216691035
49.5,-124,118503.41382405745,111634.46005385999,14072.978456014329
49.25,-124,87416.75904792955,85378.12194326706,10519.367460058687
54,-123.75,4197.462126575104,4197.462126575104,0
50,-127.75,21674.715460526295,0,21674.715460526295
53.75,-123.75,7208.732489451482,6283.7181434599115,925.0143459915618
53.5,-123.75,14896.33486814568,12540.93149155858,2387.23315194642
53.25,-123.75,24594.57083506439,24546.906938097196,47.663896967178005
53,-123.75,6668.966561166918,6383.1537085454775,317.56983624604356
52.75,-123.75,918.7687687687691,665.3153153153149,285.1351351351355
52.5,-123.75,664.8224603282246,664.8224603282246,0
52.25,-123.75,10491.343026386647,10491.343026386647,0
52,-123.75,22247.614963259835,22247.614963259835,0
51.75,-123.75,14475.286833023665,14475.286833023665,0
51.5,-123.75,20698.983390456073,13919.90904297393,7030.73372001055
51.25,-123.75,31591.775510204112,4205.959183673473,28044.95918367341
51,-123.75,4844.387365137136,109.74340309372076,4797.354478096971
50.75,-123.75,13979.558937322616,3455.797007995876,13416.623678101625
50.5,-123.75,15056.508969759103,2545.861993849307,14478.613915940521
50.25,-123.75,33276.090396960564,13499.851434560442,25169.758679418337
50,-123.75,79876.21766255374,35225.44613891578,59454.67932898929
49.75,-123.75,95313.81680033768,48057.532995638154,69621.58730828762
49.5,-123.75,114014.41604060918,87614.00284263954,46131.2483248731
49.25,-123.75,115873.1409001957,115873.1409001957,0
54,-123.5,15303.408125707785,14441.693799547002,989.37570781427
53.75,-123.5,9784.13659359191,6421.835581787524,3410.1062394603664
53.5,-123.5,19376.529034059233,17832.138470128368,1576.2336683417047
53.25,-123.5,13351.438071487955,12572.604183984522,810.6230257689108
53,-123.5,15026.592821782153,14661.638613861378,380.8217821782178
52.75,-123.5,5167.641032645808,5024.976096161727,142.66493648408658
52.5,-123.5,1028.194632691786,1012.3762537272972,15.81837896448869
52.25,-123.5,7518.878061911166,7518.878061911166,0
52,-123.5,34411.39812834226,34411.39812834226,0
51.75,-123.5,3827.524157154231,3827.524157154231,0
51.5,-123.5,1649.9920979849837,785.7105228499931,864.2815751349929
51.25,-123.5,19454.89476439791,5856.881151832459,14241.79947643979
51,-123.5,17014.846453624345,3023.8170953494355,14821.404001039182
50.75,-123.5,28889.157636738943,10448.271413828694,23086.30030959755
50.5,-123.5,56189.189237668186,19208.644458680374,52722.263164638
50.25,-123.5,53595.384634952956,19153.45382854235,45849.84634952932
50,-123.5,33012.06634651836,4482.543662327816,31346.676860861815
49.75,-123.5,80191.65571465099,35909.78228074666,64776.87918690874
49.5,-123.5,105665.15173764073,65347.95839451791,66017.88154674503
49.25,-123.5,117668.57638888886,115931.7708333333,12157.638888888885
54,-123.25,20759.66850828726,18907.267318317074,2155.8117297067547
53.75,-123.25,26128.60480809781,24566.308730493452,1817.3648249683652
53.5,-123.25,27441.09517164393,27329.67541166622,143.25397711415005
53.25,-123.25,16185.156042128654,15072.227827050943,1128.8271895787148
53,-123.25,7255.472344523939,4651.757980187122,2619.5906714364382
52.75,-123.25,2915.5106499180756,1172.5423265974855,1742.9683233205903
52.5,-123.25,870.6008409060083,743.9679913196798,126.63284958632849
52.25,-123.25,6764.313493132241,6764.313493132241,0
52,-123.25,73619.24973262029,73619.24973262029,0
51.75,-123.25,11825.957935244167,11825.957935244167,0
51.5,-123.25,770.6052458152102,660.518782127323,110.08646368788717
51.25,-123.25,3250.3335078533987,0,3250.3335078533987
51,-123.25,12692.280109133371,329.05911394049633,12582.593737819943
50.75,-123.25,30386.824106336255,12032.681636340174,21374.048264292178
50.5,-123.25,40572.405124919955,18521.505957719426,29281.470211402986
50.25,-123.25,42707.904555866575,8373.18172562993,41725.575973530176
50,-123.25,85691.424763108,38916.69753632343,69150.6612760581
49.75,-123.25,80642.57829888709,40247.48569157396,64766.634472708014
49.5,-123.25,107686.5360235858,59059.083840058964,83453.05325225728
49.25,-123.25,46866.52734238947,42902.90839428769,12674.869383490037
54,-123,19072.118788050455,16422.770069375594,3032.387087639817
53.75,-123,28201.038380430182,26941.6364403206,2311.5605229860794
53.5,-123,32841.57794836008,32109.288764829005,875.5631542219116
53.25,-123,36600.122039063535,36377.62889596902,301.9549799141158
53,-123,17012.379040021966,16869.551230917335,158.6975656718473
52.75,-123,6293.108864909161,6229.70222647179,63.40663843737169
52.5,-123,2231.601301871442,2041.6777868185536,189.92351505288843
52.25,-123,1611.6219709208415,1611.6219709208415,0
52,-123,44863.87092463922,44863.87092463922,0
54,-127.5,62970.84749362788,814.0717926932883,62970.84749362788
51.75,-123,38637.517520573354,38637.517520573354,15.751128218741579
51.5,-123,3350.657086354644,2343.886882003953,1006.7702043506923
51.25,-123,10182.662307088676,674.6602144912376,9508.002092597435
51,-123,36154.191268191236,9951.41372141372,27252.769230769176
50.75,-123,45732.86433458108,21191.751645798413,30269.459145475706
50.5,-123,69343.10169057375,34437.389088114745,45318.105404713126
50.25,-123,74466.50152671758,29587.067175572498,60686.22366412214
50,-123,77339.44256287118,16249.220775938307,72483.3535953494
49.75,-123,86700.12692838335,28196.17308415907,73921.79518374513
49.5,-123,103406.76443214693,39356.53942900265,93548.06867060743
53,-128,12643.155107187858,0,12643.155107187858
53.75,-127.5,60681.88895136352,191.2746696654482,60681.88895136352
49.25,-123,36603.68406925245,31233.129781237476,14718.675345591175
54,-122.75,11155.99249610647,6000.934447118793,6080.734107319836
53.75,-122.75,18346.4287320776,15078.819791959568,4096.465842001689
53.5,-122.75,43809.99637124913,42647.885275645494,1989.9162595952582
53.25,-122.75,59716.54822616408,57140.914356984475,3879.349778270513
53,-122.75,31945.81996974284,30184.27699078533,2047.198597166823
53.5,-127.5,26203.217306350336,15.919330076760971,26203.217306350336
52.75,-122.75,19222.811689198363,16766.475488187938,2646.5041649597165
52.5,-122.75,29829.77355932203,29766.474305084736,158.24813559322027
52.25,-122.75,14077.991922455569,14077.991922455569,0
52,-122.75,30656.279946524057,30656.279946524057,0
51.75,-122.75,84687.0862526539,84671.3393046709,15.746947983014376
51.5,-122.75,13002.501778890519,12766.66438265915,235.83739623138734
51.25,-122.75,18245.83350785336,8463.42879581152,9829.510994764398
51,-122.75,60828.92763414322,45253.46290762632,17816.200597635394
50.75,-122.75,50565.16129032256,21793.709677419356,33402.41935483872
50.5,-122.75,76231.37304637459,40379.830130668706,51216.4898795798
53.25,-127.5,41591.71729490025,2671.0277161862573,41496.323447893614
50.25,-122.75,70313.30449166567,44869.554396233565,39256.96246341774
50,-122.75,39103.42299431464,3485.5418825015804,38340.96070751735
49.75,-122.75,56732.63442478992,20453.5668046669,49930.30924601682
49.5,-122.75,87840.05307828727,26132.928046617682,81425.03394983536
49.25,-122.75,48818.97238118931,38644.46379696446,22962.652401094827
54,-122.5,31139.502762430948,6467.435189120274,29015.628984275372
53,-127.5,46076.24030261347,6555.111004126551,44727.125447042665
53.75,-122.5,49542.15092748735,20269.41652613828,35503.34907251265
53.5,-122.5,63825.708984375,38079.01311383933,34991.95563616067
53.25,-122.5,39392.677987247,35178.28167452181,8396.985860826177
53,-122.5,18234.35029569518,17932.82492091871,555.4414798514642
52.75,-122.5,50996.70899904407,50901.625017069535,110.93131230369994
52.5,-122.5,81993.06616052064,81993.06616052064,31.645336225596473
52.25,-122.5,73581.6031233172,73581.6031233172,0
52,-122.5,73414.13823529414,73414.13823529414,0
51.75,-122.5,61609.632081730124,61609.632081730124,15.744858697094038
51.5,-122.5,76005.44013713076,75675.0501054852,393.3214662447252
52.75,-127.5,14502.287626331614,332.83938814531575,14312.093690248528
51.25,-122.5,15303.532644249668,10767.40860918487,4598.907758733478
51,-122.5,27457.89922077926,16665.832727272704,10933.036883116878
50.75,-122.5,53207.279297883375,30594.185596282892,25711.635260712414
50.5,-122.5,73642.57239876986,45403.808687852405,41108.64274730906
50.25,-122.5,79761.16757857235,45243.72719175466,53023.40323196331
50,-122.5,92405.75217885568,47820.754578754546,63019.478464064625
49.75,-122.5,58510.44303638642,11602.681430363858,55466.098243412824
49.5,-122.5,85698.80319082644,34955.68266234572,78332.36607254141
49.25,-122.5,82809.65107646624,70570.78074733974,38898.255382331066
52.5,-127.5,32799.707242848424,887.9184418746199,32355.74802191116
54,-122.25,48091.74220963173,5061.448300283281,46974.07223796033
53.75,-122.25,68696.57600900011,16839.272113626725,62142.65476023068
53.5,-122.25,60690.91350446434,4296.420200892855,59131.47209821434
53.25,-122.25,58364.85785536158,31677.87628151845,40260.94361318923
53,-122.25,43616.08968363132,36807.02764786791,12126.161760660238
52.75,-122.25,64160.4303278688,61703.087431693966,3836.625683060111
52.5,-122.25,57768.561279826485,57436.28524945774,585.4387201735354
52.25,-127.5,63685.722459595054,2202.0739364666597,62660.9949842096
52.25,-122.25,97998.15020188424,97998.15020188424,0
52,-122.25,91644.55760491846,91644.55760491846,0
51.75,-122.25,64076.84851301111,64076.84851301111,0
51.5,-122.25,61074.21085925143,61074.21085925143,15.724565102793187
51.25,-122.25,45725.97724002619,43921.41739699154,1883.0189666448669
51,-122.25,54811.84669351701,42950.04911004285,12269.204105495684
50.75,-122.25,79847.5609756098,61055.29745773653,23032.649374112832
50.5,-122.25,52664.42181491927,12748.195847218683,44478.08036400925
50.25,-122.25,45875.18046547113,4441.04158718046,45376.53719954212
50,-122.25,61401.59997473787,20347.93330807124,50185.34621700139
52,-127.5,51481.244496282205,1307.6786703601108,50827.405161102164
49.75,-122.25,91477.55823293177,45195.00966365464,63698.70732931728
49.5,-122.25,72773.96110695593,32912.69085016201,63281.705310396355
49.25,-122.25,88861.8971061093,69623.43556764773,50261.25401929263
54,-122,62945.971966586425,13853.221010901856,57535.55500495539
53.75,-122,69473.33998314137,13445.42511941559,63467.504355155914
53.5,-122,43239.08545099138,5797.063390114497,41455.37363864845
51.75,-127.5,44740.08955691252,1820.8175982464386,43718.20212932517
53.25,-122,67179.75640847994,9124.746847720658,61981.51212415135
53,-122,51227.57419887217,17901.085407784387,41753.32952826302
52.75,-122,58722.18732932823,52083.062534134355,13294.094756963434
52.5,-122,56074.91781936536,55948.302142663364,617.251423921888
52.25,-122,66166.42478114481,66150.61818181822,31.613198653197557
52,-122,95966.52125100238,95966.52125100238,0
51.75,-122,97620.91655611567,97620.91655611567,0
51.5,-122,83423.54829358285,83392.1033074186,78.61246541046165
51.25,-122,68007.87117046345,66531.48782403769,1727.6826394344107
51,-122,67983.0436590437,62905.471933471985,5532.045738045742
51.5,-127.5,38660.50625914486,5935.832872703621,34819.67322386606
50.75,-122,89545.43988648089,81615.38957688333,9603.650670794628
50.5,-122,50601.03099782241,17345.80235685918,35534.69501729218
50.25,-122,73284.83074573688,27006.239755663068,55836.80402137947
50,-122,70264.33093252464,25024.373009856005,61409.313368713665
49.75,-122,71766.08367833396,29958.18554761009,53533.36733157697
49.5,-122,86781.51700087189,45560.296425457665,65179.1179474405
49.25,-122,88408.08987373109,70358.04035652388,44846.478088635864
52.75,-128,36193.06220095696,0,36193.06220095696
51.25,-127.5,20700.363101079478,4591.360157016681,16933.09322865556
54,-121.75,60543.410249150584,11425.69365798409,56984.849235560556
53.75,-121.75,71774.20812825198,15420.053157080556,64024.31584868518
53.5,-121.75,64605.4296875,2609.6774553571445,64096.22433035711
53.25,-121.75,68295.55994455991,2289.7696465696513,68072.94345114341
53,-121.75,83756.22462173316,1539.5781292984816,83359.42613480052
52.75,-121.75,55600.68951392687,24401.55652648822,35715.005461496476
52.5,-121.75,59335.27149443994,55647.58991049639,9448.694873881203
52.25,-121.75,45950.45437415883,45808.29071332432,979.3496635262453
52,-121.75,78410.40807594598,78410.40807594598,0
51,-127.5,7642.099106417551,2743.317627944766,5323.342539940423
51.75,-121.75,89312.79349701393,89312.79349701393,0
51.5,-121.75,68754.46224799051,68754.46224799051,0
51.25,-121.75,53027.79272441767,46795.692750588816,6546.059670243388
51,-121.75,52423.27461678358,42380.44167316181,10653.863341127566
50.75,-121.75,73113.06143520915,60609.35080020653,13364.416623644769
50.5,-121.75,78911.6101217168,67433.27379884684,13211.799359384991
50.25,-121.75,63803.28720427378,40099.13482574408,29283.433477486706
50,-121.75,92464.14812942367,37888.50783619818,76041.64370576337
49.75,-121.75,99261.0872946193,37108.39959864538,78657.38592750537
49.5,-121.75,88840.3476635514,51273.12909657318,56668.66853582559
50.75,-127.5,31030.80568720382,24250,8102.488151658764
49.25,-121.75,80137.24009900991,58547.54331683172,39140.030940594
54,-121.5,72722.71568210798,13206.342966425826,66287.21844453886
53.75,-121.5,82304.6669477234,5035.483979763911,80424.32799325463
53.5,-121.5,40780.78765880221,955.4264972776774,40462.31215970959
53.25,-121.5,77856.70771575013,4322.723922981022,75838.3770605347
53,-121.5,106912.21832439126,380.97895171275275,106880.47007841514
50.5,-127.5,91694.47407739429,56801.40310772445,50536.6763783057
52.75,-121.5,64982.92816170441,11268.990712919966,56661.943458071546
52.5,-121.5,65560.24833943338,54359.317879897004,21088.757489494426
52.25,-121.5,46787.534006734044,46582.04821548823,1817.758922558924
52,-121.5,38761.12292891497,38540.35168359168,299.6181186531266
51.75,-121.5,82263.31050046458,82263.31050046458,0
51.5,-121.5,48290.139430680014,48290.139430680014,0
51.25,-121.5,81147.96284181606,81147.96284181606,0
51,-121.5,96755.95010395008,96426.84823284824,454.4740124740127
50.75,-121.5,78716.29467165524,77308.41181783001,1501.7417107470021
50.5,-121.5,77954.62751376966,69164.63045984373,9945.34302548994
50.25,-127.5,84787.08535940803,11187.29730443974,78181.5610465116
50.25,-121.5,97384.46334012221,81476.04684317719,20431.397657841095
50,-121.5,108417.13991665619,74714.6664982952,49535.01515342852
49.75,-121.5,105717.5123666039,64639.68449466411,67685.94036409291
49.5,-121.5,105820.00971841515,61932.45514577622,63513.70931971089
49.25,-121.5,103703.01830776839,43761.31246907474,84877.45546759026
54,-121.25,62681.73839184594,4308.571630804078,60495.53723103059
50,-127.5,53531.39527559061,16098.20944881892,43445.770078740155
53.75,-121.25,79501.74019401098,15096.881484605643,73188.78869675245
53.5,-121.25,82450.62238347756,461.59614847892874,82371.0368406364
53.25,-121.25,75414.284051545,14974.758764029382,67831.52404046003
53,-121.25,87533.74621733144,16205.250206327348,81851.59188445668
52.75,-121.25,93226.72767003553,5737.5170718382915,90817.60447965037
52.5,-121.25,62215.778139408765,38633.608353675096,35183.331163547635
52.25,-121.25,44175.36105503976,27718.183286233318,22000.814426053053
52,-121.25,39334.07406417113,33133.3957219251,6721.345989304811
51.75,-121.25,73040.39949582057,73040.39949582057,62.97943478837735
51.5,-121.25,39552.49373929091,39552.49373929091,0
51.25,-121.25,92162.86888249154,92162.86888249154,0
51,-121.25,66393.17582846007,65249.006367771326,1175.516569200779
50.75,-121.25,51450.29673590507,50621.21016643011,907.3022835763129
50.5,-121.25,78203.25768836492,78093.9261916965,171.80663762173253
50.25,-121.25,97715.34215212418,85278.84406003558,14057.294835919598
50,-121.25,94086.72374573481,33385.61165171239,74880.26930367747
49.75,-121.25,103779.30665997736,56221.55437100207,79977.14072494666
49.5,-121.25,108178.41248287025,64451.33100784857,82261.47514638098
49.25,-121.25,105890.11138613864,57603.477722772324,82149.18316831684
54,-121,52666.729216824795,2873.6014728791974,51469.39526979178
53.75,-121,64744.21332209109,14819.62057335583,59421.89797639128
53.5,-121,71455.92629815746,1448.8612506979377,71312.63232830823
53.25,-121,75589.52063711913,5211.9745152354535,73921.05318559555
53,-121,58591.387948823765,5778.180767643422,56051.5282707388
52.75,-121,85412.9267959574,11681.077574433211,79358.41983064734
52.5,-121,68059.89101260678,42731.233292666395,40642.92422393932
52.25,-121,72479.30298949637,23975.382170751414,56690.636681928365
52,-121,73303.69358288764,38024.51604278076,36446.73529411768
51.75,-121,67729.85134058938,67147.05959649586,1732.6241040615855
51.5,-121,44400.32046382917,44400.32046382917,0
51.25,-121,90114.2448979592,90114.2448979592,0
51,-121,80515.04821312544,80436.68044184541,94.04132553606127
50.75,-121,71529.67741935486,71482.74193548385,62.58064516128977
50.5,-121,56454.67456758483,55658.21857783478,937.0070467648941
50.25,-121,95950.90395623964,95904.14425645595,109.1059661620658
50,-121,106106.74150347445,102185.50688566017,7266.7324068224925
49.75,-121,97987.2553965864,44915.356802208895,73004.93310742972
49.5,-121,101420.16805780494,31884.653170549376,96242.98081475016
49.25,-121,115579.56317287468,45835.67627768843,101451.28078208145
54,-120.75,57343.75796178341,2744.331210191082,56545.98726114654
53.75,-120.75,70661.8961879308,13685.757771838518,65414.093965395965
53.5,-120.75,67628.83649553567,14146.361328125,63045.98828125
52.5,-128,55679.887352108,0,55679.887352108
53.25,-120.75,67360.16151393316,3292.4565368085373,66708.03244142524
53,-120.75,60900.63177441546,6094.824759284729,58043.68266850067
52.75,-120.75,76289.48948948945,15951.726726726672,68020.57057057056
52.5,-120.75,74549.3722192078,23446.08627238203,60396.23168746603
52.25,-120.75,67550.2392679316,22348.27883192035,54472.94253801637
52,-120.75,73382.58262032081,30119.83449197855,51908.986631016
51.75,-120.75,51748.49761273208,39991.7677718833,18949.267374005292
51.5,-120.75,26693.487402717274,24002.103944070732,3761.641208283866
51.25,-120.75,39872.97175732221,38335.77615062762,2148.9367154811725
51,-120.75,71383.76299376295,70553.17255717257,908.9480249480254
50.75,-120.75,82605.76551012513,82605.76551012513,31.278214884559763
50.5,-120.75,78842.69888475839,78686.45096782468,171.87270862709948
50.25,-120.75,82245.40206185571,82151.83505154635,124.75601374570476
50,-120.75,86489.64110661954,85680.59967155132,1353.588554825674
49.75,-120.75,89856.2683722097,88412.48244293958,3399.882994732881
49.5,-120.75,88760.55429497568,62451.938411669325,35771.030794165286
49.25,-120.75,86265.9282178218,22007.56188118812,69071.5532178218
54,-120.5,38431.880311614776,2618.541076487248,37553.71104815866
53.75,-120.5,61231.16626844691,6135.866479269153,58521.82262825023
53.5,-120.5,77543.05680390784,30660.629727843727,61846.59734822049
53.25,-120.5,45893.97935430233,635.8708604683385,45623.73423860334
53,-120.5,29172.62475928468,2444.278679504809,28109.20481430541
52.75,-120.5,60132.982791587034,8859.86752253483,56994.782846216855
52.5,-120.5,82985.32230508473,11093.194305084744,76307.25098305082
52.25,-120.5,72639.61125319693,4391.868622964065,70601.65782743301
52,-120.5,82633.10840796691,35132.48041705656,59427.056008555046
54,-127.25,69030.29315960908,1117.511683897465,68982.39980172779
51.75,-120.5,69736.7394824154,18064.146383543513,57893.463039150665
51.5,-120.5,51160.992489128985,12640.884438002404,41082.874423507754
51.25,-120.5,28778.171967019975,7049.317628582646,22859.25716529252
51,-120.5,48064.5446985447,16768.523908523905,31766.166320166336
50.75,-120.5,58161.20500580564,58145.56186298547,62.57257128112499
50.5,-120.5,72055.84189622033,71540.48802049966,530.97065983344
50.25,-120.5,56368.19541984736,56243.48702290075,140.29694656488533
50,-120.5,49099.4383371241,49021.626231993876,186.74905231235735
49.75,-120.5,86302.55940283526,85060.12558022828,1832.589888345254
49.5,-120.5,89635.40817343631,89588.90069773239,139.52242711188575
53.75,-127.25,67542.3432185524,749.0538299367529,67542.3432185524
49.25,-120.5,74612.13490099007,62571.42945544556,12443.09405940594
54,-120.25,41230.34197111305,127.69753610875051,41182.45539507224
53.75,-120.25,82032.07677165358,1753.844206974127,81824.8042744657
53.5,-120.25,60221.934979768375,9007.826426677833,54683.55406725271
53.25,-120.25,51577.876835688585,13605.751177611544,43344.49002493762
53,-120.25,36960.04292790318,2651.34328563566,36023.34080902586
53.5,-127.25,67950.13647781184,206.922411387106,67950.13647781184
52.75,-120.25,34542.463134898935,5831.021299836151,31753.713817586005
52.5,-120.25,73913.4846143419,20281.910803849794,64531.914328317704
52.25,-120.25,93669.9076094276,45412.35986531988,63637.36888888887
52,-120.25,94105.23763699544,56627.187917669085,49860.317829457395
51.75,-120.25,80545.63893312108,12566.064490445868,71916.31143842886
51.5,-120.25,68781.65225415239,57818.740838386475,13762.621935143661
51.25,-120.25,60711.860787648846,53538.820358498,8774.02538270313
51,-120.25,86499.96986230195,85857.60457261628,1363.067809820732
50.75,-120.25,52487.416107382494,52362.22250903458,156.4919979349509
50.5,-120.25,54290.89748846741,54290.89748846741,0
53.25,-127.25,44835.10809312641,874.443597560975,44723.815271618645
50.25,-120.25,50883.667005850926,50883.667005850926,0
50,-120.25,53101.12342091962,50020.54257200601,3485.101566447706
49.75,-120.25,69331.53834567587,63893.161290322634,5516.068156144091
49.5,-120.25,64210.823243647246,60243.17401594423,4138.134155455899
49.25,-120.25,56607.44154398125,47727.236174687656,9065.854262031426
54,-120,60097.652931181015,0,60097.652931181015
53,-127.25,30097.337185307522,2365.2443252166754,29303.631035905917
53.75,-120,51381.90527055515,254.99704848910753,51350.03063949405
53.5,-120,46959.212341197876,684.7223230490013,46784.0508166969
53.25,-120,52602.41693224333,21667.299570458596,36069.77456006656
53,-120,42154.34799945007,10122.120445483288,34412.03643613367
52.75,-120,41705.71643218135,2995.963666165824,40738.76519601146
52.5,-120,39066.23409738229,11112.032551200324,32053.94005153946
52.25,-120,86285.91173304628,8780.19160387513,82669.60979547907
52,-120,89132.69616361448,39013.30223232186,63733.82168159338
51.75,-120,90920.21378303009,52550.93812242733,47083.11937325721
51.5,-120,92050.25368809278,35958.84931506854,62472.214172813496
52.75,-127.25,26750.293595521,1426.2597296190124,26401.65232828081
51.25,-120,86370.312483643,66041.42214080083,25462.131379220125
51,-120,79522.27501949568,63031.55289836234,20205.837275799313
50.75,-120,68905.90739068744,65903.19876176958,4316.393654069388
50.5,-120,73670.54855239562,72515.05457340504,1327.2565974891158
50.25,-120,74454.26953423258,73799.38381267493,686.0707559175363
50,-120,53232.31598231202,44767.428553379636,9382.954264055596
49.75,-120,75250.98820873057,67735.20647265433,8416.433266432514
49.5,-120,46937.7394067797,35990.25211864409,11273.12076271187
49.25,-120,69697.46318524933,59654.46726890241,10569.131295631725
52.5,-127.25,64979.91231375241,10853.304332933718,62201.62630587426
54,-119.75,47911.715984709066,0,47911.715984709066
53.75,-119.75,53221.19966254219,0,53221.19966254219
53.5,-119.75,48524.49253523089,47.74466303892794,48508.57764755127
53.25,-119.75,48167.21768047671,5675.147429679919,44781.2053484827
53,-119.75,56519.97647867952,15252.933837689165,45028.69229711137
52.75,-119.75,23660.06418134643,1204.3971050116033,23438.201556739066
52.5,-119.75,44024.63132203392,4209.400406779661,42014.88
52.25,-128,33897.18691588783,0,33897.18691588783
52.25,-127.25,61491.801980198,6476.831683168316,59663.04950495051
52.25,-119.75,72838.99299946151,7015.295638126015,71274.77167474417
52,-119.75,97635.79762063899,2177.0463841732344,96847.0126988371
51.75,-119.75,88982.06370272062,33009.983278035776,66744.42229595217
51.5,-119.75,92636.92923968898,37246.58611147712,65594.24113848996
51.25,-119.75,86036.21515508436,58828.04711425209,35670.48920298388
51,-119.75,88266.18994413404,68459.96518123943,27217.88956736395
50.75,-119.75,79680.80645161294,77099.35483870974,3833.0645161290386
50.5,-119.75,94297.6775557263,92517.59223674098,2623.283627978476
50.25,-119.75,65339.924417864815,40769.244178648725,26784.535946049084
50,-119.75,60856.93885028422,48564.17953253315,14144.453442830087
52,-127.25,61099.83901591127,6122.607835272097,58496.152694210505
49.75,-119.75,87520.36165139919,87365.01844648014,233.0148073785915
49.5,-119.75,81465.59494144029,80892.00274109146,728.6171193620739
49.25,-119.75,73866.45632269238,72953.56966097503,1098.5585251175453
54,-119.5,41910.781537590236,95.75959224125619,41862.90174146963
53.75,-119.5,31245.92155208775,2263.7351328553327,29587.974694221855
53.5,-119.5,28567.22338495888,0,28567.22338495888
51.75,-127.25,65731.59248269044,6673.768828599687,63132.51165748195
53.25,-119.5,44304.3022031315,4133.160593044205,42571.55410835522
53,-119.5,65909.35864630622,32557.826248452307,36939.08419314898
52.75,-119.5,39956.57607211141,3898.9756897022667,38308.228626058495
52.5,-119.5,47344.856639088524,3719.839956598399,46031.040824630356
52.25,-119.5,43059.793270524926,2558.9458950201897,42475.34266487219
52,-119.5,100667.05105586747,8754.342421812355,96124.25715049454
51.75,-119.5,91045.18765759782,33671.44286662239,68287.82800265426
51.5,-119.5,98391.36170773483,44164.4830675978,63644.65199631039
