id,left,top,right,bottom,row_index,col_index,acres2,_count,_sum,_mean
173,-126.375000000000000,53.125000000000000,-126.125000000000000,52.875000000000000,4,7,115389,7270,2750,0.378266850068776
174,-126.375000000000000,52.875000000000000,-126.125000000000000,52.625000000000000,5,7,116050,7323,4774,0.651918612590468
175,-126.375000000000000,52.625000000000000,-126.125000000000000,52.375000000000000,6,7,116708,7375,4107,0.556881355932203
176,-126.375000000000000,52.375000000000000,-126.125000000000000,52.125000000000000,7,7,117364,7427,1422,0.191463578833984
177,-126.375000000000000,52.125000000000000,-126.125000000000000,51.875000000000000,8,7,118018,7484,1125,0.150320684126136
178,-126.375000000000000,51.875000000000000,-126.125000000000000,51.625000000000000,9,7,118669,7534,2966,0.393681975046456
179,-126.375000000000000,51.625000000000000,-126.125000000000000,51.375000000000000,10,7,119318,7588,1580,0.208223510806537
180,-126.375000000000000,51.375000000000000,-126.125000000000000,51.125000000000000,11,7,119964,7640,2401,0.314267015706806
181,-126.375000000000000,51.125000000000000,-126.125000000000000,50.875000000000000,12,7,120608,7261,3611,0.497314419501446
182,-126.375000000000000,50.875000000000000,-126.125000000000000,50.625000000000000,13,7,121250,5665,2931,0.51738746690203
183,-126.375000000000000,50.625000000000000,-126.125000000000000,50.375000000000000,14,7,121889,5981,2167,0.362313994315332
184,-126.375000000000000,50.375000000000000,-126.125000000000000,50.125000000000000,15,7,122526,7861,5418,0.689225289403384
185,-126.375000000000000,50.125000000000000,-126.125000000000000,49.875000000000000,16,7,123161,7914,4591,0.580111195350013
186,-126.375000000000000,49.875000000000000,-126.125000000000000,49.625000000000000,17,7,123793,7508,5844,0.778369738945125
187,-126.375000000000000,49.625000000000000,-126.125000000000000,49.375000000000000,18,7,124423,7280,5534,0.760164835164835
188,-126.375000000000000,49.375000000000000,-126.125000000000000,49.125000000000000,19,7,125050,1581,774,0.489563567362429
189,-126.375000000000000,49.125000000000000,-126.125000000000000,48.875000000000000,20,7,125675,0,0,
190,-126.375000000000000,48.875000000000000,-126.125000000000000,48.625000000000000,21,7,126297,0,0,
191,-126.375000000000000,48.625000000000000,-126.125000000000000,48.375000000000000,22,7,126917,0,0,
192,-126.375000000000000,48.375000000000000,-126.125000000000000,48.125000000000000,23,7,127534,0,0,
193,-126.125000000000000,54.125000000000000,-125.875000000000000,53.875000000000000,0,8,112725,7061,368,0.0521172638436482
194,-126.125000000000000,53.875000000000000,-125.875000000000000,53.625000000000000,1,8,113394,7115,670,0.0941672522839072
195,-126.125000000000000,53.625000000000000,-125.875000000000000,53.375000000000000,2,8,114062,7163,1042,0.145469775233841
196,-126.125000000000000,53.375000000000000,-125.875000000000000,53.125000000000000,3,8,114727,7219,1173,0.162487879207646
197,-126.125000000000000,53.125000000000000,-125.875000000000000,52.875000000000000,4,8,115389,7272,409,0.0562431243124312
198,-126.125000000000000,52.875000000000000,-125.875000000000000,52.625000000000000,5,8,116050,7321,3006,0.41059964485726
199,-126.125000000000000,52.625000000000000,-125.875000000000000,52.375000000000000,6,8,116708,7376,3258,0.441702819956616
200,-126.125000000000000,52.375000000000000,-125.875000000000000,52.125000000000000,7,8,117364,7429,2315,0.311616637501683
201,-126.125000000000000,52.125000000000000,-125.875000000000000,51.875000000000000,8,8,118018,7480,1180,0.157754010695187
202,-126.125000000000000,51.875000000000000,-125.875000000000000,51.625000000000000,9,8,118669,7536,1068,0.14171974522293
203,-126.125000000000000,51.625000000000000,-125.875000000000000,51.375000000000000,10,8,119318,7589,0,0
204,-126.125000000000000,51.375000000000000,-125.875000000000000,51.125000000000000,11,8,119964,7642,1030,0.134781470819157
205,-126.125000000000000,51.125000000000000,-125.875000000000000,50.875000000000000,12,8,120608,7696,2672,0.347193347193347
206,-126.125000000000000,50.875000000000000,-125.875000000000000,50.625000000000000,13,8,121250,6551,4316,0.658830712868264
207,-126.125000000000000,50.625000000000000,-125.875000000000000,50.375000000000000,14,8,121889,5800,2225,0.383620689655172
208,-126.125000000000000,50.375000000000000,-125.875000000000000,50.125000000000000,15,8,122526,7861,4533,0.576644192850782
209,-126.125000000000000,50.125000000000000,-125.875000000000000,49.875000000000000,16,8,123161,7913,5953,0.752306331353469
210,-126.125000000000000,49.875000000000000,-125.875000000000000,49.625000000000000,17,8,123793,7832,4789,0.611465781409602
211,-126.125000000000000,49.625000000000000,-125.875000000000000,49.375000000000000,18,8,124423,7597,5643,0.742793207845202
212,-126.125000000000000,49.375000000000000,-125.875000000000000,49.125000000000000,19,8,125050,4023,1787,0.444195873726075
213,-126.125000000000000,49.125000000000000,-125.875000000000000,48.875000000000000,20,8,125675,49,5,0.102040816326531
214,-126.125000000000000,48.875000000000000,-125.875000000000000,48.625000000000000,21,8,126297,0,0,
215,-126.125000000000000,48.625000000000000,-125.875000000000000,48.375000000000000,22,8,126917,0,0,
216,-126.125000000000000,48.375000000000000,-125.875000000000000,48.125000000000000,23,8,127534,0,0,
217,-125.875000000000000,54.125000000000000,-125.625000000000000,53.875000000000000,0,9,112725,7063,292,0.0413422058615319
218,-125.875000000000000,53.875000000000000,-125.625000000000000,53.625000000000000,1,9,113394,7113,341,0.0479403908336848
219,-125.875000000000000,53.625000000000000,-125.625000000000000,53.375000000000000,2,9,114062,7166,251,0.0350265140943344
220,-125.875000000000000,53.375000000000000,-125.625000000000000,53.125000000000000,3,9,114727,7218,189,0.0261845386533666
221,-125.875000000000000,53.125000000000000,-125.625000000000000,52.875000000000000,4,9,115389,7268,85,0.0116951018161805
222,-125.875000000000000,52.875000000000000,-125.625000000000000,52.625000000000000,5,9,116050,7323,1510,0.206199644954254
