clust_n,max_trap,sum_trap,num_y,max_year,ob,break_end,clust_lon,clust_lat
91,67,170,8,1985,breaks1,1987,-116.5406386903456,46.8830779312764
91,0,0,9,1988,breaks2,1996,-116.5406386903456,46.8830779312764
91,110.6,318,9,2001,breaks3,2005,-116.5406386903456,46.8830779312764
91,63.2,113.2,9,2011,breaks4,2014,-116.5406386903456,46.8830779312764
91,37.4,96.60000000000001,9,2019,breaks5,2023,-116.5406386903456,46.8830779312764
92,1.6,4,8,1985,breaks1,1986,-119.4031507363715,45.10162187560955
92,0.8,1.2,8,1990,breaks2,1995,-119.4031507363715,45.10162187560955
92,44.8,48.4,9,2001,breaks3,2004,-119.4031507363715,45.10162187560955
92,0.4,1.2000000000000002,9,2006,breaks4,2013,-119.4031507363715,45.10162187560955
92,1.2,1.2,7,2022,breaks5,2022,-119.4031507363715,45.10162187560955
93,16.6,18.6,6,1991,breaks2,1996,-116.22163611879525,45.0143240970742
93,25.75,83.45,6,1999,breaks3,2005,-116.22163611879525,45.0143240970742
93,2,4.8500000000000005,6,2008,breaks4,2014,-116.22163611879525,45.0143240970742
93,36.75,78.95,9,2019,breaks5,2023,-116.22163611879525,45.0143240970742
94,12,23.45,4,2016,breaks4,2018,-110.828686,34.403285000000004
95,32.8,35.8,6,1983,breaks1,1987,-115.37291531604426,43.68379343240537
95,117.4,206.20000000000002,9,1991,breaks2,1996,-115.37291531604426,43.68379343240537
95,50.8,108.4,9,2000,breaks3,2005,-115.37291531604426,43.68379343240537
95,2.4,2.4,3,2011,breaks4,2014,-115.37291531604426,43.68379343240537
95,0,0,1,2020,breaks5,2023,-115.37291531604426,43.68379343240537
96,4,4.2,5,1986,breaks1,1986,-120.53372307718406,44.54675272161265
96,15.6,31.2,8,1990,breaks2,1995,-120.53372307718406,44.54675272161265
96,28,54.400000000000006,9,1998,breaks3,2004,-120.53372307718406,44.54675272161265
96,4.2,10.8,9,2006,breaks4,2013,-120.53372307718406,44.54675272161265
96,9.2,24.800000000000004,8,2017,breaks5,2022,-120.53372307718406,44.54675272161265
97,30.6,63.4,7,1982,breaks1,1986,-117.84384649987445,45.79657269984016
97,45.8,61.99999999999999,8,1992,breaks2,1995,-117.84384649987445,45.79657269984016
97,13.4,40.199999999999996,9,1999,breaks3,2004,-117.84384649987445,45.79657269984016
97,51.6,96.50000000000001,9,2009,breaks4,2013,-117.84384649987445,45.79657269984016
97,0,0,1,2014,breaks5,2022,-117.84384649987445,45.79657269984016
98,0,0,1,1986,breaks1,1986,-117.17296457729918,48.36121830677407
98,1.4,4,7,1987,breaks2,1995,-117.17296457729918,48.36121830677407
98,6,10.000000000000002,9,1999,breaks3,2004,-117.17296457729918,48.36121830677407
98,1.4,3.400000000000001,9,2007,breaks4,2013,-117.17296457729918,48.36121830677407
98,6.2,10,9,2021,breaks5,2022,-117.17296457729918,48.36121830677407
99,37.8,43.05,3,1998,breaks2,2000,-118.93304939841435,36.73473246322672
99,29.6,63.150000000000006,6,2004,breaks3,2009,-118.93304939841435,36.73473246322672
100,45,171.40000000000003,9,1986,breaks1,1991,-120.48306576384157,38.96185908049691
100,51.6,132.60000000000002,9,1996,breaks2,2000,-120.48306576384157,38.96185908049691
100,22.25,56.45,5,2004,breaks3,2009,-120.48306576384157,38.96185908049691
101,2.6,6.2,5,1985,breaks1,1985,-121.64614374165498,44.532157459528264
101,45.4,104,8,1990,breaks2,1994,-121.64614374165498,44.532157459528264
101,22,42.4,8,2001,breaks3,2003,-121.64614374165498,44.532157459528264
101,16.6,51.8,9,2007,breaks4,2012,-121.64614374165498,44.532157459528264
101,26.3,60.1,7,2013,breaks5,2021,-121.64614374165498,44.532157459528264
102,26.4,102.6,8,1987,breaks1,1987,-119.80122059515674,44.413658235777575
102,31.8,69.4,9,1990,breaks2,1996,-119.80122059515674,44.413658235777575
102,52.8,108.39999999999999,9,2001,breaks3,2005,-119.80122059515674,44.413658235777575
102,33.4,54.2,9,2006,breaks4,2014,-119.80122059515674,44.413658235777575
102,12.6,29.599999999999998,8,2022,breaks5,2023,-119.80122059515674,44.413658235777575
103,32.4,74.6,9,1984,breaks1,1991,-119.533187457309,37.394594203926864
103,31.8,106.39999999999999,9,1995,breaks2,2000,-119.533187457309,37.394594203926864
103,55.6,180.55,6,2004,breaks3,2009,-119.533187457309,37.394594203926864
105,67.6,205.19999999999996,7,1981,breaks1,1986,-117.07571328121064,44.982551455770576
105,96.6,392,9,1990,breaks2,1995,-117.07571328121064,44.982551455770576
105,94.4,382,9,1999,breaks3,2004,-117.07571328121064,44.982551455770576
105,110.6,338.79999999999995,8,2009,breaks4,2013,-117.07571328121064,44.982551455770576
105,99,411.40000000000003,8,2020,breaks5,2022,-117.07571328121064,44.982551455770576
106,3,7.2,7,1986,breaks1,1986,-120.4375730971101,47.22840504314724
106,2.2,7.4,9,1987,breaks2,1995,-120.4375730971101,47.22840504314724
106,27.4,51.099999999999994,9,1998,breaks3,2004,-120.4375730971101,47.22840504314724
106,8.4,26.3,9,2008,breaks4,2013,-120.4375730971101,47.22840504314724
106,17.8,60.2,9,2016,breaks5,2022,-120.4375730971101,47.22840504314724
107,0.2,0.2,7,1986,breaks1,1989,-118.80055495914506,36.635473243210015
107,2.6,6.3999999999999995,9,1996,breaks2,1998,-118.80055495914506,36.635473243210015
107,13.75,32.95,7,2003,breaks3,2007,-118.80055495914506,36.635473243210015
107,0.4,0.4,1,2008,breaks4,2016,-118.80055495914506,36.635473243210015
108,31,60.6,8,1991,breaks2,1995,-120.585,44.415
108,21.2,57,9,1998,breaks3,2004,-120.585,44.415
108,5.4,13.4,9,2006,breaks4,2013,-120.585,44.415
108,13.2,37.800000000000004,8,2019,breaks5,2022,-120.585,44.415
109,13.8,37.4,7,1981,breaks1,1987,-116.99191415783125,45.805715755087405
109,12.4,21.8,7,1992,breaks2,1996,-116.99191415783125,45.805715755087405
109,25,53.599999999999994,8,1998,breaks3,2005,-116.99191415783125,45.805715755087405
109,4,8.4,7,2009,breaks4,2014,-116.99191415783125,45.805715755087405
109,22.75,34.5,6,2021,breaks5,2023,-116.99191415783125,45.805715755087405
111,6.6,13.600000000000001,7,1982,breaks1,1986,-120.89224087518372,47.33488247675356
111,10.4,19.400000000000002,9,1987,breaks2,1995,-120.89224087518372,47.33488247675356
111,17.4,59.099999999999994,9,1999,breaks3,2004,-120.89224087518372,47.33488247675356
111,26.6,60.2,9,2006,breaks4,2013,-120.89224087518372,47.33488247675356
111,22.4,65.7,9,2016,breaks5,2022,-120.89224087518372,47.33488247675356
112,3.8,6,7,1981,breaks1,1986,-117.56287920501016,45.47669556155075
112,0.6,1,7,1990,breaks2,1995,-117.56287920501016,45.47669556155075
112,3.4,6.2,7,1998,breaks3,2004,-117.56287920501016,45.47669556155075
112,0.4,0.4,3,2008,breaks4,2013,-117.56287920501016,45.47669556155075
113,1,2,3,2002,breaks3,2004,-121.79555198816988,51.32498234616844
113,16.7,33.599999999999994,5,2013,breaks4,2013,-121.79555198816988,51.32498234616844
113,28.333333333333332,69.55,8,2019,breaks5,2022,-121.79555198816988,51.32498234616844
115,4.8,6.2,5,2001,breaks3,2005,-115.70440561991114,46.08866274112765
115,41.8,67.25,9,2011,breaks4,2014,-115.70440561991114,46.08866274112765
115,18.6,44.6,9,2020,breaks5,2023,-115.70440561991114,46.08866274112765
116,6.8,8.4,5,1990,breaks2,1993,-105.17534644517502,39.14039125257772
116,0.2,0.4,6,2000,breaks3,2002,-105.17534644517502,39.14039125257772
116,0.2,0.2,7,2007,breaks4,2011,-105.17534644517502,39.14039125257772
116,0.2,0.2,2,2013,breaks5,2020,-105.17534644517502,39.14039125257772
117,27.2,43,3,2021,breaks5,2023,-111.446291,43.715874
118,35.4,115.19999999999999,9,1983,breaks1,1989,-114.2489088876097,47.74284819911553
118,35.2,68.00000000000001,9,1991,breaks2,1998,-114.2489088876097,47.74284819911553
118,72.6,192.79999999999995,7,2002,breaks3,2007,-114.2489088876097,47.74284819911553
119,9,25.9,7,1999,breaks3,2004,-117.25709219875664,48.083690485654515
119,4.8,14.1,8,2011,breaks4,2013,-117.25709219875664,48.083690485654515
119,1.4,3.6,9,2021,breaks5,2022,-117.25709219875664,48.083690485654515
120,1,1.4,8,1985,breaks1,1989,-114.068547,48.066301
120,0,0,9,1990,breaks2,1998,-114.068547,48.066301
120,2.2,2.85,7,2000,breaks3,2007,-114.068547,48.066301
121,58.6,88.49999999999999,6,1981,breaks1,1986,-119.70625065889762,48.750606914092984
121,3.4,11.3,8,1990,breaks2,1995,-119.70625065889762,48.750606914092984
121,51.6,164.70000000000002,9,1999,breaks3,2004,-119.70625065889762,48.750606914092984
121,58,87.80000000000001,8,2008,breaks4,2013,-119.70625065889762,48.750606914092984
121,12.6,24.799999999999997,9,2022,breaks5,2022,-119.70625065889762,48.750606914092984
122,11,25,7,2001,breaks3,2004,-117.21140179432422,47.8588381329483
122,1.8,9,9,2009,breaks4,2013,-117.21140179432422,47.8588381329483
122,1.4,3.4,9,2018,breaks5,2022,-117.21140179432422,47.8588381329483
123,5.6,7,6,1981,breaks1,1986,-119.06007978144122,48.751009722117736
123,1,2.5,9,1987,breaks2,1995,-119.06007978144122,48.751009722117736
123,1.8,5,9,1998,breaks3,2004,-119.06007978144122,48.751009722117736
123,4.2,12.799999999999999,9,2008,breaks4,2013,-119.06007978144122,48.751009722117736
123,8.8,23.2,9,2022,breaks5,2022,-119.06007978144122,48.751009722117736
124,18.2,18.599999999999998,5,2001,breaks3,2005,-116.7823297685337,46.14385715799849
124,9.4,16.65,9,2009,breaks4,2014,-116.7823297685337,46.14385715799849
124,2.8,5,9,2018,breaks5,2023,-116.7823297685337,46.14385715799849
125,1.2,2.2,6,1985,breaks1,1986,-121.72865936384156,44.41465012326402
125,14.4,16.8,8,1990,breaks2,1995,-121.72865936384156,44.41465012326402
125,2.6,7.8,8,2001,breaks3,2004,-121.72865936384156,44.41465012326402
125,9.6,18,9,2006,breaks4,2013,-121.72865936384156,44.41465012326402
125,51.6,96,9,2022,breaks5,2022,-121.72865936384156,44.41465012326402
126,1.2,2.2,5,1981,breaks1,1986,-119.15768,44.55207
126,32.6,46,9,1990,breaks2,1995,-119.15768,44.55207
126,10,24.6,8,2000,breaks3,2004,-119.15768,44.55207
126,3,10.799999999999999,9,2006,breaks4,2013,-119.15768,44.55207
126,2,9.65,8,2018,breaks5,2022,-119.15768,44.55207
127,1.8,3.2,7,1983,breaks1,1986,-118.15491804758732,45.5853325926983
127,0.6,1.2,7,1988,breaks2,1995,-118.15491804758732,45.5853325926983
127,1.3,4.7,8,1998,breaks3,2004,-118.15491804758732,45.5853325926983
127,2.6,5.800000000000001,9,2009,breaks4,2013,-118.15491804758732,45.5853325926983
127,0,0,1,2014,breaks5,2022,-118.15491804758732,45.5853325926983
128,5.2,8,6,1981,breaks1,1986,-117.80728277078454,44.593237599854874
128,0.3,0.5,8,1990,breaks2,1995,-117.80728277078454,44.593237599854874
128,4.5,11.3,9,1998,breaks3,2004,-117.80728277078454,44.593237599854874
128,5,12.200000000000001,5,2007,breaks4,2013,-117.80728277078454,44.593237599854874
128,0,0,1,2016,breaks5,2022,-117.80728277078454,44.593237599854874
129,0.4,0.8,5,1981,breaks1,1986,-118.05490781301222,44.70301214056083
129,0.8,1,9,1991,breaks2,1995,-118.05490781301222,44.70301214056083
129,1.6,6.799999999999999,9,2000,breaks3,2004,-118.05490781301222,44.70301214056083
129,1.6,4.200000000000001,8,2006,breaks4,2013,-118.05490781301222,44.70301214056083
129,20.6,30.999999999999996,8,2018,breaks5,2022,-118.05490781301222,44.70301214056083
130,69,79,6,1981,breaks1,1986,-120.22298829213392,48.26846889043113
130,5,22.699999999999996,9,1992,breaks2,1995,-120.22298829213392,48.26846889043113
130,61,189.6,9,1999,breaks3,2004,-120.22298829213392,48.26846889043113
130,41.5,121.7,9,2008,breaks4,2013,-120.22298829213392,48.26846889043113
130,18.6,59.900000000000006,9,2019,breaks5,2022,-120.22298829213392,48.26846889043113
131,31.8,53.4,7,1982,breaks1,1986,-120.59048489880222,47.520787654071
131,7.4,22.4,9,1989,breaks2,1995,-120.59048489880222,47.520787654071
131,31,56.6,9,2000,breaks3,2004,-120.59048489880222,47.520787654071
131,16.2,48.10000000000001,9,2010,breaks4,2013,-120.59048489880222,47.520787654071
131,51,169.49999999999997,9,2017,breaks5,2022,-120.59048489880222,47.520787654071
136,3.8,10.8,6,1988,breaks2,1990,-123.5192817097784,42.59354872419337
137,0.6,1.4,7,1989,breaks2,1990,-122.88471124049654,42.716082296409446
138,8,15.899999999999999,4,1999,breaks3,2002,-119.5575309,49.04313489000001
138,63.2,135.89999999999998,9,2008,breaks4,2011,-119.5575309,49.04313489000001
138,34.9,84.81666666666666,9,2018,breaks5,2020,-119.5575309,49.04313489000001
139,43.8,86.19999999999999,6,1982,breaks1,1986,-119.54419108637572,48.888106151695645
139,38.2,102.60000000000002,8,1990,breaks2,1995,-119.54419108637572,48.888106151695645
139,58.6,240.8,9,1999,breaks3,2004,-119.54419108637572,48.888106151695645
139,47.4,135.2,8,2007,breaks4,2013,-119.54419108637572,48.888106151695645
139,33.6,101.5,9,2018,breaks5,2022,-119.54419108637572,48.888106151695645
140,19.8,56.20000000000001,7,1983,breaks1,1989,-114.17527840329667,46.76618801415084
140,1.8,3.0000000000000004,9,1991,breaks2,1998,-114.17527840329667,46.76618801415084
140,18,31,7,2002,breaks3,2007,-114.17527840329667,46.76618801415084
141,5.6,7.3999999999999995,4,1983,breaks1,1984,-118.3182510631391,44.73704314431386
141,0.2,0.4,3,1991,breaks2,1993,-118.3182510631391,44.73704314431386
141,3,5.2,9,2001,breaks3,2002,-118.3182510631391,44.73704314431386
141,1.4,5.6,9,2003,breaks4,2011,-118.3182510631391,44.73704314431386
141,31.4,33.4,7,2018,breaks5,2020,-118.3182510631391,44.73704314431386
142,18.6,22,6,1991,breaks2,1996,-116.2695087833728,44.808221335513494
142,10,25.849999999999998,6,2001,breaks3,2005,-116.2695087833728,44.808221335513494
143,65.6,103.39999999999999,7,1990,breaks2,1996,-116.10214619132036,43.77262840797215
143,14.6,25.200000000000003,4,2001,breaks3,2005,-116.10214619132036,43.77262840797215
143,15.4,37.800000000000004,6,2009,breaks4,2014,-116.10214619132036,43.77262840797215
143,22.2,89.4,9,2018,breaks5,2023,-116.10214619132036,43.77262840797215
144,1.4,4.4,7,1982,breaks1,1986,-117.78333426178936,45.46202754574668
144,18,22.599999999999998,9,1991,breaks2,1995,-117.78333426178936,45.46202754574668
144,4.4,11.000000000000002,9,1999,breaks3,2004,-117.78333426178936,45.46202754574668
144,1.6,3.6000000000000005,9,2009,breaks4,2013,-117.78333426178936,45.46202754574668
144,3.4,7,9,2019,breaks5,2022,-117.78333426178936,45.46202754574668
145,39.8,85.2,7,1983,breaks1,1986,-117.59957565749906,45.76669693943877
145,45.4,78.60000000000001,9,1992,breaks2,1995,-117.59957565749906,45.76669693943877
145,31.2,93.60000000000001,9,2000,breaks3,2004,-117.59957565749906,45.76669693943877
145,22.4,37.7,8,2011,breaks4,2013,-117.59957565749906,45.76669693943877
145,18.4,23.599999999999998,8,2022,breaks5,2022,-117.59957565749906,45.76669693943877
146,9,29.599999999999998,8,1986,breaks1,1986,-117.68837720647764,45.14251930951252
146,8,11.799999999999999,8,1990,breaks2,1995,-117.68837720647764,45.14251930951252
146,16.8,24,8,1999,breaks3,2004,-117.68837720647764,45.14251930951252
146,4.8,14.999999999999998,8,2008,breaks4,2013,-117.68837720647764,45.14251930951252
146,4.4,9.4,9,2019,breaks5,2022,-117.68837720647764,45.14251930951252
147,8.4,12.999999999999998,7,1981,breaks1,1985,-118.40337428752056,45.485219794201335
147,19.2,27.7,8,1990,breaks2,1994,-118.40337428752056,45.485219794201335
147,22.6,36.7,9,1998,breaks3,2003,-118.40337428752056,45.485219794201335
147,4,8,9,2011,breaks4,2012,-118.40337428752056,45.485219794201335
147,2.8,4.05,9,2018,breaks5,2021,-118.40337428752056,45.485219794201335
148,13.2,32.6,6,1981,breaks1,1986,-117.31250315129556,45.79114427082066
148,1.6,3.6,8,1990,breaks2,1995,-117.31250315129556,45.79114427082066
148,1.4,3.5999999999999996,6,1999,breaks3,2004,-117.31250315129556,45.79114427082066
148,0.8,1,7,2010,breaks4,2013,-117.31250315129556,45.79114427082066
148,8,20.4,6,2022,breaks5,2022,-117.31250315129556,45.79114427082066
149,1,2,5,2003,breaks3,2006,-121.120151,51.352926999999994
149,17.7,51.8,9,2013,breaks4,2015,-121.120151,51.352926999999994
149,0.9333333333333332,0.9333333333333332,1,2016,breaks5,2024,-121.120151,51.352926999999994
150,8.8,13.399999999999999,6,1982,breaks1,1986,-118.20654786513784,48.994285511410375
150,0.4,1,8,1989,breaks2,1995,-118.20654786513784,48.994285511410375
150,1.8,5.199999999999999,9,2004,breaks3,2004,-118.20654786513784,48.994285511410375
150,6.5,12.699999999999998,9,2011,breaks4,2013,-118.20654786513784,48.994285511410375
150,7.8,17.1,9,2020,breaks5,2022,-118.20654786513784,48.994285511410375
151,0.8,1.4,2,1981,breaks1,1986,-119.48970868766912,43.94282972174526
151,79.8,174.8,9,1992,breaks2,1995,-119.48970868766912,43.94282972174526
151,27.6,97.80000000000001,9,2000,breaks3,2004,-119.48970868766912,43.94282972174526
151,12.4,42.800000000000004,9,2007,breaks4,2013,-119.48970868766912,43.94282972174526
151,22.6,57,9,2022,breaks5,2022,-119.48970868766912,43.94282972174526
152,3.2,5.6,6,1981,breaks1,1986,-121.86639969912872,42.76624635312299
152,5.3,15.7,8,1991,breaks2,1995,-121.86639969912872,42.76624635312299
152,15.6,46.7,9,2000,breaks3,2004,-121.86639969912872,42.76624635312299
152,2.6,6.5,9,2011,breaks4,2013,-121.86639969912872,42.76624635312299
152,30.4,42.599999999999994,9,2022,breaks5,2022,-121.86639969912872,42.76624635312299
153,27.33333333,79.93333333,8,2003,breaks3,2007,-120.57292571463852,39.48172317486167
153,52.2,118,9,2012,breaks4,2016,-120.57292571463852,39.48172317486167
153,2.6,2.6,1,2017,breaks5,2025,-120.57292571463852,39.48172317486167
154,8.2,16.8,4,1981,breaks1,1984,-120.68432086238062,45.95898326811672
154,32,121.69999999999999,9,1990,breaks2,1993,-120.68432086238062,45.95898326811672
154,25.4,101.99999999999999,9,1998,breaks3,2002,-120.68432086238062,45.95898326811672
154,8.4,25.4,9,2011,breaks4,2011,-120.68432086238062,45.95898326811672
154,30.4,46,9,2012,breaks5,2020,-120.68432086238062,45.95898326811672
155,45.2,103.2,6,1982,breaks1,1986,-118.16611942748447,48.761792979550755
155,4,13,9,1989,breaks2,1995,-118.16611942748447,48.761792979550755
155,2.4,8,9,2001,breaks3,2004,-118.16611942748447,48.761792979550755
155,1.4,4.5,9,2008,breaks4,2013,-118.16611942748447,48.761792979550755
155,0.8,2.4000000000000004,9,2016,breaks5,2022,-118.16611942748447,48.761792979550755
156,36.4,53.800000000000004,6,1982,breaks1,1986,-118.0525679284813,48.37402992163408
156,13.4,24.8,9,1990,breaks2,1995,-118.0525679284813,48.37402992163408
156,55.2,111.39999999999999,9,1998,breaks3,2004,-118.0525679284813,48.37402992163408
156,5.8,17.4,9,2008,breaks4,2013,-118.0525679284813,48.37402992163408
156,17,44,9,2022,breaks5,2022,-118.0525679284813,48.37402992163408
157,23.6,30.8,6,1982,breaks1,1986,-120.4077887048736,47.825583227164294
157,2.2,5.6000000000000005,7,1988,breaks2,1995,-120.4077887048736,47.825583227164294
157,3.2,6.000000000000001,9,2000,breaks3,2004,-120.4077887048736,47.825583227164294
157,1.4,2.8,9,2008,breaks4,2013,-120.4077887048736,47.825583227164294
157,1,3.2000000000000006,7,2015,breaks5,2022,-120.4077887048736,47.825583227164294
158,0,0,1,1986,breaks1,1986,-117.60378332193883,48.38854431626234
158,3.6,9.6,8,1992,breaks2,1995,-117.60378332193883,48.38854431626234
158,12.6,29.6,9,1999,breaks3,2004,-117.60378332193883,48.38854431626234
158,1,4.2,9,2007,breaks4,2013,-117.60378332193883,48.38854431626234
158,8.2,13.399999999999999,9,2022,breaks5,2022,-117.60378332193883,48.38854431626234
159,3.4,5.6,6,1981,breaks1,1986,-119.92120443776297,48.218781020653985
159,0.2,0.4,8,1989,breaks2,1995,-119.92120443776297,48.218781020653985
159,24.6,57.00000000000001,9,2000,breaks3,2004,-119.92120443776297,48.218781020653985
159,5.8,16.8,8,2008,breaks4,2013,-119.92120443776297,48.218781020653985
159,13.6,18.8,9,2022,breaks5,2022,-119.92120443776297,48.218781020653985
160,0.6,1.2,7,1981,breaks1,1986,-121.30540686135409,42.957373428217146
160,0.2,0.2,7,1992,breaks2,1995,-121.30540686135409,42.957373428217146
160,0,0,8,1996,breaks3,2004,-121.30540686135409,42.957373428217146
160,0,0,8,2005,breaks4,2013,-121.30540686135409,42.957373428217146
160,0.8,1.5999999999999999,7,2015,breaks5,2022,-121.30540686135409,42.957373428217146
161,9.4,25.4,8,1992,breaks2,1995,-120.4054195276859,48.39806857510859
161,39.2,127.80000000000001,9,2000,breaks3,2004,-120.4054195276859,48.39806857510859
161,34.2,72,9,2009,breaks4,2013,-120.4054195276859,48.39806857510859
161,7.2,19.8,9,2022,breaks5,2022,-120.4054195276859,48.39806857510859
162,11,18.9,3,2003,breaks3,2006,-120.90446969263957,51.12679622885267
162,2.3,4.266666667,5,2019,breaks5,2024,-120.90446969263957,51.12679622885267
163,0.6,0.6,2,2004,breaks3,2007,-120.01192,39.229148
163,0,0,1,2008,breaks4,2016,-120.01192,39.229148
164,11,12,4,1983,breaks1,1987,-115.95362400000002,44.92627499999998
165,0.6,1.2,6,2001,breaks3,2004,-121.746143088066,43.775585784897345
165,0.4,0.4,8,2006,breaks4,2013,-121.746143088066,43.775585784897345
165,8,10.6,7,2022,breaks5,2022,-121.746143088066,43.775585784897345
166,26.2,32.4,5,1982,breaks1,1986,-119.35853507790888,48.44597049316996
166,4.6,13.600000000000001,9,1988,breaks2,1995,-119.35853507790888,48.44597049316996
166,30.6,38.800000000000004,9,1998,breaks3,2004,-119.35853507790888,48.44597049316996
166,32,62.6,9,2009,breaks4,2013,-119.35853507790888,48.44597049316996
166,11.67,19.07,8,2022,breaks5,2022,-119.35853507790888,48.44597049316996
167,16.8,31.400000000000002,4,1983,breaks1,1986,-117.17914695667544,47.73255864477949
167,20.6,36.6,8,1990,breaks2,1995,-117.17914695667544,47.73255864477949
167,28.8,41.00000000000001,9,2001,breaks3,2004,-117.17914695667544,47.73255864477949
167,9.6,20.8,9,2011,breaks4,2013,-117.17914695667544,47.73255864477949
167,3.4,5.800000000000001,9,2021,breaks5,2022,-117.17914695667544,47.73255864477949
168,6,13.399999999999999,4,1982,breaks1,1986,-120.69570731816106,47.89218710907514
169,36.4,40.4,5,1981,breaks1,1985,-119.32490581395226,44.17031117268439
169,16.6,25.6,9,1990,breaks2,1994,-119.32490581395226,44.17031117268439
169,25.6,68.4,9,2000,breaks3,2003,-119.32490581395226,44.17031117268439
169,40.6,81.99999999999999,9,2007,breaks4,2012,-119.32490581395226,44.17031117268439
169,23.6,43.970000000000006,8,2018,breaks5,2021,-119.32490581395226,44.17031117268439
170,0.4,1,7,1981,breaks1,1986,-120.88896383988066,47.11528182538195
170,0.2,0.4,9,1987,breaks2,1995,-120.88896383988066,47.11528182538195
170,5.8,19.999999999999996,9,2001,breaks3,2004,-120.88896383988066,47.11528182538195
170,8.8,17.700000000000003,9,2006,breaks4,2013,-120.88896383988066,47.11528182538195
170,19.2,65.8,9,2018,breaks5,2022,-120.88896383988066,47.11528182538195
171,22.6,30.2,7,1982,breaks1,1985,-119.6997795990126,44.99583695788208
171,6.6,19,9,1992,breaks2,1994,-119.6997795990126,44.99583695788208
171,70.8,138.99999999999997,9,2001,breaks3,2003,-119.6997795990126,44.99583695788208
171,0.8,3.4000000000000004,9,2006,breaks4,2012,-119.6997795990126,44.99583695788208
171,4.6,7.6,7,2021,breaks5,2021,-119.6997795990126,44.99583695788208
172,2.8,4.6,5,1981,breaks1,1986,-120.21604174430342,42.249917500436425
172,14.2,30,8,1995,breaks2,1995,-120.21604174430342,42.249917500436425
172,31,77,9,2001,breaks3,2004,-120.21604174430342,42.249917500436425
172,20.4,51.8,8,2011,breaks4,2013,-120.21604174430342,42.249917500436425
172,48,118.47,6,2022,breaks5,2022,-120.21604174430342,42.249917500436425
173,0,0,1,1980,breaks1,1984,-121.04077332786233,47.20885788528397
173,1,2,5,2001,breaks3,2002,-121.04077332786233,47.20885788528397
173,3,7.8,9,2006,breaks4,2011,-121.04077332786233,47.20885788528397
173,6,14.599999999999998,8,2016,breaks5,2020,-121.04077332786233,47.20885788528397
174,6.6,10,7,1983,breaks2,1990,-123.10286404353386,42.20750691174633
176,64.8,79.8,4,2020,breaks5,2023,-115.94502780800676,46.91815704714833
177,18.4,19.799999999999997,4,1988,breaks1,1991,-121.627764,40.807
177,36.5,107.49999999999999,9,1999,breaks2,2000,-121.627764,40.807
177,45.6,143.8,9,2006,breaks3,2009,-121.627764,40.807
177,59.6,183.6,6,2013,breaks4,2018,-121.627764,40.807
178,13.8,35.5,6,2004,breaks3,2004,-119.98601108413706,50.62555634744202
178,80.5,376.99999999999994,9,2007,breaks4,2013,-119.98601108413706,50.62555634744202
178,30.35,83.25000000000001,9,2020,breaks5,2022,-119.98601108413706,50.62555634744202
179,11.8,14.000000000000002,7,1981,breaks1,1986,-120.8811781208338,47.81765854939991
179,1.6,4.8,7,1995,breaks2,1995,-120.8811781208338,47.81765854939991
179,5.6,26.200000000000003,8,2000,breaks3,2004,-120.8811781208338,47.81765854939991
179,1.8,3.6,2,2005,breaks4,2013,-120.8811781208338,47.81765854939991
180,45.2,132.79999999999998,9,1982,breaks1,1989,-114.040796,46.967537
180,1.4,1.5999999999999999,9,1991,breaks2,1998,-114.040796,46.967537
180,9.6,21.4,6,2002,breaks3,2007,-114.040796,46.967537
181,24.6,27.8,4,1988,breaks1,1991,-121.36376973472818,40.25805312186337
181,57.6,280.4,9,1998,breaks2,2000,-121.36376973472818,40.25805312186337
181,19.6,79.8,9,2006,breaks3,2009,-121.36376973472818,40.25805312186337
181,58.6,154.4,8,2014,breaks4,2018,-121.36376973472818,40.25805312186337
182,38.6,68.80000000000001,6,1981,breaks1,1986,-119.7593108198688,48.399475856137585
182,10.2,18.2,8,1990,breaks2,1995,-119.7593108198688,48.399475856137585
182,35,99.29999999999998,9,1999,breaks3,2004,-119.7593108198688,48.399475856137585
182,25.2,40.00000000000001,8,2008,breaks4,2013,-119.7593108198688,48.399475856137585
182,2.6,4.000000000000001,9,2016,breaks5,2022,-119.7593108198688,48.399475856137585
183,13,29,5,2019,breaks5,2023,-116.82209747195176,47.71773207704311
184,26.2,59,8,2001,breaks3,2004,-121.4030093773469,46.01058037461288
184,6.6,13.899999999999999,9,2006,breaks4,2013,-121.4030093773469,46.01058037461288
184,22.4,37.25,9,2022,breaks5,2022,-121.4030093773469,46.01058037461288
185,14.8,28.200000000000003,6,1986,breaks1,1986,-120.9887026429718,45.98679942854042
185,21.4,47.7,9,1990,breaks2,1995,-120.9887026429718,45.98679942854042
185,84.2,137.1,9,1998,breaks3,2004,-120.9887026429718,45.98679942854042
185,6.6,18.4,9,2012,breaks4,2013,-120.9887026429718,45.98679942854042
185,5.4,12.600000000000001,9,2022,breaks5,2022,-120.9887026429718,45.98679942854042
186,0,0,1,1980,breaks1,1986,-121.26120030516702,47.203333580851144
186,6,10.200000000000001,7,1998,breaks3,2004,-121.26120030516702,47.203333580851144
186,2.4,5.6,9,2013,breaks4,2013,-121.26120030516702,47.203333580851144
186,3,8.6,8,2022,breaks5,2022,-121.26120030516702,47.203333580851144
187,4.2,6.6000000000000005,6,1991,breaks2,1996,-116.281354,44.650888
