clust_n,max_trap,sum_trap,num_y,max_year,ob,break_end,clust_lon,clust_lat
45,18.8,61.9,9,1991,breaks2,1994,-121.68052624576995,42.45661707644438
45,23.8,76.39999999999999,9,1998,breaks3,2003,-121.68052624576995,42.45661707644438
45,24.2,54.39999999999999,8,2004,breaks4,2012,-121.68052624576995,42.45661707644438
45,39,152.2,9,2018,breaks5,2021,-121.68052624576995,42.45661707644438
46,2,3.8000000000000003,6,1982,breaks1,1986,-121.2692929566616,46.620161717695254
46,1,2.6,9,1991,breaks2,1995,-121.2692929566616,46.620161717695254
46,5.8,22,9,1998,breaks3,2004,-121.2692929566616,46.620161717695254
46,9.6,14.4,9,2006,breaks4,2013,-121.2692929566616,46.620161717695254
46,0.6,1.6,8,2015,breaks5,2022,-121.2692929566616,46.620161717695254
47,16.2,21.4,5,2001,breaks3,2005,-116.05933167967864,46.52616297284359
47,9.6,19.199999999999996,9,2011,breaks4,2014,-116.05933167967864,46.52616297284359
47,10.4,20.5,9,2021,breaks5,2023,-116.05933167967864,46.52616297284359
48,9.2,10.799999999999999,6,1991,breaks2,1996,-116.42053792210328,45.11997332914689
48,10.75,31.95,6,1998,breaks3,2005,-116.42053792210328,45.11997332914689
48,15.2,35.8,7,2019,breaks5,2023,-116.42053792210328,45.11997332914689
49,2,2.4,4,1981,breaks1,1986,-118.45438760911152,44.07813447410647
49,59.4,92.60000000000001,9,1992,breaks2,1995,-118.45438760911152,44.07813447410647
49,38.4,101.6,9,1998,breaks3,2004,-118.45438760911152,44.07813447410647
49,30.2,93.5,8,2007,breaks4,2013,-118.45438760911152,44.07813447410647
49,51.5,104.50000000000001,9,2018,breaks5,2022,-118.45438760911152,44.07813447410647
50,54,58.2,6,1991,breaks2,1996,-116.20883275002927,44.35833405458149
50,27.6,87.05,6,2000,breaks3,2005,-116.20883275002927,44.35833405458149
50,1,1,1,2014,breaks4,2014,-116.20883275002927,44.35833405458149
50,65.2,215.6,9,2016,breaks5,2023,-116.20883275002927,44.35833405458149
52,1.2,2,6,1982,breaks1,1986,-118.10497600013854,45.019950878849045
52,21.2,46.80000000000001,9,1991,breaks2,1995,-118.10497600013854,45.019950878849045
52,4.2,9.8,9,1999,breaks3,2004,-118.10497600013854,45.019950878849045
52,2.2,4.8,7,2009,breaks4,2013,-118.10497600013854,45.019950878849045
52,20.6,39.4,7,2018,breaks5,2022,-118.10497600013854,45.019950878849045
53,6,8.200000000000001,8,2000,breaks3,2007,-105.71721618296192,32.96069666254658
53,2,3.1300000000000003,9,2012,breaks4,2016,-105.71721618296192,32.96069666254658
53,0.2,0.2,1,2017,breaks5,2025,-105.71721618296192,32.96069666254658
54,12.8,17.200000000000003,8,2006,breaks3,2007,-105.7636503429949,32.81688754395481
54,6,9.9,9,2010,breaks4,2016,-105.7636503429949,32.81688754395481
54,0,0,1,2017,breaks5,2025,-105.7636503429949,32.81688754395481
56,76.6,185.79999999999998,7,1984,breaks1,1989,-114.11199700508236,47.2285095187864
56,1.2,3.8,9,1998,breaks2,1998,-114.11199700508236,47.2285095187864
56,63.6,245.6,7,1999,breaks3,2007,-114.11199700508236,47.2285095187864
57,25.4,47.4,6,1981,breaks1,1986,-119.08470180386269,48.24465358843147
57,4.4,13.2,9,1990,breaks2,1995,-119.08470180386269,48.24465358843147
57,20.4,41.400000000000006,9,1998,breaks3,2004,-119.08470180386269,48.24465358843147
57,9.2,16.799999999999997,9,2009,breaks4,2013,-119.08470180386269,48.24465358843147
57,2,7.6000000000000005,9,2015,breaks5,2022,-119.08470180386269,48.24465358843147
58,76.2,208.60000000000002,6,2005,breaks3,2007,-119.81015817786304,37.79104110587927
58,0,0,1,2008,breaks4,2016,-119.81015817786304,37.79104110587927
60,41.5,181.10000000000002,9,1996,breaks2,2000,-110.92510010305668,33.8304363346257
60,7.2,16.200000000000003,4,2003,breaks3,2009,-110.92510010305668,33.8304363346257
60,4,4.6,5,2016,breaks4,2018,-110.92510010305668,33.8304363346257
61,12.2,22.799999999999994,6,1983,breaks1,1986,-118.05267215427052,48.12130467403822
61,3.6,6.800000000000001,9,1990,breaks2,1995,-118.05267215427052,48.12130467403822
61,18.2,25.1,9,1999,breaks3,2004,-118.05267215427052,48.12130467403822
61,3.2,7.2,9,2011,breaks4,2013,-118.05267215427052,48.12130467403822
61,5,15.000000000000002,9,2021,breaks5,2022,-118.05267215427052,48.12130467403822
62,1.2,4.3999999999999995,9,1990,breaks2,1995,-118.7154469381148,48.573409586445806
62,19.2,28.599999999999998,9,1998,breaks3,2004,-118.7154469381148,48.573409586445806
62,5.4,14.600000000000001,9,2011,breaks4,2013,-118.7154469381148,48.573409586445806
62,36.2,79.80000000000001,9,2021,breaks5,2022,-118.7154469381148,48.573409586445806
63,4.2,8.2,6,1982,breaks1,1986,-117.83115715748444,48.1481916810874
63,3.6,9.999999999999998,8,1990,breaks2,1995,-117.83115715748444,48.1481916810874
63,4.8,12.2,9,1999,breaks3,2004,-117.83115715748444,48.1481916810874
63,5,13.399999999999999,9,2008,breaks4,2013,-117.83115715748444,48.1481916810874
63,1,2.5999999999999996,9,2016,breaks5,2022,-117.83115715748444,48.1481916810874
64,0.4,0.4,1,1986,breaks1,1986,-117.8504889634395,48.70808800723724
64,4.4,11.2,8,1992,breaks2,1995,-117.8504889634395,48.70808800723724
64,2.8,7.8,9,2002,breaks3,2004,-117.8504889634395,48.70808800723724
64,4,6.2,9,2007,breaks4,2013,-117.8504889634395,48.70808800723724
64,1.6,3.2,8,2016,breaks5,2022,-117.8504889634395,48.70808800723724
65,84,125.60000000000001,3,1982,breaks1,1985,-119.20275103730414,43.931161800891296
65,103.2,535.2,9,1992,breaks2,1994,-119.20275103730414,43.931161800891296
65,9.4,39.6,9,2000,breaks3,2003,-119.20275103730414,43.931161800891296
65,13.4,39.20000000000001,9,2007,breaks4,2012,-119.20275103730414,43.931161800891296
65,65.4,151.40000000000003,9,2018,breaks5,2021,-119.20275103730414,43.931161800891296
66,0,0,1,1989,breaks1,1989,-121.438226,40.570997
66,3,4.4,8,1996,breaks2,1998,-121.438226,40.570997
66,4,16.400000000000002,9,2003,breaks3,2007,-121.438226,40.570997
66,2,6.3999999999999995,6,2011,breaks4,2016,-121.438226,40.570997
66,0.6,0.6,1,2017,breaks5,2025,-121.438226,40.570997
67,59.2,147.2,7,2001,breaks3,2005,-121.55240000000002,44.96109
67,28.4,69.39999999999999,8,2013,breaks4,2014,-121.55240000000002,44.96109
67,2,3.7,2,2016,breaks5,2023,-121.55240000000002,44.96109
68,2.4,2.6,6,1999,breaks3,2004,-120.13231,47.595749999999995
68,2.4,2.8,7,2008,breaks4,2013,-120.13231,47.595749999999995
69,3.8,8,9,1981,breaks1,1989,-121.5606659197862,40.42468473007401
69,27.8,73,9,1996,breaks2,1998,-121.5606659197862,40.42468473007401
69,82.8,184.2,9,2006,breaks3,2007,-121.5606659197862,40.42468473007401
69,33.8,86.8,9,2013,breaks4,2016,-121.5606659197862,40.42468473007401
69,16.2,16.2,1,2017,breaks5,2025,-121.5606659197862,40.42468473007401
70,16.6,36.800000000000004,9,1986,breaks1,1989,-120.14570557806958,38.437348285584555
70,45,114.733333333,9,1996,breaks2,1998,-120.14570557806958,38.437348285584555
70,29.2,92.44999999999999,7,2003,breaks3,2007,-120.14570557806958,38.437348285584555
70,2.6,2.6,1,2008,breaks4,2016,-120.14570557806958,38.437348285584555
71,3.4,13.3,8,1993,breaks2,1999,-111.31991413337198,34.441037932395105
71,26,48.6,5,2005,breaks3,2008,-111.31991413337198,34.441037932395105
71,7.4,12.600000000000001,7,2017,breaks4,2017,-111.31991413337198,34.441037932395105
72,0.4,0.4,1,1986,breaks1,1986,-117.36855973469908,48.260214734494824
72,2.8,9.2,8,1991,breaks2,1995,-117.36855973469908,48.260214734494824
72,5.8,11.399999999999999,9,1999,breaks3,2004,-117.36855973469908,48.260214734494824
72,12.8,22.4,9,2006,breaks4,2013,-117.36855973469908,48.260214734494824
72,9.2,17.2,9,2022,breaks5,2022,-117.36855973469908,48.260214734494824
74,74,143,9,1986,breaks1,1987,-116.63139501225012,47.01009057655677
74,0,0,9,1988,breaks2,1996,-116.63139501225012,47.01009057655677
74,107.2,297.2,9,2001,breaks3,2005,-116.63139501225012,47.01009057655677
74,74.8,90.2,9,2011,breaks4,2014,-116.63139501225012,47.01009057655677
74,35,97.133333,9,2021,breaks5,2023,-116.63139501225012,47.01009057655677
75,36,45.2,5,2001,breaks3,2005,-115.85145769608458,46.56904102246586
75,14,24.599999999999998,9,2011,breaks4,2014,-115.85145769608458,46.56904102246586
75,12.8,31,9,2020,breaks5,2023,-115.85145769608458,46.56904102246586
76,14.8,18.200000000000003,3,1983,breaks1,1987,-114.3987094828354,43.68028039677323
76,0,0,3,2003,breaks3,2005,-114.3987094828354,43.68028039677323
76,1,2,5,2009,breaks4,2014,-114.3987094828354,43.68028039677323
76,10.2,30,6,2021,breaks5,2023,-114.3987094828354,43.68028039677323
77,1.4,4.6,7,1982,breaks1,1986,-118.09956631769352,45.74113147257904
77,0.6,2,8,1989,breaks2,1995,-118.09956631769352,45.74113147257904
77,32.3,50.99999999999999,9,1998,breaks3,2004,-118.09956631769352,45.74113147257904
77,6.2,19.599999999999998,9,2009,breaks4,2013,-118.09956631769352,45.74113147257904
77,2,5.4,8,2021,breaks5,2022,-118.09956631769352,45.74113147257904
78,66.8,119.60000000000001,7,1982,breaks1,1986,-117.98416602246314,45.64413098526135
78,31.2,65.80000000000001,8,1991,breaks2,1995,-117.98416602246314,45.64413098526135
78,10.4,20.4,9,1999,breaks3,2004,-117.98416602246314,45.64413098526135
78,50.6,106.39999999999999,9,2009,breaks4,2013,-117.98416602246314,45.64413098526135
78,8,12,9,2019,breaks5,2022,-117.98416602246314,45.64413098526135
79,6.2,15.8,7,1980,breaks1,1986,-117.52348117497156,45.023945778807
79,57.6,69.4,6,1990,breaks2,1995,-117.52348117497156,45.023945778807
79,34.6,70.60000000000001,7,2000,breaks3,2004,-117.52348117497156,45.023945778807
79,37,91.79999999999998,8,2008,breaks4,2013,-117.52348117497156,45.023945778807
79,42,178.8,9,2018,breaks5,2022,-117.52348117497156,45.023945778807
80,68.6,261.15000000000003,9,1986,breaks1,1989,-120.43856336370295,38.67986599819824
80,88.6,216.2,9,1996,breaks2,1998,-120.43856336370295,38.67986599819824
80,55.25,227.85,7,2005,breaks3,2007,-120.43856336370295,38.67986599819824
80,1.8,1.8,1,2008,breaks4,2016,-120.43856336370295,38.67986599819824
81,52.4,53.4,6,1991,breaks2,1996,-115.50506235695788,43.977037104878974
81,0.6,1.05,6,2002,breaks3,2005,-115.50506235695788,43.977037104878974
81,0,0,1,2023,breaks5,2023,-115.50506235695788,43.977037104878974
82,61.6,71,6,1991,breaks2,1996,-115.6280515811036,44.052818812128976
82,3,7.2,6,2000,breaks3,2005,-115.6280515811036,44.052818812128976
83,44.2,78.2,6,1983,breaks1,1987,-116.66356331162562,42.997334920852666
83,82.8,224.4,9,1991,breaks2,1996,-116.66356331162562,42.997334920852666
83,125.8,388,9,2000,breaks3,2005,-116.66356331162562,42.997334920852666
83,3.2,8.2,9,2013,breaks4,2014,-116.66356331162562,42.997334920852666
83,35.8,103.6,9,2022,breaks5,2023,-116.66356331162562,42.997334920852666
84,1,3.5999999999999996,6,1981,breaks1,1986,-118.28984054231395,48.459474038672845
84,2.4,9.200000000000001,9,1995,breaks2,1995,-118.28984054231395,48.459474038672845
84,8.4,23.000000000000004,9,1998,breaks3,2004,-118.28984054231395,48.459474038672845
84,3,12.500000000000002,9,2007,breaks4,2013,-118.28984054231395,48.459474038672845
84,8.8,27.8,9,2022,breaks5,2022,-118.28984054231395,48.459474038672845
85,52.2,114.4,6,2003,breaks3,2004,-121.2720299243342,50.65849220420909
85,58,192.5,9,2008,breaks4,2013,-121.2720299243342,50.65849220420909
85,25.46666666666667,62.91666666666668,9,2019,breaks5,2022,-121.2720299243342,50.65849220420909
86,6.8,19.200000000000003,7,1985,breaks1,1986,-118.97543694793954,44.90807115129456
86,15,21.200000000000003,9,1990,breaks2,1995,-118.97543694793954,44.90807115129456
86,32,65.8,9,2001,breaks3,2004,-118.97543694793954,44.90807115129456
86,1.6,3.2000000000000006,9,2008,breaks4,2013,-118.97543694793954,44.90807115129456
86,5,8.45,8,2022,breaks5,2022,-118.97543694793954,44.90807115129456
87,0,0,2,1982,breaks1,1987,-116.50044970351472,45.009805815936595
87,25,29.599999999999998,6,1991,breaks2,1996,-116.50044970351472,45.009805815936595
87,18.6,46.2,9,2000,breaks3,2005,-116.50044970351472,45.009805815936595
87,0,0,2,2006,breaks4,2014,-116.50044970351472,45.009805815936595
87,12,17.599999999999998,7,2021,breaks5,2023,-116.50044970351472,45.009805815936595
88,67.7,103.19999999999999,6,2003,breaks3,2004,-121.11017427001036,50.823424033751365
88,64.5,176,9,2008,breaks4,2013,-121.11017427001036,50.823424033751365
88,6.766666666666667,9.966666666666665,9,2019,breaks5,2022,-121.11017427001036,50.823424033751365
89,35.4,37.6,5,1982,breaks1,1986,-118.5198849340793,48.91664140017705
89,0.4,1.2,8,1989,breaks2,1995,-118.5198849340793,48.91664140017705
89,2.2,8.5,9,2000,breaks3,2004,-118.5198849340793,48.91664140017705
89,3.2,12.399999999999999,9,2006,breaks4,2013,-118.5198849340793,48.91664140017705
89,6.6,24.2,9,2016,breaks5,2022,-118.5198849340793,48.91664140017705
90,6.4,6.4,4,1983,breaks1,1986,-118.61601702689696,48.79258581863892
90,0.4,1.4,9,1991,breaks2,1995,-118.61601702689696,48.79258581863892
90,5.6,11,9,1998,breaks3,2004,-118.61601702689696,48.79258581863892
90,5.2,20,9,2006,breaks4,2013,-118.61601702689696,48.79258581863892
90,32.8,78,9,2021,breaks5,2022,-118.61601702689696,48.79258581863892
