State,breaks,break_end,keep,clust_n
ID,breaks1,1987,yes,439
ID,breaks2,1996,yes,439
ID,breaks3,2005,yes,439
ID,breaks4,2014,yes,439
ID,breaks5,2023,yes,439
ID,breaks1,1987,no,443
ID,breaks2,1996,no,443
ID,breaks3,2005,no,443
ID,breaks4,2014,yes,443
ID,breaks5,2023,yes,443
ID,breaks1,1987,no,459
ID,breaks2,1996,no,459
ID,breaks3,2005,no,459
ID,breaks4,2014,yes,459
ID,breaks5,2023,yes,459
ID,breaks1,1987,no,473
ID,breaks2,1996,no,473
ID,breaks3,2005,no,473
ID,breaks4,2014,no,473
ID,breaks5,2023,yes,473
MT,breaks1,1989,yes,35
MT,breaks2,1998,yes,35
MT,breaks3,2007,yes,35
MT,breaks4,2016,no,35
MT,breaks5,2025,no,35
MT,breaks1,1989,yes,56
MT,breaks2,1998,yes,56
MT,breaks3,2007,yes,56
MT,breaks4,2016,no,56
MT,breaks5,2025,no,56
MT,breaks1,1989,yes,118
MT,breaks2,1998,yes,118
MT,breaks3,2007,yes,118
MT,breaks4,2016,no,118
MT,breaks5,2025,no,118
MT,breaks1,1989,yes,120
MT,breaks2,1998,yes,120
MT,breaks3,2007,yes,120
MT,breaks4,2016,no,120
MT,breaks5,2025,no,120
MT,breaks1,1989,yes,140
MT,breaks2,1998,yes,140
MT,breaks3,2007,yes,140
MT,breaks4,2016,no,140
MT,breaks5,2025,no,140
MT,breaks1,1989,yes,180
MT,breaks2,1998,yes,180
MT,breaks3,2007,yes,180
MT,breaks4,2016,no,180
MT,breaks5,2025,no,180
MT,breaks1,1989,yes,221
MT,breaks2,1998,yes,221
MT,breaks3,2007,yes,221
MT,breaks4,2016,no,221
MT,breaks5,2025,no,221
MT,breaks1,1989,yes,234
MT,breaks2,1998,yes,234
MT,breaks3,2007,yes,234
MT,breaks4,2016,no,234
MT,breaks5,2025,no,234
MT,breaks1,1989,yes,278
MT,breaks2,1998,yes,278
MT,breaks3,2007,yes,278
MT,breaks4,2016,no,278
MT,breaks5,2025,no,278
MT,breaks1,1989,yes,288
MT,breaks2,1998,yes,288
MT,breaks3,2007,yes,288
MT,breaks4,2016,no,288
MT,breaks5,2025,no,288
MT,breaks1,1989,yes,361
MT,breaks2,1998,yes,361
MT,breaks3,2007,yes,361
MT,breaks4,2016,no,361
MT,breaks5,2025,no,361
MT,breaks1,1989,yes,407
MT,breaks2,1998,yes,407
MT,breaks3,2007,yes,407
MT,breaks4,2016,no,407
MT,breaks5,2025,no,407
MT,breaks1,1989,yes,412
MT,breaks2,1998,yes,412
MT,breaks3,2007,yes,412
MT,breaks4,2016,no,412
MT,breaks5,2025,no,412
MT,breaks1,1989,yes,415
MT,breaks2,1998,yes,415
MT,breaks3,2007,yes,415
MT,breaks4,2016,no,415
MT,breaks5,2025,no,415
MT,breaks1,1989,yes,416
MT,breaks2,1998,yes,416
MT,breaks3,2007,yes,416
MT,breaks4,2016,no,416
MT,breaks5,2025,no,416
MT,breaks1,NA,no,429
MT,breaks2,NA,no,429
MT,breaks3,NA,no,429
MT,breaks4,NA,no,429
MT,breaks5,NA,no,429
NM,breaks1,1990,no,4
NM,breaks2,1999,no,4
NM,breaks3,2008,yes,4
NM,breaks4,2017,yes,4
NM,breaks5,2026,no,4
NM,breaks1,1990,no,32
NM,breaks2,1999,no,32
NM,breaks3,2008,no,32
NM,breaks4,2017,yes,32
NM,breaks5,2026,no,32
NM,breaks1,NA,no,33
NM,breaks2,NA,no,33
NM,breaks3,NA,no,33
NM,breaks4,NA,no,33
NM,breaks5,NA,no,33
NM,breaks1,1989,no,53
NM,breaks2,1998,no,53
NM,breaks3,2007,yes,53
NM,breaks4,2016,yes,53
NM,breaks5,2025,no,53
NM,breaks1,1989,no,54
NM,breaks2,1998,no,54
NM,breaks3,2007,yes,54
NM,breaks4,2016,yes,54
NM,breaks5,2025,no,54
NM,breaks1,NA,no,114
NM,breaks2,NA,no,114
NM,breaks3,NA,no,114
NM,breaks4,NA,no,114
NM,breaks5,NA,no,114
NM,breaks1,NA,no,272
NM,breaks2,NA,no,272
NM,breaks3,NA,no,272
NM,breaks4,NA,no,272
NM,breaks5,NA,no,272
NM,breaks1,NA,no,360
NM,breaks2,NA,no,360
NM,breaks3,NA,no,360
NM,breaks4,NA,no,360
NM,breaks5,NA,no,360
NM,breaks1,NA,no,432
NM,breaks2,NA,no,432
NM,breaks3,NA,no,432
NM,breaks4,NA,no,432
NM,breaks5,NA,no,432
NM,breaks1,NA,no,465
NM,breaks2,NA,no,465
NM,breaks3,NA,no,465
NM,breaks4,NA,no,465
NM,breaks5,NA,no,465
NV,breaks1,NA,no,110
NV,breaks2,NA,no,110
NV,breaks3,NA,no,110
NV,breaks4,NA,no,110
NV,breaks5,NA,no,110
NV,breaks1,NA,no,275
NV,breaks2,NA,no,275
NV,breaks3,NA,no,275
NV,breaks4,NA,no,275
NV,breaks5,NA,no,275
NV,breaks1,NA,no,331
NV,breaks2,NA,no,331
NV,breaks3,NA,no,331
NV,breaks4,NA,no,331
NV,breaks5,NA,no,331
NV,breaks1,NA,no,384
NV,breaks2,NA,no,384
NV,breaks3,NA,no,384
NV,breaks4,NA,no,384
NV,breaks5,NA,no,384
NV,breaks1,NA,no,399
NV,breaks2,NA,no,399
NV,breaks3,NA,no,399
NV,breaks4,NA,no,399
NV,breaks5,NA,no,399
NV,breaks1,1983,no,460
NV,breaks2,1992,no,460
NV,breaks3,2001,yes,460
NV,breaks4,2010,no,460
NV,breaks5,2019,no,460
OR,breaks1,1986,no,16
OR,breaks2,1995,yes,16
OR,breaks3,2004,yes,16
OR,breaks4,2013,yes,16
OR,breaks5,2022,yes,16
OR,breaks1,1986,yes,23
OR,breaks2,1995,yes,23
OR,breaks3,2004,yes,23
OR,breaks4,2013,yes,23
OR,breaks5,2022,yes,23
OR,breaks1,1986,yes,24
OR,breaks2,1995,yes,24
OR,breaks3,2004,yes,24
OR,breaks4,2013,no,24
OR,breaks5,2022,no,24
OR,breaks1,1986,yes,30
OR,breaks2,1995,no,30
OR,breaks3,2004,no,30
OR,breaks4,2013,no,30
OR,breaks5,2022,no,30
OR,breaks1,1987,yes,31
OR,breaks2,1996,yes,31
OR,breaks3,2005,yes,31
OR,breaks4,2014,yes,31
OR,breaks5,2023,yes,31
OR,breaks1,NA,no,36
OR,breaks2,NA,no,36
OR,breaks3,NA,no,36
OR,breaks4,NA,no,36
OR,breaks5,NA,no,36
OR,breaks1,1986,yes,37
OR,breaks2,1995,yes,37
OR,breaks3,2004,yes,37
OR,breaks4,2013,yes,37
OR,breaks5,2022,yes,37
OR,breaks1,1986,yes,38
OR,breaks2,1995,yes,38
OR,breaks3,2004,yes,38
OR,breaks4,2013,yes,38
OR,breaks5,2022,yes,38
OR,breaks1,1986,no,43
OR,breaks2,1995,yes,43
OR,breaks3,2004,yes,43
OR,breaks4,2013,yes,43
OR,breaks5,2022,yes,43
OR,breaks1,1985,yes,45
OR,breaks2,1994,yes,45
OR,breaks3,2003,yes,45
OR,breaks4,2012,yes,45
OR,breaks5,2021,yes,45
OR,breaks1,1986,no,49
OR,breaks2,1995,yes,49
OR,breaks3,2004,yes,49
OR,breaks4,2013,yes,49
OR,breaks5,2022,yes,49
OR,breaks1,NA,no,51
OR,breaks2,NA,no,51
OR,breaks3,NA,no,51
OR,breaks4,NA,no,51
OR,breaks5,NA,no,51
OR,breaks1,1986,yes,52
OR,breaks2,1995,yes,52
OR,breaks3,2004,yes,52
OR,breaks4,2013,yes,52
OR,breaks5,2022,yes,52
OR,breaks1,NA,no,59
OR,breaks2,NA,no,59
OR,breaks3,NA,no,59
OR,breaks4,NA,no,59
OR,breaks5,NA,no,59
OR,breaks1,1985,yes,65
OR,breaks2,1994,yes,65
OR,breaks3,2003,yes,65
OR,breaks4,2012,yes,65
OR,breaks5,2021,yes,65
OR,breaks1,1987,no,67
OR,breaks2,1996,no,67
OR,breaks3,2005,yes,67
OR,breaks4,2014,yes,67
OR,breaks5,2023,no,67
OR,breaks1,NA,no,73
OR,breaks2,NA,no,73
OR,breaks3,NA,no,73
OR,breaks4,NA,no,73
OR,breaks5,NA,no,73
OR,breaks1,1986,yes,77
OR,breaks2,1995,yes,77
OR,breaks3,2004,yes,77
OR,breaks4,2013,yes,77
OR,breaks5,2022,yes,77
OR,breaks1,1986,yes,78
OR,breaks2,1995,yes,78
OR,breaks3,2004,yes,78
OR,breaks4,2013,yes,78
OR,breaks5,2022,yes,78
OR,breaks1,1986,yes,79
OR,breaks2,1995,yes,79
OR,breaks3,2004,yes,79
OR,breaks4,2013,yes,79
OR,breaks5,2022,yes,79
OR,breaks1,1986,yes,86
OR,breaks2,1995,yes,86
OR,breaks3,2004,yes,86
OR,breaks4,2013,yes,86
OR,breaks5,2022,yes,86
OR,breaks1,1986,yes,92
OR,breaks2,1995,yes,92
OR,breaks3,2004,yes,92
OR,breaks4,2013,yes,92
OR,breaks5,2022,yes,92
OR,breaks1,1986,yes,96
OR,breaks2,1995,yes,96
OR,breaks3,2004,yes,96
OR,breaks4,2013,yes,96
OR,breaks5,2022,yes,96
OR,breaks1,1986,yes,97
OR,breaks2,1995,yes,97
OR,breaks3,2004,yes,97
OR,breaks4,2013,yes,97
OR,breaks5,2022,no,97
OR,breaks1,1985,yes,101
OR,breaks2,1994,yes,101
OR,breaks3,2003,yes,101
OR,breaks4,2012,yes,101
OR,breaks5,2021,yes,101
OR,breaks1,1987,yes,102
OR,breaks2,1996,yes,102
OR,breaks3,2005,yes,102
OR,breaks4,2014,yes,102
OR,breaks5,2023,yes,102
OR,breaks1,1986,yes,105
OR,breaks2,1995,yes,105
OR,breaks3,2004,yes,105
OR,breaks4,2013,yes,105
OR,breaks5,2022,yes,105
OR,breaks1,1986,no,108
OR,breaks2,1995,yes,108
OR,breaks3,2004,yes,108
OR,breaks4,2013,yes,108
OR,breaks5,2022,yes,108
OR,breaks1,1987,yes,109
OR,breaks2,1996,yes,109
OR,breaks3,2005,yes,109
OR,breaks4,2014,yes,109
OR,breaks5,2023,yes,109
OR,breaks1,1986,yes,112
OR,breaks2,1995,yes,112
OR,breaks3,2004,yes,112
OR,breaks4,2013,no,112
OR,breaks5,2022,no,112
OR,breaks1,1986,yes,125
OR,breaks2,1995,yes,125
OR,breaks3,2004,yes,125
OR,breaks4,2013,yes,125
OR,breaks5,2022,yes,125
OR,breaks1,1986,yes,126
OR,breaks2,1995,yes,126
OR,breaks3,2004,yes,126
OR,breaks4,2013,yes,126
OR,breaks5,2022,yes,126
OR,breaks1,1986,yes,127
OR,breaks2,1995,yes,127
OR,breaks3,2004,yes,127
OR,breaks4,2013,yes,127
OR,breaks5,2022,no,127
OR,breaks1,1986,yes,128
OR,breaks2,1995,yes,128
OR,breaks3,2004,yes,128
OR,breaks4,2013,yes,128
OR,breaks5,2022,no,128
OR,breaks1,1986,yes,129
OR,breaks2,1995,yes,129
OR,breaks3,2004,yes,129
OR,breaks4,2013,yes,129
OR,breaks5,2022,yes,129
OR,breaks1,NA,no,132
OR,breaks2,NA,no,132
OR,breaks3,NA,no,132
OR,breaks4,NA,no,132
OR,breaks5,NA,no,132
OR,breaks1,NA,no,133
OR,breaks2,NA,no,133
OR,breaks3,NA,no,133
OR,breaks4,NA,no,133
OR,breaks5,NA,no,133
OR,breaks1,NA,no,134
OR,breaks2,NA,no,134
OR,breaks3,NA,no,134
OR,breaks4,NA,no,134
OR,breaks5,NA,no,134
OR,breaks1,NA,no,135
OR,breaks2,NA,no,135
OR,breaks3,NA,no,135
OR,breaks4,NA,no,135
OR,breaks5,NA,no,135
OR,breaks1,1981,no,136
OR,breaks2,1990,yes,136
OR,breaks3,1999,no,136
OR,breaks4,2008,no,136
OR,breaks5,2017,no,136
OR,breaks1,1981,no,137
OR,breaks2,1990,yes,137
OR,breaks3,1999,no,137
OR,breaks4,2008,no,137
OR,breaks5,2017,no,137
OR,breaks1,1984,no,141
OR,breaks2,1993,no,141
OR,breaks3,2002,yes,141
OR,breaks4,2011,yes,141
OR,breaks5,2020,yes,141
OR,breaks1,1986,yes,144
OR,breaks2,1995,yes,144
OR,breaks3,2004,yes,144
OR,breaks4,2013,yes,144
OR,breaks5,2022,yes,144
OR,breaks1,1986,yes,145
OR,breaks2,1995,yes,145
OR,breaks3,2004,yes,145
OR,breaks4,2013,yes,145
OR,breaks5,2022,yes,145
OR,breaks1,1986,yes,146
OR,breaks2,1995,yes,146
OR,breaks3,2004,yes,146
OR,breaks4,2013,yes,146
OR,breaks5,2022,yes,146
OR,breaks1,1985,yes,147
OR,breaks2,1994,yes,147
OR,breaks3,2003,yes,147
OR,breaks4,2012,yes,147
OR,breaks5,2021,yes,147
OR,breaks1,1986,yes,148
OR,breaks2,1995,yes,148
OR,breaks3,2004,yes,148
OR,breaks4,2013,yes,148
OR,breaks5,2022,yes,148
OR,breaks1,1986,no,151
OR,breaks2,1995,yes,151
OR,breaks3,2004,yes,151
OR,breaks4,2013,yes,151
OR,breaks5,2022,yes,151
OR,breaks1,1986,yes,152
OR,breaks2,1995,yes,152
OR,breaks3,2004,yes,152
OR,breaks4,2013,yes,152
OR,breaks5,2022,yes,152
OR,breaks1,1986,yes,160
OR,breaks2,1995,yes,160
OR,breaks3,2004,yes,160
OR,breaks4,2013,yes,160
OR,breaks5,2022,yes,160
OR,breaks1,1986,no,165
OR,breaks2,1995,no,165
OR,breaks3,2004,yes,165
OR,breaks4,2013,yes,165
OR,breaks5,2022,yes,165
OR,breaks1,1985,yes,169
OR,breaks2,1994,yes,169
OR,breaks3,2003,yes,169
OR,breaks4,2012,yes,169
OR,breaks5,2021,yes,169
OR,breaks1,1985,yes,171
OR,breaks2,1994,yes,171
OR,breaks3,2003,yes,171
OR,breaks4,2012,yes,171
OR,breaks5,2021,yes,171
OR,breaks1,1986,yes,172
OR,breaks2,1995,yes,172
OR,breaks3,2004,yes,172
OR,breaks4,2013,yes,172
OR,breaks5,2022,yes,172
OR,breaks1,1981,no,174
OR,breaks2,1990,yes,174
OR,breaks3,1999,no,174
OR,breaks4,2008,no,174
OR,breaks5,2017,no,174
OR,breaks1,NA,no,175
OR,breaks2,NA,no,175
OR,breaks3,NA,no,175
OR,breaks4,NA,no,175
OR,breaks5,NA,no,175
OR,breaks1,1985,yes,188
OR,breaks2,1994,yes,188
OR,breaks3,2003,yes,188
OR,breaks4,2012,yes,188
OR,breaks5,2021,yes,188
OR,breaks1,1985,yes,189
OR,breaks2,1994,yes,189
OR,breaks3,2003,no,189
OR,breaks4,2012,no,189
OR,breaks5,2021,no,189
OR,breaks1,NA,no,190
OR,breaks2,NA,no,190
OR,breaks3,NA,no,190
OR,breaks4,NA,no,190
OR,breaks5,NA,no,190
OR,breaks1,NA,no,211
OR,breaks2,NA,no,211
OR,breaks3,NA,no,211
OR,breaks4,NA,no,211
OR,breaks5,NA,no,211
OR,breaks1,1985,no,215
OR,breaks2,1994,no,215
OR,breaks3,2003,yes,215
OR,breaks4,2012,yes,215
OR,breaks5,2021,yes,215
OR,breaks1,1985,no,222
OR,breaks2,1994,yes,222
OR,breaks3,2003,yes,222
OR,breaks4,2012,yes,222
OR,breaks5,2021,yes,222
OR,breaks1,1986,yes,223
OR,breaks2,1995,yes,223
OR,breaks3,2004,yes,223
OR,breaks4,2013,yes,223
OR,breaks5,2022,yes,223
OR,breaks1,1989,yes,224
OR,breaks2,1998,yes,224
OR,breaks3,2007,yes,224
OR,breaks4,2016,yes,224
OR,breaks5,2025,no,224
OR,breaks1,1981,no,225
OR,breaks2,1990,no,225
OR,breaks3,1999,no,225
OR,breaks4,2008,yes,225
OR,breaks5,2017,yes,225
OR,breaks1,1986,yes,229
OR,breaks2,1995,yes,229
OR,breaks3,2004,yes,229
OR,breaks4,2013,yes,229
OR,breaks5,2022,yes,229
OR,breaks1,1986,yes,235
OR,breaks2,1995,yes,235
OR,breaks3,2004,yes,235
OR,breaks4,2013,yes,235
OR,breaks5,2022,yes,235
OR,breaks1,1985,yes,242
OR,breaks2,1994,yes,242
OR,breaks3,2003,yes,242
OR,breaks4,2012,yes,242
OR,breaks5,2021,yes,242
OR,breaks1,1985,yes,244
OR,breaks2,1994,yes,244
OR,breaks3,2003,yes,244
OR,breaks4,2012,yes,244
OR,breaks5,2021,yes,244
OR,breaks1,NA,no,247
OR,breaks2,NA,no,247
OR,breaks3,NA,no,247
OR,breaks4,NA,no,247
OR,breaks5,NA,no,247
OR,breaks1,1986,yes,250
OR,breaks2,1995,yes,250
OR,breaks3,2004,no,250
OR,breaks4,2013,no,250
OR,breaks5,2022,no,250
OR,breaks1,NA,no,251
OR,breaks2,NA,no,251
OR,breaks3,NA,no,251
OR,breaks4,NA,no,251
OR,breaks5,NA,no,251
OR,breaks1,1985,yes,253
OR,breaks2,1994,yes,253
OR,breaks3,2003,yes,253
OR,breaks4,2012,yes,253
OR,breaks5,2021,yes,253
OR,breaks1,1985,yes,254
OR,breaks2,1994,yes,254
OR,breaks3,2003,yes,254
OR,breaks4,2012,yes,254
OR,breaks5,2021,yes,254
OR,breaks1,1985,yes,256
OR,breaks2,1994,yes,256
OR,breaks3,2003,yes,256
OR,breaks4,2012,yes,256
OR,breaks5,2021,yes,256
OR,breaks1,1986,yes,257
OR,breaks2,1995,yes,257
OR,breaks3,2004,yes,257
OR,breaks4,2013,yes,257
OR,breaks5,2022,yes,257
OR,breaks1,1985,no,259
OR,breaks2,1994,yes,259
OR,breaks3,2003,yes,259
OR,breaks4,2012,yes,259
OR,breaks5,2021,yes,259
OR,breaks1,NA,no,265
OR,breaks2,NA,no,265
OR,breaks3,NA,no,265
OR,breaks4,NA,no,265
OR,breaks5,NA,no,265
OR,breaks1,1985,yes,268
OR,breaks2,1994,yes,268
OR,breaks3,2003,yes,268
OR,breaks4,2012,yes,268
OR,breaks5,2021,yes,268
OR,breaks1,1986,yes,269
OR,breaks2,1995,yes,269
OR,breaks3,2004,yes,269
OR,breaks4,2013,yes,269
OR,breaks5,2022,no,269
OR,breaks1,1986,yes,270
OR,breaks2,1995,yes,270
OR,breaks3,2004,no,270
OR,breaks4,2013,no,270
OR,breaks5,2022,no,270
OR,breaks1,1986,yes,280
OR,breaks2,1995,no,280
OR,breaks3,2004,no,280
OR,breaks4,2013,no,280
OR,breaks5,2022,no,280
OR,breaks1,1986,no,282
OR,breaks2,1995,no,282
OR,breaks3,2004,yes,282
OR,breaks4,2013,yes,282
OR,breaks5,2022,yes,282
OR,breaks1,1986,yes,283
OR,breaks2,1995,yes,283
OR,breaks3,2004,yes,283
OR,breaks4,2013,yes,283
OR,breaks5,2022,yes,283
OR,breaks1,1986,yes,289
OR,breaks2,1995,no,289
OR,breaks3,2004,yes,289
OR,breaks4,2013,yes,289
OR,breaks5,2022,no,289
OR,breaks1,1986,no,290
OR,breaks2,1995,yes,290
OR,breaks3,2004,yes,290
OR,breaks4,2013,yes,290
OR,breaks5,2022,no,290
OR,breaks1,1986,yes,292
OR,breaks2,1995,yes,292
OR,breaks3,2004,yes,292
OR,breaks4,2013,yes,292
OR,breaks5,2022,yes,292
OR,breaks1,1986,yes,375
OR,breaks2,1995,yes,375
OR,breaks3,2004,yes,375
OR,breaks4,2013,yes,375
OR,breaks5,2022,yes,375
OR,breaks1,1986,yes,279
OR,breaks2,1995,yes,279
OR,breaks3,2004,yes,279
OR,breaks4,2013,yes,279
OR,breaks5,2022,yes,279
OR,breaks1,1986,yes,295
OR,breaks2,1995,yes,295
OR,breaks3,2004,yes,295
OR,breaks4,2013,yes,295
OR,breaks5,2022,yes,295
OR,breaks1,1986,yes,296
OR,breaks2,1995,yes,296
OR,breaks3,2004,yes,296
OR,breaks4,2013,no,296
OR,breaks5,2022,yes,296
OR,breaks1,NA,no,304
OR,breaks2,NA,no,304
OR,breaks3,NA,no,304
OR,breaks4,NA,no,304
OR,breaks5,NA,no,304
OR,breaks1,1986,yes,308
OR,breaks2,1995,yes,308
OR,breaks3,2004,yes,308
OR,breaks4,2013,yes,308
OR,breaks5,2022,yes,308
OR,breaks1,1986,yes,312
OR,breaks2,1995,yes,312
OR,breaks3,2004,yes,312
OR,breaks4,2013,yes,312
OR,breaks5,2022,yes,312
OR,breaks1,1986,yes,325
OR,breaks2,1995,yes,325
OR,breaks3,2004,yes,325
OR,breaks4,2013,yes,325
OR,breaks5,2022,yes,325
OR,breaks1,1986,yes,326
OR,breaks2,1995,yes,326
OR,breaks3,2004,yes,326
OR,breaks4,2013,yes,326
OR,breaks5,2022,yes,326
OR,breaks1,1986,yes,327
OR,breaks2,1995,no,327
OR,breaks3,2004,no,327
OR,breaks4,2013,no,327
OR,breaks5,2022,no,327
OR,breaks1,1986,yes,328
OR,breaks2,1995,yes,328
OR,breaks3,2004,yes,328
OR,breaks4,2013,yes,328
OR,breaks5,2022,yes,328
OR,breaks1,1982,no,330
OR,breaks2,1991,yes,330
OR,breaks3,2000,yes,330
OR,breaks4,2009,yes,330
OR,breaks5,2018,no,330
OR,breaks1,1986,no,338
OR,breaks2,1995,yes,338
OR,breaks3,2004,yes,338
OR,breaks4,2013,yes,338
OR,breaks5,2022,yes,338
OR,breaks1,1986,yes,341
OR,breaks2,1995,yes,341
OR,breaks3,2004,yes,341
OR,breaks4,2013,yes,341
OR,breaks5,2022,yes,341
OR,breaks1,1986,yes,342
OR,breaks2,1995,yes,342
OR,breaks3,2004,yes,342
OR,breaks4,2013,yes,342
OR,breaks5,2022,yes,342
OR,breaks1,1986,yes,343
OR,breaks2,1995,yes,343
OR,breaks3,2004,yes,343
OR,breaks4,2013,yes,343
OR,breaks5,2022,yes,343
OR,breaks1,1986,yes,344
OR,breaks2,1995,yes,344
OR,breaks3,2004,yes,344
OR,breaks4,2013,yes,344
OR,breaks5,2022,yes,344
OR,breaks1,1986,yes,347
OR,breaks2,1995,yes,347
OR,breaks3,2004,yes,347
OR,breaks4,2013,yes,347
OR,breaks5,2022,yes,347
OR,breaks1,NA,no,354
OR,breaks2,NA,no,354
OR,breaks3,NA,no,354
OR,breaks4,NA,no,354
OR,breaks5,NA,no,354
OR,breaks1,1986,yes,355
OR,breaks2,1995,no,355
OR,breaks3,2004,no,355
OR,breaks4,2013,no,355
OR,breaks5,2022,no,355
OR,breaks1,1986,yes,356
OR,breaks2,1995,no,356
OR,breaks3,2004,no,356
OR,breaks4,2013,no,356
OR,breaks5,2022,no,356
OR,breaks1,1986,yes,357
OR,breaks2,1995,yes,357
OR,breaks3,2004,yes,357
OR,breaks4,2013,yes,357
OR,breaks5,2022,yes,357
OR,breaks1,NA,no,358
OR,breaks2,NA,no,358
OR,breaks3,NA,no,358
OR,breaks4,NA,no,358
OR,breaks5,NA,no,358
OR,breaks1,1986,yes,368
OR,breaks2,1995,yes,368
OR,breaks3,2004,yes,368
OR,breaks4,2013,yes,368
OR,breaks5,2022,yes,368
OR,breaks1,1986,no,370
OR,breaks2,1995,yes,370
OR,breaks3,2004,yes,370
OR,breaks4,2013,yes,370
OR,breaks5,2022,yes,370
OR,breaks1,1986,no,371
OR,breaks2,1995,no,371
OR,breaks3,2004,yes,371
OR,breaks4,2013,yes,371
OR,breaks5,2022,yes,371
OR,breaks1,1986,no,372
OR,breaks2,1995,no,372
OR,breaks3,2004,no,372
OR,breaks4,2013,yes,372
OR,breaks5,2022,yes,372
OR,breaks1,1986,no,378
OR,breaks2,1995,yes,378
OR,breaks3,2004,yes,378
OR,breaks4,2013,yes,378
OR,breaks5,2022,yes,378
OR,breaks1,1986,no,382
OR,breaks2,1995,yes,382
OR,breaks3,2004,yes,382
OR,breaks4,2013,yes,382
OR,breaks5,2022,yes,382
OR,breaks1,1986,yes,386
OR,breaks2,1995,yes,386
OR,breaks3,2004,yes,386
OR,breaks4,2013,yes,386
OR,breaks5,2022,yes,386
OR,breaks1,1986,yes,388
OR,breaks2,1995,yes,388
OR,breaks3,2004,yes,388
OR,breaks4,2013,yes,388
OR,breaks5,2022,yes,388
OR,breaks1,1986,yes,390
OR,breaks2,1995,yes,390
OR,breaks3,2004,yes,390
OR,breaks4,2013,yes,390
OR,breaks5,2022,yes,390
OR,breaks1,1986,yes,392
OR,breaks2,1995,no,392
OR,breaks3,2004,no,392
OR,breaks4,2013,no,392
OR,breaks5,2022,no,392
OR,breaks1,1986,yes,395
OR,breaks2,1995,yes,395
OR,breaks3,2004,yes,395
OR,breaks4,2013,yes,395
OR,breaks5,2022,yes,395
OR,breaks1,1986,yes,396
OR,breaks2,1995,yes,396
OR,breaks3,2004,yes,396
OR,breaks4,2013,yes,396
OR,breaks5,2022,yes,396
OR,breaks1,1986,yes,397
OR,breaks2,1995,yes,397
OR,breaks3,2004,yes,397
OR,breaks4,2013,yes,397
OR,breaks5,2022,yes,397
OR,breaks1,1986,yes,398
OR,breaks2,1995,no,398
OR,breaks3,2004,no,398
OR,breaks4,2013,no,398
OR,breaks5,2022,no,398
OR,breaks1,1988,yes,403
OR,breaks2,1997,yes,403
OR,breaks3,2006,yes,403
OR,breaks4,2015,yes,403
OR,breaks5,2024,yes,403
OR,breaks1,1986,yes,404
OR,breaks2,1995,yes,404
OR,breaks3,2004,yes,404
OR,breaks4,2013,yes,404
OR,breaks5,2022,yes,404
OR,breaks1,NA,no,411
OR,breaks2,NA,no,411
OR,breaks3,NA,no,411
OR,breaks4,NA,no,411
OR,breaks5,NA,no,411
OR,breaks1,1986,yes,420
OR,breaks2,1995,yes,420
OR,breaks3,2004,yes,420
OR,breaks4,2013,yes,420
OR,breaks5,2022,yes,420
OR,breaks1,1986,yes,421
OR,breaks2,1995,yes,421
OR,breaks3,2004,yes,421
OR,breaks4,2013,yes,421
OR,breaks5,2022,yes,421
OR,breaks1,1986,yes,422
OR,breaks2,1995,yes,422
OR,breaks3,2004,yes,422
OR,breaks4,2013,no,422
OR,breaks5,2022,no,422
OR,breaks1,1986,yes,423
OR,breaks2,1995,yes,423
OR,breaks3,2004,yes,423
OR,breaks4,2013,yes,423
OR,breaks5,2022,yes,423
OR,breaks1,NA,no,424
OR,breaks2,NA,no,424
OR,breaks3,NA,no,424
OR,breaks4,NA,no,424
OR,breaks5,NA,no,424
OR,breaks1,NA,no,425
OR,breaks2,NA,no,425
OR,breaks3,NA,no,425
OR,breaks4,NA,no,425
OR,breaks5,NA,no,425
OR,breaks1,NA,no,426
OR,breaks2,NA,no,426
OR,breaks3,NA,no,426
OR,breaks4,NA,no,426
OR,breaks5,NA,no,426
OR,breaks1,NA,no,440
OR,breaks2,NA,no,440
OR,breaks3,NA,no,440
OR,breaks4,NA,no,440
OR,breaks5,NA,no,440
OR,breaks1,NA,no,447
OR,breaks2,NA,no,447
OR,breaks3,NA,no,447
OR,breaks4,NA,no,447
OR,breaks5,NA,no,447
OR,breaks1,NA,no,448
OR,breaks2,NA,no,448
OR,breaks3,NA,no,448
OR,breaks4,NA,no,448
OR,breaks5,NA,no,448
OR,breaks1,NA,no,449
OR,breaks2,NA,no,449
OR,breaks3,NA,no,449
OR,breaks4,NA,no,449
OR,breaks5,NA,no,449
OR,breaks1,NA,no,451
OR,breaks2,NA,no,451
OR,breaks3,NA,no,451
OR,breaks4,NA,no,451
OR,breaks5,NA,no,451
OR,breaks1,1986,yes,454
OR,breaks2,1995,yes,454
OR,breaks3,2004,no,454
OR,breaks4,2013,yes,454
OR,breaks5,2022,no,454
OR,breaks1,1986,yes,456
OR,breaks2,1995,yes,456
OR,breaks3,2004,yes,456
OR,breaks4,2013,yes,456
OR,breaks5,2022,yes,456
OR,breaks1,1986,yes,464
OR,breaks2,1995,yes,464
OR,breaks3,2004,yes,464
OR,breaks4,2013,yes,464
OR,breaks5,2022,no,464
OR,breaks1,1986,yes,467
OR,breaks2,1995,yes,467
OR,breaks3,2004,yes,467
OR,breaks4,2013,yes,467
OR,breaks5,2022,yes,467
