PlotName,State,manual_id,lat,lon,years_trapped,max_trap
Kerr_Dam,MT,127,47.675174,-114.234674,23,35.4
Kersey Lake,BC,3035,51.033253,-121.54827,3,0.5
Kettle Prov Park (Harrison-2016),BC,5003,49.11306971075105,-118.9797697,13,57.5
Keuterville,ID,2122,46.04489,-116.47028,23,3.8
Killarney_Mountain,ID,2231,47.592167,-116.556157,2,4.4
King_Mountain,OR,172,43.79122,-118.86664,36,113
King_Mountain,WA,1356,46.08085,-121.41648,10,0.3
Kingry_Marsh,OR,1608,42.66427,-120.91254,3,0
Kings,WA,885,48.40868,-118.09061,43,41.8
Kinney_Lake,OR,518,45.275,-117.14167,20,10.4
Kinzua,OR,1456,45.13263,-119.50393,3,0.2
Kinzua,OR,1658,44.6447,-119.46029,4,0.2
Kinzua_Corp.,OR,687,45.21977,-119.34128,12,12.4
Kinzua_Corp.,OR,689,45.222410000000004,-119.2195,12,39.2
Kinzua_Corp.,OR,690,44.9717,-120.05783,5,32
Kinzua_Corp.,OR,693,45.00242,-119.76016,6,3.8
Kinzua_Corp.,OR,695,45.00215,-119.69812,5,8.6
Kinzua_Corp.,OR,697,45.01625,-119.65727,6,22.6
Kinzua_Corp.,OR,699,45.06125,-119.13354,6,0.8
Kinzua_Corp.,OR,700,44.92723,-120.14267,5,61
Kinzua_Corp.,OR,701,44.94352,-119.99967,4,27.4
Kinzua_Corp.,OR,702,44.98683,-119.8999,6,2
Kinzua_Corp.,OR,703,44.9437,-119.91974,5,10.4
Kinzua_Corp.,OR,704,44.5995,-119.3997,5,6.2
Kirkpatric,WA,1303,48.0635,-117.35956,24,3.5
Klatt_Camp,WA,1268,45.96449,-121.18787,5,5.6
Klickitat River Rd,WA,663,46.21165,-121.2921,25,20.2
Klondyke_Creek,WA,634,48.22836,-118.51522,42,24.4
Klose_Butte,WA,1317,45.96449,-121.18787,1,29.2
Kopp,OR,1519,45.27651,-118.96753,3,0.4
Kroupa_Rd,WA,1329,48.99429,-118.78292,7,0.4
La Cienega,NM,547,35.169855,-106.375069,1,18
"La Cueva (near Pecos, NM)",NM,573,35.619205,-105.731295,1,27.6
Laboe,WA,619,48.67472,-117.77778,21,4.4
Labrie,OR,1625,42.92578,-120.90986,1,0
Ladd_Canyon,OR,452,45.16022,-118.05606,38,2
Lafleur_Lake,WA,636,48.41881,-118.25933,38,3.2
Laird Park IDL,ID,2199,46.94464,-116.6393,1,0
Lake Waha,ID,2124,46.18308,-116.80486,23,10.2
Lake_Creek,WA,1483,47.96823,-120.51529,4,0.2
Lake_Keechelus,WA,1130,47.30498,-121.31915,27,4.4
Lake_Mary_Ronan,MT,134,47.943676,-114.392522,23,1.2
Lantern_Flat,OR,83,42.3924,-120.7484,33,31.33
Laporte_Bald_Mtn._Whitely,CA,154,39.697151,-120.979971,19,47.6
Las_Huertas_Road_#1,NM,534,35.226854,-106.409457,12,41
Las_Huertas_Road_#2,NM,537,35.229809,-106.412795,8,44.6
Las_Huertas_Road_#3,NM,542,35.231174,-106.409861,7,36
Last Chance,ID,2047,44.984726,-116.198844,12,12
Latour_St_For_1,CA,54,40.639323,-121.703982,35,22.4
Latour_St_For_2,CA,60,40.639323,-121.703982,24,33
Lavenik,OR,609,42.4225,-121.63306,38,39
Leggett campground,ID,2407,45.826436,-115.629222,4,34.6
Lehman,OR,1517,45.16327,-118.66609,1,0
Leighwood Lake,BC,3024,51.02973500000001,-121.68838,3,0.3
Levey_Ditch_Camp,CA,1269,39.2851775,-120.74077,17,7.4
Lewis_Creek,WA,872,46.18554,-117.81379,37,6.2
Lexington-Whitely,CA,161,39.678944,-121.009998,18,49.6
Libby_Creek,WA,908,48.25548,-120.18456,41,69
Libby_Creek_#2,WA,1639,47.73663,-120.16536,1,67
Liberty,WA,1433,47.269,-120.64951,5,19.6
Liberty,WA,1729,47.269,-120.64951,9,39.2
Lick Creek,ID,2020,45.53301,-113.896525,16,38.4
Lick_Creek,WA,1226,46.25748,-117.40901,22,68.4
Liden Road,BC,3003,51.145674,-121.492484,17,4.166666666499999
Lily,CA,1116,38.259357,-119.99831,26,40.4
Lime Lookout,BC,3021,51.0868,-121.627365,3,1
Lindstrom Peak,ID,2309,47.24653,-116.55323,6,66.4
Little Bald Mtn.,ID,2148,47.01608,-116.59205,20,61.6
Little Bear Creek 1,ID,2276,46.879117,-116.620175,24,108.6
Little Boulder Cr.,ID,2150,46.7746,-116.4581,22,40.4
Little John Creek,ID,2195,47.15151,-116.621,42,78.4
Little Pine Creek,ID,2396,44.722279,-116.777498,3,20.8
Little Plummer Creek,ID,2308,47.27534,-116.88774,23,115.4
Little Sage Hen,ID,2074,44.316735,-116.162924,22,33.4
Little Water Gulch,ID,2024,43.609143,-115.073851,22,102
Little Weiser,ID,2007,44.49069,-116.282661,3,25.6
Little_Bear_Cr,OR,414,45.435,-117.47,24,3.4
Little_Catherine,OR,482,45.15333,-117.6665,37,9
Little_Chamonkane_Tshimikin,WA,1211,47.90389,-117.92889,21,3.8
Little_Rattlesnake,WA,1311,46.776,-120.96163,5,4.8
Little_Wilmont,WA,633,48.13453,-118.42175,39,9.5
Lodge Pt,ID,2110,46.10534,-115.64689,23,3.4
Lodgepole Creek,ID,2109,44.578328,-115.634654,12,1.4
Log_Creek,WA,1460,47.16623,-121.26989,1,0
Lolo Pass 1,ID,2163,47.20614,-116.85218,47,110.2
Lonesome,OR,433,45.08667,-116.87167,36,73.6
Long,OR,1607,42.751220000000004,-120.88966,4,0.2
Long Creek,ID,2173,46.83805,-116.83865,47,105.4
Long_Creek,WA,347,48.64995,-120.35036,36,11.4
Long_Creek_Mtn,OR,201,44.68055,-119.12723,42,18.8
Long_Lake,WA,1235,47.83613,-117.84779,26,8.8
Longview_Fiber,OR,835,45.57025,-121.7004,7,13.2
Longview_Fiber,OR,836,45.527589999999996,-121.74406,7,3.2
Longview_Fiber,OR,837,45.52724,-121.64093,7,3.6
Longview_Fiber,OR,838,45.61335,-121.67978,7,4.2
Longview_Fiber,OR,839,45.54166,-121.51592,7,0.2
Longview_Fiber,OR,840,45.61365,-121.45142,7,0.6
LookingGlass,OR,1349,45.82747,-117.88064,12,51.6
Lookout,OR,265,44.36889,-120.38056,37,25
Lookout,OR,1572,42.98378,-121.94019,26,1.75
Lookout_Mt.,OR,1530,45.83914,-117.79824,4,7.6
Lookout_Mt.,WA,1136,47.18353,-120.79391,26,6
Lookout_Mtn,OR,1200,43.81288,-121.67705,22,8
Lookout_Mtn_1,OR,1337,44.5657,-117.27633,17,69.4
Lookout_Mtn_2,OR,1338,44.60867,-117.25617,17,70.5
Loomis_Lower,WA,923,48.78622,-119.66584,42,58.6
Loon Creek,BC,3031,51.141462,-121.14129200000001,3,0.3
Loon Creek,BC,3032,51.141462,-121.14129200000001,3,0
Loon Lake,BC,3028,51.110069,-121.225206,15,2.6
Loon Lake,BC,3029,51.110069,-121.225206,3,2
Loon Lake East End,BC,3011,51.06679200000001,-121.321694,17,3
Loon Lake West End,BC,3013,51.078603,-121.330259,12,3
Lost Creek,ID,2058,45.00938672,-116.4932928,12,12.8
Lost Man,ID,2084,43.722639,-115.402508,14,117.4
Lost_Creek,OR,1051,44.32881,-119.27839,31,71
Lost_Creek,WA,644,48.4685,-119.08236,41,12.2
Lost_Creek,WA,1042,48.61721,-117.36549,32,0.8
Lost_Lake,WA,1631,46.62944,-121.06397,1,0
Lost_River,WA,913,48.65235,-120.50683,41,64
Lostine,OR,1474,45.33207,-117.4046,4,2.4
Lovell Valley Direct Sale,ID,2355,47.28984,-116.90461,15,69.6
Low Saddle,ID,2118,45.520493,-116.444921,7,0.4
Lower San Poil,WA,1711,47.9743,-118.7087,1,0.25
Lower Scriver Cr,ID,2080,44.184411,-115.975017,19,37.2
Lower_Baltic,CA,505,38.69361,-120.512498,25,88.6
Lower_Pinal,AZ,56,33.286917,-110.828686,17,66.8
Lumberyard_1,CA,591,38.548235,-120.307974,25,60.8
Lumberyard_2,CA,594,38.548235,-120.307974,25,52.2
Lutsey,OR,268,44.24667,-120.28167,36,18.6
Lynx_Creek,WA,637,48.34959,-118.4589,40,22.4
MELLECK RD,ID,2160,47.67865,-116.95177,1,6.8
Macumber Meadows,ID,2260,46.994232,-116.705583,17,52.2
Maiden Creek,BC,4027,50.977545309999996,-121.512546,14,8.1
Maitlen_Creek,WA,1295,48.75216,-117.33416,24,6
Malo,WA,905,48.79122,-118.58218,36,5.2
Maloney Mtn Rd,WA,1738,46.25865,-117.71881,2,1.4
Manila_Creek,WA,651,48.0178,-118.78411,40,41.6
Mann Creek,ID,2036,44.588422,-116.954019,19,45.2
Marias_Creek,WA,326,48.98583,-118.93167,38,11.25
Marie Creek,ID,2345,47.68121,-116.5817,16,2.8
Marshall_Gulch,AZ,121,32.427858,-110.755714,12,9.6
Marshall_Lk,WA,624,48.26944,-117.1,36,3.8
Mason Butte,ID,2303,47.38358,-116.86627,23,63
Matlock,OR,370,45.10052,-119.13564,41,8.8
Mattley_1,CA,1082,38.464048,-120.122505,26,22.4
Mattley_2,CA,1083,38.464048,-120.122505,26,45
Mattsen_Cr.,WA,621,48.73871,-118.18211,22,4
Maury_Mtn,OR,293,44.06333,-120.27,35,45.2
Mayflower_Point,WA,1659,48.28882,-118.40467,1,9.4
McCombs,WA,910,48.56744,-120.37396,42,34
McCormick_Spring,WA,1387,46.42467,-121.28105,6,5
McFarland_Creek,WA,1345,48.14021,-120.1135,22,10.25
McKays Butte,WA,673,46.1502,-120.9336,27,8.8
McLure,BC,4001,51.04927066,-120.2425582,25,65.7
Mcallister_Spr,OR,227,44.10102,-118.48643,38,31.5
Mccoy,OR,231,44.22581,-118.68208,40,61.4
Mccoy_Creek,OR,439,45.33284,-118.54118,13,20.4
Mcdonald_Grave,WA,898,48.96156,-118.76587,41,19
Mcdowell Trail,ID,2008,44.81017,-116.625107,19,35.8
Mcfarland_Ctoff,WA,1698,48.1272,-120.15098,1,1.2
Mcgee,CA,1397,36.773,-118.961,9,2.8
Mckenzie,WA,568,47.77806,-120.35944,13,23.6
Meadow Lake (added 2010),BC,3057,51.370115000000006,-121.761877,11,2.3333333334999997
Meadow_Creek,CA,960,40.00704,-120.594688,15,35.6
Meadows Creek Rockpit,ID,2380,46.94083868,-115.8794884,4,41
Meeks,CA,1446,39.035627,-120.126928,3,1
Memaloose,OR,428,45.42833,-116.695,20,0.4
Menness_Ridge,CA,1046,37.639306,-119.720506,7,48.2
Merrit_Mountain,NV,6408,41.88260706,-115.844719,8,37.4
Mica Mountain,ID,2201,46.8819,-116.57649,42,93.6
Mica_Mt_South,WA,1330,47.55368,-117.1035,24,78
Mica_Top1,WA,1419,47.55729,-117.08792,1,70.6
Mica_Top2,WA,1422,47.56429,-117.07824,1,26.6
Mid Loon Lake,BC,3012,51.110409,-121.250603,12,4
Middle Brownlee,ID,2040,44.665347,-116.928562,10,29.8
Middle Fk Grouse Cr,ID,2083,43.551204,-115.19223,12,75.8
Middle Fk Payette Rv,ID,2076,44.315449,-115.868603,12,4.8
Middle Fork Scriver,ID,2373,44.19135285,-116.0462275,3,1
Middle Fork of Deep Creek 1 (301-216-1),ID,2236,47.05971,-116.89506,27,89.8
Middle Fork of Deep Creek 2 (301-216-3),ID,2237,47.06303,-116.89665,27,99.6
Middle_Mt.,WA,312,48.63167,-119.78167,37,15.8
Middle_Ridge,OR,1531,45.62382,-118.02539,4,6.6
Middle_Willow_C,OR,1640,44.27791,-118.12248,1,3.4
Midway,BC,5012,49.00392364568959,-118.7841904,14,18
Milk_Canyon,WA,1160,46.85393,-120.82375,22,0.4
Mill Cr. Canyon,WA,1280,46.25028,-120.835,16,5.6
Mill Creek,ID,2027,42.749494,-116.867185,37,87.6
Mill Creek Road,ID,2038,44.665491,-116.86794,12,51.8
Mineral Creek 1,ID,2299,47.078646,-116.878764,23,78
Mineral Mountain,ID,2175,47.0603,-116.87325,47,85
Mission Mountain,ID,2176,47.06124,-116.95197,47,66.4
Mission Mountain (#2),ID,2234,47.06743,-116.94387,39,71.2
Moctileme Butte,ID,2304,47.26106,-116.94474,6,91.4
Molly_Gulch_CG,CO,47,39.191294,-105.34392,21,2
Molson,WA,933,48.95714,-119.21746,36,56.6
Monument_Road,WA,1016,45.95211,-120.91059,34,21.4
Moon Hill,ID,2253,46.90785,-116.72946,37,71.4
Moon_Canyon,WA,592,47.68,-120.57333,23,2.6
Moon_Hill,WA,1246,48.35913,-117.23488,25,6.2
Morgan,CA,796,40.370725,-121.527556,27,82.8
Morgan_Butte,OR,135,42.54889,-120.54194,35,5.4
Mormon_Peak/Lolo_Creek,MT,147,46.716131,-114.164423,23,5
Morris Creek,ID,2153,46.84528,-116.18918,21,47.4
Morrison_Canyon,WA,1342,47.13096,-120.83629,23,8.8
Morristown_1_(Bee_Tree),CA,1216,38.231841,-120.010656,17,11.8
Morristown_2_(Eureka),CA,1218,38.340219,-119.787641,26,88
Moscow Mtn (115-114),ID,2187,46.80855,-116.85617,25,90.8
Moses Mountain 1,ID,2193,47.128029,-116.769153,42,67.8
Moss_Springs,OR,476,45.29447,-117.69919,36,11.2
Mound Road,BC,3043,51.116116000000005,-121.502373,3,0
Mount Union,AZ,141,34.413003,-112.412877,7,0
Mount_Moriah,OR,475,45.49067,-117.72119000000001,39,1.8
Mountain_Fir,OR,853,45.36738,-121.34868,5,19.8
Mountain_Top,WA,868,46.2443,-117.64398,37,33
Mowich,OR,1623,43.36415,-121.38179,3,0.4
Mt.Hull,WA,925,48.91673,-119.28408,42,42.6
Mt._Ingalls,CA,964,39.993126,-120.628819,15,17.6
Mt._Spokane,WA,1152,47.88677,-117.13123,27,3.6
Mt_Hull_South,WA,1411,48.873,-119.31368,14,12
Mud Creek R4,ID,2053,45.02987176,-116.3581201,12,4
Mud_Springs,CA,597,38.546575,-120.342056,23,74.4
Mudgett_Lake,WA,1254,48.05083,-118.22121,25,3.2
Mumford_Bar,CA,1278,39.178973,-120.642523,33,49.4
Murderers_Creek,OR,1045,44.26519,-119.15998,35,39.4
Murphys_Wash,NV,6409,NA,NA,1,0
Murray Saddle,ID,2367,44.22964719,-116.0561024,3,2
N.F._Summit,OR,214,44.60653,-118.35874,39,11.6
NEO-59,OR,1742,45.5243,-116.7651667,3,0.6
NM Hwy 4 btw Dark canyon and Rincon,NM,569,35.845643,-106.635125,1,15.4
N_Cable_Creek,OR,1108,45.08123,-118.70203,27,4
N_Fork_Wenas_Cr,WA,1158,46.93186,-120.83698,27,8
Naneum_Canyon,WA,1156,47.15108,-120.46558,17,13.2
Nannie_Threemile,OR,615,42.64278,-122.07917,41,51.2
Navarre_Canyon,WA,876,47.84217,-120.20237,42,47.2
Nealy Creek Road,WA,1702,48.91104,-119.07209,9,39.6
Nevada_Pt._Ridge,CA,434,38.967169,-120.551078,25,27.8
Nevada_Pt_Rdg_1,CA,78,38.967169,-120.551078,10,33.2
Nevada_Pt_Rdg_2,CA,86,38.967169,-120.551078,3,42.4
New York Summit,ID,2028,43.038088,-116.704246,33,125.8
Newport,WA,1149,48.18861,-117.11229,26,5.4
Newsome campground,ID,2408,45.893359,-115.623524,4,44.25
Night Hawk Hill,CO,122,39.353109,-105.146552,5,4.2
Nine Mile Ranch,WA,1705,48.93346,-119.30824,9,18.4
Nine_Mile,WA,1400,48.97393,-119.29618,4,3
Nine_Mile_Falls,WA,945,47.79015,-117.58021,41,11.2
Nine_Mile_PG,NM,529,35.215497,-106.422862,16,18.2
Ninemile,OR,394,45.69593,-118.08428,43,4.8
No Name,ID,2130,46.15862,-116.79083,7,9.4
None,OR,1567,43.39204,-121.57543,1,1.2
Nora Creek,ID,2289,46.79708,-116.71893,24,81.4
North Fork Palouse River,ID,2200,46.95851,-116.60161,41,83.2
North Fork Pine Creek,ID,2298,47.13047,-117.00555,24,93
North Fork Touchet,WA,1434,46.10978,-117.83435,5,0
North Fork Touchet,WA,1730,46.11765,-117.82374,9,0.75
North of Clinton,BC,3007,51.09516200000001,-121.591012,17,5.133333333333334
North of Granite Point,ID,2269,46.82277,-116.88407,24,81.6
North-South Ski Area,ID,2197,47.06491,-116.64329,42,107.2
North_Ahtanum,WA,1033,46.50651,-121.02896,32,39
North_Canyon,NV,6416,38.67949519,-116.2567266,9,0
North_Reardan,WA,1233,47.77066,-117.89383,20,7.6
North_Wilbur,WA,1064,47.87125,-118.71924,22,50.8
Northfork,OR,234,44.20417,-118.39294,39,77.3
Northrup Gulch,CO,242,39.145226,-105.31663,5,0.2
Nurtioso,AZ,87,33.948923,-109.20622,4,0.2
O'Keefe Creek,ID,2099,44.170343,-115.568232,12,18
Oak_Creek,WA,605,46.73203,-120.91884,43,16.8
Observatory_along_SH_244,NM,457,32.978096,-105.732616,10,1.6
Ochoco_Lumber,OR,854,44.26818,-120.45632,5,2.2
Ochoco_Lumber,OR,855,44.28245,-120.39647,5,0
Ochoco_Lumber,OR,856,44.28257,-120.45621,5,3.2
Odonell Creek,ID,2379,46.97529278,-115.8802678,3,36
Olalla,BC,4032,49.28001594000001,-119.833134,11,40.4
Old Wauconda/Hwy 20,WA,1703,48.7143,-118.95435,1,0
Old_Peavine_Ridge,WA,1319,45.87584,-121.08223,1,25
Olive Creek,ID,2009,44.838993,-116.62553,21,46.8
Olney_Corral,WA,684,46.35936,-121.0674,37,0.6
Olney_Creek,WA,1429,46.237,-120.9474,4,23.8
Olsen_Canyon,WA,1257,47.78111,-118.32342,9,5.4
Onion,CA,806,40.207987,-121.588829,27,28.8
Or.Fir-Woodward,OR,850,44.57016,-120.57581,7,4
Or.Fir-Woodward,OR,852,44.52708,-120.33644,7,52.6
Orchard Canyon,ID,2068,44.746343,-116.582714,15,37.8
Orchard_Bluff,WA,1145,47.88867,-117.30234,27,11
Oregon_Cmpgrnd,OR,510,44.54167,-118.33333,34,12.2
Orient_Boulder_Cr,WA,884,48.83623,-118.18719,42,45.2
Otts_Orchard,WA,951,47.70754,-117.10142,14,20.6
Oyachen_Crk,WA,1208,47.90556,-118.08083,21,12.2
Paddy_Seed_Orch,OR,987,44.96884,-117.29264,34,94.7
Pal_Moore_SO,WA,1361,48.38759,-117.57529,21,8.2
Pal_Moore_temp,WA,1382,48.39213,-117.56948,4,0.2
Palmer_Lake,WA,922,48.87853,-119.60827,42,58.6
Palouse_Park,WA,1036,46.90632,-117.08529,1,0
Panhandle_Cg,WA,1196,48.51038,-117.27033,4,0.4
Panorama_Cg,CA,1368,35.809169,-118.570471,8,10.8
Panther_Butte,WA,683,46.31629,-121.17414,37,1.2
Paradise Hot Springs,ID,2081,43.551125,-115.266723,24,71
Paradise Point,ID,2174,46.81949,-116.94564,47,91.8
Pardue_Corral,OR,375,45.26721,-118.76704,41,1
Park,OR,364,44.91702,-118.78529,43,9.6
Park Creek Campground,ID,2100,44.116728,-115.576439,12,2.4
Park_City,WA,642,48.35922,-118.88789,43,31.6
Parker_Creek,CA,901,41.451799,-120.332342,36,13.4
Parker_Pass,CA,1372,35.950437,-118.612033,8,2.6
Parson_Water_Hole_Rd,WA,1273,45.9769,-121.041,1,0.6
Particle_Spr,WA,1513,46.14528,-117.76639,6,12.4
Pass Creek CG,CA,1309,39.504116,-120.533434,12,17.4
Pat Lake/Six Mile,BC,4004,50.731486059999995,-120.7126013,25,73.5
Patana_Cr_Rd,WA,1373,46.30152,-117.51663,14,0.4
Pattee_Canyon,MT,156,46.81421,-113.94887,23,20.6
Patton_Meadows,OR,1590,42.2444,-120.59998,2,0.4
Pavilion,BC,4008,50.87964725999999,-121.8384506,25,82.5
Peacock_Point,CA,813,40.0919,-121.322,1,3.2
Pearrygin_Mt.,WA,907,48.49183,-120.10617,41,22.2
Pearrygin_Ridge,WA,350,48.52083,-120.1225,37,18.4
Pearson,OR,1515,45.0182,-118.7276,1,0.2
Pearson Creek,WA,1436,47.24968,-120.45219,3,6.6
Pearson Creek,WA,1732,47.24968,-120.45219,9,6
Peavine,CA,463,39.07825,-120.602464,18,80.6
Peavine,OR,1542,45.71378,-117.09244,1,0
Peavine Ridge,WA,996,46.15041,-121.24461,26,21.4
Peavine_Ridge,WA,1321,45.96449,-121.18787,1,21
Pebble_Cyn_1-10,CA,493,38.696772,-120.448942,26,27
Pend_Oreille_Co_Pk,WA,1146,48.08091,-117.32516,26,2
Pennington,WA,1263,45.89095,-121.14449,4,35.2
Penny_Spring,OR,1490,45.20362,-118.37311,2,0
Peterson Point,ID,2166,47.16867,-116.56588,47,101
Pettis Point,ID,2312,47.23668,-116.41305,6,71.2
Petty_Creek,MT,163,46.91751,-114.451165,22,16.8
Phillips,WA,894,48.89688,-118.53091,42,26.8
Phillips,WA,1339,48.38888,-117.63869,18,2.4
Phillips_Cr,OR,1352,45.60068,-118.0478,11,50.6
Phytophagite,OR,1679,42.56564,-121.39831,2,0
Pickard Creek Rec Site,BC,4043,49.38343236,-120.1793171,14,31.6
Pickett_Peak,NV,6413,NA,NA,9,0
Pine Creek,CO,302,38.999924,-106.230599,4,7.8
Pine Knob,ID,2112,46.07533,-115.66803,23,41.8
Pine Ridge Road,ID,2056,45.77008052,-116.3676955,12,25
Pine_Creek,WA,1632,46.68738,-121.06508,1,0
Pinegrass,WA,1638,46.61484,-121.23195,3,0
Pinegrass_Ridge,WA,1322,45.87584,-121.08223,1,4.5
Pioneer_Cg,WA,1195,48.21122,-117.05112,26,7.2
Pipe_Creek,WA,1476,47.32525,-120.60978,3,0
Pipeline,WA,1018,45.9129,-120.81956,32,25.4
Piscoe_Meadow,WA,669,46.41073,-121.09323,43,2.2
Pistol_Creek,MT,174,47.282175,-114.127316,23,76.6
Pleasant_Creek,ID,2261,47.571993,-116.673035,2,0.4
Pleasant_Prairie,WA,1302,47.75026,-117.20738,25,4
Plummer Butte,ID,2306,47.31383,-116.87442,6,75.2
Plummer_101-110,CA,570,38.611134,-120.427749,5,68.8
Plummer_121-130,CA,577,38.611134,-120.427749,5,72
Plummer_141-150,CA,585,38.611134,-120.427749,5,57.2
Plummer_81-90,CA,511,38.611134,-120.427749,24,68.6
Plummer_E_91-100,CA,564,38.611134,-120.427749,20,62.8
Pohono_Bridge,CA,1049,37.716379,-119.66676,6,0.4
Point,OR,1626,42.9429,-120.867,1,0
Poison,CA,991,36.70604,-118.815491,22,10.2
Pole Creek,WA,679,46.1464,-121.18287,38,20.2
Pole_Creek_Rd,WA,1320,45.89095,-121.14449,1,16.8
Pole_Spring,OR,1617,44.39577,-118.48277,1,3
Polson_Big_Creek,MT,180,46.46442,-114.212949,23,5.2
Polson_East_Bay/Hell_Roaring,MT,186,47.703573,-114.041528,25,6.4
Polson_Turtle_Lake/Lost_Lake,MT,191,47.664832,-114.07197,25,48.2
Pomeroy,WA,941,46.22835,-117.57581,24,29.4
Ponderosa,CA,1420,36.103584,-118.52774,2,0.6
Porphyry Creek,ID,2018,45.016785,-114.337218,11,10
Portugese_Pass,CA,1366,35.800262,-118.58184,8,6
Potato Hill,ID,2113,46.08903,-115.73797,23,18.6
Poverty-Whitely,CA,148,39.622126,-121.006813,19,62.4
Powatka,OR,1536,45.7271,-117.4436,1,0.6
Powelson Creek,ID,2043,44.796464,-115.876798,11,0.2
Power_Lk,WA,622,48.23108,-117.38091,37,2.8
Powerhouse,OR,1699,44.79493028,-118.5002853,4,0
Powerhouse,OR,1727,44.79493028,-118.5002853,5,0.4
Prairie_City_Timber,OR,705,44.32673,-118.96155,30,50.4
Prairie_City_Timber,OR,1202,44.59993,-119.41995,8,22.3
Prairie_City_Timber,OR,1701,44.21861,-117.34305,8,18.2
Private,OR,708,44.44076,-119.84733,6,1
Private,OR,709,44.31238,-118.55631,37,15.8
Private,OR,710,44.21259,-119.16753,20,67.8
Private,OR,711,44.22618,-118.8613,36,26.2
Private,OR,712,44.69936,-119.1346,7,60.4
Private,OR,713,44.35574,-118.71802,26,24.4
Private,OR,742,42.7072,-120.73163,25,11.6
Private,OR,743,42.31831,-121.32122,39,48.2
Private,OR,744,42.30861,-121.7663,25,34.4
Private,OR,745,42.30191,-120.58075,35,29.4
Private,OR,746,42.07143,-121.31962,38,42.2
Private,OR,798,45.69838,-117.61443,22,19.6
Private,OR,804,44.92786,-117.21556,6,22
Private,OR,805,44.94253,-117.01232,6,34
Private,OR,807,45.27152,-117.07381,21,5.2
Private,OR,827,42.58471,-122.61005,7,0.8
Private,OR,828,42.38207,-123.0035,7,2.4
Private,OR,830,42.60016,-122.96488,7,2.6
Private,OR,1677,45.59455,-118.10723,5,1.8
Private,OR,1678,44.9571,-117.07322,5,21.4
Private,OR,1700,44.34666,-117.30305,8,3.8
Private,OR,1723,45.61145,-117.34398,37,28.8
Private,OR,1724,45.37441,-117.32248,37,6.2
Prospect Peak 1,ID,2294,47.017845,-116.840948,24,85.6
Quail_Flat,CA,1388,36.722086,-118.906825,9,5.4
Quail_Flat_Nps,CA,1412,36.721914,-118.907812,1,1.75
Quartz Creek,ID,2278,46.92536,-116.66394,7,96.2
RY_Timber,OR,800,45.5965,-117.53245,31,30.2
Railroad,WA,1564,48.18576,-120.60692,2,10.8
Rainbow Falls,CO,222,38.868213,-104.92454,5,0.8
Rainy,WA,1498,47.83894,-120.96229,4,0.2
Raleigh Peak,CO,110,39.397926,-105.22097,5,0.6
Rapid Creek,ID,2042,44.781831,-115.935994,12,10.8
Rapid Lightning Creek,ID,2181,48.42231,-116.275667,1,0
Rathdrum,ID,2347,47.807299,-116.912807,15,23.2
Rattler,WA,598,46.79028,-121.05861,41,14.8
Rattlesnake,WA,1307,46.79048,-120.94049,5,1.2
Rattlesnake,WA,1346,46.80654,-121.00907,22,4.4
Rattlesnake_Cmp,WA,352,48.65861,-120.55528,36,56.8
Rd_050_Dry_Cr.,OR,458,44.97162,-117.05314,39,96.6
Rd_187,WA,1666,47.01996,-121.10064,2,0
Record_Mine,OR,496,44.375,-118.25,36,43.4
Red,OR,403,45.45778,-118.30556,43,22.6
Red Bridge Rec Site,BC,4033,49.18186042999999,-120.0040916,13,10.85
Red Hill,OR,1735,45.752076,-117.314771,2,0.8
Red_Hill,WA,864,46.30176,-117.55975,22,32.8
Red_Horse_Mountain,ID,2229,47.548727,-116.644101,2,3.2
Red_Knob,OR,1522,44.97019,-117.391,4,18.6
Red_Spur,UT,6405,41.61115213,-111.462071,10,0
Red_Top,WA,551,47.30833,-120.725,45,37.2
Redskin Mtn,CO,261,39.358847,-105.364219,5,0.4
Reecer,WA,561,47.18333,-120.6,43,37.2
Renfro Creek,ID,2317,47.174941,-116.36002,17,37.8
Renfro Peak,ID,2316,47.19534,-116.31847,6,44.2
Republic_Gravel_Pit,WA,883,48.671,-118.87411,43,4.8
Revais_Creek,MT,195,47.26451,-114.407341,1,7
Reynolds,OR,1032,44.4395,-118.46274,1,0
Reynolds_Creek,AZ,22,33.86175,-110.943743,18,41.5
Rhett Cr,ID,2115,45.63113,-116.337317,23,1.8
Rice,WA,932,48.45534,-118.03695,43,13.6
Rice Creek,ID,2108,44.54935,-115.654774,12,0.6
Rice_Cabin,CA,477,38.8040703,-120.5577033,4,2.8
Rice_Cabin,CA,483,38.8040703,-120.5577033,10,8.2
Rich,OR,1643,45.31552,-116.90881,1,13.4
Rich,OR,1644,45.21468,-116.90913,3,10.4
Rich,OR,1686,45.25771,-116.88846,2,0
Rio_Penasco/Upper_Penasco/Bluff_Springs,NM,447,32.830456,-105.737372,16,2
Riverbed,OR,71,42.615,-121.1388,32,22.8
Road 37,WA,1745,48.539239,-119.823194,3,4.4
Road_2705,OR,297,44.50667,-120.71,35,21
Roaring River,ID,2085,43.740252,-115.470144,12,95.2
Robbins Range,BC,4010,50.62424868,-119.9474994,25,80.5
Roberts Camp,ID,2374,44.1921748,-116.0561522,3,1
Roberts_2605,OR,530,45.625,-117.25,35,33.2
Robinette,WA,1225,46.17117,-117.93963,2,24.4
