PlotName,State,manual_id,lat,lon,years_trapped,max_trap
Conconully_Lake,WA,920,48.57032,-119.69953,32,29.4
Cook Creek,ID,2142,46.46135,-116.05109,13,5.8
Coon Creek 201,ID,2211,47.31124,-116.76023,41,97.4
Coon Creek 908,ID,2351,47.3,-116.8131,15,71.6
Cooper,ID,2141,46.47774,-116.026992,8,3.8
Copper Creek#1,WA,1714,48.0798,-118.65,1,0
Copper Creek#2,WA,1712,48.0883,-118.6292,1,0
Copper Saddle,ID,2381,46.90258267,-115.9159965,4,44.4
Copper_Mt.,WA,1067,48.61909,-118.74861,2,0
Cornwall 79,BC,4029,50.79072142,-121.3344448,7,49.5
Cornwall 80,BC,4030,50.785586640000005,-121.343324,7,6
Corral_Creek,MT,58,45.086161,-109.326159,27,31.2
Corrigal,OR,1340,44.75562,-118.46298,21,24
Cottonwood,ID,2386,44.327524,-116.229833,10,57.2
Cottonwood,OR,277,44.4698,-119.84762,4,0
Cottonwood Butte,ID,2123,46.07058,-116.46658,23,2.8
Cottonwood Campground,WA,1704,48.59004,-119.76521,5,0.6
Cottonwood Creek,ID,2075,44.331621,-116.222997,16,42.8
Cottonwood Spring,ID,2041,44.65478,-116.96174,18,60.2
Cottonwood_Cg,OR,1056,44.375,-119.85,30,22
Couch Summit,ID,2022,43.514903,-114.801371,16,48
Cougar Gulch,ID,2344,47.64156,-116.90524,16,29.4
County,OR,831,42.22182,-123.06296,7,6.6
Cow Creek,ID,2087,43.623356,-115.271301,21,87.4
Cow Creek Saddle,ID,2117,45.533739,-116.424369,6,0.2
Cowpuncher_Ridge,WA,1162,46.76947,-121.01286,12,26.8
Cox_Spring,UT,6406,41.64139796,-111.49435,10,1.6
Coxit_Creek,WA,1288,48.69073,-119.78845,21,29
Coyote,OR,309,43.87962,-119.42663,37,79.8
Coyote Lane Post Falls,ID,2353,47.69,-116.94,15,67.6
Coyote_Creek,WA,647,48.24756,-119.14069,41,20.4
Crane Point,ID,2206,47.04186,-116.80963,42,89
Crane_Flat,CA,1052,37.747829,-119.799319,7,43
Crane_Flat,OR,1025,44.8833,-118.3787,30,2.8
Craters of the Moon NE,ID,2400,43.472282,-113.566837,3,18.2
Craters of the Moon NM,ID,2390,43.457334,-113.577438,3,67.2
Crawflish_Lake,WA,1414,48.4889,-119.22079,6,0.2
Crazy_Harry,CA,792,40.419351,-120.8443,38,63.2
Cresent,OR,1618,44.28443,-118.53755,1,0.4
Crooked River,ID,2095,43.986679,-115.498419,12,25.8
Crooks Corral,ID,2121,45.56625,-116.41089,14,19.4
Crumb_Creek,WA,1281,47.71355,-120.27961,23,18.4
Crummaring Creek,ID,2290,46.798422,-116.902923,24,70.4
Crwn.Pacifc.Ltd,OR,851,44.48351,-120.81684,7,39.4
Crwn.Zellerbach,OR,779,45.08664,-117.69375,4,0.2
Crwn.Zellerbach,OR,780,44.58048,-117.79916,5,0.4
Crystal Creek,ID,2319,47.149903,-116.359831,17,9.8
Crystal Peak,ID,2318,47.14292,-116.30935,6,29.4
Crystal_Springs_Cpg,CA,1406,36.745112,-118.961589,9,5.75
Cunningham,AZ,98,32.665,-109.869444,13,4.8
Curlew,WA,893,48.89851,-118.56627,42,35.4
Curlew_Lake,WA,906,48.73023,-118.65415,41,6.4
Daisy,WA,1212,48.35321,-118.11275,26,3.6
Dale_Resler_Boy_Scout_camp/Apache_Canyon,NM,431,32.948683,-105.720742,11,2
Danville,WA,903,48.97741,-118.51931,41,4
Dark_Canyon,WA,1511,46.16278,-117.41667,6,23
Davis Creek,ID,2315,47.173407,-116.418508,11,26.4
Davis_Canyon,WA,1566,47.79988,-120.14032,2,0.8
Day_Creek,OR,812,44.44044,-119.66376,24,52.8
Dayton,WA,869,46.27253,-117.64376,38,25.6
Dead_Horse_Flats,WA,1326,46.53019,-121.15134,24,10.4
Dead_Indian,OR,1627,42.98393,-120.82989,1,0
Deep_Ck_Eyebrow,OR,1059,45.85,-117.65,2,0
Deep_Creek,OR,116,42.0585,-120.1733,30,20.6
Deer Point (Bogus Basin),ID,2033,43.739656,-116.117008,17,65.6
Deer_Cr-Lake_Cr,OR,1027,44.7493,-118.1077,35,20.6
Deer_Creek,CA,1283,39.2937867,-120.8241073,1,10
Deer_Knob,CA,487,38.889703,-120.433638,10,23.2
Deer_Lake,WA,865,46.30145,-117.6649,24,7.6
Deer_Park,WA,944,47.96284,-117.50057,43,3.2
Deer_Spring,CA,915,41.549498,-121.101037,18,65.6
Deerhorn-Cr,WA,1743,48.4526,-118.8821,3,30.2
Deerhorn_Cr,WA,641,48.45014,-118.85997,39,14
Dell Gulch,CO,263,39.324321,-105.244399,5,1.8
Deming,OR,75,42.47638,-120.90972,17,8.2
Dent_Crk.,OR,1589,42.20201,-120.79325,2,1
Devil's Head CG,CO,224,39.27552,-105.106767,26,15.2
Devil's_Canyon/Baileys _Canyon,NM,416,32.987255,-105.751901,18,0.67
Dewey Peak,ID,2026,42.93029,-116.797649,15,121.8
Diamond_Lake,WA,1147,48.08167,-117.22343,26,9
Dick_Spr,OR,388,45.74667,-118.16861,41,32.3
Divide,OR,1645,45.24299,-117.07442,3,1.8
Dixie,OR,1029,44.5273,-118.5853,1,0
Dodge,CA,1112,38.19007,-119.957077,26,53.4
Dodge_Ridge_1,CA,1119,38.19007,-119.957077,25,61.4
Dodge_Ridge_2,CA,1122,38.19007,-119.957077,24,50.2
Dogtown_Intersection/Plummer_F_6T_111-120,CA,571,38.612342,-120.450442,22,55.6
Dollar_Basin,OR,1008,44.06978,-118.62167,34,70.8
Dominion,WA,1075,48.56197,-117.79289,2,0
Dorrington,CA,125,38.295392,-120.274718,27,53
Dorst_Cpg#1,CA,1415,36.636232,-118.809808,9,13.75
Dot_Creek,WA,1344,47.22774,-120.449,23,17.8
Douglas_Mt.,WA,937,48.7502,-119.676,11,2
Drumhill_Ridge,OR,488,45.42786,-118.16547,33,23
Dry Beaver Creek,ID,2063,44.825798,-116.322486,12,18.6
Dry_Beaver,OR,444,45.19431,-118.33631,37,3.6
Dry_Camp,NM,517,35.199943,-106.406607,12,36.2
Dry_Cr-Puderbaugh,OR,417,45.17,-116.83833,35,28.6
Dry_Cr.Saddle,OR,1611,45.05727,-116.93203,2,32.2
Dry_Creek,WA,1159,46.905029999999996,-120.82364,27,2.2
Dry_Porter,OR,258,44.38716,-120.07559,35,16.6
Dryden,WA,578,47.53167,-120.56833,40,11.2
Dryden,WA,879,47.54197,-120.57544,27,0.6
Dusty_Mtn_Meadow,WA,1236,48.6511,-119.38252,15,67.4
Dutch_Cr-Anthony,OR,1024,45.049,-118.1118,33,21.2
Dutchman_Cr.,OR,1505,45.05727,-116.97288,3,15.8
E Fork Weiser River,ID,2062,44.796796,-116.342737,12,17
E. Fk Brownlee Creek,ID,2012,44.752223,-116.807766,21,61.2
E. of Old Tensed Rd,ID,2158,47.184915,-116.8805583,12,4.6
E_Bannon_Mtn,WA,1238,48.61987,-119.19235,25,28.4
Eagle,WA,1501,47.66398,-120.53504,1,0
Eagle,WA,1594,47.66399,-120.49049,3,21.2
Eagle Rock,CO,299,39.393124,-105.166244,4,7.4
East Dennis,ID,2167,47.06699,-116.68606,47,101.2
East Fork Emerald Creek,ID,2336,47.005195,-116.347243,17,5
East Fork Flat Creek,ID,2281,46.88945,-116.68988,24,85.8
East Fork Lost Creek,ID,2055,45.01661541,-116.4670258,19,18.6
East Fork of Potlatch River 1,ID,2338,46.826398,-116.365946,23,67.2
East Gold Hill 1,ID,2168,46.93791083,-116.765576,47,83.6
East Twin Mountain,ID,2205,46.81399,-116.89761,42,87.4
East_Dogtown/Leek_Spr._Rd._G_151-160,CA,587,38.628548,-120.276043,22,71.8
East_Mtn_Road,WA,1259,46.11187,-117.17728,22,58.2
Ebell_Cr-Dark_Cyn,OR,410,44.59167,-117.74167,28,5.2
Eholt,BC,5005,49.14876650148895,-118.5415804,14,2
Eight,OR,1555,45.2074,-121.61494,2,0.4
Elam,CA,799,40.249345,-121.449414,25,47.8
Elk Creek Falls,ID,2152,46.74257,-116.18017999999999,22,15.8
Elk Mountain 001,ID,2161,47.607865,-116.643867,8,13.8
Elk Mountain 604,ID,2265,47.592156,-116.599041,2,15.4
Elk Summit,ID,2405,45.897575,-115.555061,4,72.2
Elk_Creek,OR,1524,44.39535,-118.34271,4,8.2
Elk_Creek,OR,1595,44.72853,-118.74825,3,6.2
Elk_Creek,OR,1614,44.29843,-118.51747,1,3.6
Elk_Flat,OR,1615,44.31252,-118.4573,1,0.4
Elk_Mtn,OR,525,45.69167,-117.19167,21,6
Ellensburg,WA,1022,47.1393,-120.50777,4,1.4
Ellis,OR,1514,45.16337,-119.19804,1,0
Emerald Butte 1,ID,2219,47.0051,-116.41047,24,23.2
Emerald Butte 2,ID,2220,47.01084,-116.36136,6,75.2
Emida Peak,ID,2196,47.1041,-116.59044,42,75.8
Empire_Creek,WA,1284,48.81901,-118.66154,25,13.8
"End of Union Road, Glenmore",BC,4045,49.945522200000006,-119.4431763,6,25.466666666666665
End_Springs,OR,1534,45.56558,-118.12754,4,1
Eshom,CA,1394,36.690093,-118.946905,9,37.8
Ewing_Spr.,OR,1561,44.06934,-118.78682,2,0.8
FSR 144 & NM Hwy 126,NM,563,35.891816,-106.66757,1,0
FS_Info_Touchet_DNR2,WA,1726,46.1358,-117.80861,12,16.6
FS_Road_5661,NM,425,32.934518,-105.73243,18,6
FS_Road_64,NM,461,32.772577,-105.771126,12,12.8
Fairview Creek,ID,2090,43.594797,-115.29157,11,49.4
Fairview Knob,ID,2180,47.08938,-116.72055,44,105.8
Fallen_Leaf,CA,1445,38.921549,-120.048795,3,0.4
Falls_Creek,WA,348,48.63611,-120.16389,37,16.4
Fan Creek Saddle,ID,2145,46.244162,-115.650915,7,0.6
Fawn_Creek,NV,6407,41.71922723,-115.5593825,6,9.8
Featherbed Camp,WA,660,46.01254,-120.93975,24,6.4
Fields_Sp.S.P.1,WA,860,46.08233,-117.17752,24,40.2
Fields_Sp.S.P.2,WA,861,46.08233,-117.17752,38,33.2
Fields_Sp.S.P.3,WA,862,46.09696,-117.15605,13,4.8
Fifty-one Creek,BC,3042,51.1165,-121.5194,17,3
Fifty-one Creek,BC,3044,51.1165,-121.5194,3,2
Fir Cap,CA,1315,39.570275,-120.839429,6,38.2
First_Cr.,WA,545,47.85796,-120.18366,44,34.8
First_Creek,WA,1305,47.20828,-120.67638,13,3.2
Fish_Creek,MT,76,46.94243,-113.380316,22,10.2
Fish_Lake,OR,469,45.01512,-117.09313,41,110.6
Fish_Lake,WA,919,48.61415,-119.71036,34,46
Fish_Lake,WA,1670,46.615,-121.12715,2,0
Five,OR,1552,45.063720000000004,-121.63393,2,0
Five Mile Lake,BC,3036,51.073229,-121.580825,12,3.2
Flagstaff_Butte,OR,1521,45.07183,-117.51011,29,42
Flat Creek,ID,2172,46.85214,-116.73214,47,90
Flat Rocks CG,CO,182,39.325734,-105.085117,26,20.6
Flat_Lake_Spr,OR,1494,45.34978,-118.46956,30,6.6
Flatiron Ridge,ID,2406,45.861841,-115.3853,4,49.8
Flower_Trail_SO,WA,1363,48.30234,-117.40311,21,9.2
Flume_Cr,WA,630,48.91,-117.3748,37,9
Fly_Creek_Tribu,OR,1115,45.1169,-118.53704,1,0.2
Flynn Butte,ID,2239,46.98951,-116.63855,38,96.4
Forest Boundary,CO,333,39.385598,-105.063317,21,25.6
Forest Creek TH,CA,1450,34.16053,-116.89894,1,4
Forest_Cap_Partners,OR,747,45.43487,-117.88076,38,18
Forest_Cap_Partners,OR,754,45.77145,-117.57475,23,19
Forest_Cap_Partners,OR,755,45.72859,-117.51185,24,15.6
Forest_Cap_Partners,OR,756,45.60917,-117.96306,24,66.8
Forest_Cap_Partners,OR,761,45.68489,-117.34291,24,12.6
Forest_Cap_Partners,OR,762,45.682,-117.92181,41,26.4
Forest_Cap_Partners,OR,766,45.82882,-117.65456,22,11.2
Forest_Cap_Partners,OR,768,45.78678,-117.51224,24,29.8
Forest_Cap_Partners,OR,772,45.20188,-117.71486,20,16.8
Forest_Cap_Partners,OR,773,45.53674,-118.40414,22,3.6
Forest_Cap_Partners,OR,776,45.2166,-118.0653,36,3.8
Forest_Cap_Partners,OR,778,45.12949,-118.02486,23,61
Forest_Cap_Partners,OR,810,45.82973,-117.55416,22,45.4
Forest_Cap_Partners,OR,1719,45.74259,-117.55373,38,18.8
Forest_Cap_Partners,OR,1720,45.68355,-117.65439,35,13.2
Forest_Cap_Partners,OR,1721,45.65547,-117.38607,37,18.6
Forest_Cap_Partners,OR,1722,45.68476,-117.28096,35,12.8
Forest_Cap_Partners,OR,1725,45.84406,-117.57499,34,40.4
Forest_Cap_Partners,OR,1747,45.74191,-117.71641,37,9.4
Forest_Center_Road,WA,1327,48.10248,-117.82291,24,4.2
Forest_Mt.,WA,541,47.8625,-120.22083,42,46.6
Fortier_Creek,ID,2230,47.577676,-116.577541,2,2.4
Forty-two Creek,BC,3022,51.049999,-121.666672,2,0
Forty-two Creek,BC,3023,51.049999,-121.666672,11,2.8
Four,OR,1551,45.1502,-121.65491,2,0.2
Four_Corners_(Blakeless),CA,966,39.97569,-120.876281,15,25.6
Fourbit Creek,ID,2006,44.475261,-116.262756,8,42.8
Fourmile Creek,CO,160,39.1962,-106.0743,5,0.4
Fourmile Creek 1,ID,2267,46.82570878,-116.9639885,24,88.6
Fourth of July Creek,ID,2059,45.40313409,-113.8633583,12,12
Fox_I,WA,1600,47.03445,-121.07943,1,0
Foys_Lake,MT,82,48.162408,-114.3647,23,4.2
Franklin_Basin,UT,6417,41.98516627,-111.5963909,7,0
Franks Creek,OR,1709,44.537425,-119.487165,1,1.8
Frazier_Cr.,OR,1613,44.11292,-118.74684,1,2.8
Frazier_Creek,OR,815,44.2567,-119.58313,17,53.4
Fredonyer_East,CA,1437,40.359861,-120.865472,29,21.6
Fredonyer_North,CA,1444,40.359861,-120.865472,2,15.2
Fredonyer_Pass,CA,36,40.360266,-120.867542,36,46.2
Fredonyer_West,CA,1438,40.359861,-120.865472,33,13.6
Freeman,WA,1336,47.48551,-117.20637,2,0.3
Freezeout Road,ID,2378,46.91584517,-115.9552727,4,45
Fremont,OR,368,44.78527,-118.48334,31,1.6
French_Corral,WA,1482,47.70838,-120.51131,4,0.4
Frenchtown/Frenchtown_T,MT,108,47.0664,-114.28488,25,78.4
Frenchtown_F,MT,92,47.0664,-114.28488,26,33.4
Frenchtown_J,MT,99,47.0664,-114.28488,26,77.8
Frog_Heaven,OR,1493,45.21856,-118.59806,5,0.2
Fry_Meadows,OR,1535,45.78089,-117.83957,4,5.6
Fuego_Mtn.,OR,1657,42.63861,-121.41764,1,6.4
Fulda,CA,1296,39.265487,-120.687562,3,9.8
Gambles_Mill,WA,940,48.21332,-119.92746,37,13.6
Gator,OR,238,45.237,-121.48597,42,17.8
Getaway_Spr,WA,382,46.2258,-117.47357,40,12.2
Gifford,WA,886,48.30299,-118.04736,42,55.2
Gilbert_Mtn,WA,1347,47.32753,-117.09245,23,78
Glover Creek,ID,2377,46.91820506,-116.0101646,4,29.8
Goat Butte,WA,681,46.1487,-121.30678,29,33.2
Gold_Creek,WA,342,48.23578,-120.23531,36,29.8
Gold_Creek,WA,599,46.96056,-121.02694,40,1.8
Gold_Creek,WA,909,48.18888,-120.15439,41,25.6
Gold_Eagle_Pack,OR,465,44.98523,-117.31368,42,77.8
Gold_Hill,OR,177,43.97242,-119.16211,40,85.6
Gold_Ridge,WA,1481,47.73803,-120.48454,4,0.4
Golf_Course_Road,WA,1377,47.19168,-121.04682,6,0.2
Goodlow,OR,51,42.2312,-121.2028,33,47
Goodrich Creek,ID,2067,44.738067,-116.625366,12,0.8
Goose_Creek,CO,52,39.1715,-105.3603,5,0.2
Goose_Lake,CA,6,41.93876207,-120.2825127,26,55.6
Gooseberry_Mdw,WA,331,48.58778,-118.91917,37,4.8
Govt.Corral,WA,1480,47.60425,-120.33429,4,0.2
Graham,WA,1563,48.08398,-120.49353,1,7.2
Grand Forks,BC,5008,49.04122385541066,-118.4327357,12,1
Grand_Coulee,WA,1062,47.90814,-118.88022,32,29.2
Grandaddy Saddle,ID,2375,44.18879202,-116.0621428,3,0
Grande Ronde River,WA,863,46.08245,-117.19881,37,10.7
Grangemont,ID,2133,46.52799,-116.02855,23,16.2
Graniteville,CA,1289,39.439869,-120.739405,17,43
Grant_Grove_Stables,CA,1403,36.740966,-118.960462,5,1
Grave_4808,OR,1577,45.10088,-116.9523,3,32.2
Grave_4808,OR,1578,45.05727,-116.97288,3,77.2
Grayback_Mtn,WA,1386,45.99279,-121.06112,2,0
Grays,CA,989,37.398756,-119.564526,23,46.2
Green Diamond,OR,1746,42.157479,-122.270993,3,49
Green Mtn,ID,2332,47.107385,-116.433859,17,38.4
Green_Bluff,WA,1144,47.83629,-117.23732,27,6
Green_Lake,WA,921,48.44592,-119.63581,29,35
Greenacres,WA,948,47.66417,-117.14301,11,1.5
Greenhorn,OR,1341,44.69871,-118.50436,10,0.6
Greenhorn_Mtn_Pk,CA,171,35.849983,-118.572738,8,41.6
Greer,AZ,68,34.012733,-109.470194,9,0
Grey_Mt.,OR,1520,45.42564,-117.78472,30,4.4
Grizzly_Giant,CA,1040,37.503734,-119.599952,7,56.2
Grouse,WA,1497,47.89695,-120.68143,4,3.8
Grouse Creek,ID,2082,43.551212,-115.21185,12,67.6
Grouse_Mtn.,WA,1459,47.98253,-120.34264,1,0.2
Grouse_Mtn.,WA,1562,47.98243,-120.30004,3,0.8
Gulch,OR,393,45.94639,-117.55278,42,17.6
Hager_Mtn.,OR,1688,42.99907,-121.02683,1,0
Hales_1,CA,437,39.0075796,-120.4586506,26,51.6
Hales_2,CA,445,39.0075796,-120.4586506,26,49
Hall_Creek,WA,638,48.46206,-118.48738,38,4.2
Hamilton,CA,790,40.317407,-120.849733,36,54.8
Hampego,WA,871,46.17115,-117.81387,25,13.4
Hanson_Harbor,WA,1065,47.9101,-118.7499,2,2.2
Happy_Camp_(Grouse),CA,911,41.422253,-121.116895,37,18.2
Happy_Isles,CA,1050,37.729774,-119.558962,7,3.4
Happy_Jack,OR,355,44.88778,-119.60972,43,116.8
Hardscrabble,ID,2078,44.242816,-115.908443,10,1.8
Harl,OR,1642,45.31552,-116.90881,3,28.6
Hart Ridge / South District Boundary,BC,3016,51.070645,-121.52744,16,6.2
Harvard_Road,WA,949,47.73565,-117.11445,40,28.8
Hatchery,WA,1503,47.67838,-120.75148,2,11.8
Hatchery_Creek,WA,1663,47.67855,-120.7299,2,9.4
Hatter Creek,ID,2285,46.87374,-116.84499,24,32
Hattie_Creek,OR,1048,44.35556,-119.275,32,53.4
Hause,WA,1673,46.67284,-121.12756,2,0
Hauser Lake,ID,2343,47.80666,-117.0293,16,6
Havillah,WA,927,48.82814,-119.22594,42,18.6
Haywood-Farmer,BC,4048,50.72388497,-120.8253794,6,20.266666666666666
Head of Big Meadow Creek,ID,2286,46.81732,-116.79793,7,82.4
Head of Bobs Creek,ID,2337,46.91473,-116.26177,23,79
Head of Child Creek,ID,2320,47.09995,-116.24608,6,52.8
Head of Emerald Creek,ID,2335,46.98192,-116.45042,23,86
Head of Hatter Creek 1,ID,2287,46.80513524,-116.7906412,17,48.2
Head of Moose Creek,ID,2341,46.90642,-116.51984,23,69.6
Head of Sheep Creek (216-117-2),ID,2233,47.07976,-116.91443,27,101.8
Headwaters,ID,2017,45.074856,-114.128864,1,0
Heffley Creek,BC,4002,50.871007209999995,-120.2176731,25,89.8
Hegler_Creek,WA,572,47.77889,-120.66944,24,35.2
Heinaman Creek,ID,2330,47.057452,-116.409632,17,8
Hell_Creek,WA,602,46.60333,-121.33028,42,9.6
Hell_Hole,CA,427,39.080568,-120.416609,3,0.4
Hellgate,WA,639,47.99155,-118.56574,39,40.4
Hemlock Butte,ID,2324,46.91912,-116.1646,23,37
Henderson_Cr,WA,323,48.73167,-119.17528,37,4.2
Hermit_Springs,CA,118,38.538644,-119.897861,19,14.6
Heyburn Park,ID,2352,47.3786,-116.7728,15,56.4
Hidden Howell Saddle,ID,2372,44.17990263,-116.043617,3,0
Hidden Scriver,ID,2371,44.14293448,-116.0560091,3,13
Hidden_Falls,CA,140,36.2581,-118.6634,23,37
High Bar,BC,3037,51.1022311,-121.5640116,8,5.3
High Bar,BC,3038,51.1022311,-121.5640116,3,0
High Bar North (changed to Big Bar Ck 2012),BC,3056,51.180545,-122.07509400000001,4,9.5
High_Creek,WA,1157,47.1897,-120.44426,26,12.2
Highland_Canyon,WA,1277,45.9624,-120.7293,5,0.8
Highland_Road,WA,947,47.77999,-117.55038,27,5.2
Highline_Spur_25,WA,1313,45.96454,-121.20871,3,30
Highway 99,BC,4028,50.88682407999999,-121.441065,14,39.85
Hihium Creek,BC,3030,51.052893999999995,-121.084945,3,1
Hitt Creek,ID,2035,44.520437,-116.928198,12,40
Hixon,WA,380,46.24137,-117.6908,26,43
Hiyu,OR,1597,44.61327,-118.90978,3,0.8
Hobo Pass 1,ID,2322,47.07306,-116.16919,23,40.6
Hogdon,CA,1057,37.79843,-119.859859,1,7
Holmes Creek,OR,1710,44.678056,-119.579722,6,13.2
Honolulu_Cutoff,WA,1017,45.93237,-120.87359,31,17
Hood.Rvr.Cty.Fst,OR,841,45.67087,-121.6377,7,3.4
Hood.Rvr.Cty.Fst,OR,842,45.65643,-121.6379,7,6.8
Hood.Rvr.Cty.Fst,OR,843,45.59913,-121.5773,7,12.4
Hood.Rvr.Cty.Fst,OR,844,45.5851,-121.59954,7,1.6
Hood.Rvr.Cty.Fst,OR,845,45.55619,-121.68047,7,3.2
Hood.Rvr.Cty.Fst,OR,846,45.46819,-121.61678,7,1.4
Hood.Rvr.Cty.Fst,OR,847,45.52673,-121.451,7,0.4
Hood.Rvr.Cty.Fst,OR,848,45.57066,-121.47199,7,1.2
Hood.Rvr.Cty.Fst,OR,849,45.55625,-121.49418,7,1.2
Hooker_Creek,WA,1290,48.27303,-119.88365,24,8.2
Horse Creek,ID,2098,44.199215,-115.508109,12,36.4
Horsefly,OR,93,42.2873,-121.0544,33,16.8
Horseshoe,OR,109,42.0898,-120.5854,26,37.2
Horsethief_Canyon,NV,6415,38.72986357,-116.9560387,9,0
Howell Canyon,ID,2023,42.322483,-113.562274,9,2.4
Howell Creek,ID,2376,44.18160091,-116.0679932,3,7
Hoyt,OR,607,42.95953,-121.39833,36,0.8
Hozomeen,WA,1201,48.98163,-121.07529,1,1.6
Huckleberry Mtn,ID,2297,47.08141,-116.96793,24,77.2
Hull_Meadow,CA,1105,38.093677,-120.040327,26,58.8
Humphrey_Camp,OR,274,44.37307,-119.72598,4,3
Hunters,WA,1249,48.16469,-118.04455,26,18.2
Huntit,OR,390,45.93769,-117.68669,42,76
Hwy 3 Bradshaw Creek,BC,4038,49.29375075000001,-120.0268301,14,36.766666666666666
Hwy 3 Lawrence Ranch,BC,4036,49.27081955,-120.0199325,9,30.4
Hwy 3 Nickelplate/Apex Road,BC,4040,49.3379503,-120.0520051,14,31.433333333333337
Hwy 3 Winters Creek,BC,4039,49.30981638,-120.0309125,14,27.666666666666668
Hwy. / South District Boundary,BC,3017,51.070645,-121.52744,20,15.8
Hwy 3 Willow Heights,BC,4037,49.42148490339491,-119.8917564,4,0.2
IXL/Cedar Valley Rd,WA,997,46.20641,-121.10508,27,22.4
Icehouse,AZ,45,33.292844,-110.830636,17,86.8
Icicle_Mac_Cr,WA,593,47.6,-120.80833,39,45.6
Illinois Gulch,CO,208,39.150332,-105.109894,5,0.2
Independence,CA,1310,39.440665,-120.299124,12,10.6
Indian,WA,1635,46.64387,-121.31601,1,0
Indian Camp,WA,1728,47.28955,-120.94946,9,22.4
Indian Creek,OR,1708,44.361266,-118.73,1,18.6
Indian Creek CG,CO,179,39.379901,-105.098917,26,32.2
Indian_Creek,WA,1140,47.30323,-120.85426,27,21.8
Indian_John_Hill,WA,1134,47.16068,-120.84993,15,0.2
Indian_Springs,CA,1262,39.327944,-120.568511,19,26
Ingals,WA,1502,47.46007,-120.68188,4,31.8
Inks Lake,BC,4003,50.62675637000001,-120.4753919,25,58.8
Iron Mtn,ID,2275,47.12144,-116.96898,18,97
Iron_Mtn,WA,628,48.575,-118.625,27,5.2
Iron_Mtn._11-20,CA,514,38.707194,-120.356893,5,63.2
Iron_Mtn._1Ut_41-50,CA,522,38.707194,-120.356893,18,61.2
Iron_Mtn._2T_51-60,CA,526,38.707194,-120.356893,18,58
Iron_Mtn._71-80,CA,528,38.707194,-120.356893,5,29.6
Iron_Mtn._Cdf_8Ut,CA,100,38.717919,-120.389576,8,25.2
Iron_Springs,WA,1229,46.31617,-117.49491,23,17.6
JWTR,OR,720,42.56431,-121.00689,34,20.8
JWTR,OR,723,42.34561,-120.73611,23,11.2
JWTR,OR,726,42.27437,-121.04772,22,53.2
JWTR,OR,727,42.28941,-120.67437,38,39.6
JWTR,OR,730,42.17735,-121.94356,29,31
JWTR,OR,735,42.03145,-121.94312,36,38.6
Jack_Creek,OR,7,44.49167,-121.7,38,45.4
Jack_Creek,WA,653,48.07986,-118.07986,38,12.2
Jack_Creek 2,WA,1713,48.0818,-118.7226,1,0.5
Jackson Mountain,ID,2227,46.81437,-116.31517,41,19.6
James_Canyon,WA,387,46.04878,-117.45461,43,35.2
James_Ridge_Lookout,NM,420,32.965551,-105.605888,18,4.4
Jared,WA,1297,48.46817,-117.32157,24,4
Jaybird,CA,466,38.833904,-120.533264,18,87.6
Jaymes,OR,1541,45.82676,-116.90806,1,0
Jaymes_Powerlne,OR,1539,45.77005,-116.99036,1,0
Jerusalem Camp,WA,667,46.35196,-121.21668,34,3.8
Jette_Lake,MT,119,47.7595919,-114.2495507,27,72.6
Jim_Lewis_Canyon,NM,504,32.705544,-105.587679,4,0.4
John Point,ID,2311,47.18361,-116.69246,16,61.6
John_Spring,OR,46,42.3564,-121.2839,33,18.2
Johnny_George,WA,640,47.92227,-118.46033,41,30.6
Johns Point,ID,2215,47.190777,-116.555963,35,23.8
Johnson,ID,2131,46.564508,-116.083897,6,4.8
Johnson Park,ID,2066,42.596324,-116.600468,10,19.8
Johnson_Canyon,WA,1163,46.86282,-120.98019,11,0.8
Johnson_Heights,OR,811,44.64435,-119.70524,22,55.6
Johnson_Heights_New,OR,1390,44.64568,-119.70765,7,33.8
Johnstone Creek Rd,BC,5002,49.07668762797612,-119.0446465,14,23.3
Joker Creek,ID,2064,44.810911,-116.159439,11,0.4
Juan Creek,BC,3040,51.083332000000006,-121.599998,3,1
Jubilee,OR,1532,45.8386,-117.94214,4,0.6
Jump_Off_Ridge,WA,1343,47.31233,-120.25037,3,0.2
Junction,ID,2126,46.10174,-116.81771,20,2.6
Junction_Road,WA,1312,45.9791,-121.22951,3,20
June Springs,BC,4015,49.82081768,-119.3800065,15,46.8
Jungle_Creek,WA,1141,47.33654,-120.85922,27,7
Kaiser,WA,1013,45.92735,-120.99901,32,15.2
Kaiser_Butte,WA,1276,45.97791,-120.9576,5,6
Kaleden,BC,4017,49.344246119999994,-119.6267291,25,55.4
Kamiak_Butte,WA,953,46.8692,-117.15539,17,72
Karr_Canyon/Upper_Karr_CG,NM,438,32.881782,-105.779748,18,0.2
Kastor,OR,1455,44.4974,-118.84914,2,1.8
Keechelus,WA,1463,47.30716,-121.34957,1,0
Keller_Butte,WA,646,48.07147,-118.79486,43,41.8
Keller_Ferry,WA,1063,47.87352,-118.71733,32,54.4
Kelly Lake,BC,3025,51.006285,-121.784567,21,7.2
Kelly Lake,BC,3039,51.006285,-121.784567,2,0
Kelly Lake Road,BC,3061,51.006285,-121.784567,4,3.2666666666666666
Kent_Spring,OR,1007,44.10619,-118.78092,23,38.2
Kentry,WA,1073,48.41624,-118.00981,3,0.8
Kernan_4204,OR,1575,45.8559,-117.01064,2,2
