area_meters,area_km,year,num,type,lon_cent,lat_cent,manual_id
2295.92362383008,0.00229592362383008,2007,NA,not to break,-110.915264980301,33.85681268719726,5787
60840.55589381512,0.06084055589381512,2007,NA,not to break,-110.93626050607062,33.86373138710778,5788
330505.08280234656,0.3305050828023466,2007,NA,not to break,-110.91993851598578,33.87026750244657,5789
79939.54970094282,0.07993954970094282,2007,NA,not to break,-114.29604029754844,48.054203807228326,5790
42396.54115011357,0.04239654115011357,2007,NA,not to break,-114.28586790122056,48.08509278737514,5791
776318.0871987792,0.7763180871987793,2007,NA,not to break,-110.8239349601505,33.291449122362955,5792
312739.71263253543,0.3127397126325354,2007,NA,not to break,-110.82774989491948,33.30107246284153,5793
187690.70242585405,0.1876907024258541,2007,NA,not to break,-110.90309385514826,33.834831296244765,5794
2295.860755443573,0.00229586075544357,2007,NA,not to break,-110.9097203908468,33.845836829202014,5795
2287.5368509292603,0.00228753685092926,2007,NA,not to break,-110.90752988804378,33.84706521720275,5796
2297.0533978044987,0.00229705339780449,2007,NA,not to break,-110.90902354391834,33.85316899637026,5797
2295.9231286346912,0.00229592312863469,2007,NA,not to break,-110.90793122343112,33.85439481368014,5798
101343.61468335614,0.10134361468335612,2007,NA,not to break,-106.39514894090424,35.17938748321023,5799
229587.6224150937,0.2295876224150937,2007,NA,not to break,-106.40253570560448,35.207197073121165,5800
83292.14373553917,0.08329214373553917,2007,NA,not to break,-106.4632982552478,35.20736879185045,5801
219121.3762964844,0.21912137629648437,2007,NA,not to break,-106.40916275154584,35.208466554459186,5802
64909.089911792544,0.06490908991179255,2007,NA,not to break,-106.41536949603496,35.214810240556325,5803
2842684.219937439,2.842684219937439,2007,NA,not to break,-106.41065832752687,35.22380221406987,5804
1057748.4623357356,1.0577484623357356,2007,NA,not to break,-106.42352575089268,35.23379265066938,5805
13194.07301073079,0.01319407301073079,2007,NA,not to break,-106.38961359981542,35.23644321654993,5806
100563.83441199362,0.10056383441199362,2007,NA,not to break,-106.46636395204877,35.24825118850012,5807
34562.55663481727,0.03456255663481727,2007,NA,not to break,-106.46485539934966,35.25228923822095,5808
71294.72362564784,0.07129472362564783,2007,NA,not to break,-106.47425925397036,35.252622589226036,5809
107571.17242547404,0.10757117242547404,2007,NA,not to break,-106.46724964856702,35.25916645628506,5810
793723.6826273289,0.793723682627329,2007,NA,not to break,-106.2845511702285,36.00521049951565,5811
20245.41410690546,0.02024541410690546,2007,NA,not to break,-105.0972989962188,39.376163772736206,5812
38602.741901397705,0.0386027419013977,2007,NA,not to break,-105.09632652088952,39.37987948602016,5813
6559630.219409705,6.559630219409705,2007,NA,not to break,-105.140261970639,39.39744688718802,5814
500615.23017989454,0.5006152301798945,2007,NA,not to break,-105.11458416853894,39.40067137145783,5815
324260.80603260716,0.32426080603260715,2007,NA,not to break,-105.10631460337171,39.402184406257575,5816
142501.27683802994,0.14250127683802993,2007,NA,not to break,-105.0983930392312,39.40602731618787,5817
69169.51554870605,0.06916951554870605,2007,NA,not to break,-105.1172632175018,39.411803472418264,5818
119344.846447774,0.119344846447774,2007,NA,not to break,-105.10573294203142,39.414054337782424,5819
195394.40093401071,0.19539440093401075,2008,NA,not to break,-120.4733085686624,50.6482976411091,5820
5669.134420520215,0.00566913442052021,2008,NA,not to break,-120.4866893151193,50.64956286425773,5821
19615.02462789767,0.01961502462789767,2008,NA,not to break,-120.49037674886056,50.64963929424069,5822
51532.361180094784,0.05153236118009478,2008,NA,not to break,-120.46557281295162,50.65332586538826,5823
23219.38272620221,0.02321938272620221,2008,NA,not to break,-120.45243316116776,50.65552441575593,5824
182671.04174106137,0.18267104174106136,2008,NA,not to break,-120.53008663451295,50.658895424044275,5825
8418.397399803642,0.00841839739980364,2008,NA,not to break,-120.53791680614697,50.66078390428878,5826
8870.660919151167,0.00887066091915116,2008,NA,not to break,-120.4710112110243,50.6632774561273,5827
41142.227479714864,0.04114222747971486,2008,NA,not to break,-120.56313899477574,50.668794971178734,5828
102623.6293704238,0.1026236293704238,2008,NA,not to break,-120.5420179509916,50.67226649071705,5829
7111.019207071433,0.00711101920707143,2008,NA,not to break,-120.59040878942446,50.67759987199963,5830
22122.330365214933,0.02212233036521493,2008,NA,not to break,-120.61134041000912,50.682841509977145,5831
13129.863622614786,0.01312986362261478,2008,NA,not to break,-120.6105813128377,50.685072626978425,5832
38735.98065636649,0.03873598065636649,2008,NA,not to break,-120.63971822540368,50.68514811053048,5833
4544.075320761429,0.00454407532076142,2008,NA,not to break,-120.61949708775025,50.68562090806515,5834
15980.651710220573,0.01598065171022057,2008,NA,not to break,-120.61674536828392,50.68630997337402,5835
62373.007471732024,0.06237300747173202,2008,NA,not to break,-120.6460936867037,50.687548755948654,5836
3052861.519128865,3.0528615191288653,2008,NA,not to break,-120.68377245662604,50.70424741225522,5837
45384.638727348254,0.04538463872734825,2008,NA,not to break,-120.63157263394072,50.688663782303195,5838
75024.52454450502,0.07502452454450502,2008,NA,not to break,-120.64448137365828,50.690153049805005,5839
160843.22475095358,0.16084322475095358,2008,NA,not to break,-120.67571517063544,50.69138123402858,5840
30508.85667553924,0.03050885667553924,2008,NA,not to break,-120.64076838836492,50.6916866968657,5841
7708.973320436358,0.00770897332043635,2008,NA,not to break,-120.63226677299922,50.695692381077635,5842
83124.07245320076,0.08312407245320076,2008,NA,not to break,-120.6460171824542,50.69716887058775,5843
84279.99569259638,0.08427999569259638,2008,NA,not to break,-120.67721625133709,50.70924363767061,5844
40784.78251115881,0.04078478251115881,2008,NA,not to break,-120.6822284476702,50.70957227894153,5845
15544.174102831515,0.01554417410283151,2008,NA,not to break,-120.68670058957262,50.71149188579134,5846
256139.51932555455,0.25613951932555457,2008,NA,not to break,-120.66839252698288,50.71377574823318,5847
43184.45614823798,0.04318445614823798,2008,NA,not to break,-120.7106484830629,50.71223473491886,5848
64246.393016431386,0.06424639301643138,2008,NA,not to break,-120.67830628872464,50.71339654981186,5849
46867.414133974,0.046867414133974,2008,NA,not to break,-120.6770881681091,50.71756207819418,5850
110173.0996751867,0.11017309967518672,2008,NA,not to break,-120.69081648803008,50.72029888084972,5851
80392.02248479673,0.08039202248479674,2008,NA,not to break,-120.6832029314182,50.72029941426885,5852
21425.14380790424,0.02142514380790424,2008,NA,not to break,-120.6934442392001,50.72288389600635,5853
54297.94399970186,0.05429794399970186,2008,NA,not to break,-120.69826644521484,50.72794917790531,5854
9056.21234602164,0.00905621234602164,2008,NA,not to break,-120.74534874507587,50.729107480395825,5855
10124.413309702097,0.01012441330970209,2008,NA,not to break,-120.74958741984504,50.73086701620532,5856
17068.11968093313,0.01706811968093313,2008,NA,not to break,-120.72485517823648,50.73147437952167,5857
47234.16057135907,0.04723416057135907,2008,NA,not to break,-120.72768739218422,50.73376964155484,5858
5213.871655638322,0.00521387165563832,2008,NA,not to break,-120.36612761324172,50.34906346095992,5859
133405.15264931263,0.13340515264931263,2008,NA,not to break,-120.34543319491104,50.369434413596025,5860
11174.699678457066,0.01117469967845706,2008,NA,not to break,-120.3451192483016,50.37098998316105,5861
46948.71258244771,0.04694871258244771,2008,NA,not to break,-120.4116921091907,50.61735580652052,5862
218532.0046386427,0.21853200463864275,2008,NA,not to break,-120.42217137094504,50.62307180417526,5863
6003.030587965768,0.00600303058796576,2008,NA,not to break,-120.42533154001651,50.627164283112755,5864
2729.0925089844095,0.0027290925089844,2008,NA,not to break,-120.4226894529514,50.628321438363685,5865
5630.222106563655,0.00563022210656365,2008,NA,not to break,-120.41970203117722,50.629740495857504,5866
182456.5439174526,0.18245654391745256,2008,NA,not to break,-120.42790546501875,50.63163647639916,5867
70893.97903218667,0.07089397903218668,2008,NA,not to break,-120.35675919555796,50.63264643500354,5868
7871.806936888461,0.00787180693688846,2008,NA,not to break,-120.4168608202886,50.63453078686022,5869
173437.60547177866,0.17343760547177867,2008,NA,not to break,-120.43482545103222,50.640391137934614,5870
41390.23799207082,0.04139023799207082,2008,NA,not to break,-120.38830939214483,50.64245233891611,5871
97398.514282552,0.097398514282552,2008,NA,not to break,-120.30468862687088,50.64280638112088,5872
32184.975596076103,0.0321849755960761,2008,NA,not to break,-120.42362872888954,50.64289669366174,5873
221306.35899599903,0.22130635899599904,2008,NA,not to break,-120.43317109845636,50.64532776655422,5874
35359.44750711815,0.03535944750711815,2008,NA,not to break,-120.45004236249324,50.646217967653875,5875
20618.64387355256,0.02061864387355256,2008,NA,not to break,-120.42608853991908,50.64762544144506,5876
44061.986031971144,0.04406198603197114,2008,NA,not to break,-120.39857906354916,50.647973292594216,5877
56455.19491306221,0.05645519491306221,2008,NA,not to break,-120.44461972730642,50.64832794195566,5878
27309.94365572135,0.02730994365572135,2008,NA,not to break,-120.41799562165956,50.64955341607745,5879
8611.02085154628,0.00861102085154628,2008,NA,not to break,-120.45161559537372,50.64976375279698,5880
38966.99428015406,0.03896699428015406,2008,NA,not to break,-120.44924944885926,50.650895584816055,5881
33752.62202523742,0.03375262202523742,2008,NA,not to break,-120.41187790818798,50.65107323761276,5882
51255.082492465415,0.05125508249246541,2008,NA,not to break,-120.44283847596816,50.653609894724966,5883
34040.084932867874,0.03404008493286787,2008,NA,not to break,-120.43671325656726,50.65433075026104,5884
15213.133409780858,0.01521313340978085,2008,NA,not to break,-120.4483879294315,50.65446812288561,5885
19648.47006364027,0.01964847006364027,2008,NA,not to break,-120.45000848841484,50.65622265121043,5886
14343.327136904329,0.01434332713690433,2008,NA,not to break,-120.444159587859,50.657413973446985,5887
6653.948441227141,0.00665394844122714,2008,NA,not to break,-120.43349477195925,50.65782145346078,5888
9334.30690836627,0.00933430690836627,2008,NA,not to break,-120.4317705575966,50.65916394851117,5889
