new_lat,new_lon,new_year,new_id,new_source,old_lat,old_lon,old_year,distm,country,state
47.46433,-115.70568,2020,49223,Defoliation surveys,47.19534,-116.31847,2002,55133.390269132076,United States of America,Idaho
47.46596,-116.08237,2020,49161,Defoliation surveys,47.49,-116.52,2010,33094.66201385163,United States of America,Idaho
47.46897,-114.74173,2020,49441,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,16393.430801853254,United States of America,Montana
47.47156,-115.66985,2020,49224,Defoliation surveys,47.19534,-116.31847,2002,57847.540690182956,United States of America,Idaho
47.47543,-114.79169,2020,49442,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,20146.789686007756,United States of America,Montana
47.47782,-115.998,2020,49162,Defoliation surveys,47.49,-116.52,2010,39364.775093185846,United States of America,Idaho
47.47832,-115.72454,2020,49225,Defoliation surveys,47.19534,-116.31847,2002,54814.32242953093,United States of America,Idaho
47.47884,-115.98959,2020,49163,Defoliation surveys,47.49,-116.52,2010,39994.204863005136,United States of America,Idaho
47.48106,-115.7014,2020,49226,Defoliation surveys,47.19534,-116.31847,2002,56425.26831441012,United States of America,Idaho
47.48262,-115.7373,2020,49227,Defoliation surveys,47.19534,-116.31847,2002,54305.632108296646,United States of America,Idaho
47.48304,-116.01182,2020,49164,Defoliation surveys,47.49,-116.52,2010,38305.349273857835,United States of America,Idaho
47.48344,-115.75592,2020,49228,Defoliation surveys,47.19534,-116.31847,2002,53228.8981436634,United States of America,Idaho
47.48365,-114.80501,2020,49369,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,21172.418142714603,United States of America,Montana
47.48392,-115.80238,2020,49229,Defoliation surveys,47.19534,-116.31847,2002,50502.572584184825,United States of America,Idaho
47.48587,-115.83347,2020,49230,Defoliation surveys,47.19534,-116.31847,2002,48854.07485956959,United States of America,Idaho
47.48627,-115.59585,2020,49231,Defoliation surveys,47.07306,-116.16919,2010,63182.14842539989,United States of America,Montana
47.48782,-115.13058,2020,49370,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,45709.46501509437,United States of America,Montana
47.48791,-115.84485,2020,49232,Defoliation surveys,47.19534,-116.31847,2002,48363.56528247515,United States of America,Idaho
47.48829,-115.73515,2020,49233,Defoliation surveys,47.19534,-116.31847,2002,54807.335768628574,United States of America,Idaho
47.48844,-115.70294,2020,49234,Defoliation surveys,47.19534,-116.31847,2002,56793.557935041514,United States of America,Idaho
47.48863,-122.16889,2025,51563,iNaturalist,47.06107960991539,-122.78055631167229,1992,66342.8551059379,United States of America,Washington
47.49132,-114.74339,2020,49443,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,16607.243899435274,United States of America,Montana
47.49134,-115.77983,2020,49235,Defoliation surveys,47.19534,-116.31847,2002,52342.59792753761,United States of America,Idaho
47.49498,-115.49104,2020,49311,Defoliation surveys,47.07306,-116.16919,2010,69514.98705485644,United States of America,Montana
47.49544,-115.6351,2020,49236,Defoliation surveys,47.19534,-116.31847,2002,61478.481420680604,United States of America,Montana
47.4979,-115.13177,2020,49371,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,45844.49418782793,United States of America,Montana
47.49834,-114.80409,2020,49372,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,21240.39905508702,United States of America,Montana
47.49913,-114.76977,2020,49445,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,18689.431281754052,United States of America,Montana
47.49986,-114.73232,2020,49444,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,15916.769518732415,United States of America,Montana
47.50058,-115.58915,2020,49237,Defoliation surveys,47.07306,-116.16919,2010,64686.62294224901,United States of America,Montana
47.50079,-115.6235,2020,49238,Defoliation surveys,47.19534,-116.31847,2002,62536.345839668684,United States of America,Montana
47.50266,-115.56592,2020,49239,Defoliation surveys,47.07306,-116.16919,2010,66058.27273759317,United States of America,Montana
47.50675,-114.79197,2020,49446,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,20475.05012761366,United States of America,Montana
47.50749,-114.74789,2020,49447,Defoliation surveys,47.47462330518306,-114.52442414881652,2004,17231.332007879893,United States of America,Montana
47.51042,-115.59396,2020,49240,Defoliation surveys,47.19534,-116.31847,2002,64988.1568051799,United States of America,Montana
47.51168,-115.50612,2020,49312,Defoliation surveys,47.07306,-116.16919,2010,69952.48946405364,United States of America,Montana
