manual_id,lat,lon,source,year,count,lat_coord,lon_coord
50001,39.016,-120.499,iNaturalist,2012,1,39,-120.5
50002,37.744,-119.8,iNaturalist,2013,1,37.75,-119.75
50003,39.083,-114.327,iNaturalist,2014,1,39,-114.25
50004,38.735,-104.841,iNaturalist,2016,1,38.75,-104.75
50005,32.429,-110.74,iNaturalist,2013,1,32.5,-110.75
50006,36.748,-118.971,iNaturalist,2012,1,36.75,-119
50007,36.448,-118.564,iNaturalist,2010,1,36.5,-118.5
50008,35.216,-106.416,iNaturalist,2016,1,35.25,-106.5
50009,35.216,-106.416,iNaturalist,2016,1,35.25,-106.5
50010,35.216,-106.416,iNaturalist,2016,1,35.25,-106.5
50011,34.416,-111.156,iNaturalist,2007,1,34.5,-111.25
50012,34.226,-117.128,iNaturalist,2016,1,34.25,-117.25
50013,35.729,-105.867,iNaturalist,2016,1,35.75,-105.75
50014,35.217,-106.416,iNaturalist,2017,1,35.25,-106.5
50015,35.208,-106.388,iNaturalist,2017,1,35.25,-106.5
50016,35.212,-106.387,iNaturalist,2017,1,35.25,-106.5
50017,35.813,-106.607,iNaturalist,2017,1,35.75,-106.5
50018,35.194,-106.405,iNaturalist,2017,1,35.25,-106.5
50019,49.252,-124.166,iNaturalist,2017,1,49.25,-124.25
50020,36.377,-105.026,iNaturalist,2017,1,36.5,-105
50021,39.81,-120.469,iNaturalist,2017,1,39.75,-120.5
50022,40.552,-111.697,iNaturalist,2016,1,40.5,-111.75
50023,35.73,-105.837,iNaturalist,2017,1,35.75,-105.75
50024,40.529,-121.562,iNaturalist,2017,1,40.5,-121.5
50025,36.606,-118.733,iNaturalist,2017,1,36.5,-118.75
50026,35.217,-106.416,iNaturalist,2017,1,35.25,-106.5
50027,35.741,-105.42,iNaturalist,2017,1,35.75,-105.5
50028,31.416,-110.277,iNaturalist,2008,1,31.5,-110.25
50029,44.338,-120.374,iNaturalist,2017,1,44.25,-120.25
50030,35.125,-106.461,iNaturalist,2017,1,35,-106.5
50031,35.849,-106.63,iNaturalist,2012,1,35.75,-106.75
50032,35.687,-105.949,iNaturalist,2018,1,35.75,-106
50033,47.91,-116.704,iNaturalist,2018,1,48,-116.75
50034,32.949,-105.748,iNaturalist,2018,1,33,-105.75
50035,32.949,-105.748,iNaturalist,2018,1,33,-105.75
50036,47.767,-114.124,iNaturalist,2018,1,47.75,-114
50037,32.963,-105.745,iNaturalist,2018,1,33,-105.75
50038,43.905,-115.688,iNaturalist,2018,1,44,-115.75
50039,47.877,-114.033,iNaturalist,2018,1,48,-114
50040,32.963,-105.745,iNaturalist,2018,1,33,-105.75
50041,36.206,-118.685,iNaturalist,2018,1,36.25,-118.75
50042,47.755,-114.18,iNaturalist,2018,1,47.75,-114.25
50043,35.974,-118.401,iNaturalist,2018,1,36,-118.5
50044,38.017,-104.996,iNaturalist,2018,1,38,-105
50045,32.419,-110.728,iNaturalist,2018,1,32.5,-110.75
50046,36.737,-118.966,iNaturalist,2018,1,36.75,-119
50047,36.609,-118.753,iNaturalist,2018,1,36.5,-118.75
50048,36.636,-118.813,iNaturalist,2018,1,36.75,-118.75
50049,34.163,-116.885,iNaturalist,2018,1,34.25,-117
50050,37.224,-119.234,iNaturalist,2018,1,37.25,-119.25
50051,42.48,-122.086,iNaturalist,2018,1,42.5,-122
50052,49.254,-123.237,iNaturalist,2018,1,49.25,-123.25
50053,34.27,-116.85,iNaturalist,2018,1,34.25,-116.75
50054,36.636,-118.814,iNaturalist,2018,1,36.75,-118.75
50055,36.565,-118.771,iNaturalist,2018,1,36.5,-118.75
50056,36.632,-118.815,iNaturalist,2018,1,36.75,-118.75
50057,46.788,-113.72,iNaturalist,2018,1,46.75,-113.75
50058,49.251,-123.247,iNaturalist,2018,1,49.25,-123.25
50059,34.21,-117.114,iNaturalist,2018,1,34.25,-117
50060,36.637,-118.809,iNaturalist,2018,1,36.75,-118.75
50061,36.633,-118.824,iNaturalist,2018,1,36.75,-118.75
50062,36.629,-118.82,iNaturalist,2018,1,36.75,-118.75
50063,47.357,-120.69,iNaturalist,2018,1,47.25,-120.75
50064,36.568,-118.659,iNaturalist,2018,1,36.5,-118.75
50065,36.491,-118.825,iNaturalist,2018,1,36.5,-118.75
50066,36.606,-118.732,iNaturalist,2018,1,36.5,-118.75
50067,32.949,-105.748,iNaturalist,2018,1,33,-105.75
50068,47.058,-114.283,iNaturalist,2018,1,47,-114.25
50069,36.599,-118.732,iNaturalist,2018,1,36.5,-118.75
50070,36.604,-118.723,iNaturalist,2018,1,36.5,-118.75
50071,36.604,-118.723,iNaturalist,2018,1,36.5,-118.75
50072,36.604,-118.728,iNaturalist,2018,1,36.5,-118.75
50073,32.951,-105.747,iNaturalist,2013,1,33,-105.75
50074,36.467,-118.648,iNaturalist,2018,1,36.5,-118.75
50075,35.169,-106.383,iNaturalist,2014,1,35.25,-106.5
50076,39.339,-105.336,iNaturalist,2015,1,39.25,-105.25
50077,35.176,-106.377,iNaturalist,2018,1,35.25,-106.5
50078,35.769,-105.809,iNaturalist,2017,1,35.75,-105.75
50079,46.93,-114.032,iNaturalist,2018,1,47,-114
50080,39.054,-120.123,iNaturalist,2012,1,39,-120
50081,32.956,-105.748,iNaturalist,2019,1,33,-105.75
50082,47.365,-120.667,iNaturalist,2019,1,47.25,-120.75
50083,49.208,-119.62,iNaturalist,2019,1,49.25,-119.5
50084,47.766,-114.124,iNaturalist,2019,1,47.75,-114
50085,49.158,-119.444,iNaturalist,2019,1,49.25,-119.5
50086,38.834,-104.821,iNaturalist,2015,1,38.75,-104.75
50087,49.324,-124.265,iNaturalist,2019,1,49.25,-124.25
50088,35.21,-106.45,iNaturalist,2019,1,35.25,-106.5
50089,49.37,-120.136,iNaturalist,2019,1,49.25,-120.25
50090,35.68,-105.967,iNaturalist,2019,1,35.75,-106
50091,47.822,-114.232,iNaturalist,2019,1,47.75,-114.25
50092,50.591,-119.359,iNaturalist,2019,1,50.5,-119.25
50093,48.435,-123.494,iNaturalist,2019,1,48.5,-123.5
50094,47.754,-114.086,iNaturalist,2019,1,47.75,-114
50095,46.87,-113.948,iNaturalist,2019,1,46.75,-114
50096,46.885,-113.97,iNaturalist,2019,1,47,-114
50097,43.97,-123.067,iNaturalist,2019,1,44,-123
50098,32.83,-105.779,iNaturalist,2019,1,32.75,-105.75
50099,32.954,-105.782,iNaturalist,2019,1,33,-105.75
50100,32.958,-105.753,iNaturalist,2019,1,33,-105.75
50101,50.47,-119.226,iNaturalist,2019,1,50.5,-119.25
50102,49.159,-123.936,iNaturalist,2019,1,49.25,-124
50103,41.744,-111.808,iNaturalist,2019,1,41.75,-111.75
50104,43.606,-116.06,iNaturalist,2019,1,43.5,-116
50105,46.813,-113.94,iNaturalist,2019,1,46.75,-114
50106,32.949,-105.748,iNaturalist,2019,1,33,-105.75
50107,32.949,-105.748,iNaturalist,2019,1,33,-105.75
50108,46.827,-113.926,iNaturalist,2019,1,46.75,-114
50109,44.83,-115.998,iNaturalist,2019,1,44.75,-116
50110,49.098,-119.619,iNaturalist,2019,1,49,-119.5
50111,49.341,-119.501,iNaturalist,2019,1,49.25,-119.5
50112,36.733,-118.965,iNaturalist,2019,1,36.75,-119
50113,47.428,-114.043,iNaturalist,2019,1,47.5,-114
50114,41.243,-122.397,iNaturalist,2019,1,41.25,-122.5
50115,47.428,-114.053,iNaturalist,2019,1,47.5,-114
50116,38.506,-120.513,iNaturalist,2019,1,38.5,-120.5
50117,32.97,-105.757,iNaturalist,2019,1,33,-105.75
50118,32.968,-105.742,iNaturalist,2019,1,33,-105.75
50119,32.94,-105.738,iNaturalist,2019,1,33,-105.75
50120,47.428,-114.053,iNaturalist,2019,1,47.5,-114
50121,46.255,-114.164,iNaturalist,2019,1,46.25,-114.25
50122,36.468,-104.944,iNaturalist,2019,1,36.5,-105
50123,38.869,-120.397,iNaturalist,2019,1,38.75,-120.5
50124,36.735,-118.966,iNaturalist,2018,1,36.75,-119
50125,44.277,-116.074,iNaturalist,2019,1,44.25,-116
50126,36.574,-118.766,iNaturalist,2019,1,36.5,-118.75
50127,40.581,-111.656,iNaturalist,2019,1,40.5,-111.75
50128,36.735,-118.964,iNaturalist,2019,1,36.75,-119
50129,35.685,-105.968,iNaturalist,2019,1,35.75,-106
50130,36.568,-118.762,iNaturalist,2019,1,36.5,-118.75
50131,32.947,-105.748,iNaturalist,2019,1,33,-105.75
50132,36.577,-118.752,iNaturalist,2019,1,36.5,-118.75
50133,36.638,-118.806,iNaturalist,2019,1,36.75,-118.75
50134,36.565,-118.773,iNaturalist,2019,1,36.5,-118.75
50135,37.229,-119.22,iNaturalist,2019,1,37.25,-119.25
50136,38.306,-120.112,iNaturalist,2019,1,38.25,-120
50137,36.599,-118.724,iNaturalist,2019,1,36.5,-118.75
50138,44.927,-116.123,iNaturalist,2019,1,45,-116
50139,39.099,-119.935,iNaturalist,2019,1,39,-120
50140,36.635,-118.814,iNaturalist,2019,1,36.75,-118.75
50141,36.249,-118.681,iNaturalist,2019,1,36.25,-118.75
50142,37.766,-119.804,iNaturalist,2019,1,37.75,-119.75
50143,46.671,-114.104,iNaturalist,2019,1,46.75,-114
50144,37.94,-119.189,iNaturalist,2019,1,38,-119.25
50145,36.735,-118.967,iNaturalist,2019,1,36.75,-119
50146,32.948,-105.748,iNaturalist,2019,1,33,-105.75
50147,36.737,-118.967,iNaturalist,2019,1,36.75,-119
50148,37.648,-118.983,iNaturalist,2019,1,37.75,-119
50149,44.928,-116.089,iNaturalist,2019,1,45,-116
50150,36.581,-118.751,iNaturalist,2019,1,36.5,-118.75
50151,37.061,-119.155,iNaturalist,2019,1,37,-119.25
50152,40.278,-121.089,iNaturalist,2019,1,40.25,-121
50153,35.977,-118.597,iNaturalist,2019,1,36,-118.5
50154,36.584,-118.75,iNaturalist,2019,1,36.5,-118.75
50155,36.582,-118.751,iNaturalist,2019,1,36.5,-118.75
50156,44.95,-116.149,iNaturalist,2019,1,45,-116.25
50157,37.753,-119.797,iNaturalist,2019,1,37.75,-119.75
50158,36.561,-118.76,iNaturalist,2019,1,36.5,-118.75
50159,36.607,-118.724,iNaturalist,2019,1,36.5,-118.75
50160,36.585,-118.582,iNaturalist,2019,1,36.5,-118.5
50161,36.581,-118.75,iNaturalist,2019,1,36.5,-118.75
50162,36.636,-118.808,iNaturalist,2019,1,36.75,-118.75
50163,36.596,-118.742,iNaturalist,2019,1,36.5,-118.75
50164,40.502,-121.418,iNaturalist,2017,1,40.5,-121.5
50165,35.893,-106.706,iNaturalist,2019,1,36,-106.75
50166,32.64,-109.82,iNaturalist,2019,1,32.75,-109.75
50167,32.64,-109.82,iNaturalist,2019,1,32.75,-109.75
50168,36.259,-115.653,iNaturalist,2019,1,36.25,-115.75
50169,36.582,-118.751,iNaturalist,2019,1,36.5,-118.75
50170,36.261,-115.648,iNaturalist,2019,1,36.25,-115.75
50171,46.762,-113.955,iNaturalist,2017,1,46.75,-114
50172,44.928,-116.09,iNaturalist,2019,1,45,-116
50173,32.949,-105.748,iNaturalist,2019,1,33,-105.75
50174,36.697,-118.874,iNaturalist,2019,1,36.75,-118.75
50175,44.457,-121.741,iNaturalist,2017,1,44.5,-121.75
50176,49.521,-117.281,iNaturalist,2019,1,49.5,-117.25
50177,36.689,-118.612,iNaturalist,2019,1,36.75,-118.5
50178,37.22,-113.162,iNaturalist,2019,1,37.25,-113.25
50179,36.578,-118.752,iNaturalist,2017,1,36.5,-118.75
50180,40.533,-121.567,iNaturalist,2017,1,40.5,-121.5
50181,35.821,-106.19,iNaturalist,2020,1,35.75,-106.25
50182,50.177,-119.441,iNaturalist,2019,1,50.25,-119.5
50183,32.949,-105.747,iNaturalist,2020,1,33,-105.75
50184,32.948,-105.748,iNaturalist,2020,1,33,-105.75
50185,37.64,-118.988,iNaturalist,2020,1,37.75,-119
50186,32.949,-105.748,iNaturalist,2020,1,33,-105.75
50187,32.948,-105.748,iNaturalist,2020,1,33,-105.75
50188,39.485,-105.074,iNaturalist,2020,1,39.5,-105
50189,32.958,-105.737,iNaturalist,2020,1,33,-105.75
50190,32.955,-105.661,iNaturalist,2020,1,33,-105.75
50191,32.954,-105.661,iNaturalist,2020,1,33,-105.75
50192,35.186,-106.389,iNaturalist,2019,1,35.25,-106.5
50193,32.95,-105.738,iNaturalist,2020,1,33,-105.75
50194,32.957,-105.738,iNaturalist,2020,1,33,-105.75
50195,32.955,-105.662,iNaturalist,2020,1,33,-105.75
50196,32.968,-105.729,iNaturalist,2020,1,33,-105.75
50197,32.933,-105.732,iNaturalist,2020,1,33,-105.75
50198,40.646,-111.78,iNaturalist,2020,1,40.75,-111.75
50199,50.177,-119.44,iNaturalist,2020,1,50.25,-119.5
50200,32.954,-105.662,iNaturalist,2020,1,33,-105.75
50201,35.094,-106.394,iNaturalist,2015,1,35,-106.5
50202,32.941,-105.736,iNaturalist,2020,1,33,-105.75
50203,36.151,-105.552,iNaturalist,2020,1,36.25,-105.5
50204,32.949,-105.748,iNaturalist,2020,1,33,-105.75
50205,32.949,-105.748,iNaturalist,2020,1,33,-105.75
50206,46.677,-113.937,iNaturalist,2020,1,46.75,-114
50207,46.828,-113.927,iNaturalist,2020,1,46.75,-114
50208,42.393,-122.997,iNaturalist,2020,1,42.5,-123
50209,32.955,-105.662,iNaturalist,2020,1,33,-105.75
50210,36.249,-118.671,iNaturalist,2020,1,36.25,-118.75
50211,32.96,-105.652,iNaturalist,2020,1,33,-105.75
50212,49.947,-119.399,iNaturalist,2020,1,50,-119.5
50213,36.467,-118.647,iNaturalist,2020,1,36.5,-118.75
50214,46.813,-113.948,iNaturalist,2020,1,46.75,-114
50215,32.949,-105.748,iNaturalist,2020,1,33,-105.75
50216,39.672,-120.464,iNaturalist,2020,1,39.75,-120.5
50217,47.755,-114.083,iNaturalist,2020,1,47.75,-114
50218,32.88,-105.779,iNaturalist,2020,1,33,-105.75
50219,38.306,-120.271,iNaturalist,2020,1,38.25,-120.25
50220,32.954,-105.662,iNaturalist,2020,1,33,-105.75
50221,32.948,-105.748,iNaturalist,2020,1,33,-105.75
50222,45.018,-117.194,iNaturalist,2020,1,45,-117.25
50223,49.819,-124.532,iNaturalist,2020,1,49.75,-124.5
50224,36.783,-118.913,iNaturalist,2020,1,36.75,-119
50225,37.642,-118.988,iNaturalist,2020,1,37.75,-119
50226,36.274,-115.63,iNaturalist,2020,1,36.25,-115.75
50227,36.584,-118.75,iNaturalist,2020,1,36.5,-118.75
50228,36.565,-118.77,iNaturalist,2020,1,36.5,-118.75
50229,36.467,-118.647,iNaturalist,2020,1,36.5,-118.75
50230,36.708,-118.921,iNaturalist,2020,1,36.75,-119
50231,37.923,-119.445,iNaturalist,2020,1,38,-119.5
50232,32.904,-105.684,iNaturalist,2020,1,33,-105.75
50233,39.714,-105.183,iNaturalist,2020,1,39.75,-105.25
50234,35.113,-106.489,iNaturalist,2017,1,35,-106.5
50235,36.135,-105.529,iNaturalist,2020,1,36.25,-105.5
50236,48.338,-114.296,iNaturalist,2020,1,48.25,-114.25
50237,40.264,-105.304,iNaturalist,2020,1,40.25,-105.25
50238,36.512,-118.559,iNaturalist,2020,1,36.5,-118.5
50239,49.982,-125.227,iNaturalist,2020,1,50,-125.25
50240,32.818,-105.772,iNaturalist,2020,1,32.75,-105.75
50241,36.27,-115.62,iNaturalist,2020,1,36.25,-115.5
50242,47.64,-116.796,iNaturalist,2020,1,47.75,-116.75
50243,39.984,-105.243,iNaturalist,2019,1,40,-105.25
50244,36.229,-118.68,iNaturalist,2020,1,36.25,-118.75
50245,39.984,-105.243,iNaturalist,2019,1,40,-105.25
50246,39.984,-105.243,iNaturalist,2019,1,40,-105.25
50247,46.828,-113.938,iNaturalist,2020,1,46.75,-114
50248,49.045,-119.049,iNaturalist,2020,1,49,-119
50249,38.644,-120.504,iNaturalist,2020,1,38.75,-120.5
50250,32.713,-109.958,iNaturalist,2020,1,32.75,-110
50251,38.643,-120.51,iNaturalist,2020,1,38.75,-120.5
50252,48.192,-113.988,iNaturalist,2020,1,48.25,-114
50253,37.94,-119.19,iNaturalist,2020,1,38,-119.25
50254,50.66,-120.246,iNaturalist,2020,1,50.75,-120.25
50255,47.953,-114.188,iNaturalist,2020,1,48,-114.25
50256,41.376,-122.387,iNaturalist,2020,1,41.5,-122.5
50257,36.582,-118.753,iNaturalist,2020,1,36.5,-118.75
50258,40.933,-122.848,iNaturalist,2020,1,41,-122.75
50259,49.772,-124.345,iNaturalist,2020,1,49.75,-124.25
50260,36.555,-118.749,iNaturalist,2020,1,36.5,-118.75
50261,47.748,-114.083,iNaturalist,2020,1,47.75,-114
50262,38.971,-119.89,iNaturalist,2020,1,39,-120
50263,32.957,-105.742,iNaturalist,2020,1,33,-105.75
50264,32.962,-105.745,iNaturalist,2020,1,33,-105.75
50265,46.705,-113.965,iNaturalist,2020,1,46.75,-114
50266,36.584,-118.751,iNaturalist,2020,1,36.5,-118.75
50267,38.189,-120.373,iNaturalist,2020,1,38.25,-120.25
50268,36.016,-118.493,iNaturalist,2020,1,36,-118.5
50269,36.582,-118.751,iNaturalist,2020,1,36.5,-118.75
50270,38.762,-120.587,iNaturalist,2020,1,38.75,-120.5
50271,36.737,-118.965,iNaturalist,2020,1,36.75,-119
50272,36.144,-118.587,iNaturalist,2020,1,36.25,-118.5
50273,36.584,-118.751,iNaturalist,2020,1,36.5,-118.75
50274,46.679,-114.041,iNaturalist,2020,1,46.75,-114
50275,36.259,-118.67,iNaturalist,2020,1,36.25,-118.75
50276,49.684,-124.922,iNaturalist,2020,1,49.75,-125
50277,35.954,-118.618,iNaturalist,2020,1,36,-118.5
50278,46.893,-113.977,iNaturalist,2020,1,47,-114
50279,36.599,-118.729,iNaturalist,2020,1,36.5,-118.75
50280,36.583,-118.752,iNaturalist,2020,1,36.5,-118.75
50281,36.581,-118.75,iNaturalist,2020,1,36.5,-118.75
50282,36.123,-118.548,iNaturalist,2020,1,36,-118.5
50283,38.016,-105.007,iNaturalist,2020,1,38,-105
50284,34.246,-117.22,iNaturalist,2020,1,34.25,-117.25
50285,36.581,-118.751,iNaturalist,2020,1,36.5,-118.75
50286,49.361,-123.118,iNaturalist,2020,1,49.25,-123
50287,37.648,-118.97,iNaturalist,2020,1,37.75,-119
50288,36.735,-118.966,iNaturalist,2020,1,36.75,-119
50289,36.735,-118.967,iNaturalist,2020,1,36.75,-119
50290,48.456,-123.562,iNaturalist,2020,1,48.5,-123.5
50291,36.585,-118.75,iNaturalist,2020,1,36.5,-118.75
50292,36.629,-118.784,iNaturalist,2020,1,36.75,-118.75
50293,48.767,-123.275,iNaturalist,2020,1,48.75,-123.25
50294,36.574,-118.75,iNaturalist,2020,1,36.5,-118.75
50295,36.263,-115.654,iNaturalist,2020,1,36.25,-115.75
50296,37.478,-107.548,iNaturalist,2020,1,37.5,-107.5
50297,32.873,-105.714,iNaturalist,2020,1,32.75,-105.75
50298,36.568,-118.765,iNaturalist,2020,1,36.5,-118.75
50299,36.556,-118.746,iNaturalist,2020,1,36.5,-118.75
50300,46.679,-114.041,iNaturalist,2020,1,46.75,-114
50301,48.383,-114.123,iNaturalist,2020,1,48.5,-114
50302,46.904,-113.969,iNaturalist,2020,1,47,-114
50303,47.693,-114.163,iNaturalist,2020,1,47.75,-114.25
50304,36.583,-118.751,iNaturalist,2020,1,36.5,-118.75
50305,37.939,-119.189,iNaturalist,2020,1,38,-119.25
50306,36.581,-118.751,iNaturalist,2020,1,36.5,-118.75
50307,32.882,-105.656,iNaturalist,2020,1,33,-105.75
50308,36.138,-118.577,iNaturalist,2020,1,36.25,-118.5
50309,36.565,-118.771,iNaturalist,2020,1,36.5,-118.75
50310,46.93,-114.032,iNaturalist,2020,1,47,-114
50311,46.93,-114.032,iNaturalist,2020,1,47,-114
50312,46.677,-113.993,iNaturalist,2020,1,46.75,-114
50313,50.832,-121.691,iNaturalist,2020,1,50.75,-121.75
50314,49.441,-123.705,iNaturalist,2020,1,49.5,-123.75
50315,49.641,-124.073,iNaturalist,2020,1,49.75,-124
50316,47.684,-117.376,iNaturalist,2020,1,47.75,-117.5
50317,48.525,-123.508,iNaturalist,2020,1,48.5,-123.5
50318,36.634,-118.55,iNaturalist,2020,1,36.75,-118.5
50319,36.581,-118.751,iNaturalist,2020,1,36.5,-118.75
50320,32.64,-109.82,iNaturalist,2020,1,32.75,-109.75
50321,46.93,-114.032,iNaturalist,2020,1,47,-114
50322,36.184,-118.633,iNaturalist,2018,1,36.25,-118.75
50323,49.06,-123.807,iNaturalist,2009,1,49,-123.75
50324,41.749,-111.808,iNaturalist,2020,1,41.75,-111.75
50325,36.585,-118.75,iNaturalist,2019,1,36.5,-118.75
50326,50.756,-120.869,iNaturalist,2020,1,50.75,-120.75
50327,31.884,-109.207,iNaturalist,2010,1,32,-109.25
50328,31.909,-109.252,iNaturalist,2010,1,32,-109.25
50329,31.909,-109.252,iNaturalist,2010,1,32,-109.25
50330,31.909,-109.252,iNaturalist,2010,1,32,-109.25
50331,48.424,-114.153,iNaturalist,2020,1,48.5,-114.25
50332,32.926,-105.735,iNaturalist,2020,1,33,-105.75
50333,37.236,-112.962,iNaturalist,2014,1,37.25,-113
50334,36.417,-105.104,iNaturalist,2014,1,36.5,-105
50335,50.832,-121.691,iNaturalist,2020,1,50.75,-121.75
50336,42.29,-122.274,iNaturalist,2019,1,42.25,-122.25
50337,48.457,-123.564,iNaturalist,2020,1,48.5,-123.5
50338,37.899,-119.408,iNaturalist,2012,1,38,-119.5
50339,50.606,-120.384,iNaturalist,2009,1,50.5,-120.5
50340,39.992,-105.291,iNaturalist,2015,1,40,-105.25
50341,47.947,-113.873,iNaturalist,2012,1,48,-113.75
50342,32.954,-105.725,iNaturalist,2019,1,33,-105.75
50343,36.486,-118.566,iNaturalist,2021,1,36.5,-118.5
50344,40.497,-121.421,iNaturalist,2018,1,40.5,-121.5
50345,35.821,-106.209,iNaturalist,2021,1,35.75,-106.25
50346,45.521,-122.826,iNaturalist,2021,1,45.5,-122.75
50347,35.699,-105.954,iNaturalist,2021,1,35.75,-106
50348,38.263,-120.267,iNaturalist,2021,1,38.25,-120.25
50349,40.486,-111.747,iNaturalist,2021,1,40.5,-111.75
50350,32.439,-110.757,iNaturalist,2011,1,32.5,-110.75
50351,32.949,-105.738,iNaturalist,2021,1,33,-105.75
50352,44.568,-123.396,iNaturalist,2021,1,44.5,-123.5
50353,38.865,-120.207,iNaturalist,2021,1,38.75,-120.25
50354,40.217,-121.176,iNaturalist,2021,1,40.25,-121.25
50355,33.02,-105.632,iNaturalist,2021,1,33,-105.75
50356,47.831,-114.035,iNaturalist,2021,1,47.75,-114
50357,36.549,-105.308,iNaturalist,2021,1,36.5,-105.25
50358,32.949,-105.748,iNaturalist,2021,1,33,-105.75
50359,47.769,-114.126,iNaturalist,2021,1,47.75,-114.25
50360,36.268,-115.664,iNaturalist,2021,1,36.25,-115.75
50361,48.461,-123.301,iNaturalist,2021,1,48.5,-123.25
50362,50.031,-124.984,iNaturalist,2021,1,50,-125
50363,37.625,-118.991,iNaturalist,2019,1,37.5,-119
50364,45.845,-115.718,iNaturalist,2021,1,45.75,-115.75
50365,43.006,-116.697,iNaturalist,2021,1,43,-116.75
50366,35.562,-105.541,iNaturalist,2021,1,35.5,-105.5
50367,36.279,-115.636,iNaturalist,2021,1,36.25,-115.75
50368,32.447,-110.771,iNaturalist,2021,1,32.5,-110.75
50369,36.274,-115.63,iNaturalist,2021,1,36.25,-115.75
50370,38.85,-104.767,iNaturalist,2021,1,38.75,-104.75
50371,32.944,-105.744,iNaturalist,2021,1,33,-105.75
50372,45.067,-117.409,iNaturalist,2021,1,45,-117.5
50373,32.956,-105.736,iNaturalist,2021,1,33,-105.75
50374,36.274,-115.629,iNaturalist,2021,1,36.25,-115.75
50375,46.936,-113.954,iNaturalist,2021,1,47,-114
50376,32.944,-105.746,iNaturalist,2021,1,33,-105.75
50377,38.814,-104.898,iNaturalist,2021,1,38.75,-105
50378,40.534,-121.571,iNaturalist,2017,1,40.5,-121.5
50379,36.257,-115.643,iNaturalist,2021,1,36.25,-115.75
50380,43.004,-116.75,iNaturalist,2021,1,43,-116.75
50381,31.044,-115.464,iNaturalist,2021,1,31,-115.5
50382,36.252,-115.647,iNaturalist,2021,1,36.25,-115.75
50383,37.873,-119.163,iNaturalist,2021,1,37.75,-119.25
50384,48.088,-114.072,iNaturalist,2021,1,48,-114
50385,47.112,-116.196,iNaturalist,2021,1,47,-116.25
50386,43.533,-114.983,iNaturalist,2021,1,43.5,-115
50387,32.957,-105.749,iNaturalist,2021,1,33,-105.75
50388,35.728,-105.84,iNaturalist,2021,1,35.75,-105.75
50389,38.186,-120.002,iNaturalist,2021,1,38.25,-120
50390,46.701,-114.001,iNaturalist,2021,1,46.75,-114
50391,48.061,-114.073,iNaturalist,2021,1,48,-114
50392,32.943,-105.746,iNaturalist,2021,1,33,-105.75
50393,47.045,-115.945,iNaturalist,2021,1,47,-116
50394,35.646,-105.456,iNaturalist,2021,1,35.75,-105.5
50395,32.831,-105.737,iNaturalist,2021,1,32.75,-105.75
50396,32.959,-105.718,iNaturalist,2021,1,33,-105.75
50397,40.696,-121.425,iNaturalist,2021,1,40.75,-121.5
50398,32.726,-105.728,iNaturalist,2021,1,32.75,-105.75
50399,36.731,-105.551,iNaturalist,2021,1,36.75,-105.5
50400,44,-123.084,iNaturalist,2021,1,44,-123
50401,32.726,-105.729,iNaturalist,2021,1,32.75,-105.75
50402,39.15,-120.155,iNaturalist,2021,1,39.25,-120.25
50403,47.894,-122.196,iNaturalist,2021,1,48,-122.25
50404,38.871,-104.768,iNaturalist,2021,1,38.75,-104.75
50405,36.735,-118.966,iNaturalist,2021,1,36.75,-119
50406,40.028,-105.293,iNaturalist,2021,1,40,-105.25
50407,40.028,-105.293,iNaturalist,2021,1,40,-105.25
50408,37.601,-119.642,iNaturalist,2021,1,37.5,-119.75
50409,36.358,-105.297,iNaturalist,2021,1,36.25,-105.25
50410,38.781,-104.881,iNaturalist,2021,1,38.75,-105
50411,37.505,-107.22,iNaturalist,2021,1,37.5,-107.25
50412,48.555,-123.432,iNaturalist,2017,1,48.5,-123.5
50413,35.861,-105.473,iNaturalist,2021,1,35.75,-105.5
50414,35.19,-106.417,iNaturalist,2021,1,35.25,-106.5
50415,39.12,-120.162,iNaturalist,2021,1,39,-120.25
50416,36.272,-115.672,iNaturalist,2021,1,36.25,-115.75
50417,36.274,-115.63,iNaturalist,2021,1,36.25,-115.75
50418,46.948,-114.076,iNaturalist,2021,1,47,-114
50419,46.948,-114.076,iNaturalist,2021,1,47,-114
50420,46.93,-114.032,iNaturalist,2021,1,47,-114
50421,40.444,-111.705,iNaturalist,2021,1,40.5,-111.75
50422,38.184,-119.991,iNaturalist,2021,1,38.25,-120
50423,38.017,-105.009,iNaturalist,2021,1,38,-105
50424,40.675,-111.603,iNaturalist,2021,1,40.75,-111.5
50425,32.902,-105.776,iNaturalist,2021,1,33,-105.75
50426,47.789,-122.049,iNaturalist,2021,1,47.75,-122
50427,36.366,-105.064,iNaturalist,2021,1,36.25,-105
50428,49.321,-124.285,iNaturalist,2021,1,49.25,-124.25
50429,46.948,-114.075,iNaturalist,2021,1,47,-114
50430,40.039,-105.39,iNaturalist,2021,1,40,-105.5
50431,49.872,-125.118,iNaturalist,2021,1,49.75,-125
50432,36.985,-119.126,iNaturalist,2021,1,37,-119.25
50433,32.447,-110.773,iNaturalist,2021,1,32.5,-110.75
50434,37.648,-118.97,iNaturalist,2021,1,37.75,-119
50435,37.797,-119.86,iNaturalist,2021,1,37.75,-119.75
50436,32.95,-105.661,iNaturalist,2021,1,33,-105.75
50437,32.958,-105.744,iNaturalist,2021,1,33,-105.75
