elev2,lng,lat,lon
NA,-123,49,-123
NA,-122.975,49,-122.975
NA,-122.95,49,-122.95
NA,-122.925,49,-122.925
NA,-122.9,49,-122.9
NA,-122.875,49,-122.875
NA,-122.85,49,-122.85
NA,-122.825,49,-122.825
NA,-122.8,49,-122.8
NA,-122.775,49,-122.775
18,-122.75,49,-122.75
60,-122.725,49,-122.725
123,-122.7,49,-122.7
140,-122.675,49,-122.675
146,-122.65,49,-122.65
101,-122.625,49,-122.625
80,-122.6,49,-122.6
94,-122.575,49,-122.575
69,-122.55,49,-122.55
50,-122.525,49,-122.525
39,-122.5,49,-122.5
41,-122.475,49,-122.475
45,-122.45,49,-122.45
45,-122.425,49,-122.425
55,-122.4,49,-122.4
59,-122.375,49,-122.375
52,-122.35,49,-122.35
61,-122.325,49,-122.325
33,-122.3,49,-122.3
22,-122.275,49,-122.275
17,-122.25,49,-122.25
7,-122.225,49,-122.225
10,-122.2,49,-122.2
7,-122.175,49,-122.175
67,-122.15,49,-122.15
459,-122.125,49,-122.125
200,-122.1,49,-122.1
228,-122.075,49,-122.075
396,-122.05,49,-122.05
885,-122.025,49,-122.025
766,-122,49,-122
1436,-121.975,49,-121.975
1038,-121.95,49,-121.95
1125,-121.925,49,-121.925
1212,-121.9,49,-121.9
1141,-121.875,49,-121.875
1790,-121.85,49,-121.85
1069,-121.825,49,-121.825
1271,-121.8,49,-121.8
957,-121.775,49,-121.775
696,-121.75,49,-121.75
800,-121.725,49,-121.725
1257,-121.7,49,-121.7
1925,-121.675,49,-121.675
1343,-121.65,49,-121.65
1009,-121.625,49,-121.625
994,-121.6,49,-121.6
1611,-121.575,49,-121.575
1839,-121.55,49,-121.55
1009,-121.525,49,-121.525
1872,-121.5,49,-121.5
2112,-121.475,49,-121.475
1373,-121.45,49,-121.45
1040,-121.425,49,-121.425
915,-121.4,49,-121.4
1549,-121.375,49,-121.375
883,-121.35,49,-121.35
895,-121.325,49,-121.325
1091,-121.3,49,-121.3
1775,-121.275,49,-121.275
2308,-121.25,49,-121.25
2230,-121.225,49,-121.225
1857,-121.2,49,-121.2
1953,-121.175,49,-121.175
1684,-121.15,49,-121.15
1173,-121.125,49,-121.125
646,-121.1,49,-121.1
486,-121.075,49,-121.075
660,-121.05,49,-121.05
1441,-121.025,49,-121.025
1764,-121,49,-121
1105,-120.975,49,-120.975
1218,-120.95,49,-120.95
1419,-120.925,49,-120.925
2058,-120.9,49,-120.9
1688,-120.875,49,-120.875
2055,-120.85,49,-120.85
1810,-120.825,49,-120.825
1339,-120.8,49,-120.8
1879,-120.775,49,-120.775
1511,-120.75,49,-120.75
1616,-120.725,49,-120.725
1719,-120.7,49,-120.7
1382,-120.675,49,-120.675
1866,-120.65,49,-120.65
1776,-120.625,49,-120.625
1815,-120.6,49,-120.6
1618,-120.575,49,-120.575
1293,-120.55,49,-120.55
1659,-120.525,49,-120.525
1545,-120.5,49,-120.5
1563,-120.475,49,-120.475
1741,-120.45,49,-120.45
1925,-120.425,49,-120.425
2254,-120.4,49,-120.4
1983,-120.375,49,-120.375
1972,-120.35,49,-120.35
1519,-120.325,49,-120.325
1862,-120.3,49,-120.3
2089,-120.275,49,-120.275
1802,-120.25,49,-120.25
1908,-120.225,49,-120.225
2058,-120.2,49,-120.2
2227,-120.175,49,-120.175
1982,-120.15,49,-120.15
1856,-120.125,49,-120.125
1821,-120.1,49,-120.1
1937,-120.075,49,-120.075
2004,-120.05,49,-120.05
1869,-120.025,49,-120.025
2022,-120,49,-120
2037,-119.975,49,-119.975
2299,-119.95,49,-119.95
2128,-119.925,49,-119.925
1943,-119.9,49,-119.9
1729,-119.875,49,-119.875
2183,-119.85,49,-119.85
1971,-119.825,49,-119.825
1532,-119.8,49,-119.8
1439,-119.775,49,-119.775
1181,-119.75,49,-119.75
361,-119.725,49,-119.725
396,-119.7,49,-119.7
440,-119.675,49,-119.675
497,-119.65,49,-119.65
741,-119.625,49,-119.625
667,-119.6,49,-119.6
690,-119.575,49,-119.575
713,-119.55,49,-119.55
770,-119.525,49,-119.525
618,-119.5,49,-119.5
333,-119.475,49,-119.475
277,-119.45,49,-119.45
322,-119.425,49,-119.425
584,-119.4,49,-119.4
787,-119.375,49,-119.375
995,-119.35,49,-119.35
1111,-119.325,49,-119.325
1005,-119.3,49,-119.3
1033,-119.275,49,-119.275
1111,-119.25,49,-119.25
1180,-119.225,49,-119.225
1252,-119.2,49,-119.2
1136,-119.175,49,-119.175
1316,-119.15,49,-119.15
1193,-119.125,49,-119.125
1269,-119.1,49,-119.1
1177,-119.075,49,-119.075
1107,-119.05,49,-119.05
845,-119.025,49,-119.025
1013,-119,49,-119
1306,-118.975,49,-118.975
1234,-118.95,49,-118.95
1033,-118.925,49,-118.925
916,-118.9,49,-118.9
810,-118.875,49,-118.875
765,-118.85,49,-118.85
713,-118.825,49,-118.825
903,-118.8,49,-118.8
600,-118.775,49,-118.775
773,-118.75,49,-118.75
984,-118.725,49,-118.725
1160,-118.7,49,-118.7
1204,-118.675,49,-118.675
1404,-118.65,49,-118.65
1311,-118.625,49,-118.625
1181,-118.6,49,-118.6
1056,-118.575,49,-118.575
902,-118.55,49,-118.55
608,-118.525,49,-118.525
525,-118.5,49,-118.5
NA,-123,49.025,-123
NA,-122.975,49.025,-122.975
NA,-122.95,49.025,-122.95
NA,-122.925,49.025,-122.925
NA,-122.9,49.025,-122.9
NA,-122.875,49.025,-122.875
24,-122.85,49.025,-122.85
12,-122.825,49.025,-122.825
90,-122.8,49.025,-122.8
43,-122.775,49.025,-122.775
19,-122.75,49.025,-122.75
14,-122.725,49.025,-122.725
29,-122.7,49.025,-122.7
72,-122.675,49.025,-122.675
89,-122.65,49.025,-122.65
95,-122.625,49.025,-122.625
89,-122.6,49.025,-122.6
87,-122.575,49.025,-122.575
92,-122.55,49.025,-122.55
74,-122.525,49.025,-122.525
90,-122.5,49.025,-122.5
89,-122.475,49.025,-122.475
87,-122.45,49.025,-122.45
80,-122.425,49.025,-122.425
77,-122.4,49.025,-122.4
52,-122.375,49.025,-122.375
56,-122.35,49.025,-122.35
76,-122.325,49.025,-122.325
54,-122.3,49.025,-122.3
60,-122.275,49.025,-122.275
5,-122.25,49.025,-122.25
8,-122.225,49.025,-122.225
6,-122.2,49.025,-122.2
5,-122.175,49.025,-122.175
5,-122.15,49.025,-122.15
4,-122.125,49.025,-122.125
467,-122.1,49.025,-122.1
371,-122.075,49.025,-122.075
194,-122.05,49.025,-122.05
195,-122.025,49.025,-122.025
235,-122,49.025,-122
891,-121.975,49.025,-121.975
1199,-121.95,49.025,-121.95
791,-121.925,49.025,-121.925
699,-121.9,49.025,-121.9
1382,-121.875,49.025,-121.875
1369,-121.85,49.025,-121.85
752,-121.825,49.025,-121.825
536,-121.8,49.025,-121.8
1098,-121.775,49.025,-121.775
1409,-121.75,49.025,-121.75
1192,-121.725,49.025,-121.725
1384,-121.7,49.025,-121.7
1078,-121.675,49.025,-121.675
647,-121.65,49.025,-121.65
1160,-121.625,49.025,-121.625
2137,-121.6,49.025,-121.6
1278,-121.575,49.025,-121.575
949,-121.55,49.025,-121.55
1851,-121.525,49.025,-121.525
1453,-121.5,49.025,-121.5
1470,-121.475,49.025,-121.475
1401,-121.45,49.025,-121.45
1100,-121.425,49.025,-121.425
619,-121.4,49.025,-121.4
916,-121.375,49.025,-121.375
1639,-121.35,49.025,-121.35
1492,-121.325,49.025,-121.325
1787,-121.3,49.025,-121.3
1574,-121.275,49.025,-121.275
1316,-121.25,49.025,-121.25
1702,-121.225,49.025,-121.225
1749,-121.2,49.025,-121.2
1045,-121.175,49.025,-121.175
1555,-121.15,49.025,-121.15
1371,-121.125,49.025,-121.125
1146,-121.1,49.025,-121.1
521,-121.075,49.025,-121.075
564,-121.05,49.025,-121.05
1031,-121.025,49.025,-121.025
1493,-121,49.025,-121
1638,-120.975,49.025,-120.975
1236,-120.95,49.025,-120.95
1195,-120.925,49.025,-120.925
1563,-120.9,49.025,-120.9
1793,-120.875,49.025,-120.875
2122,-120.85,49.025,-120.85
2053,-120.825,49.025,-120.825
1774,-120.8,49.025,-120.8
1251,-120.775,49.025,-120.775
1345,-120.75,49.025,-120.75
1360,-120.725,49.025,-120.725
1422,-120.7,49.025,-120.7
1585,-120.675,49.025,-120.675
1655,-120.65,49.025,-120.65
2014,-120.625,49.025,-120.625
1655,-120.6,49.025,-120.6
1458,-120.575,49.025,-120.575
1260,-120.55,49.025,-120.55
1517,-120.525,49.025,-120.525
1632,-120.5,49.025,-120.5
1768,-120.475,49.025,-120.475
1860,-120.45,49.025,-120.45
2164,-120.425,49.025,-120.425
2036,-120.4,49.025,-120.4
1903,-120.375,49.025,-120.375
1713,-120.35,49.025,-120.35
1720,-120.325,49.025,-120.325
2028,-120.3,49.025,-120.3
1930,-120.275,49.025,-120.275
2050,-120.25,49.025,-120.25
2081,-120.225,49.025,-120.225
2106,-120.2,49.025,-120.2
2167,-120.175,49.025,-120.175
2356,-120.15,49.025,-120.15
2388,-120.125,49.025,-120.125
2195,-120.1,49.025,-120.1
2085,-120.075,49.025,-120.075
1843,-120.05,49.025,-120.05
1823,-120.025,49.025,-120.025
1773,-120,49.025,-120
1992,-119.975,49.025,-119.975
2048,-119.95,49.025,-119.95
2021,-119.925,49.025,-119.925
2294,-119.9,49.025,-119.9
2142,-119.875,49.025,-119.875
1749,-119.85,49.025,-119.85
1485,-119.825,49.025,-119.825
1562,-119.8,49.025,-119.8
1186,-119.775,49.025,-119.775
624,-119.75,49.025,-119.75
374,-119.725,49.025,-119.725
363,-119.7,49.025,-119.7
583,-119.675,49.025,-119.675
474,-119.65,49.025,-119.65
1164,-119.625,49.025,-119.625
1120,-119.6,49.025,-119.6
1021,-119.575,49.025,-119.575
959,-119.55,49.025,-119.55
1091,-119.525,49.025,-119.525
467,-119.5,49.025,-119.5
308,-119.475,49.025,-119.475
277,-119.45,49.025,-119.45
348,-119.425,49.025,-119.425
758,-119.4,49.025,-119.4
985,-119.375,49.025,-119.375
1348,-119.35,49.025,-119.35
1263,-119.325,49.025,-119.325
1171,-119.3,49.025,-119.3
1212,-119.275,49.025,-119.275
1138,-119.25,49.025,-119.25
1203,-119.225,49.025,-119.225
1401,-119.2,49.025,-119.2
1099,-119.175,49.025,-119.175
1182,-119.15,49.025,-119.15
1038,-119.125,49.025,-119.125
1191,-119.1,49.025,-119.1
1099,-119.075,49.025,-119.075
986,-119.05,49.025,-119.05
833,-119.025,49.025,-119.025
857,-119,49.025,-119
830,-118.975,49.025,-118.975
726,-118.95,49.025,-118.95
950,-118.925,49.025,-118.925
721,-118.9,49.025,-118.9
817,-118.875,49.025,-118.875
826,-118.85,49.025,-118.85
813,-118.825,49.025,-118.825
709,-118.8,49.025,-118.8
1025,-118.775,49.025,-118.775
832,-118.75,49.025,-118.75
807,-118.725,49.025,-118.725
877,-118.7,49.025,-118.7
1059,-118.675,49.025,-118.675
1287,-118.65,49.025,-118.65
1448,-118.625,49.025,-118.625
1303,-118.6,49.025,-118.6
1040,-118.575,49.025,-118.575
863,-118.55,49.025,-118.55
981,-118.525,49.025,-118.525
672,-118.5,49.025,-118.5
NA,-123,49.05,-123
NA,-122.975,49.05,-122.975
NA,-122.95,49.05,-122.95
NA,-122.925,49.05,-122.925
NA,-122.9,49.05,-122.9
52,-122.875,49.05,-122.875
93,-122.85,49.05,-122.85
93,-122.825,49.05,-122.825
81,-122.8,49.05,-122.8
79,-122.775,49.05,-122.775
100,-122.75,49.05,-122.75
62,-122.725,49.05,-122.725
44,-122.7,49.05,-122.7
48,-122.675,49.05,-122.675
54,-122.65,49.05,-122.65
73,-122.625,49.05,-122.625
94,-122.6,49.05,-122.6
103,-122.575,49.05,-122.575
128,-122.55,49.05,-122.55
122,-122.525,49.05,-122.525
104,-122.5,49.05,-122.5
108,-122.475,49.05,-122.475
114,-122.45,49.05,-122.45
104,-122.425,49.05,-122.425
111,-122.4,49.05,-122.4
85,-122.375,49.05,-122.375
83,-122.35,49.05,-122.35
69,-122.325,49.05,-122.325
56,-122.3,49.05,-122.3
76,-122.275,49.05,-122.275
195,-122.25,49.05,-122.25
79,-122.225,49.05,-122.225
4,-122.2,49.05,-122.2
4,-122.175,49.05,-122.175
0,-122.15,49.05,-122.15
0,-122.125,49.05,-122.125
0,-122.1,49.05,-122.1
328,-122.075,49.05,-122.075
846,-122.05,49.05,-122.05
563,-122.025,49.05,-122.025
68,-122,49.05,-122
50,-121.975,49.05,-121.975
415,-121.95,49.05,-121.95
579,-121.925,49.05,-121.925
957,-121.9,49.05,-121.9
971,-121.875,49.05,-121.875
849,-121.85,49.05,-121.85
248,-121.825,49.05,-121.825
1010,-121.8,49.05,-121.8
1375,-121.775,49.05,-121.775
1346,-121.75,49.05,-121.75
1146,-121.725,49.05,-121.725
1069,-121.7,49.05,-121.7
323,-121.675,49.05,-121.675
1146,-121.65,49.05,-121.65
1814,-121.625,49.05,-121.625
1468,-121.6,49.05,-121.6
676,-121.575,49.05,-121.575
1582,-121.55,49.05,-121.55
1256,-121.525,49.05,-121.525
1189,-121.5,49.05,-121.5
1657,-121.475,49.05,-121.475
1745,-121.45,49.05,-121.45
719,-121.425,49.05,-121.425
791,-121.4,49.05,-121.4
897,-121.375,49.05,-121.375
994,-121.35,49.05,-121.35
1855,-121.325,49.05,-121.325
2080,-121.3,49.05,-121.3
1732,-121.275,49.05,-121.275
1289,-121.25,49.05,-121.25
1654,-121.225,49.05,-121.225
1216,-121.2,49.05,-121.2
1355,-121.175,49.05,-121.175
786,-121.15,49.05,-121.15
1230,-121.125,49.05,-121.125
539,-121.1,49.05,-121.1
551,-121.075,49.05,-121.075
879,-121.05,49.05,-121.05
1331,-121.025,49.05,-121.025
1775,-121,49.05,-121
1719,-120.975,49.05,-120.975
1663,-120.95,49.05,-120.95
1614,-120.925,49.05,-120.925
1796,-120.9,49.05,-120.9
1919,-120.875,49.05,-120.875
1460,-120.85,49.05,-120.85
1617,-120.825,49.05,-120.825
1632,-120.8,49.05,-120.8
1368,-120.775,49.05,-120.775
1307,-120.75,49.05,-120.75
1162,-120.725,49.05,-120.725
1692,-120.7,49.05,-120.7
1572,-120.675,49.05,-120.675
1994,-120.65,49.05,-120.65
1820,-120.625,49.05,-120.625
1509,-120.6,49.05,-120.6
1497,-120.575,49.05,-120.575
1171,-120.55,49.05,-120.55
1369,-120.525,49.05,-120.525
1780,-120.5,49.05,-120.5
1937,-120.475,49.05,-120.475
2041,-120.45,49.05,-120.45
1946,-120.425,49.05,-120.425
1889,-120.4,49.05,-120.4
1870,-120.375,49.05,-120.375
1342,-120.35,49.05,-120.35
1593,-120.325,49.05,-120.325
1590,-120.3,49.05,-120.3
1919,-120.275,49.05,-120.275
2114,-120.25,49.05,-120.25
2383,-120.225,49.05,-120.225
2344,-120.2,49.05,-120.2
2047,-120.175,49.05,-120.175
2470,-120.15,49.05,-120.15
2165,-120.125,49.05,-120.125
1892,-120.1,49.05,-120.1
1888,-120.075,49.05,-120.075
1908,-120.05,49.05,-120.05
1725,-120.025,49.05,-120.025
1805,-120,49.05,-120
1892,-119.975,49.05,-119.975
1974,-119.95,49.05,-119.95
1927,-119.925,49.05,-119.925
2091,-119.9,49.05,-119.9
2466,-119.875,49.05,-119.875
2328,-119.85,49.05,-119.85
2103,-119.825,49.05,-119.825
1637,-119.8,49.05,-119.8
1364,-119.775,49.05,-119.775
1048,-119.75,49.05,-119.75
378,-119.725,49.05,-119.725
444,-119.7,49.05,-119.7
1318,-119.675,49.05,-119.675
834,-119.65,49.05,-119.65
542,-119.625,49.05,-119.625
819,-119.6,49.05,-119.6
1108,-119.575,49.05,-119.575
881,-119.55,49.05,-119.55
529,-119.525,49.05,-119.525
317,-119.5,49.05,-119.5
277,-119.475,49.05,-119.475
315,-119.45,49.05,-119.45
646,-119.425,49.05,-119.425
1239,-119.4,49.05,-119.4
1230,-119.375,49.05,-119.375
1218,-119.35,49.05,-119.35
1277,-119.325,49.05,-119.325
1245,-119.3,49.05,-119.3
1258,-119.275,49.05,-119.275
1243,-119.25,49.05,-119.25
1206,-119.225,49.05,-119.225
1421,-119.2,49.05,-119.2
1218,-119.175,49.05,-119.175
1158,-119.15,49.05,-119.15
958,-119.125,49.05,-119.125
911,-119.1,49.05,-119.1
981,-119.075,49.05,-119.075
887,-119.05,49.05,-119.05
850,-119.025,49.05,-119.025
697,-119,49.05,-119
597,-118.975,49.05,-118.975
642,-118.95,49.05,-118.95
600,-118.925,49.05,-118.925
592,-118.9,49.05,-118.9
781,-118.875,49.05,-118.875
904,-118.85,49.05,-118.85
985,-118.825,49.05,-118.825
1146,-118.8,49.05,-118.8
1009,-118.775,49.05,-118.775
859,-118.75,49.05,-118.75
979,-118.725,49.05,-118.725
797,-118.7,49.05,-118.7
1179,-118.675,49.05,-118.675
1532,-118.65,49.05,-118.65
1599,-118.625,49.05,-118.625
1469,-118.6,49.05,-118.6
1328,-118.575,49.05,-118.575
925,-118.55,49.05,-118.55
1098,-118.525,49.05,-118.525
937,-118.5,49.05,-118.5
3,-123,49.075,-123
2,-122.975,49.075,-122.975
1,-122.95,49.075,-122.95
NA,-122.925,49.075,-122.925
NA,-122.9,49.075,-122.9
NA,-122.875,49.075,-122.875
2,-122.85,49.075,-122.85
2,-122.825,49.075,-122.825
0,-122.8,49.075,-122.8
2,-122.775,49.075,-122.775
0,-122.75,49.075,-122.75
2,-122.725,49.075,-122.725
21,-122.7,49.075,-122.7
49,-122.675,49.075,-122.675
54,-122.65,49.075,-122.65
56,-122.625,49.075,-122.625
63,-122.6,49.075,-122.6
96,-122.575,49.075,-122.575
100,-122.55,49.075,-122.55
99,-122.525,49.075,-122.525
118,-122.5,49.075,-122.5
112,-122.475,49.075,-122.475
107,-122.45,49.075,-122.45
115,-122.425,49.075,-122.425
128,-122.4,49.075,-122.4
88,-122.375,49.075,-122.375
63,-122.35,49.075,-122.35
22,-122.325,49.075,-122.325
48,-122.3,49.075,-122.3
4,-122.275,49.075,-122.275
55,-122.25,49.075,-122.25
172,-122.225,49.075,-122.225
175,-122.2,49.075,-122.2
245,-122.175,49.075,-122.175
4,-122.15,49.075,-122.15
3,-122.125,49.075,-122.125
4,-122.1,49.075,-122.1
4,-122.075,49.075,-122.075
36,-122.05,49.075,-122.05
408,-122.025,49.075,-122.025
424,-122,49.075,-122
59,-121.975,49.075,-121.975
64,-121.95,49.075,-121.95
204,-121.925,49.075,-121.925
71,-121.9,49.075,-121.9
129,-121.875,49.075,-121.875
113,-121.85,49.075,-121.85
135,-121.825,49.075,-121.825
208,-121.8,49.075,-121.8
204,-121.775,49.075,-121.775
200,-121.75,49.075,-121.75
228,-121.725,49.075,-121.725
254,-121.7,49.075,-121.7
675,-121.675,49.075,-121.675
1036,-121.65,49.075,-121.65
1293,-121.625,49.075,-121.625
1237,-121.6,49.075,-121.6
925,-121.575,49.075,-121.575
1686,-121.55,49.075,-121.55
756,-121.525,49.075,-121.525
1697,-121.5,49.075,-121.5
1225,-121.475,49.075,-121.475
852,-121.45,49.075,-121.45
619,-121.425,49.075,-121.425
1200,-121.4,49.075,-121.4
1325,-121.375,49.075,-121.375
1286,-121.35,49.075,-121.35
1861,-121.325,49.075,-121.325
1630,-121.3,49.075,-121.3
1509,-121.275,49.075,-121.275
1334,-121.25,49.075,-121.25
1634,-121.225,49.075,-121.225
1729,-121.2,49.075,-121.2
1279,-121.175,49.075,-121.175
663,-121.15,49.075,-121.15
534,-121.125,49.075,-121.125
699,-121.1,49.075,-121.1
695,-121.075,49.075,-121.075
820,-121.05,49.075,-121.05
1411,-121.025,49.075,-121.025
1109,-121,49.075,-121
1429,-120.975,49.075,-120.975
1665,-120.95,49.075,-120.95
1588,-120.925,49.075,-120.925
1716,-120.9,49.075,-120.9
1714,-120.875,49.075,-120.875
1723,-120.85,49.075,-120.85
1698,-120.825,49.075,-120.825
1346,-120.8,49.075,-120.8
1598,-120.775,49.075,-120.775
1534,-120.75,49.075,-120.75
1307,-120.725,49.075,-120.725
1104,-120.7,49.075,-120.7
1588,-120.675,49.075,-120.675
1751,-120.65,49.075,-120.65
1506,-120.625,49.075,-120.625
1579,-120.6,49.075,-120.6
1238,-120.575,49.075,-120.575
1380,-120.55,49.075,-120.55
1575,-120.525,49.075,-120.525
1788,-120.5,49.075,-120.5
2032,-120.475,49.075,-120.475
2175,-120.45,49.075,-120.45
2056,-120.425,49.075,-120.425
1707,-120.4,49.075,-120.4
1588,-120.375,49.075,-120.375
1962,-120.35,49.075,-120.35
1180,-120.325,49.075,-120.325
1825,-120.3,49.075,-120.3
2050,-120.275,49.075,-120.275
2107,-120.25,49.075,-120.25
2222,-120.225,49.075,-120.225
2222,-120.2,49.075,-120.2
1836,-120.175,49.075,-120.175
2112,-120.15,49.075,-120.15
2133,-120.125,49.075,-120.125
2163,-120.1,49.075,-120.1
1941,-120.075,49.075,-120.075
1759,-120.05,49.075,-120.05
1437,-120.025,49.075,-120.025
1802,-120,49.075,-120
1578,-119.975,49.075,-119.975
1620,-119.95,49.075,-119.95
2009,-119.925,49.075,-119.925
2243,-119.9,49.075,-119.9
2198,-119.875,49.075,-119.875
2221,-119.85,49.075,-119.85
1629,-119.825,49.075,-119.825
1693,-119.8,49.075,-119.8
1316,-119.775,49.075,-119.775
1045,-119.75,49.075,-119.75
377,-119.725,49.075,-119.725
610,-119.7,49.075,-119.7
1202,-119.675,49.075,-119.675
1156,-119.65,49.075,-119.65
1065,-119.625,49.075,-119.625
679,-119.6,49.075,-119.6
688,-119.575,49.075,-119.575
571,-119.55,49.075,-119.55
280,-119.525,49.075,-119.525
285,-119.5,49.075,-119.5
354,-119.475,49.075,-119.475
725,-119.45,49.075,-119.45
1030,-119.425,49.075,-119.425
1331,-119.4,49.075,-119.4
1473,-119.375,49.075,-119.375
1616,-119.35,49.075,-119.35
1368,-119.325,49.075,-119.325
1472,-119.3,49.075,-119.3
1302,-119.275,49.075,-119.275
1197,-119.25,49.075,-119.25
1084,-119.225,49.075,-119.225
1088,-119.2,49.075,-119.2
1109,-119.175,49.075,-119.175
1058,-119.15,49.075,-119.15
1051,-119.125,49.075,-119.125
1224,-119.1,49.075,-119.1
1129,-119.075,49.075,-119.075
1064,-119.05,49.075,-119.05
1066,-119.025,49.075,-119.025
608,-119,49.075,-119
835,-118.975,49.075,-118.975
756,-118.95,49.075,-118.95
1054,-118.925,49.075,-118.925
929,-118.9,49.075,-118.9
1204,-118.875,49.075,-118.875
1003,-118.85,49.075,-118.85
1159,-118.825,49.075,-118.825
1114,-118.8,49.075,-118.8
1242,-118.775,49.075,-118.775
1119,-118.75,49.075,-118.75
1296,-118.725,49.075,-118.725
1030,-118.7,49.075,-118.7
848,-118.675,49.075,-118.675
1056,-118.65,49.075,-118.65
1175,-118.625,49.075,-118.625
1258,-118.6,49.075,-118.6
1343,-118.575,49.075,-118.575
992,-118.55,49.075,-118.55
1101,-118.525,49.075,-118.525
1058,-118.5,49.075,-118.5
10,-123,49.1,-123
0,-122.975,49.1,-122.975
2,-122.95,49.1,-122.95
0,-122.925,49.1,-122.925
3,-122.9,49.1,-122.9
60,-122.875,49.1,-122.875
17,-122.85,49.1,-122.85
6,-122.825,49.1,-122.825
2,-122.8,49.1,-122.8
3,-122.775,49.1,-122.775
0,-122.75,49.1,-122.75
5,-122.725,49.1,-122.725
26,-122.7,49.1,-122.7
9,-122.675,49.1,-122.675
10,-122.65,49.1,-122.65
11,-122.625,49.1,-122.625
55,-122.6,49.1,-122.6
51,-122.575,49.1,-122.575
71,-122.55,49.1,-122.55
96,-122.525,49.1,-122.525
110,-122.5,49.1,-122.5
92,-122.475,49.1,-122.475
90,-122.45,49.1,-122.45
107,-122.425,49.1,-122.425
132,-122.4,49.1,-122.4
92,-122.375,49.1,-122.375
5,-122.35,49.1,-122.35
4,-122.325,49.1,-122.325
3,-122.3,49.1,-122.3
4,-122.275,49.1,-122.275
6,-122.25,49.1,-122.25
213,-122.225,49.1,-122.225
314,-122.2,49.1,-122.2
458,-122.175,49.1,-122.175
568,-122.15,49.1,-122.15
3,-122.125,49.1,-122.125
3,-122.1,49.1,-122.1
8,-122.075,49.1,-122.075
7,-122.05,49.1,-122.05
14,-122.025,49.1,-122.025
20,-122,49.1,-122
35,-121.975,49.1,-121.975
137,-121.95,49.1,-121.95
263,-121.925,49.1,-121.925
320,-121.9,49.1,-121.9
254,-121.875,49.1,-121.875
393,-121.85,49.1,-121.85
512,-121.825,49.1,-121.825
741,-121.8,49.1,-121.8
1300,-121.775,49.1,-121.775
1281,-121.75,49.1,-121.75
1108,-121.725,49.1,-121.725
850,-121.7,49.1,-121.7
401,-121.675,49.1,-121.675
367,-121.65,49.1,-121.65
393,-121.625,49.1,-121.625
658,-121.6,49.1,-121.6
505,-121.575,49.1,-121.575
471,-121.55,49.1,-121.55
710,-121.525,49.1,-121.525
544,-121.5,49.1,-121.5
601,-121.475,49.1,-121.475
866,-121.45,49.1,-121.45
1537,-121.425,49.1,-121.425
1322,-121.4,49.1,-121.4
1241,-121.375,49.1,-121.375
1863,-121.35,49.1,-121.35
1423,-121.325,49.1,-121.325
1379,-121.3,49.1,-121.3
1541,-121.275,49.1,-121.275
1061,-121.25,49.1,-121.25
1608,-121.225,49.1,-121.225
1114,-121.2,49.1,-121.2
1300,-121.175,49.1,-121.175
796,-121.15,49.1,-121.15
576,-121.125,49.1,-121.125
855,-121.1,49.1,-121.1
1616,-121.075,49.1,-121.075
1797,-121.05,49.1,-121.05
1247,-121.025,49.1,-121.025
1341,-121,49.1,-121
1493,-120.975,49.1,-120.975
1643,-120.95,49.1,-120.95
1491,-120.925,49.1,-120.925
1510,-120.9,49.1,-120.9
1781,-120.875,49.1,-120.875
1700,-120.85,49.1,-120.85
1545,-120.825,49.1,-120.825
1737,-120.8,49.1,-120.8
1795,-120.775,49.1,-120.775
1833,-120.75,49.1,-120.75
1805,-120.725,49.1,-120.725
1577,-120.7,49.1,-120.7
1302,-120.675,49.1,-120.675
1280,-120.65,49.1,-120.65
1585,-120.625,49.1,-120.625
1351,-120.6,49.1,-120.6
1143,-120.575,49.1,-120.575
1463,-120.55,49.1,-120.55
1618,-120.525,49.1,-120.525
1954,-120.5,49.1,-120.5
1978,-120.475,49.1,-120.475
1779,-120.45,49.1,-120.45
2131,-120.425,49.1,-120.425
1803,-120.4,49.1,-120.4
1914,-120.375,49.1,-120.375
1986,-120.35,49.1,-120.35
1563,-120.325,49.1,-120.325
1420,-120.3,49.1,-120.3
1872,-120.275,49.1,-120.275
1889,-120.25,49.1,-120.25
1963,-120.225,49.1,-120.225
1983,-120.2,49.1,-120.2
1914,-120.175,49.1,-120.175
1716,-120.15,49.1,-120.15
1779,-120.125,49.1,-120.125
1775,-120.1,49.1,-120.1
1853,-120.075,49.1,-120.075
1660,-120.05,49.1,-120.05
1102,-120.025,49.1,-120.025
1544,-120,49.1,-120
1622,-119.975,49.1,-119.975
2056,-119.95,49.1,-119.95
2230,-119.925,49.1,-119.925
2063,-119.9,49.1,-119.9
1846,-119.875,49.1,-119.875
1704,-119.85,49.1,-119.85
1492,-119.825,49.1,-119.825
1008,-119.8,49.1,-119.8
834,-119.775,49.1,-119.775
406,-119.75,49.1,-119.75
379,-119.725,49.1,-119.725
733,-119.7,49.1,-119.7
1666,-119.675,49.1,-119.675
1505,-119.65,49.1,-119.65
1077,-119.625,49.1,-119.625
713,-119.6,49.1,-119.6
607,-119.575,49.1,-119.575
280,-119.55,49.1,-119.55
359,-119.525,49.1,-119.525
378,-119.5,49.1,-119.5
665,-119.475,49.1,-119.475
1062,-119.45,49.1,-119.45
1342,-119.425,49.1,-119.425
1160,-119.4,49.1,-119.4
1184,-119.375,49.1,-119.375
1255,-119.35,49.1,-119.35
